price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Lộ giới,Hướng
"3,8 tỷ VNĐ",547.x Minh Khai, 30m2, 3, 5, 3, 4,"+ Quá hiếm!!! Bán nhà mặt ngõ ô to tránh, đường Minh Khai, Hai Bà Trưng, 3 phút sang Times City, ngõ ô tô thông sang Kim Ngưu, Trần Khát Chân, kinh doanh rất tốt. Nhà xây 5 tầng kiên cố, thiết kế hiện đại cầu thang cuối, chủ mới về khai thác sử dụng ngay. + Đường trước nhà thẳng tắp rộng 7m, ô tô tải tránh, thông sang nhiều phố lớn. Khu vực tập trung nhiều sinh viên các trường Đại học thuê trọ. + Hai bên đường nhà phân lô đẹp, kinh doanh quán ăn nhanh, tiệm giặt là, hiệu thuốc, cắt tóc, Spa thẩm mỹ hoặc bán hàng online, làm văn phòng rất tốt. + Nhà 5 tầng chủ xây chắc chắn, khung móng BTCT riêng biệt, đầy đủ công năng, chỉ cần thêm lớp sơn là đẹp như mới. Thiết kế: - Tầng 1: Phòng khách, bếp, vệ sinh. - Tầng 2,3,4: Mỗi Tầng 1 phòng ngủ rộng, 1 vệ sinh. - Tầng 5: phòng thờ, sân phơi.  + Sổ đỏ đẹp, pháp lý rõ ràng, chính chủ sẵn sàng giao dịch. Liên hệ Mr Hương để xem nhà, miễn Môi giới, trung gian và báo mạng.",14/10/2022,Tin thường,batdongsan_so_com_vn_1673794833.4552426,,
"9,7 tỷ VNĐ",Đường Hoàng Cầu phường Ô Chợ Dừa, 50m2, 6, 4, 4, 5," - Nhà Hoàng Cầu, khu phân lô ngõ ô tô thông tứ tung, Đê La Thành Nguyễn Phúc Lai.  + Tầng 2,3: mỗi tầng phòng ngủ siêu rộng có cửa sổ thoáng + wc khép kín.  - Chủ nhà cần bán gấp để sắp tới định cư nước ngoài.  + Xem nhà liên hệ Msr Phương 0366563989 ",14/10/2022,Tin thường,batdongsan_so_com_vn_1673794835.4628727, 10,
"3,9 tỷ VNĐ",455.x Minh Khai, 30m2, 3, 5, 3, 4,"+ Quá hiếm!!! Bán nhà mặt ngõ ô to tránh, đường Minh Khai, Hai Bà Trưng, 3 phút sang Times City, ngõ thông tứ phía, kinh doanh rất tốt. Nhà xây 5 tầng kiên cố, thiết kế hiện đại cầu thang cuối, chủ mới về khai thác sử dụng ngay. + Đường trước nhà thẳng tắp rộng 7m, ô tô tải tránh, thông sang nhiều phố lớn. Khu vực tập trung nhiều sinh viên các trường Đại học thuê trọ. + Hai bên đường nhà phân lô đẹp, kinh doanh quán ăn nhanh, tiệm giặt là, hiệu thuốc, cắt tóc, Spa thẩm mỹ hoặc bán hàng online, làm văn phòng rất tốt. + Nhà 5 tầng chủ xây chắc chắn, khung móng BTCT riêng biệt, đầy đủ công năng, chỉ cần thêm lớp sơn là đẹp như mới. Thiết kế: - Tầng 1: Phòng khách, bếp, vệ sinh. - Tầng 2,3,4: Mỗi Tầng 1 phòng ngủ rộng, 1 vệ sinh. - Tầng 5: phòng thờ, sân phơi. + Sổ đỏ đẹp, pháp lý rõ ràng, chính chủ sẵn sàng giao dịch. Liên hệ Mr Hương để xem nhà, miễn Môi giới, trung gian và báo mạng.",14/10/2022,Tin thường,batdongsan_so_com_vn_1673794836.8581495,,
10 tỷ VNĐ,Đường Quốc lộ 5B phường Kiêu Kỵ, 60m2, 4, 5, 4, 5,"Mã Căn: TD 4-41Diện tích: 60m2Mặt tiền 4mChiều sâu 15mHướng Tây BắcSiêu phẩm liền kề được chủ đầu tư Vinhomes bàn giao hoàn thiện. Cam kết cho thuê với lợi nhuận 6%/ năm, cam kết mua lại 137,5% sau 5 năm.Chính sách bán hàng ưu việt.Không vay được ck 5% giá trị căn biệt thự. thanh toán 100% được chiết khấu 13,5% theo dòng tiền số ngày thanh toán sớmVay 40% được chiết khấu 2% ân hạn gốc lãi 18 tháng hết thời gian HTLS được miễn trả gốc 12 thángVay 70% được HTLS 18 tháng sau đó miễn trả gốc 12 tháng tiếp theoTặng voucher xe điện trị giá 200tr TẠI SAO nên chọn mua căn liền kề phân khu Thời Đại- Lợi thế giao thương vượt trội: gần 2 tòa văn phòng, khu nhà ở cao tầng, công viên cây xanh kết hợp bể bơi phong cách resort, gần TTTM Vincom- Vị trí kim cương giao thương huyết mạch: nằm tại cửa ngõ dự án - trung tâm Quận Ocean park, nằm tại vị trí giao thoa đường vành đai 3.5 và đại lộ bốn mùa 51m, nằm giưa cao tốc 5B và quốc lộ 5A- Sở hữu siêu tiện ích: gần hồ tạo sóng Royal Wave Park 18ha, vịnh Thiên Đường Paradise Bay 12ha và khu công viên Vinwonder và hồ nước mặn 4 mùa- Chính sách bán hàng vượt trội, hơn hẳn gửi tiết kiệm ngân hàng. #TheCrown#VinhomesOceanPark#thoidai",14/10/2022,Tin thường,batdongsan_so_com_vn_1673794839.0882328, 15,
"2,7 tỷ VNĐ",Đường Lương Thế Vinh phường Mễ Trì, 69m2, 7, 4, 2, 2,"- Căn góc 2 mặt thoáng, view bể bơi, ban công nhìn sang GreenBay Vinhomes. ",14/10/2022,Tin thường,batdongsan_so_com_vn_1673794840.2940068, 24,
5 tỷ VNĐ,"💥Chính chủ bán CHCC toà S3 VinHomes SkyLake Phạm Hùng view hồ điều hoà, full đồ cao cấp, 5 tỷ; 0766888897", 76m2,,,,,"💥Chính chủ bán CHCC toà S3 VinHomes SkyLake Phạm Hùng view hồ điều hoà, full đồ cao cấp, 5 tỷ; 0766888897 Chính chủ cần bán căn hộ chung cư cao cấp Vinhomes Skylake - Tháp S3 - Tầng trung, 2 phòng ngủ. Vị trí tại khu trung tâm Mỹ Đình, giao thông thuận tiện.- Diện tích: Tim tường 76,25m2.- Căn 2 phòng ngủ, 2WC, view đẹp nhất dự án nhìn ra công viên 32ha và hồ điều hòa. Thiết kế thoáng đẹp, tách riêng phòng khách và bếp.- Hiện trạng: Bán full nội thất gắn tường cao cấp (tủ quần áo âm tường, tủ bếp, bếp từ, trần thạch cao, điều hòa âm trần, sàn gỗ, rèm cửa). Chủ nhà để lại full đồ nội thất cao cấp: Sofa, giường, tủ, bàn ghế ăn, tivi, tủ lạnh, máy giặt, khách mua có thể xách vali vào ở luôn hoặc tiếp tục cho người Hàn Quốc thuê theo HĐ đã ký.- Tiện ích 5* Vinhomes sẵn có: Mua sắm, ẩm thực, an ninh, giáo dục, y tế, thể thao giải trí, bể bơi 4 mùa trong cùng toà S3, bể bơi ngoài trời, sân vườn, hệ thống trung tâm thương mại Vincom ở tầng thương mại.- Chủ nhà mua nhà để ở nên chọn căn đẹp, sắm nội thất đẹp, cao cấp, phong cách hiện đại, sang trọng. Nhưng nay do phải chuyển công tác nên cần nhượng lại.- Sổ đỏ chính chủ, sở hữu lâu dài. - Giá bán 5 tỷ.- Liên hệ: Chị Thuý 0766 888 897 để biết thêm thông tin chi tiết.       http://www.sanbatdongsanviet.com.vn",14/10/2022,Tin thường,batdongsan_so_com_vn_1673794841.7970219,,
48 triệu VNĐ,Đường Cổ Dương phường Tiên Dương, 72m2, 5,,,,"
    Cần Tiền lên thanh khoản Nhanh Mảnh Đất 72,5 Cổ Dương - Tiên Dương Đông Anh HN - Diện Tích 72,5 Lô Góc 2 Mặt Tiền - Đường Trước Đất 3m ngõ Thông tứ tung ô tô vào tận nhà - Cách 200m Là THPT ARCHIMEDES - Trường Mẫu Giáo Quốc tế- Cách 20m ra Bìa Làng - 300m ra Đường Gom Võ Nguyên Giáp- Giá đầu tư cho anh chị.- Anh chị quan tâm liên hệ em Tuấn
",14/10/2022,Tin thường,batdongsan_so_com_vn_1673794843.5149872,,
5 tỷ VNĐ,Đường Láng Hạ phường Láng Hạ, 30m2, 5, 5, 5, 4,"Đặt một phép toán một ngày bạn mất khoảng thời gian dành cho việc quảng cáo, đăng tin môi giới BĐS là bao lâu. Allproject đã phát triển thành công phần mềm đăng tin bất động sản, phần mềm đăng lên toàn bộ các site rao vặt lớn có lượng truy cập và tìm kiếm tốt nhất liên quan tới lĩnh vực bất động sản. Tại sao nên đăng tin trên các trang tin rao vặt BĐS? Các site rao vặt lớn như: batdongsan.com.vn, alonhadat.com.vn, 123nhadatviet.com... luôn được sự chú ý của rất nhiều khách hàng đang có nhu cầu tìm kiếm BĐS cho nên việc có được 1 tin đăng ở các site rao vặt lớn sẽ được rất nhiều người đọc và quan tâm. Và 1 thực tế không chối cãi đó là lượng tin đăng về BẤT ĐỘNG SẢN trên các site rao vặt rất nhiều, câu hỏi đặt ra là nếu không hiệu quả tại sao họ lại mất thời gian đăng nhiều thế, câu trả lời duy nhất là thực sự có hiệu quả. Chỉ cần có mạng và 1 vài thao tác đăng tin bạn đã có thể nâng cao khả năng tiếp cận khách hàng. Các bạn cần làm gì khi có được miếng đất quảng cáo miễn phí tốt như vậy? Chắc chắn sẽ tham gia khai thác triệt để, nhưng các bạn sẽ gặp phải những khó khăn như Các bạn không rành về Internet nên không biết được nhưng site rao vặt nào sẽ hiệu quả cho mình? Các bạn mất rất nhiều thời gian để tổng hợp list website đăng tin vì không biết được website nào tốt, chất lượng và  được nhiều người quan tâm? Các bạn phải tốn rất nhiều thời gian, nhân lực để đăng tin? Các bạn tốn rất nhiều thời gian để tổng hợp báo cáo tin đã đăng và mất nhiều công để làm mới tin đó ? Và còn rất nhiếu khó khăn khác nữa … Những lợi ích mà phần mềm đăng tin BĐS mang lại cho người dùng Với phần mềm đăng tin BĐS - Allproject sẽ giải quyết cho bạn những khó khăn vướng mắc khi bạn đăng tin trên các site rao vặt BĐS Đăng tin hàng loạt lên các site rao vặt BĐS lớn nhất hiện nay Cung cấp 1 thị trường màu mỡ về lĩnh vực BĐS Bạn đang loay hoay không biết đăng tin ở đâu và đăng tin như thế nào? Chúng tôi sẽ giúp bạn toàn bộ, công việc của bạn thật đơn giản chỉ soạn nội dung tin bài và click “đăng tin”. Tiết kiệm cho bạn khá nhiều về thời gian, nhân lực và chi phí trong việc đầu tư maketting online, phát triển thị trường… Tỉ lệ đăng tin gần như tuyệt đối Các tính năng ưu việt của phần mềm đăng tin BĐS - Allproject Với hơn 10 năm triển khai và phát triển phầm mềm đăng tin BĐS đội ngũ Allproject luôn luôn lắng nghe trải nghiệm của người dùng, fix lỗi và đưa ra các tính năng mới để hoàn thiện phần mềm đăng tin BĐS giúp trải nghiệm người dùng được tốt nhất. Tự động tạo tài khoản Tự động kích hoạt tài khoản Tự động đăng tin hàng loạt Up tin tự động Quản lý tin đăng Quản lý tài khoản Lấy tin bất động sản chính chủ ở Hà Nội và Hồ Chí Minh Hỗ trợ up ảnh Bạn đang quan tâm đến phần mềm đăng tin BĐS để có thể tối ưu thời gian đăng tin cũng như phủ tin để tiếp cận khách hàng tốt hơn truy cập: autoposting.net hoặc liên hệ hotline: 0326125941 để được tư vấn và hỗ trợ. Cài đặt, hướng dẫn tận nơi, phục vụ 24/24 online. Hoặc đến địa chỉ văn phòng để cài đặt và hướng dẫn trực tiếp.",14/10/2022,Tin thường,batdongsan_so_com_vn_1673794844.8354623, 5,
"4,45 tỷ VNĐ",Đường Châu Văn Liêm phường Phú Đô, 40m2, 5, 5, 3, 4,""",sans-serif;="""" background:="""" #e5efff;="""" color:="""" #001a33;="""" mso-ansi-language:="""" en-us'nhÀ="""" ĐẸp="""" mỸ="""" ĐÌnh,="""" lÔ="""" gÓc,="""" 40m="""" x5="""" tẦng,="""" mt5m,="""" 4.45="""" tỶ="""" span="""" spanspan="""" en-us'="""" p="""" class=""MsoNormalSPANSegoe"" ui="""" historic"",sans-serif;="""" white;="""" #050505'="""">NHÀ MẬA NHÀ VỞ HOA H "",sans-serif;="""" background:="""" #e5efff;="""" color:="""" #001a33;="""" mso-ansi-language:="""" en-us'+="""" Đường="""" trước="""" nhà="""" oto="""" tránh="""" 10m="""" span="""" p="""" class=""MsoNormalSPAN"" lô="""" góc="""" vô="""" cùng="""" thoáng="""" sáng="""" en-us'="""">+ Nhà mới xây 2 năm mới koong, 5 tầng thang máy nội thất xịn.  + Tầng 2,3,4 gồm mỗi tầng 1 phòng ngủ khép kín. "",sans-serif;="""" background:="""" #e5efff;="""" color:="""" #001a33;="""" mso-ansi-language:="""" en-us'-="""" tầng="""" 5:="""" phòng="""" thờ,="""" sân="""" phơi,="""" khu="""" tiểu="""" cảnh="""" thưởng="""" trà="""" ngắm="""" thiên="""" văn="""" span="""" p="""" class=""MsoNormalSPAN"" en-us'+="""" sổ="""" đỏ="""" vuông="""" đẹp,="""" nở="""" hâu="""" phong="""" thủy="""" 0.2cm,="""" cất="""" két="""" sẵn="""" sàng="""" giao="""" dịch.="""" en-us'="""">+ A/C hãy LH : '0904548626="""" spanspan="""" class=""textSPANSPAN"" ui"",sans-serif;="""" background:="""" #e5efff;="""" #001a33;="""" en-us'="""" (để="""" biết="""" thêm="""" chi="""" tiết)="""" span="""" p="""">#phudo #Metri #mydinh #daimo #taymo #tuliem #caudien #caugiay #hadong #phúđô #Mễtrì #mỹđình #đạimỗ #tâymỗ #từliêm #cầudiễn #cầugiấy #hàđông",14/10/2022,Tin thường,batdongsan_so_com_vn_1673794848.1214435, 4,
"23,8 tỷ VNĐ",Đường Nguyễn Khuyến phường Biên Giang, 110m2, 7, 4, 5,,""",""sans-serif"";="""" color:="""" #0070c0;="""" line-height:="""" 110%;="""" mso-ansi-language:="""" vi'mẶt="""" phỐ="""" Ô="""" tÔ="""" trÁnh="""" -="""" vỈa="""" hÈ="""" kinh="""" doanh="""" sẦm="""" uẤt="""" vỊ="""" trÍ="""" ĐẮc="""" ĐỊa="""" ngay="""" ngÃ="""" tƯ="""" nguyỄn="""" khuyẾn="""" +="""" yÊn="""" phÚc="""" giÁ="""" tỐt="""" nhẤt="""" khu="""" vỰc.="""" span="""" p="""" class=""MsoNormalSPAN"" vi'+="""" diện="""" tích="""" 110m,="""" nhà="""" 4="""" tầng,="""" mặt="""" tiền="""" 7m="""" giá="""" 23.8="""" tỷ="""" vi'="""">+ Vị trí cực đẹp ngay sát Ngã tư Nguyễn Khuyến - Yên Phúc, nhà thuộc mặt phố Yên Phúc ô tô tránh, dừng đỗ vào nhà vỉa hè rộng kinh doanh sầm uất ngày đêm. "",""sans-serif"";="""" color:="""" #0070c0;="""" line-height:="""" 110%;="""" mso-ansi-language:="""" vi'+="""" thiết="""" kế="""" hiện="""" đại="""" đẳng="""" cấp:="""" span="""" p="""" class=""MsoNormalSPAN"" vi'-="""" t1:="""" gara="""" ô="""" tô,="""" phòng="""" khách,="""" bếp,="""" Ăn,="""" wc.="""" vi'="""">- T2,3: Chia 2 phòng rộng, 2 phòng tắm Master, Ban công lượn vòng quanh, cầu thang giữa. "",""sans-serif"";="""" color:="""" #0070c0;="""" line-height:="""" 110%;="""" mso-ansi-language:="""" vi'-="""" t4:="""" 1="""" phòng="""" rộng,="""" thờ.="""" span="""" p="""" class=""MsoNormalSPAN"" vi'nội="""" thất:="""" cầu="""" thang,="""" sàn="""" gỗ,="""" thiết="""" bị="""" điện,="""" vệ="""" sinh="""" cao="""" cấp="""" nhập="""" khẩu.="""" tặng="""" lại="""" toàn="""" bộ="""" nội="""" thất="""" gắn="""" tường.="""" vi'="""">+ Sổ đỏ chính chủ vuông đét sẵn sàng giao dịch.  "",""sans-serif"";="""" color:="""" #0070c0;="""" line-height:="""" 110%;="""" mso-ansi-language:="""" vi'+="""" giá="""" chào="""" để="""" bán:="""" 23.8="""" tỷ="""" span="""" p="""" class=""MsoNormalSPAN"" liên="""" hệ="""" xem="""" nhà:="""" 0902083139="""" vi'="""">Miễn phí xem nhà – Nguồn nhà phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24",14/10/2022,Tin thường,batdongsan_so_com_vn_1673794849.3990257, 20,
