price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Hướng,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
"3,85 tỷ VNĐ","Nam Dư, Hoàng Mai, HN", 3.85m2,"+ Ngõ ô tô ra vào, thoáng, gần trường học, giao thông thuận tiện. + Nhà xây 4 tầng thiết kế hợp lý đầy đủ công năng + Tầng 1: Phòng khách + phòng ăn, bếp, wc. + Tầng 2, 3: Mỗi tầng 2 phòng ngủ, wc ở giữa. + Tầng 4: Sân thượng trồng cây tâp thể dục. + Sổ đỏ chính chủ sẵn sàng giao dịch.",18/06/2022,Tin thường,batdongsan_so_com_vn_1673819259.1888804,,,,,,
"5,8 tỷ VNĐ","phố trần khát chân ,", 40m2,"
    
Quận Hai Bà Trưng, phố trần khát chân. DT 40m x 5 tầng . Tổng 3 ngủ . Giá chào 5,8 tỷ ( có thương lượng)


Vị trí giáp. võ thị sáu. Đối diện chợ giời. Cách mặt phố chỉ vài chục m2.
Dự kiến phố . trần khát chân. Mở rộng đường. Vào 15m .


Thiết kế;


Tầng 1. Để xe + bếp + khách .ws
Tầng, 2 . Phòng rộng . Có thể làm phòng ngủ.
Tầng. 3. + 1 phòng ngủ rộng. +ws
Tầng 4. Gồm 2 phòng ngủ + 1 ws , chung .
Tầng ,5 , phòng thờ + sân phơi rộng .

",18/06/2022,Tin thường,batdongsan_so_com_vn_1673819260.6539614,,,,,,
"2,1 tỷ VNĐ",tây mỗ đại mỗ nam từ liêm hà nội, 55m2,"- Điều đó là sự thật trong lòng thành phố đông đúc. - Chỉ từ 450tr sở hữu ngay căn 2PN view hồ, cận trường học, kế bãi đỗ xe, Trung tâm TM Vin MALL lớn nhất đông nam Á , ngay tại KĐT Vinhomes Smart City. - Nói chung là tiện ích ngập tràn và thực sự năng động cho tuổi trẻ thả sức tận hưởng. - Chỉ cần 10% kí HĐMB ,20% sở hữu căn hộ- Về nhà mà như đi nghỉ dưỡng là sự thật.- Quan trọng nhất là mua đúng thời điểm! Tại sao? - Chiết khấu khủng lên tới 21% GTCH - Hỗ trợ lãi suất 0% trong 24 tháng đối với 80% GTCH - Miễn 5 năm phí dịch vụ - Cùng nhiều chính sách ưu đãi khác LH/ZALO NGAY: 034.684.6898 (MR.TIẾN) Để được tư vấn chi tiết và nhận bảng giá tốt nhất từ chủ đầu tư",18/06/2022,Tin thường,batdongsan_so_com_vn_1673819262.071171, Tây nam, 30, 30, 9, 2, 1
"5,1 tỷ VNĐ",Đường Hồng Mai phường Quỳnh Lôi, 33m2,"
    
TRUNG TÂM QUẬN HAI BÀ - NGÕ Ô TÔ - GẦN MẶT PHỐ 

Mô tả: 

+ Phố Hồng Mai, vỉa hè, kinh doanh, nhiều văn phòng. Xung quanh chợ trường tiện ích bạt ngàn, 2p ra Công viên tuổi trẻ, Bệnh viện Thanh Nhàn. 
100m ra chợ. đi đâu cũng thuận tiện.
+ Trước nhà ngõ rộng 4m.
+ Nhà 3 tầng 3 ngủ khung cột bê tông chắc chắn. Thiết kế tầng lệch hiện đại:
- Tầng 1: Khách + bếp + wc
- Tầng 2: 2 phòng ngủ + wc
- Tầng 3: 1 phòng ngủ + vườn cafe.
- Tầng 4: Tum có thể làm phòng thờ. 

+ Sổ đỏ đẹp, vuông vắn.

Miễn môi giới và trung gian..!(Liên hệ để được tư vấn, xem nhà hoàn toàn miễn phí).Tôi đang có rất nhiều căn nhà với nhiều phân khúc khác nhau tại bạch mai, đại la, minh khai ....
 
#nhadathanoi #nhamatphohanoi #bannhahaibatrung #bannhaquanhaibatrungduoi2ty #muanhahaibatrung #bannhamatphohaibatrung #bannhamatpholoduc",18/06/2022,Tin thường,batdongsan_so_com_vn_1673819263.323818,, 3, 4, 4, 4, 3
6 ngàn VNĐ,Đường Vạn Phúc phường Vạn Phúc, 45m2,,18/06/2022,Tin thường,batdongsan_so_com_vn_1673819264.5755966,, 5, 5, 5, 4, 5
"3,5 tỷ VNĐ","Chiến Thắng, La Khê", 43m2,"+Cần bán gấp nhà Chiến Thắng-La Khê 43m2*5tầng chỉ 3,8tỷ,nhà mới -cách Vali về ở luôn- Cực Hiếm. + hãy đi xem để cảm nhận được sự tuyệt vời của ngôi nhà cả về vị trí lẫn hướng+ cách ô tô tránh,ô tô dừng đỗ chỉ vài bước chân + khu vực này ở sướng, 20m ra chợ đình La Khê, 200m ra chợ bông đỏ,500m ra trường học cấp 1,2,3 Quang Trung + an ninh an sinh tuyệt đối,hàng xóm thân thiện +gần KĐT Ngô Thì Nhậm,Tiện ích xung quanh vô vàn thuận lợi không thiếu thứ gì+ sổ đỏ vuông đét, chính chủ sẵn sàng giao dịch + giá tham khảo 3,5tỷ đến 4tỷ(có thương lượng)+ Gọi ngay Mrs Hương Chuyên bán, cho thuê và nhận ký gửi nhà đất thổ cư Hà Đông ",18/06/2022,Tin thường,batdongsan_so_com_vn_1673819265.8561707,,,, 5, 4,
"2,8 tỷ VNĐ",Đường  phường Thụy Lâm, 72m2,"CC cần bán lô đất đấu giá siêu đẹp tại Hương Trầm, Thụy Lâm, Đông Anh.Diện tích: 72,8m2.Mặt tiền 5m, hậu 5m.Đường 6m ô tô tránh nhau, vỉa hè 2,5m.Cách trục đường nhựa liên xã 20m.- Xung quanh bán kính 500m tiện ích đầy đủ trường chợ... Siêu thị.- Khu vực đông dân cư phát triển thuận lợi mọi yếu phong thủy rất tốt.- Anh chị quan tâm liên hệ em: 0987956898 để được tư vấn sớm nhất.",18/06/2022,Tin thường,batdongsan_so_com_vn_1673819267.00016,, 5,,,,
"5,4 tỷ VNĐ",Trần Quốc Vượng, 44m2,"- Chủ gửi bán nhà vị trí đẹp ngõ 53 phố Trần Quốc Vượng. Khu vực cực kỳ sầm uất, an sinh tuyệt đỉnh, khu vực gần nhiều trường Đại Học. Ngõ trước nhà xe Ba gác tránh, 200m ra đường Xuân Thủy - Thiết kế & Diện tích:  Nhà 44m2, mặt tiền 3.6m, 5 tầng.   + Tầng 1: phòng khách, bếp, để xe, wc.  + Tầng 2, 3,4: mỗi tầng 1 phòng ngủ + 1 wc. + Tầng 5: 1 phòng và khu vực sân vườn + Nội thất toàn đồ gỗ nhập khẩu cao cấp. Sổ đỏ 30m2,  và 14m2 còn lại là vi bằng. Gia chủ xây full khổ đất. Để biết thêm thông tin LH Mr Chính 0792122918 xem chi tiết nhà ",18/06/2022,Tin thường,batdongsan_so_com_vn_1673819268.4104233,, 3,, 5, 4, 4
69 tỷ VNĐ,Đường Vũ Miện phường Yên Phụ, 110m2,"Tây Hồ Apartment 3 thoáng vie Hồ Tây, 110m, 8 tầng, thang máy, dt 300tr/ tháng   + Mặt View Hồ Tây, 3 tháng, căn nhà được thiết kế theo phong cách Châu Âu. + Với 8 tầng thang máy, trang thiết bị xịn nhất thị trường hiện nay + Khu vực được nhiều người nước ngoài lựa chọn sinh sống và làm việc + Bao gồm 10 phòng Apartment giá trung bình mỗi phòng 1000usd/ tháng. + Sổ một chủ, cất két. Giá bán : 69 tỷ có thương lượng + Vui lòng liên hệ - Mr.Nghĩa 0982411338 Chuyên nhà VIP Hà Nội",18/06/2022,Tin thường,batdongsan_so_com_vn_1673819269.8320897,, 12, 10, 8, 10, 1
22 tỷ VNĐ,Đường Trung Yên 11B phường Trung Hòa, 68m2,"+ CỰC HIẾM – SIÊU THOÁNG – VỈA HÈ, KINH DOANH. + TRUNG TÂM CẦU GIẤY - Ô TÔ TRÁNH - HAI THOÁNG - MẶT PHỐ GIÁ RẺ HƠN NGÕ. --------------------------- + Vị trí cực đẹp, hai thoáng trước sau, ô tô tránh dừng đỗ thoải mái, vỉa hè rộng hai bên, thông Trung Hoà - Trung Yên - Trung Kính - Vũ Phạm Hàm. Khu vực kinh doanh sầm uất, tấp nập ngày đêm, phù hợp nhiều loại hình, cho VP thuê cả nhà 800 triệu/NĂM.  + Nhà 5 tầng sở hữu hai thoáng trước và sau, sẵn ô chờ thang máy, thiết kế công năng vừa ở vừa kinh doanh: T1: Thông sàn, T2,3,4: Tầng chia 2 phòng rộng khép kín, phòng nào cũng có cửa sổ sáng, thoáng tự nhiên.  + Pháp lý: Sổ phân lô vuông bao diêm, sẵn sàng giao dịch.  + Liên hệ: Đức Nhân GREEN LAND – 0929478968 (Miễn Môi giới).",18/06/2022,Tin thường,batdongsan_so_com_vn_1673819273.685282,, 4, 15, 5, 4, 7
"3,45 tỷ VNĐ",Đường Xuân Đỉnh phường Xuân Đỉnh, 50m2," + Chủ cần tiền muốn bán gấp nên rất thiện chí. Đã có giấy phép 5 tầngthang máy và bản thiết kế. + Sổ đỏ chính chủ, pháp lý chuẩn. ",18/06/2022,Tin thường,batdongsan_so_com_vn_1673819275.8835633,, 5, 8, 1, 1, 1
"3,95 tỷ VNĐ",Đường Cầu Giấy phường Quan Hoa, 32m2," Liên hệ: Toán Nhà đẹp, zalo xem sổ ( miễn TG).",18/06/2022,Tin thường,batdongsan_so_com_vn_1673819277.0056288,, 5, 2, 6, 4, 1
