price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
4 tỷ VNĐ,"Đường Cầu Giấy, Xuân Thủy, Cầu Giấy", 40m2, 5, 5, 4, 6, 5,"Bán nhà cầu giấy, ngõ 2 xe SH cười vui, 40m, 10tỷ Gần công viên mặt hồ chạy bộ cả chục km, trung tâm thương mại, chợ khu vui chơi và trường học các cấp.......... An ninh an toàn tuyệt đối, ngõ rộng thênh thang, View thoáng ko bị che chắn, lô góc thông các ngã ba đường. Nằm tại trung tâm ngõ kết nối các cung đường lớn dễ di chuyển và nhanh chóng. Bán 10 tỷ (TL cho Khách thiện chí). LH: 0968063791 - Mr Ninh.",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787395.8922584
,"Đường Khương Trung, Khương Trung, Thanh Xuân",,, 4, 2, 2, 2,"MẶT NGÕ RỘNG  KHUONG TRUNG 50M 2.6 TỶ  KINH DOANH ĐỈNH - OTO ĐỖ CỬA VÀO NHÀ   Nhà mặt ngõ thông oto đỗ cửa vào nhà, kinh doanh đỉnh mọi mặt hàng. Gần trường Nguyễn Trãi, cách mặt phố Khương Trung vài bước chân, khu vực dân cư đông đúc tập chung nhiều sinh viên, tiện ích xung quanh ngập quanh  Chủ làm ăn kinh doanh, lđã chuyển nhà to hơ, tặng lại toàn bộ nội thất như trong ảnhLiên hệ e SEN 098606422",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787397.1758642
"2,7 tỷ VNĐ","Đường Hoa Bằng, Quan Hoa, Cầu Giấy", 26m2, 4, 3, 4, 3,,"+ Ngôi nhà vuông đẹp, bé xinh có vị trí cực đẹp, 10m ra ô tô tránh đỗ. + Nhà rất gần vài bước ra đến đường ô tô. Đi từ Dương Đình Nghệ vào cực gần. Tương lai quy hoạch sáng ngời.   + Thiết kế:  - Tầng 1: Bếp, khách - Tầng 2: 1 phòng ngủ, vệ sinh - Tầng 3: 1 phòng ngủ, vệ sinh - Tầng 4: Phòng thờ, sân phơi. + Chủ thiện chí bán sớm mua nhà lớn hơn cho con trai lấy vợ.  + Sổ đỏ chính chủ, vuông đẹp. + LH,Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787398.3327293
5 tỷ VNĐ,Lê Đức Thọ, 46m2, 5, 3, 6, 9, 6,"NHÀ ĐẸP MUA GIỮ TIỀN – KINH DOANH DÒNG TIỀN ĐỈNH + Vị trí đắc địa nằm ở trung tâm Hà Nội, khu vực dân cư đông đúc, dân trí cao, 20m ra đường Lê Đức Thọ, 3p ra đến bến xe Mỹ Đình  + Thuận tiện di chuyển mọi tuyến đường: Hồ Tùng Mậu, Nguyễn Hoàng, Hàm Nghi, Nguyễn Cơ Thạch, Trần Hữu Dực,... + Thiết kế: 6 tầng, 9 phòng ngủ, phòng thờ sân phơi, khách mua về ở k hết có thể cho thuê. + Sổ đỏ vuông đẹp, chủ nhà thiện chí sẵn sàng giao dịch + Liên hệ E.Trường:0373680538 để được tư vấn và xem nhà miễn phí",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787399.3709514
,"Đường Trần Kim Xuyến, Yên Hòa, Cầu Giấy", 80m2, 6, 25, 5,,,"Bán 80m2 nhà phố Trần Kim Xuyến Yên Hòa Cầu Giấy Hà Nội. Nhà phố Trần Kim Xuyến trong quần thể phân lô khu Lão Thành Cách Mạng VIP, tiếp giáp phố Trung Kính, Vũ Phạm Hàm Hạ Yên, khu nhiều biệt thự sang trọng tiên ích đầy đủ. Nhà thiết kế chắc chắn có bản tầng 2 phòng rộng đẹp gar a ô tô có ô chơ thang máy, trươc nhà ô tô dừng đỗ ngày đêm kinh doanh sầm uất khu rất it nhà bán. Sổ đỏ 80m2 chính chủ đẹp mặt tiền rộng 6m giao dịch ngay gia đình cần bán giá thỏa thuân liên hệ 0945999599.",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787400.4181495
"25,5 tỷ VNĐ","Đường Thụy Khuê, Thụy Khuê, Tây Hồ", 60m2, 4, 20, 4, 4, 4,"NHÀ HAI MẶT PHỐ THỤY KHUÊ TÂY HỒ 60m 25.5 TỶ  HÀNG HIẾM 100 MÉT RA MẶT HỒ TÂY LỘNG GIÓ NHÀ 5 TẦNG, ĐANG CHO THUÊ KINH DOANH 2 MẶT TRƯỚC SAU CỰC ĐỈNH. GẦN TRƯỜNG CHU VĂN AN, BỆNH VIỆN QUỐC TẾ THU CÚC, ĐI MUA XĂNG RẤT TIỆN VÌ CHỈ 2 PHÚT LÀ TỚI CÂY XĂNG THỤY KHUÊ VÀ DỐC TAM ĐA.  DIỆN TÍCH: 60m GIÁ: 25.5 TỶ LIÊN HỆ: 0904578222 (XIN VUI LÒNG GỌI TRỰC TIẾP)",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787401.4364638
"14,5 tỷ VNĐ","Đường Trần Thủ Độ, Tứ Hiệp, Thanh Trì", 99m2, 6, 26, 5, 5, 6,"Bán Gấp Nhà 5 Tầng View Tecco , Đấu Giá Tứ Hiệp , Thanh Trì , Phân Lô Vỉa Hè Ô Tô Tránh , Kinh Doanh Đỉnh Của Đỉnh. LH : Mr Tiến ☎️ 0988871183 , 0988515776 - Diện tích 99m2 x 5 tầng Gara , MT 6m( giá bán đất tặng nhà 5 tầng siêu đẹp : 14 tỷ tí tị tì ti ) - Vị trí siêu đắc địa, đẹp nhất khu đấu giá Tứ Hiệp, Thanh Trì , Phân Lô Ô Tô dừng dỗ cả năm, View Tòa CC Tecco kinh doanh cực đỉnh, khu trung tâm buôn bán kinh doanh sầm uất ( Nhà Hàng, Cafe, Trung tâm anh ngữ, Spa, giải trí karaoke, Hotel , Massager... ) - sổ đỏ chính chủ giao ngay",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787402.8397074
7 tỷ VNĐ,"Đường Bùi Thiện Ngộ, Bồ Đề, Long Biên", 50m2, 3, 4, 5, 3, 4,"
👉 Khu vực đã và đang phát triển thần tốc, nhà nằm vị trí đầu phố Bồ Đề, ngay sát Nguyễn Văn Cừ và Cầu Chương Dương, đi xe 5p vào trung tâm thành phố.
👉 Ở hay kinh doanh đều đỉnh, phù hợp với mọi loại hình kinh doanh.
👉 Nhà xây vài năm, khung cột BTCT, móng 8 tầng cực kiên cố, thiết kế thông sàn:
- Tầng 1: Thông sàn KD + Bếp.
- Tầng 2,3,4: Mỗi tầng 1 ngủ rộng + 1WC.
- Tầng 5: Phòng thờ rộng, sân phơi.
📒 Sổ đỏ vuông nét căng
",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787408.892984
10 tỷ VNĐ,"Đường Khương Trung, Khương Trung, Thanh Xuân", 110m2, 6, 7, 2, 3, 2,"BÁN NHÀ CHÍNH CHỦ PHỐ KHƯƠNG TRUNG THANH XUÂN MẶT NGÕ TO,KINH DOANH SẦM UẤT, NGÕ THÔNG CÁC PHỐ, XÂY BIỆT THỰ, CHUNG CƯ MINI VÀI  BƯỚC CHÂN NGÃ TƯ SỞ, ROYAL CITY ++ 3 Phòng ngủ + SỔ ĐỎ CHÍNH CHỦ + LH ; 0936 360 229 Miễn trung gian Môi giới",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787409.9022844
"5,7 tỷ VNĐ","Đường Quang Trung, Hà Cầu, Hà Đông", 65m2, 5, 4, 4, 6, 5,"-Chuyển công tác cần bán nhanh căn nhà Tào Khang( thời vay mượn, cố gắng để mua và xây dựng bao tâm huyết). Nhà Tản Đà Hà Đông, diện tích không ở đâu có được, rộng, thoáng, gần chợ , ngõ thông, rộng. Xây đẻ ở nên rất cẩn thận và chắc chắn. - Nhà xây 3 tầng trên nền đất 65m, Nở hậu. - Tầng 1: ga ra ô tô, phòng khách, bếp, bàn ăn+ WC - Tầng 2 : 2 ngủ rộng, thoáng. - Tầng 3: 1 ngủ và 1 phòng thờ. - Nhà xây được vài năm nhưng mọi thứ vẫn như mới.  - Cửa chính 2 lớp: cửa sắt và cửa gỗ bên trong. - Cầu thang, cửa phòng gỗ lim bền đẹp. - Cửa nhà tắm, cửa sổ dùng nhôm hệ không rỉ. - Thiết bị vệ sinh nhập khẩu còn mới. - Sàn gỗ. trần thạch cao, tường sơn chống bám bẩn, dễ lau chùi. - Nhà xây theo thiết kế, có giếng trời, luôn có ánh áng tự nhiên, hệ thoongd diện lắp khoa học, đủ sáng và tiết kiệm điện. - Do chuyển công tác nên gia chủ để lại toàn bộ nội thất cao cấp( đồ gỗ xịn xò cho chủ mới). - Vị Trí không thể thuận tiện hơn. + Cách chợ Hà Đông 300m. + Nầm song song với phố Lê Lợi. - Tô Siệu cách 50m. - Vào phố Tản Đà chỉ 10m là tới nhà( quá nông và quá gần). - Chợ Tản Đà ngay trước nhà. - Trường cấp 1,2 Lê Hồng Phong ngay đầu ngõ.( tiện ích nói cả tháng không hết). - Gần bãi gửi xe ô tô, gần khu đô thị Huyndai Hillstate. -Cần bán nhanh, miễn Trung ...
",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787410.704139
