price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng
"1,234 triệu VNĐ","Đường Đào Tấn, Ngọc Khánh, Ba Đình", 59m2, 4, 3, 4, 5, 4,"
    Bán nhà Ba Đình Đào Tấn DT 60M 4T ngõ ô tô, nhà rộng ở sướng LH: 0845681666Nhà chủ xây đẹp chắc chắn thiết kế phù hợp thời mới, có sân để xe riêng nên rất sạch sẽ Vi trí nhà đẹp nhiều tiện ich Công viên Thủ Lệ mấy bước chân thuận tiện thể dục sáng chiều, chợ ngay cạnh nhà.Ngõ to ô tô cách nhà 5m thông khâp nơi Đào Tấn, Linh Lang, Nguyễn Trí ThanhVới nguồn hang 5000 căn nhà quanh các Quân nội thành có già từ 3 tỷ đến 50 tỷSổ đỏ chính chủ sẵn sàng dao dịch ngayLH Trần Hảo 845681 666 để có giá tốt nhất tư vấn xem nhà miễn phí 24/7
",04/11/2022,Tin thường,batdongsan_so_com_vn_1673790349.8955522,
"3,1 tỷ VNĐ",Yên Xá, 34m2, 4,, 5, 4, 4,"Ô TÔ LÔ GÓC – YÊN XÁ HÀ NỘI – Bán Nhà 34m2 x 4 tầng, Giá nhỉnh 3 tỷ.  ✅ Thông số: DT 34m2 x 4 tầng x MT 4m nhà xây mới 100%. Lô Góc , ngõ to, rộng, ô tô gần. Giá nhỉnh 3 tỷ. ✅ Giao thông tiện lợi, đường chia bàn cờ, Phố đang quy hoạch lại rất đẹp. Tiện ích đủ đầy với chợ, siêu thị, các quán ăn lớn- nhỏ xung quanh. Trường Mầm non. các trường học gần. ✅ Sổ đỏ chính chủ cất két, giao dịch ngay.Chủ cực thiện chí bán. ☎️ LH NGỌC SƠN 0812316789 ( Thổ Cư HÀ ĐÔNG ). + Miễn phí xem nhà, hỗ trợ vay vốn ngân hàng, hỗ trợ pháp lý 24/7, thủ tục nhanh gọn…  Xin cám ơn quý khách đã xem bài đăng!",04/11/2022,Tin thường,batdongsan_so_com_vn_1673790351.5072412,
"3,65 tỷ VNĐ","Cầu Bươu, Tả Thanh Oai", 33m2,,,,,,"+ Bán nhà Cầu Bươu, Tả Thanh Oai, Thanh Trì, Hà NộiS: 33m x 6 tầngMT: 3.9mGiá chào: 3.65 tỷ (có thương lượng)+ Nhà mới koong, thiết kế hiện đại, 6 tầng đầy đủ công năng. +Ngõ trước nhà ô tỗ đỗ cửa vào nhà, vài mét ra phố đi lại giao thông thuận tiện. + Tiện ích chỉ vài bước chân: Điện Máy Xanh Cầu Bươu, Cửa hàng thời trang Yody Thanh Trì, Cầu Tó, Chung cư Đại Thanh, Trường mầm non Tuổi Thần Tiên-Đại Thanh…+ Sổ đỏ vuông đét.+ Tư vấn, báo giá, dẫn xem nhà miễn phí. Liên hệ Em Liên.",04/11/2022,Tin thường,batdongsan_so_com_vn_1673790353.520856,
"4,75 tỷ VNĐ","Đường Kim Ngưu, Vĩnh Tuy, Hai Bà Trưng", 50m2, 4, 4, 4, 5, 4,"
    BÁN NHÀ KIM NGƯU - 50m2 x 5 tầng - NGÕ THÔNG, 10M RA Ô TÔ, BA GÁC ĐỖ CỬA - GIÁ CHỈ HƠN 4 tỷ
LH: E Nam 0973.659.609 để gặp Chính chủ xem nhà
+ Nhà dân xây chắc chắn, 5 phòng ngủ lớn, đủ công năng cho đại gia đình. 
+ Vị trí đẹp, gần đường vành đai 2 Minh Khai, 5 phút sang Times City 
+ Ngõ nông rộng, cách đường ô tô tránh vài bước chân, xe ba gác đỗ tận cửa. Tiện ích điện, đường, trường, chợ ngập tràn
",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790355.0587735,
"3,95 tỷ VNĐ",Đường Giáp Bát Phường Giáp Bát quận Hoàng Mai Hà Nội, 35m2, 4,, 5,,,"Thông tin chi tiết: + Nhà mới kính koong ở ngay, kết cấu 5 tầng. + Nhà nằm ở vị trí trung tâm có 102: Cách trường tiểu học Giáp Bát 60m. Cách bãi đỗ ô tô không quá 2 phút đi bộ. Gần trạm y tế phường Giáp Bát. Gần UBND Phường. Gần khu vui chơi giải trí thể thao trẻ nhỏ và người lớn. Ngõ thông siêu to, xe 3 gác vào tận cổng. Xung quanh kinh doanh sầm uất, gần chợ, ăn gì cũng có. + Sổ đỏ vuông đẹp xuất sắc. + Nút giao nhanh ra phố Tân Mai. Đường Giải Phóng, Trương Định Anh chị cô bác hãy nhanh tay gọi, nhà này sẽ hết trong tích tắc ạ Liên hệ: Đức Kiệt 0386826403 Miễn phí xem nhà,đất -  Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24g. Cảm ơn Quý anh/chị cô/bác đã quan tâm!",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790357.0394747,
"13,5 tỷ VNĐ",Phố Trường Chinh Đống Đa Hà Nội, 75m2,,, 7, 10,,"+ Vị trí cực đẹp, mặt ngõ kinh doanh, ô tô, ngõ thông, nhà cách mặt phố Trường Chinh, khu vực trung tâm hiếm nhà bán, tiện ích bạt ngàn. + Nhà xây 7 tầng thang máy, thiết kế mỗi tầng 2 phòng, tổng 10 phòng.  + Tầng 1 thông sàn, khách mua về ở và kinh doanh… hoặc cho thuê đều rất tuyệt vời + Sổ đỏ phân lô, giao dịch phút mốt. + Giá 13.5 tỷ                                  + Liên hệ: Nguyễn Minh Quang + Điện thoại: 0327085656 ( xem nhà trực tiếp miễn phí )",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790358.369916,
"5,2 tỷ VNĐ",Phố Kim Ngưu Hai Bà Trưng Hà Nội, 62m2, 5,, 4, 4,,"+ Vị trí cực kỳ đẹp, khu vực trung tâm, gần Trần Khát Chân, tiện ích bạt ngàn, đi lại thuận tiện vô cùng. + Nhà mới xây được vài năm, khách về ở ngay. + Diện tích 62m2 chỉ 5.2 tỷ, cực hiếm, xây dựng 4 tầng, thiết kế mỗi tầng 2 phòng cầu thâng vệ sinh giữa, mặt tiền rộng 5m. + Sổ đỏ đẹp. + Giá 5.2 tỷ. + Liên hệ: Nguyễn Minh Quang + Điện thoại: 0327085656 ( xem nhà trực tiếp miễn phí )",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790360.0454078,
"2,8 tỷ VNĐ","Đường Thượng Thanh, Thượng Thanh, Long Biên", 33m2, 3, 2, 4, 3, 3,"
    CHỦ CẦN TIỀN BÁN GẤP, CHỈ HƠN 2 TỈ CÓ NHÀ 4 TẦNG THƯỢNG THANH.NHÀ KHUNG CHẮC CHẮN - Ở LUÔNGẦN TRƯỜNG GẦN CHỢGần KĐT HimLamAn sinh đỉnh.Cách cầu Đông trù,Bigc Long Biên chỉ 5 phút, cầu chương dương chỉ 10 phútVào phố gầnXem nhà - Liên hệ Mrs Hương.
",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790361.3429382,
"2,95 tỷ VNĐ","Đường Đội cấn, Đội Cấn, Ba Đình", 30m2, 3, 3, 5, 3, 4,"Bán nhà đẹp tại phố Đội Cấn, Ba Đình 30m2x5tầng, sổ đỏ, ở luôn, giá 2tỷ9 Gia đình cần bán gấp nhà đẹp HÀNG HIẾM - chưa đến 3 TỶ - HỘ KHẨU BA ĐÌNH - NHÀ tự xây - NHÀ ĐẸP - về Ở NGAY Mô tả: Nhà đẹp tầm tiền cực hiếm, nhà dân xây bê tông cốt thếp kiên cố và chắc chắn, khu vực trung tâm Ba Đình, vài bước chân ra mặt phố Đội Cấn, Lăng Bắc, Phố Cổ, Trung Tâm…Gia Chủ nhà toàn công chức nhà nước muốn bán đi để mua nhà to hơn.Thiết kế:Tầng 1: Phòng khách + bếp.Tầng 2,3,4: Mỗi tầng 1 phòng + vệ sinh.Tầng 5: Phòng thờ + sân phơi.Khu phố văn minh lịch sự, tiện ích bạt ngàn, gần phố vai bước, khu vực tầm tiền Hiếm nhà được như vậy. Khách mua chỉ Xách vali về ở.  Chủ nhà đài thọ toàn bộ nội thất nếu khách thiện chí.+ Giá chào bán nhỉnh 2 tỷ 95 (có thương lượng) cực hợp lý.+ Sổ đỏ chính chủ,đẹp phân lô, pháp lý chuẩn. Sẵn sàng giao dịch.Liên hệ chính chủ: Anh Thành 0901761713để được gặp trực tiếp với chủ nhà đàm phán).",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790363.9679139,
10 tỷ VNĐ,"Đường Hàng Chuối, Phạm Đình Hổ, Hai Bà Trưng", 80m2, 9, 15, 3,,,"Bán gấp nhà mặt phố Hàng Chuối -–Hai Bà Trưng, diện tích 80m, 3 tầng, mặt tiền siêu to 9m, kinh doanh đỉnh, mọi hình thức. Mô tả: nhà 3 tầng thông sàn, rất phù hợp kinh doanh, đặc biệt là nhà hàng. Chủ đang cho thuê 40 triệu/tháng. Giá: 10 tỷ, thương lượng mỏng. Liên hệ: Mr Lâm, SDT: 0363898567 chuyên BDS đẹp, giá tốt.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790365.2674396,
"6,3 tỷ VNĐ",Ngô Quyền - Hà Đông, 59m2, 5,,,,,"Bán đất Ngô Quyền, Hà Đông, 59m, MT 5.3m , 2 thoáng ô tô tránh hơn 6 tỷ Chính chủ cần bán mảnh đất vàng vuông vắn 2 mặt thoáng vĩnh viễn thông số đẹp diện tích 59m , mặt tiền khủng 5.3m, đường trước nhà ô tô tránh, cách mặt phố chỉ 30m cực hiếm. Khu vực đầy đủ tiện ích gần bưu điện Hà Đông, trường học các cấp, chợ, ngân hàng, siêu thị. Hàng xóm toàn cán bộ mua lên xây 7 tầng thang máy đẹp nhất khu. Giao thông đi muôn nơi giáp Vạn Phúc gần Yết Kiêu cắt Quang Trung ra Văn Quán sang Nguyễn Trãi đối diện Nhuệ Giang xuôi xuống Ngô Thì Nhậm. Sổ vuông sẵn sàng giao dịch. Giá: 6.3 tỷ ( gia lộc) Liên hệ : Em Huyền cháu gái chủ nhà ( 0363703491- 0965472910) gặp trực tiếp chính chủ.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790367.1583884,
"10,5 tỷ VNĐ",Lý Thường Kiệt - Hà Đông, 50m2,,, 6,,,"Bán nhà mặt phố Lý Thường Kiệt, Hà Đông 50mx6T, kinh doanh hơn 10 tỷ Bán nhà mặt phố Lý Thường Kiệt, Hà Đông thông số vàng diện tích 50m thiết kế 6 tầng rộng kinh doanh, mặt tiền khủng 5m, nội thất xịn chỉ hơn 10 tỷ. Mặt phố đẹp gần phố Quang Trung, xung quanh đầy đủ tiện ích khu đô thị phân lô vỉa hè ô tô tránh dừng đỗ ngày đêm ở làm văn phòng kinh doanh quá đẹp. Mặt phố hiếm duy nhất 1 nhà bán giao thông thuận lợi gần Lê Trọng Tấn giáp Văn Phú sang Trần Đăng Ninh lên Hà Cầu xuống Ngô Thì Nhậm. Sổ vuông sẵn sàng giao dịch. Giá: 10.5 ( gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910) - Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790368.649399,
"7,4 tỷ VNĐ","Đường Văn Cao, Liễu Giai, Ba Đình", 50m2, 4, 5, 5, 5, 4,"- Nhà nằm ngõ đẹp nhất nhì phố Văn Cao trung tâm chính trị của quận Ba Đình đường 2 ô tô tránh nhau, kinh doanh sầm uất gần Quận ủy Ba Đình, thuộc khu phân lô Vip an ninh tốt, dân trí cực cao. Ngay gần Sân vận động Quần Ngựa, hồ Tây, Metropolis Liễu Giai, Bệnh viện, trường học, UB phường … Tiện ích ngập tràn bán kinh chỉ 500m - Diện tích 50m2, mặt tiền 4m, chủ xác định bán vị trí tặng nhà, otô TRÁNH vào nhà, ngõ thông, khu phân lô dân trí cao, an ninh tuyệt vời - Giá 7.4 tỷ Liên hệ anh Thành 0373019999 chuyên nhà phân lô. Miễn trung gian, báo mạng và môi giới làm phiền.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790370.3438687,
