price,address,Diện tích,Hướng,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
"4,25 tỷ VNĐ",ngõ 559 Kim Ngưu HBT Hà Nội, 45m2, Nam, 3, 3, 5, 6, 4,"Bán nhà ngõ 559 Kim Ngưu Hai Bà Trưng , Hà Nội.Diện tích 45m2x 5 tầng xây mới, giá 4.25  tỷ . 2 mặt thoáng trước sau xây dựng khung cột bê tông, móng bè chắc chắn. Nội thất cao cấp, chính hãng, trang trí ấm cúng bắt mắt, trần thạch cao, cửa chính 2 lớp, cửa thông phòng và tay vịn cầu thang làm bằng gỗ lim._Thiết kế hiện đại bao gồm:- Tầng 1: sân để xe .Phòng Khách, vệ sinh, bếp ăn- Tầng 2,3,4 Mỗi tầng 2 phòng ngủ rộng, vệ sinh giữa.- Tầng 5: Phòng thờ,sân phơi -Vị trí đẹp  khu dân trí cao xung quanh nhiều tiện ích Giao thông thuận tiện,cách mặt phố Kim Ngưu 100m  thông sang  khu đô thị Times City đi nên phố cổ mất 5 phút gần bệnh viện Thanh Nhàn, bệnh viện Bạch mai, bệnh viện việt pháp gần nhiều trường cấp 1,cấp 2, cấp 3 và nhiều trường Đại Học nổi tiếng như Bách Khoa, Xây Dựng, Kinh Tế-sổ đỏ chính chủ pháp lý sạch giá 4.25 tỷ có thương lượng .liên hệ chị Yến ĐT:0702138238",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829668.7916853
19 tỷ VNĐ,Hà Nội, 68m2,,,,,,,"Ven hồ - Ô tô - Thang máy - Kinh doanh - Nhà đẹp - SĐT: 0366 555 258. - Vị trí tuyệt đẹp. - Mặt hồ Võ Thị Sáu, kinh doanh đỉnh, ở, mở văn phòng đều ổn… - Nhà nằm khu vực quá hiếm nhà bán, đường trước nhà rộng rãi ô tô tránh nhau. - Nhà diện tích 68m2, 5 tầng thoáng mát, mặt tiền 6m. + Tầng 1: Gara + Thang máy + Phòng khách + bếp + wc. + Tầng 2 + 3 + 4 : Nhiều phòng + wc. + Tầng 5: Phòng thờ + sân phơi.Giá chào chỉ 19 tỷ thương lượng sâu.- Sổ đỏ chính chủ.Liên hệ ngay em Thanh - SĐT: 0366 555 258(Liên hệ để được tư vấn, xem nhà hoàn toàn miễn phí).Em đang có rất nhiều căn nhà với nhiều phân khúc khác nhau.",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829669.9785106
27 tỷ VNĐ,"Chính chủ bán khách sạn SPENCEL tại 27 Ấu Triệu, Q.Hoàn Kiếm, 27 tỷ; 0903423035", 40m2,,,,,,,"Chính chủ bán khách sạn SPENCEL tại 27 Ấu Triệu, Q.Hoàn Kiếm, 27 tỷ; 0903423035 Diện tích : 40 m2 x7 tầngKhách sạn thiết kế sang trọng hiện đại gồm 7 tầng, mỗi tầng 2 phòng, có thang máy, hiệu suất đầy phòng luôn đạt trên 70% Giá : 27 tỷ ( có thương lượng ) LH: chính chủ, 0903423035.       http://www.sanbatdongsanviet.com.vn",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829670.9618793
18 tỷ VNĐ,Hà Nội, 75m2,,,,,,,"Chính chủ cần bán nhà phân lô VIP phố Tạ Quang Bửu - SĐT: 0366 555 258. Mặt tiền 6 m vuông vắn, diện tích 75m2, xây 6 tầng vỉa hè rải nhựa, ô tô tránh vào nhà.Nhà được chính chủ tự xây dựng nên rất chắc chắn, thiết kế hợp lý đầy đủ công năng sử dụng. Hiện gia đình đang sinh hoạt bình thường, do nhu cầu chuyển đổi nên cần bán lại cho khách thiện chí. - Tầng 1: Gara ô tô + Thang máy + Phòng khách + Bếp + WC. - Tầng 2, 3, 4, 5: Phòng + vệ sinh. - Tầng 6: Phòng thờ sân phơi.Nội thất hiện đại với cửa và cầu thang được làm từ gỗ Lim nguyên khối, thang máy thiết bị vệ sinh nhập ngoại. - Vị trí đắc địa, khu phân lô VIP tập trung nhiều văn phòng, nhiều tiện ích, ngõ trước nhà rộng 10m, rất phù hợp đẻ kinh doanh, làm văn phòng hay vừa ở vừa cho thuê… - Khu vực trung tâm quận Hai Bà Trưng giao thông thuận tiện.Sổ đỏ chính chủ.Giá chào chỉ 18 tỷ thương lượng sâu.Liên hệ ngay ạ - SĐT: 0366 555 258.",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829675.6765492
33 triệu VNĐ/m2,"Đường Võ Chí Công, Phường Phú Thượng, quận Tây Hồ, Hà Nội", 168m2, Tây,,,, 3, 2,"♻️ ♻️ ♻️ Cần Bán Chung Cư Udic Westlake Tây Hồ-Đường Võ Chí Công, Phú Thượng, Tây Hồ, Hà Nội♻️♻️♻️ 📌 Diện tích: 168 m2.📔 Pháp lý: Sổ đỏ riêng chính chủ, sử dụng lâu dài.🔭 Hướng: Tây Bắc💲 Giá bán: 33tr/m2.⚓ Vị trí: Thuộc khu đô thị Nam Thăng Long, Phường Phú Thượng, quận Tây Hồ,TP. Hà Nội cách trung tâm tầm 4km, nằm trên đường Võ Chí Công, khu vực dân cư gồm nhiều biệt thự đẹp và chỉ mất ít phút có thể đến các trường học trong nước và quốc tế Hà Nội.☘ Đánh giá ưu điểm:-Yên tĩnh phù hợp với mọi khách hàng.-2 hầm gửi xe, bãi đỗ xe nổi trong sân.-3 tầng trung tâm thương mại, bể bơi 4 mùa, gym, khu vui chơi,…☎ Liên hệ VPBH: 0977568223",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829677.8936567
19 tỷ VNĐ,Hà Nội, 76m2,,,,,,,"Chính chủ gửi bán gấp nhà phố Tạ Quang Bửu, quận Hai Bà Trưng - LH: 0856 968 656.Vị trí đẹp, vỉa hè to, ô tô đỗ 24-24, khu dân trí cao toàn quan chức của quận và thành phố.Nhà đẹp đẳng cấp, trang bị thang máy và toàn bộ nội thất cao cấp.Hưởng trọn tiện ích bệnh viện, trường học từ mầm non đến đại học di chuyển thuận tiện.Thiết kế: Nhà 7 tầng, diện tích 76m2, mặt tiền 6m. - Tầng 1: Gara + phòng khách + bếp + WC. - Tầng 2+3+4+5+6: Các phòng + WC. - Tầng 7: Phòng thờ sân phơi rộng.Pháp lý:Sổ đỏ chính chủ sẵn sàng giao dịch.Giá chào chỉ 19 tỷ thương lượng sâu, bao sang tên, tặng full nội thất xịn.Liên hệ ngay 24/7 - 0856 968 656.",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829679.0604975
"1,6 tỷ VNĐ",Thôn Khoang Mái, 66m2, Đông nam, 5, 5,,,,"SIÊU PHẨM - 66m2 full thổ cư, sẵn sổ chính chủ - Đường nội khu 5m, đường trục chính 10m, sát đường vành đai CNC,cách đại lộ Thăng Long 200m đi lại thuận tiện - Cách khu Công nghệ cao(CNC) 100m tiềm năng khai thác cực lớn - Cách điểm dừng ga tuyến đường sắt metro5 của Vingroup LIÊN HỆ NGAY em Hoàng để được tư vấn miến phí và nhận được giá tốt nhất khi mua đất!!!",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829680.1555688
18 tỷ VNĐ,Hà Nội, 80m2,,,,,,,"Chính chủ gửi bán gấp nhà cách mặt phố Nguyễn An Ninh 15m, quận Hai Bà Trưng - LH: 0856 968 656.Diện tích 80 m2.Xây dựng: 7 tầng.Mặt tiền: 8 m.Trang bị thang máy và toàn bộ nội thất cao cấp.Vị trí rất đẹp, khu phân lô dân trí cao - an ninh tốt. Ngõ rộng ô tô thoải mái quay đầu, xung quanh rất nhiều tiện ích trường học, chợ, bệnh viện, khu vui chơi... * Sổ đỏ chính chủ.Giá chào chỉ 18 tỷ thương lượng sâu, bao sang tên, tặng full nội thất xịn.Liên hệ chủ nhà: 0856 968 656 (Miễn trung gian)",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829681.0451891
"16,5 tỷ VNĐ","đường Phúc Tân, phường Phúc Tân", 90m2,,,, 3, 4, 3,"SIÊU PHẨM MẶT PHỐ KHU VỰC HOÀN KIẾM - GIÁ CỰC TỐT - KINH DOANH TẤP NẬP - THÔNG SỐ VÀNG - HÀNG SIÊU HIẾM Vị trí đắc địa, khu vực có nhiều Homestay cho người nước ngoài và dân có điều kiện thuê ở khu vực Hoàn Kiếm. Gần cầu Chương Dương, chợ Long Biên, chợ Đồng Xuân, khu ăn uống và mua sắm thì nhất Hà Nội rồi cho nên giao thông cực kỳ thuận tiện. Khu vực này đường sá rộng rãi, ô tô tải tránh nhau. Nhà hiện đang cho thuê kinh doanh 24/24. Diện tích 96m2 nở hậu, mặt tiền 4m, xây 3 tầng với 4 phòng ngủ, tầng 1 cho thuê bán hàng. Sổ đỏ cất két, sẵn sàng giao dịch. Giá: 16,5 tỷ Liên hệ: E. Ngọc – 0344.978.570 (miễn phí xem nhà, miễn môi giới, trung gian).",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829682.1512315
,Cầu Giấy Hà Nội, 90m2,,,, 3, 10,,"💛 MẢNH ĐẤT VÀNG HIẾM CÓ, NGÕ THÔNG KINH DOANH SẦM UẤT, NGAY GẦN MẶT PHỐ, BẤT CHẤP ĐẦU TƯ DÒNG TIỀN. 💛 Vị trí mặt ngõ thông thoáng, sát phố, giao thông đi lại thuận tiện, tiện ích tận hưởng cực sướng. 💛 Xung quanh là các trường ĐH lớn, các trường học các cấp, Công Viên, Siêu Thị, TT Thương Mại, Quận Uỷ Cầu Giấy... 💛 Nhà cũ xác định bán đất tặng nhà, 3 tầng có 10P cho thuê. 💛 Pháp lý sổ đỏ sẵn sàng giao dịch. 💛 Liên hệ E My. 0834176688.",20/03/2022,Tin thường,batdongsan_so_com_vn_1673829683.3021598
