price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
4 tỷ VNĐ,Đường Hào Nam phường Cát Linh, 35m2, 3, 2, 5, 3, 4,"Nhà đẹp ở ngay khu vực Hào Nam với thông số sau:   + Diện tích: 35m x 5 tầng   + Mặt tiền: 3.5m Nhà dân xây, thiết kế tâm huyết với 3 phòng ngủ thoáng sáng, tối ưu công năng sử dụng.  Nội thất cao cấp. Nhà ngõ ba gác, trước nhà rộng rãi. Giao thông thuận tiện, kết nối Cát Linh - Giảng Võ - La Thành - Ô Chợ Dừa....  Khu vực dân trí cao, an ninh tốt. Xung quanh là các trường học chất lượng các cấp.    + Sổ đỏ vuông đẹp, chính chủ.   + Giá bán 4 tỷ (có thương lượng) Liên hệ ngay em Thịnh (gọi hoặc inbox zalo 24/24h) Miễn phí xem nhà - Nguồn hàng phong phú - Nhiệt tình tận tâm - Hỗ trợ 24/24 Miễn môi giới, trung gian. Xin cảm ơn đã đọc tin.!.",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803883.0976624
"7,4 tỷ VNĐ",Thượng Đình, 46m2,,, 6,,,"6 TẦNG THANG MÁY - MẶT NGÕ THÔNG - Ô TÔ VÀO NHÀ - KINH DOANH - LÔ GÓC 3 MẶT THOÁNG.+ Trung tâm Quận Thanh Xuân, gần Ngã Tư Sở, Royal City, cách đường Nguyễn Trãi 50m. + Vị trí đỉnh, ô tô qua nhà, ô tô vào nhà khu vực kinh doanh sầm uất ngày đêm. + Thiết kế nhà 6 tầng Thang Máy, lô góc 3 mặt thoáng sáng, nội thất nhập khẩu.+ Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch.   LH: Em Hoan, 0925088355, chuyên Thổ cư Thanh Xuân, Đống Đa, miễn phí xem nhà 24/7.",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803884.5667386
"2,4 tỷ VNĐ",Đường Lương Quy phường Xuân Nộn, 61m2, 4,,,,,"
    lương quy - xuân nộn - đông anh 🌻🌻🌻✔️ diện tích 65,1m✔️mặt tiền 4,06m. = hậu . sâu 16m 👉 đường trước đất 4m ngõ thông . cách 50m ra đường đôi liên huyện ☎️ 0353073021 em LỢI ✔️ cam kết pháp lý minh bạch rõ ràng , sang tên trong ngày👉  bán kính 200m đầy đủ tiện ích 👉 500m tới bệnh Viện BẮC THĂNG LONG 👉 300m tới chợ Cửa Hàng Mới ( chợ chủ lực thứ 2 của huyện )👉 500m tới trường học các cấp + ủy ban xã 👉 chỉ 5p di chuyển ra tới bệnh viện Đa Khoa Đông Anh , và trung tâm hành chính của huyện .☎️ 0353073021 gọi cho em để xem đất trực tiếp
",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803885.6977065
"7,2 tỷ VNĐ",Khương Đình, 46m2,,, 6,,,"+ Trung tâm Phố Khương Đình - Thanh Xuân, gần Ngã Tư Sở, tiện ích bạt ngàn. +Vị trí nhà cách đường lớn 50m, đường thông rộng, ô tô vào nhà, phù hợp vừa ở vừa cho thuê hoặc làm văn phòng đều được. + Thang máy nhập khẩu, nhà lô góc 3 mặt thoáng phòng nào cũng có cửa sổ.+ Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch.   LH: Em Hoan, 0925088355, chuyên Thổ cư Thanh Xuân, Đống Đa, miễn phí xem nhà 24/7.",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803887.0391166
13 tỷ VNĐ,Đường 19/12 phường Chương Dương Độ, 231m2, 14, 15, 3, 6, 7,"* mót mão trường đoản cú 4 tới 6 gian.* trung thành bình diện biển https://nhadatxuthanh.vn/product/vlasta-sam-son/vi la phương diện biển đúng nghĩa.* Với 260 căn biệt thự đặt thầy trí đối tương xứng sang trọng quảng trường bể, bảo đảm vớ các căn đều nom thấy sóng biển. Sở hữu phương diện tiền 12 - 14m, xây 3 cỡ 1 tum, màng màng mão từ bỏ 4 tới 6 phòng ngủ, và 100% nhiều bể bơi. Sẽ là tuyển lựa hắn dưỡng chẳng thể vứt trải qua mực danh thiếp nhà đầu tư.* thu hút đề sống đang mực danh thiếp nhà đầu tư là pháp lý tham dự án, Vlasta - Sầm Sơn là tham gia án phương diện biển duy nhất lắm Sổ sở hữu lâu trường, và hỉ lắm sểnh riêng. *.* Gia chủ im bụng bay tiến cữ bàn giao, dự kiến quý giá 1/2023 (rất lẹ).đơn mệnh thông tin khách khứa phăng Vlasta - Sầm Sơn.Chủ đầu tư: tiến đánh ty TNHH MTV Hùng Sơn - Văn Phú Invest.- Mật ngần xây dựng: 31.29%.+ 168 căn shophouse.+ 90 căn Garden pool Villa.+ 83 căn Shoptel.
",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803888.1710925
"11,5 tỷ VNĐ",Đường Phùng Chí Kiên phường Nghĩa Đô, 55m2, 7, 3, 6, 6, 6,"+ Nhà thiết hiện đại, thang máy nhập khẩu, phù hợp vừa ở vừa kinh doanh văn phòng. +Ngõ thoáng đãng, vài bước ra phố Phùng Chí Kiên, ô tô 7 chỗ đỗ trong nhà, nhà thuộc phân lô của viện Quốc Phòng, dân trí cao, an ninh tốt. + Vị trí hiếm nhà bán ở Trung tâm Quận Cầu Giấy, giao các tuyến phố như: Phạm Văn Đồng, Cầu Giấy, Phạm Tuấn Tài, Võ Chí Công, Lạc Long Quân… + Nhà chủ ở rất giữ gìn như mới , chủ tặng lại toàn bộ nội thất. + Sổ đỏ chính chủ, pháp lý rõ ràng + Giá: 11.5 tỷ, có thương lượng  + Liên hệ: Em Hương chuyên nhà đẹp Hà Nội.",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803889.2980747
32 tỷ VNĐ,Trần Duy Hưng Cầu Giấy, 111m2, 5,, 8, 10, 10," + Diện tích 111m2  X8 tầng Thang máy Mt 5.4m Giá bán 32 tỷ ( có thương lượng )  + Vị trí: Siêu đẹp cách mặt phố Vip Trần Duy Hưng 20m ngõ trước nhà ôtô tránh dừng đỗ.  + Khu vực cực nhiều khách Nhật, Hàn sinh sống nên hình thức cho thuê căn hộ cực kì đắt khách!+ Nhà xây mới tinh! Thiết kế 8 tầng:+ Tầng hầm, gara ô tô để được rất nhiều xe.+ Tầng lửng thông sàn.+ Tầng 3,4,5,6: 10 phòng khép kín.+ Tầng 7: Thông sàn.+ Tầng 8: Tum phòng thờ, sân phơi. + Sổ nở hậu đẹp,pháp lý chuẩn sẵn sàng giao dịch.ACE có nhu cầu liên hệ với em để được tư vấn.0385 94 1802 Miễn ( TG Quảng Cáo ) ",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803890.4170883
"8,35 tỷ VNĐ",mỹ đình, 90m2,,,,,,"HOT HOT BÁN GẤP CCMN Mỹ Đình Nguyễn Hoàng 90M 6T Ô TÔ NHỈNH 8 TỶ BÁN NHÀ GIÁ RẺ - Vị trí đẹp: Gần Các Trường Đại Học Thương Mại, ĐH Sư PHạm, Quốc Gia. Bến Xe Mỹ Đình... - Đường thông các ngả, Giao thông thuận lợi, thông thoáng các ngả. - Đông học sinh,sinh viên, công nhân viên đi làm. - Sổ đẹp, pháp lý rõ ràng, sang tên nhanh gọn. - Giá thương lượng Thiện trí xem nhà liên hệ tôi Mr Đức Trung 0812212525.",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803891.7106307
"6,5 tỷ VNĐ",Đường Hoàng Ngân phường Nhân Chính, 40m2, 5, 6, 5, 6, 5,"+ Vị trí ĐẸP, HIẾM, khu đất QUAN LỘC. - Yên tĩnh, dân trí cao, lô góc 3 mặt thoáng. Mở được cả 2 cửa đi.  Tầng 2, 3, 4: Tổng 6PN, vs giữa.  + LH: Hoàng Bắc,",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803892.810701
7 tỷ VNĐ,Hoàng Đạo Thành, 44m2,,, 6,,,"6 TẦNG THANG MÁY - MẶT NGÕ THÔNG - Ô TÔ VÀO NHÀ - KINH DOANH - LÔ GÓC - NHỈNH 7 TỶ.+ Vị trí đắc địa, gần Chung Cư Five Star, tiện ích bạt ngàn.+ Đường rộng thông thoáng, ô tô vào nhà khu vực kinh doanh sầm uất.+ Thang Máy chạy êm ru, nhà lô góc thoáng sáng.+ Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch.   LH: Em Hoan, 0925088355, chuyên Thổ cư Thanh Xuân, Đống Đa, miễn phí xem nhà 24/7.",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803894.0863686
