price,address,Diện tích,Số tầng,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số phòng ngủ,Số toilet,Hướng
6 tỷ VNĐ,Hoàng Đạo Thành, 49m2, 5,"Siêu Rẻ! Phố Hoàng Đạo Thành, Thanh Xuân, Ô TÔ qua, KINH DOANH, 49m2, 5 Tầng, Nhỉnh 6 tỷ. + Trung tâm Quận Thanh Xuân, gần Chung Cư Five Star, gần chợ, trường học. Thông sang Kim Giang, Nguyễn Xiển, Hoàng Đạo Thành. + Sổ đỏ vuông đẹp, pháp lý chuẩn, sắn sàng dao dịch. LH: Em Hoan, 0925088355, chuyên thổ cư Thanh Xuân, Đống Đa với nguồn nhà hơn 13 000 căn, miễn phí xem nhà 24/7.",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808847.7225623,,,,,
"4,7 tỷ VNĐ","Trương Định, Thịnh Liệt, Hoàng Mai", 50m2,,"BÁN NHÀ TRƯƠNG ĐỊNH - 3 THOÁNG - 2 MẶT NGÕ - Ô CHỜ THANG MÁY – 4.7 TỶ  Bán nhà Trương Định, Thịnh Liệt, Hoàng Mai. + Nhà 3 mặt thoáng, 2 mặt ngõ trước sau, đường sau nhà là ngõ 699, đường ô tô, khu liền kề siêu đẹp. Thuận tiện ra Bến xe Giáp Bát, Giải Phóng, Linh Đàm, Tân Mai, Đại Từ, … + Nhà diện tích sử dụng tầng 1 là 60m, có sân trước sau như một căn biệt thự. + Nhà xây 5 tầng thiết kế mỗi tầng một phòng,có thể sửa để thêm thang máy. + Chủ nhà hiểu chuyện, Sẵn sàng sang tên cho khách thiện trí. + Sổ đỏ nở hậu. + Liên hệ: 0362368485; 0916286256 Kết nối zalo nhận nhà miễn phí. Hỗ trợ tư vấn pháp lý.  ",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808849.1118813,,,,,
5 tỷ VNĐ,"hoàng mai, hà nội", 50m2,,"SIÊU HIẾM - SIÊU ĐẸP - Ở LUÔN -Ô TÔ – BÁN NHÀ TRƯƠNG ĐỊNH 50M X 4 TẦNG MẶT TIỀN 4,8 GIÁ 5TỶNgõ 4 chỗ lùi vào nhà, 70m ra đường ô tô tránh, gần bx nước Giáp Bát, Nước Ngầm, giáp Tân Mai, Giải Phóng, gần trường dh Kinh Tế, Bách Khoa, Xây Dựng0346363362 ; Phú Gia chuyên nhà phố Hà Nội",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808850.421721,,,,,
9 tỷ VNĐ,Đường Trần Phú phường Mộ Lao, 40m2, 6,"
    40m2 Mặt Tiền Đường Lớn Trần Phú Oto Tránh Nhau 2 Làn Kinh Doanh Spa Đông Nghẹt.Sổ đỏ đẹp - tháng 7 chủ muốn bán nhanh thương lượng càng dễ.
",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808851.550703, 4, 10, 5, 5,
"3,85 tỷ VNĐ",ngõ 181 trần phú, 31m2, 5,"🏘 Cần bán gấp nhà ngõ 181 Trần Phú Hà Đông 31m 5 tầng giá 3.85 tỷ📕 Diện tích: 30,5m2. Lô góc 2 thoáng, Nở hậu đẹp. Không lỗi phong thuỷ, nhà nằm gần đường Trần Phú, big c Hà Đông, coopmart, các trường Đại học lớn như bưu chính, an ninh, kiến trúc bán kính 700m quay đầu. Tiện ích bạt ngàn.🍁Thiết kế: 5 tầng 3PN thiết kế hiện đại:- Tầng 1: Phòng khách. Bếp wc.- Tầng 2, 3 và 4: Mỗi tầng 1 phòng ngủ rộng + 01 WC.-Tầng 5: Phòng thờ + sân phơi rộng rãi🍁Giá chào: 3,85 tỷ (có thương lượng)☎️ ACE quan tâm Liên hệ Nguyên Anh: 0819508701 để biết thêm chi tiết và xem nhà miễn phí.",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808852.830276, 4, 7, 3, 4, Tây nam
"5,6 tỷ VNĐ","Ngô Quyền, Hà Đông, Hà Nội", 46m2, 4,"  # Bán nhà quận Hà Đông đường Ngô Quyền, khu phân lô, dân trí cao, an ninh tốt, 2 thoáng trước sau, ô tô đỗ cửa, ô tô vào nhà, 46m2, 4T, mt 4m, giá chỉ 5.6 tỷ. + Trước nhà đường 2 ô tô tránh, dừng đỗ, trên 50m ra đường Ngô Quyền thông Vạn Phúc, Ngô Thì Nhậm, Quang Trung.. giao thông thuận tiện. + Gần Học viện Chính Trị, cạnh KĐT Văn Khê, gần nhiều trường C1,2,3, chợ, 500m Bệnh viện Đa Khoa Hà Đông, Siêu thị MeeTro Hà Đông...trung tâm phố đầy đủ tiện ích. + Nhà xây chắc, thiết kế cơ bản, cầu thang giữa, mỗi tầng 2 phòng rộng + vs, đầy đủ công năng, về ở ngay. + Sổ đỏ phân lô vuông đẹp, sẵn sàng giao dịch. # nhanh tay LH: 0983858722 Tình nhà phố ( chuyên bán, nhận ký gửi nhà đất Thổ cư, có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ).",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808854.0380898, 4, 7, 4,,
7 tỷ VNĐ,la khê, 50m2, 5,"Bán Nhà, Lê Trọng Tấn . Hà Đông. Ô Tô Kinh Doanh 50m2 x 5 tầng. Mặt Tiền 4.3m Giá 7 Tỷ.    MẶT NGÕ Ô TÔ - KINH DOANH SẦM UẤT – TIỆN ÍCH NGẬP TRÀN  + Nhà mặt ngõ Lê Trọng Tấn, cách đường Lê Trọng Tấn vài bước chân giao với các đường Quang Trung , Văn Khê, Tố Hữu, Trần Phú, Ngã Tư Sở, Ngả đi các hướng nội thành và các tỉnh lân cận rất thuận tiện. + Nhà gần trường học các cấp, gần Bệnh Đa Khoa Hà Đông, gần ga tàu điện trên cao, tuyến xe buýt nhanh, bến xe Yên Nghĩa, gần Trung Tâm Thương Mại AON, Siêu Thị MêTro Hà Đông, Thiên Đường Bảo Sơn. Cách Uỷ Ban Nhân Dân và Công An Phường La Khê vài chục mét cũng như rất nhiều dịch vụ xung quanh đa dạng và phong phú các loại hình vui chơi giải trí khác. Giao thông thuận tiện, an ninh an toàn. + Nhà nằm trên khu phố sầm uất nhất khu vực Hà Đông, Nhà mặt ngõ, kinh doanh, văn phòng các loại hình dịch vụ rất đa dạng.  + Nhà thiết kế 5 tầng:                                                                                                          - - - Tầng 1: Phòng khách, Bếp, wc  - Tầng 2,3,4: Mỗi tầng 2 phòng ngủ và wc - Tầng54 : Phòng thờ, sân phơi. + Nhà khung cột bê tông chắc chắn. Chủ mới chỉ việc về ở.  Sổ đỏ chính chủ, sẵn sàng giao dịch.   LH: E KHÁNH: 0984568179 ",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808855.2768495, 4,, 6, 4,
3 tỷ VNĐ,Đường Nam Dư phường Lĩnh Nam, 30m2, 5,"Chính chủ cần bán nhà gấp.Nhà Nam Dư, Lĩnh Nam , DT 35m2, 5T, MT 3,5m. Ô tô, KD. Nhà xây 5T với thiết kế cửa kính lấy sáng vào nhà luôn thông thoáng. Thiết kế với 4PN, vs khép kín. Khu tập trung dân cư đông đúc, sát trường học chợ và khu vui chơi tiện ích khác. Ngõ Ba Gác tránh , thuận tiện đi lại giao thương. Nhà chủ xây khung  cột chắc chắn, chủ hiện vẫn ở nên hoàn toàn yên tâm. ALO ngay Em Ngọc Bé 0962753326 để đc tư vấn và xem nhà miễn phí. ",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808856.5454552,, 1,,,
100 triệu VNĐ,Đường Đình Thôn phường Mỹ Đình 1, 66m2, 5,"Nh..à đẹp Đình Thôn - Mỹ Đình 66m2 × 4 tầng  ☆☆ Nằm sát KĐT the maner người hàn quốc.♧♧♧ oto đỗ cửa, nhà thiết kế đẹp sang trọng, khách chỉ việc khách vani về ở, khu đông dân cư sầm uất. $$$ Phù hợp làm văn phòng, khách sạn. Cho thuê nhà ở vp, sinh viên. Khách thiện chí vào việc. ♧☆♧ lh 0936000293 - 0924982689",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808857.8539546, 4, 5, 8, 4,
"6,3 tỷ VNĐ",Đường Dịch Vọng phường Dịch Vọng, 58m2, 5,"
    + Nhà ở ngay, không cần sửa chữa, mỗi tầng 2 phòng, rộng rãi, thoáng mát, phòng nào cũng cửa sổ ánh sáng ngập tràn.+ Làm việc chính chủ, miễn trung gian.+ Ngoài ra còn hàng trăm căn nhà cùng tầm giá trong khu vực quận Cầu Giấy, Tây Hồ, Ba Đình. Quý khách hàng liên hệ trực tiếp để được tư vấn, xem nhà miễn phí trọn đời.
",13/08/2022,Tin thường,batdongsan_so_com_vn_1673808859.1056895, 4, 3, 5, 4,
