price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng
"4,999 tỷ VNĐ",Đường Ngọc Thụy phường Ngọc Thụy, 52m2, 9, 3, 5, 4, 4,"
    
+ Nhà chủ tự xây đẹp như Homestay 5 sao hay khu resort, thiết kế hiện đại, trẻ trung, đẹp không tỳ vết.

+ Nhà lô góc 03 mặt thoáng, ánh sáng tràn trề, không khí vô cùng trong lành, gần chợ, gần phố, tiện ích, ở sướng.

+ Nội thất full, chủ để lại gần như toàn bộ, chủ mới chỉ việc xách valy về ở.
+ Sổ đẹp Thúy Kiều, sẵn sàng sang tên

Hỗ trợ vay ngân hàng nhanh chóng lãi suất thấp !
TEL/ZALO 0986651560 để có thông tin chi tiết !
",28/09/2022,Tin thường,batdongsan_so_com_vn_1673798741.2527394,
"4,9 tỷ VNĐ",Đường Dương Quảng Hàm phường Quan Hoa, 44m2, 3, 2, 5, 4, 4,"+ Nhà chủ tự xây được gần 3 năm, vẫn còn rất chắc chắn, chủ tự xây lên cực kỳ tỷ mỉ, chất lượng vẫn còn rất tốt.
",28/09/2022,Tin thường,batdongsan_so_com_vn_1673798742.6069214,
"3,3 tỷ VNĐ","Phố Quan Nhân, Thanh Xuân, Hà Nội", 35m2, 4, 2, 4, 3, 3,"Trung tâm THANH XUÂN, Tầm tiền HIẾM, Nhà dân xây CHẮC CHẮN, Ở LUÔN, DÂN TRÍ CAO.** MÔ TẢ: + Thiết kế:  Nhà 4 tầng được chủ xây khung cột chắc chắn có thể trồng thêm tầng được. Tổng cộng 3 phòng ngủ + 3 WC. + Vị trí đẹp, 3 bước ra Nhân Hòa, Hoàng Ngân, Giáp Nhất, Ngã Tư Sở,...** PHÁP LÝ:+ Sổ đỏ phân lô, sẵn sàng giao dịch.+ Giá bán: 3.3tỷ (có thương lượng). ** LH: gọi luôn Đức THỔ CƯ : 0396.588.352 để được Hỗ Trợ ngay.CHÚC QUÝ KHÁCH SỚM TÌM ĐƯỢC CĂN NHÀ ƯNG Ý!",23/09/2022,Tin thường,batdongsan_so_com_vn_1673798744.1897953,
100 triệu VNĐ/m2,Ngọc Thụy Long Biên, 35m2, 4, 4, 5, 3, 2,"NHÀ ĐẸP LONG BIÊN CHỦ TỰ XÂY - Ô TÔ TRÁNH, MẶT HỒ - 2 THOÁNG TRƯỚC SAU VĨNH VIỄN – GIÁ 3.7 TỶ. + Vị trí nhà cực đẹp tiện ích xung quanh vô vàn, nhà cách ô tô tránh và mặt hồ vài bước chân, bán kính 500m tiện ích không thiếu gì: Trường học các cấp, chợ Ngọc thuỵ, UBND phường Ngọc thuỵ….- Chỉ 5 phút là sang đến phố cổ.  + Thiết kế: 4 Tầng 1 tum cầu thang cuối: Diện tích 35m2 sổ vuông.- Tầng 1: Phòng khách + 1wc.- Tầng 2: Bếp + phòng ăn. - Tầng 3: 1 phòng ngủ master + 1 wc.- Tầng 4: 1 phòng ngủ master + 1 wc. - Tầng 5: Phòng thờ+ sân phơi ( mái tôn chống nóng) + Nhà thiết kế đẹp, thoáng trước sau, trường mầm non mặt đằng sau thoáng vĩnh viễn, ô tô 7 chỗ đỗ cổng, nhà đẹp long lanh chủ thiện chí bán nhanh.+ Sổ đỏ cất két giao dịch nhanh, liên hệ ngay để được xem nhà và tìm nhà theo yêu cầu. ",28/09/2022,Tin thường,batdongsan_so_com_vn_1673798746.002063,
"5,5 tỷ VNĐ","Pháp Vân, Ngọc Hồi HN", 45m2,,,,,,"+ Nhà đẹp mới coong 5 tầng, nở hậu , trước sau 2 mặt thoáng, oto tránh oto vào nhà, kinh doanh tốt + t1 kinh doanh hoặc để xe ô tô + bếp, wc + T2 p khách rộng, t 2-3 có 4p ngủ, t5 p thờ, sân phơi, công năng đầy đủ + Sổ cất két giao dịch ngay",28/09/2022,Tin thường,batdongsan_so_com_vn_1673798747.3258007,
,Đường Giải Phóng phường Giáp Bát, 191m2, 6, 10, 2, 4, 3,"CHÍNH CHỦ bán nhà đg Bờ Sông Sét, cách đường Giải phóng 100m Liên hệ : 0912466675- 0918188590",28/09/2022,Tin thường,batdongsan_so_com_vn_1673798749.0056334,
"5,35 tỷ VNĐ","Giáp Bát, Hoàng Mai, HN", 50m2,,,,,,"+ Nhà xây mới cứng, 4 TẦNG, chất lượng, oto đỗ cửa. Thiết kế hiện đại.Khách đến là dừng bồ kết ngay + Tầng 1 phòng khách, bếp, vệ sinh. giữa có khe thoáng.Sáng + Tầng 2,3 mỗi tầng 2 phòng ngủ. 2 phòng wc. +Các tầng có ban công view + Tầng 4 phòng thờ sân cây cảnh rộng rãi. + Cửa gỗ chính và thông phòng, ngoài cửa nhôm PMA kính dán an toàn chất lượng vô cùng.",28/09/2022,Tin thường,batdongsan_so_com_vn_1673798750.3146727,
"4,5 tỷ VNĐ",Đường Sáp Mai phường Đông Anh, 74m2, 5, 6, 4, 6,,"🗣🗣🗣 NHÀ ĐẸP - KHU HIẾM NHÀ BÁN - TẶNG FULL NỘI THẤT - NHÀ 2 MẶT TIỀN Ô TÔ 7 CHỖ ĐỀU VÀO THOẢI MÁI  ĐƯờng trước nhà chỉ 5,5M  Chủ xây dựng tâm huyết để ở, còn rất mới đẹp Diện tích rộng, thoáng trước thoáng sau.Thiết kế cực hợp lý để ở. Tặng lại hết nội thất cho khách thiện chí.Tặng thêm phòng tập GYM bên trong đã đầy đủ máy-đồ tập ..- Bố trí: T1: sân để xe, sảnh, bếp, wc T2: khách, 1 phòng ngủ + wc.  T3: 1 phòng ngủ +2 wc+phòng tập GYM🪶 4: 1 phòng ngủ, phòng thờ + sân phơi. - Sổ đỏ sẵn két,pháp lí rõ ràng📜 - Giá bán: 4,5 tỉ 💲💲💲Liên hệ e  Huyền  xem nhà: 0945172489 (zalo,mess,telegram and zalo...)",28/09/2022,Tin thường,batdongsan_so_com_vn_1673798751.49322,
"2,475 tỷ VNĐ",Huỳnh Văn Nghệ, 63m2, 7, 2, 10, 2, 2,"Nằm tại vị trí đắc địa           - Cách Bờ Hồ 10 phút, cách BigC 1km, Aeon 1km, cách Quốc lộ 5 chỉ 50m , không khí thoáng mát, không ồn ào khói bụi. - Khu đô thị mới Sài Đồng, Đối diện Vinhomes Riverside. Đường Nguyễn Lam - Huỳnh Văn Nghệ.           Tổ hợp căn hộ cao cấp đầy tiện nghi  căn hộ 2 Ngủ: 50m2 - 53m2 - 63m2 - 65m2 - 77m2 - 82m  căn hộ 3 Ngủ: 84m2 - 99m2 - 107m  Chính sách ưu việt Phương án thanh toán ưu đãi -Thanh toán theo tiến độ: Chiết khấu 4% GTCH - Thanh toán sớm 95% Ck 5% - Vay ngân hàng : hỗ trợ lãi suất 0% + ân hạn nợ gốc + miễn phí trả nợ trước hạn trong 15 tháng . Ngân hàng Seabank bảo lãnh.",28/09/2022,Tin thường,batdongsan_so_com_vn_1673798752.7224355, Đông nam
"8,9 tỷ VNĐ","Đường Hoàng Như Tiếp, Phường Bồ Đề, Long Biên, Hà Nội", 6.5m2, 6,, 4, 4,,"Siêu Phẩm Phố Hoàng Như Tiếp, Bồ Đề - Long Biên 62m2, 5T, giá 8.9 tỷ (ngõ ô tô, giá thương thảo thêm) + Tầng 1 : Gara ô tô, bếp. + Tầng 2 ,3 : 2 ngủ, wc giữa. + Tầng 4 : phòng thờ, sân phơi, vườn cây cảnh.  Nhà thiết kế đẹp, xây dựng chắc chắn, ngõ vào rộng thoáng, gần mặt phố lớn.. Khu vực tiềm năng, xung quanh chợ, trường THCS Ngọc Lâm, trường quốc tế Wellspring Bồ Đề, Long Biên, Bệnh viện Đa Khoa Tâm Anh, các tổ hợp dịch vụ kinh doanh sầm uất ngày đêm… Thuận tiện kết nối Nguyễn Văn Cừ, Gia Thụy, Ngọc Lâm, Nguyễn Sơn… Sổ đẹp pháp lý rõ ràng, sẵn sàng giao dịch. Lh : Mr Tùng 0965 722 358",28/09/2022,Tin thường,batdongsan_so_com_vn_1673798754.2526293,
