price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Hướng
"1,35 tỷ VNĐ",Đường Lê Hữu Tựu phường Đông Anh, 42m2, 4," Chính chủ cần bán gấp lô đất tại Tổ 47 Thị Trấn Đông Anh Hà Nội. -         Giai đoạn 2 làm xong đường, không còn giá này đâu ạ. -         Chủ đang rất thiện chí bán ra lộc nhiều cho khách thiện chí. Anh chị em quan tâm tới lô đất vui lòng liên hệ theo số 0982476091 gặp Trình để trực tiếp xe đất.",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805585.9256947,,,,,
"6,5 tỷ VNĐ","Trần Phú, Hà Đông, Hà Nội", 52m2, 4," # Bán nhà quận Hà Đông phường Văn Quán đường Trần Phú giáp quận Thanh Xuân. LH Tình Nhà Đất 0983858722. + CC cần bán nhà mặt ngõ, khu phân lô, giáp quận Thanh Xuân, gần đường Trần Phú, phường Văn Quán, DT 52m tầng 1, 4T, mt 3.6m, ngõ nông, thông, rộng, nhà tự xây, còn rất mới, như hình mô tả, nhanh tay LH thương lượng trực tiếp giá chốt bất ngờ. + Vị trí: khu phân lô, dân trí, an ninh an sinh tốt, tiếp giáp với quận Thanh Xuân, gần chợ sinh viên Phùng Khoang, Cạnh KĐT Văn Quán, tiện chợ, gần trường C1,2, gần nhiều trường Đại Học: ĐHSP Nghệ Thuật Trung Ương, Học viện An Ninh, Đại Học Kiến Trúc, Học viện Công Nghệ Bưu Chính ViễnThông... + Nhà tự xây chắc, thiết kế cầu thang giữa, mỗi tầng 2 phòng rộng, đầy đủ công năng, về ở ngay. + Sổ đỏ vuông đẹp chính chủ, pháp lý chuẩn, sẵn sàng giao dịch. # HotLine: 0983858722 Tình Nhà Đất quận Hà Đông – Hà Nội ( uy tín, tận tâm, nhiệt tình, tư vấn, hỗ trợ 24/7).",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805587.686986, 3, 4, 5,,
866 triệu VNĐ,cổ bì -gia lâm, 80m2, 5," Chuẩn bị mở bán khu dân cư mới tự xây tân phúc giá chỉ từ 886 triệu/ lô , sổ đỏ riêng công chứng sang tên chuyển nhượng ngay.
 diện tích 70-90m2 phù hợp với thiết kế nhà hiện đại .
 đường rộng 6m trải nhựa thông thoáng đủ hướng cho các nhà đầu tư.
 cơ sở pháp lý rõ ràng , sổ riêng từng nền đất ở lâu dài sở hữu vĩnh viễn
 Vị trí đầy tiềm năng: gần ql38 ,cao tốc và nút giao cao tốc hà nội -hưng yên - hải dương - hải phòng .
 nằm trên trục đường huyết mạch tân phúc - võng phan . chạy qua các khu công nghiệp Ân Thi -Phù Cừ - Tiên Lữ -Bình Giang và các khu công nghiệp lân cận thu hút các nhà đầu tư trong và ngoài nước tạo cho hàng nghìn lao động địa phương và các tỉnh lân cận đổ về . .
 Trong vùng quy hoạch hàng nghìn héc ta ở Ân Thi- Bãi Sậy - Tân Phúc - Hoàng Hoa Thám - Quang Vinh loạt dự án khu dân cư mới và cụm công nghiệp lớn.
 Nằm trong khu dân cư đông đúc đầy đủ các tiện ích trường học, y tế, cửa hàng tiện ích, bán kính không quá 1km
 Cơ hội cho các nhà đầu tư, ưu đãi giảm 3% khi khách hàng mua từ 2 lô trở lên.
 Liên hệ chính chủ: 0397 767 830 để được tư vấn cụ thể!
",28/08/2022,Tin thường,batdongsan_so_com_vn_1673805589.034371, 6,,,,
"3,4 tỷ VNĐ",Đường Đại Lộ Thăng Long phường Đại Mỗ, 62m2, 6,"SỞ HỮU CĂN HỘ MANG PHONG CÁCH NHẬT BẢN NGAY TẠI VINHOMES SMART CITY ✅ Loại hình căn hộ: 2PN. Diện tích: 62m2  🔻 Nhanh tay nhấn “Gửi tin nhắn"" để được đi xem căn hộ miễn phí..! ƠN: 0396262333",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805590.6440647, 50, 21, 2, 2,
"11,8 tỷ VNĐ",Đường Giếng Mứt phường Trương Định, 46m2, 43,"
    + Ô tô, kinh doanh.Nhà mặt ngõ, cách phố Bạch mai 50m, nhà chủ tự xây để ở được 01 năm nên vô cùng tâm huyết và đẹp đến từng chi tiết.
+ Nhà thiết kế 7 tầng thông sàn, nội thất trong nhà toàn bộ là hàng nhập khẩu cao cấp, riêng chi phí vận hành thang máy cũng hết gần tỷ. Sàn nhà gỗ giáng hương, cầu thang gỗ lim.
+ Tầng 1 : kinh doanh.
+ Tầng 2.3.4.5 mỗi tầng 01 phòng khép kín.
+ Tầng 6: phòng ăn và bếp.
+ Tầng 7: phòng thờ và sân phơi.
+ Sổ đẹp , không lỗi phong thủy, không quy hoạch.
+ AC quan tâm alo em Đỗ Hạnh : 0911 206 189 hoặc 0845 790 555 thanks AC.
",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805592.2128682, 6, 7, 5, 7,
420 triệu VNĐ,Đường Bà Triệu phường Lê Đại Hành, 28m2, 4,"Mặt Phố nhỏ Hàng Mã .DT32m2 x5 tầng xMặt Tiền3,4mVị Trí đẹp ,gần Ngã Tư Hàng Gà ,gần trung tâm buôn bán Phố Hàng ,Kinh Doanh tất cả loại hình:từ Hàng thủ công mỹ nghệ,mỹ phẩm ,nước hoa,hàng ăn ,cafe cho đến Văn Phòng .....Đường phố rộng ,vỉa hè đẹp .Đâu Oto thoải mái.Cho thuê hiệu suất cao giá 30-40tr/thángliên hệ : Thủy BĐS-HK  0857552222",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805593.5463414, 5, 5, 3, 2,
866 triệu VNĐ,hà nội, 80m2, 5,"📣📣 Chuẩn bị mở bán đất dự án giá rẻ khu dân cư mới tự xây Tân Phúc ven khu công nghiệp Hà Nội _Hưng Yên ,sát nút giao cao tốc 5b ,giá chỉ từ 866 triệu/ lô 🌏 Diện tích giao động từ 70-80 m2🗺 Đường nội bộ vào đất đổ afphan nhựa từ 5_7m 💎 Vị trí giao thông thuận tiện , nằm cạnh nút giao cao tốc Hà Nội - Hải Phòng 🌐 Là trung tâm cầu nối giao thông ,vận chuyển hàng hóa của cao tốc 5b từ Hà Nội _Hưng Yên_Hải Dương _Hải Phòng và Quảng Ninh ..💎 Là vị trí giao thoa quốc lộ 38 với cao tốc 5b , kết nối từ Ân Thi tiếp giáp với thị trấn Kẻ Sặt _ đi Hải Dương_Bắc Ninh. 💎 Nằm sát đường tỉnh Tân Phúc _Võng Phan,giao với tỉnh lộ 387 nối liền các khu công nghiệp từ Ân Thi, Hưng Yên _đi Thái Bình /-flag Cách chợ mua sắp , ủy ban nhân dân xã chỉ 1km💜 Cách trường học cấp 1 cấp 2 chỉ 1,5 km💎 Nằm trong vùng quy hoạch khu công nghiệp Bắc Sơn - Bãi Sậy , Tân Phúc- Hoàng Hoa Thám, Quang Vinh.🎯 Nằm giáp tuyến đường lưu thông hàng hóa qua các khu công nghiệp Tân Phúc -Quang Vinh _ Hoàng Hoa Thám - Văn Nhuệ 🌏 Vị trí nằm ở trung tâm khu công nghiêp huyện Ân Thi , với quy mô hơn 10000 công nhân.🏗 Vị trí giáp ranh 6 huyện quy hoạch tương lai sẽ thành nơi giao thương sầm uất tấp nập ..💎 Mốc giới dõ ràng , hạ tầng đồng bộ , sổ hồng trao tay.. 💎 Cơ hội cho các nhà đầu tư kiếm 💸💸💸.💓 Đảm bảo sinh lời , với giá trị nhân 2,nhân 3 cho khách hàng..🔥Quy trình mua bán:💎Bước 1: Đặt cọc 100 triệu trong thời hạn 15 ngày.💎Bước 2: Thanh toán 95% ngay khi ký hợp đồng chuyển nhượng.💎 Bước 3: Nhận sổ thanh toán 5% giá trị còn lại.",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805594.735179, 5,,,, Đông
"7,5 tỷ VNĐ",Đường Kim Ngưu phường Thanh Lương, 41m2, 4,"
    
BÁN NHÀ KIM NGƯU - MỚI Ở NGAY 41M - NGÕ TO - ĐẤT VUÔNG ĐẸP 
 
Chủ nhà chuyển đi nơi khác cần bán nhanh căn nhà Kim Ngưu - Hai Bà Trưng HN 
- Nhà thiết kế nhiều phòng ngủ, 5 tầng đầy đủ công năng
- Trước nhà xe máy quay đầu thoải mái. Khu ở yên tĩnh, an sinh tốt, hàng xóm dễ mến
- Chủ thiện chí , giao dịch nhanh. Sổ sẵn sàng trao tay 
---- 
Liên hệ xem nhà : 0904604669 Trang bđs 
 
",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805595.9987986, 3, 5, 6, 6,
5 tỷ VNĐ,Hoàng Diệu- Hà Đông, 46m2,,"Cần tiền bán gấp nhà phố Hoàng Diệu, Hà Đông, 46m2, chỉ hơn 5 tỷ + Chủ cần tiền bán gấp căn nhà phố Hoàng Diệu, Quận Hà Đông, diện tích 46m2, mặt tiền 4m, giá chỉ hơn 3 tỷ. + Nhà bán thông thương các phố cổ Tản Đà cắt ngang Lê Hồng Phong ra Cầu Đơ thông Tô Hiệu ra Lê Lợi giáp Bà Triệu. + Khu vực nhiều trường học các cấp, chợ lớn Hà Đông, ngân hàng, siêu thị khu trung tâm sầm uất bậc nhất Quận. + Chủ thiện chí, cần bán gấp lấy tiền đầu tư mở rộng sản xuất kinh doanh. + Sổ đỏ vuông đẹp như viên gạch, chủ cất két cho mới. + Giá chỉ 5 tỷ thương lượng trực tiếp với chủ nhà, miễn trung gian.  -Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805597.157567,, 4,,,
5 tỷ VNĐ,Bà Triệu- Hà Đông, 46m2,,"Căn Nhà siêu đẹp duy nhất phố Bà Triệu, quận Hà Đông giá nhỉnh 5 tỷ - Căn nhà siêu đẹp phố Bà Triệu, trung tâm khu hành chính quận Hà Đông, khu vực sầm uất, dân trí cao, đáng sống bậc nhất quận Hà Đông. Giao thông vô cùng thuận lợi thông thương các tuyến phố cổ Tô Hiệu, cắt ngang Lê Lợi ra Nhuệ Giang xuống Văn Quán song song Lê Hồng Phong. - Nhà xây dựng trên mảnh đất vượng khí rộng 46m2, với 4 tầng thiết kế đẹp, đủ công năng sử dụng. Khu dân trí cao, hàng xóm văn minh thân thiện. Nhà ở rất tuyệt có thể kinh doanh, làm văn phòng đều rất tốt. - Chủ nhà thương gia con cái thành đạt bán đi đổi nhà to hơn, mong muốn bán nhanh, giá cả rất tốt so với khu vực. - Sổ đỏ chính chủ sẵn sàng giao dịch. - Giá chỉ 5 tỷ cho căn nhà siêu đẹp tại Bà Triệu, Hà Đông.  - Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805598.5837505,, 4,,,
