price,address,Diện tích,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Mặt tiền,Số toilet,Hướng
"4,9 tỷ VNĐ","Lê Hồng Phong, Nguyễn Trãi, Hà Đông, Hà Nội.", 41m2, 3, 3, 3," # Nhà đẹp ở ngay đường Lê Hồng Phong, Hà Đông, ô tô đỗ cửa, an ninh an sinh đỉnh. DT 41m2, 3T, giá chưa tới 5 tỷ. + Vị trí đông đúc sầm uất, thuận tiện, trung tâm trục lõi thông nhiều tuyến phố cổ như Tô Hiệu, Lê Lai, Lê Lợi, Chưng Chắc, Chưng Nhị, Bà Triệu... + Đường trước nhà ô tô đỗ, vài bước chân ra Chợ đầu mối Hà Đông, siêu thị Melinh Plaza Hà Đông, Trường THCS Lê Hồng Phong, Sân vận động, Nhà thi đấu Hà Đông.. phố đầy đủ tiện ích. + Nhà thiết kế đẹp phong cách hiện đại, cầu thang cuối, các phòng ốc rộng thoáng đầy đủ công năng. + Giá trên 4 tỷ thương lượng rất cần bán nhanh. + Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng giao dịch. # HotLine: Tình nhà phố 0983858722 ( chuyên mua bán và nhận ký gửi nhà Thổ cư có uy tín trong giới nhà đất quận Hà Đông - Hà Nội ).",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821324.7290428,,,
"16,5 tỷ VNĐ","Cầu Giấy, Yên Hòa", 85m2,, 6, 8,"NHÀ ĐEP MỚI KOONG - 6 TẦNG THANG MÁY - MẶT NGÕ Ô TÔ KINH DOANH SẦM UẤT - 30M THẲNG RA PHỐ. + Vị trí quá đẹp ngay mặt ngõ Cầu Giấy, ô tô, kinh doanh tấp nập đủ loại hình kinh doanh. Cách mặt phố chỉ 30m đi thẳng ra phố. + Nhà bán xây mới đẹp thiết kế hiện đại kiểu Châu Âu, cầu kỳ tỉ mỉ rất đẹp mắt. + Thiết kế 6 tầng thang máy, mỗi tầng 2 phòng khép kín. + Sổ đỏ phân lô, chính chủ, sẵn sàng giao dịch. + Giá chỉ hơn 16 tỷ (có thương lượng). + Liên hệ ngay: 0354526316 Em Thế Anh (Hỗ trợ hoàn toàn MIỄN PHÍ từ xem nhà, tư vấn pháp lý, kiểm tra Quy hoạch, vay vốn ngân hàng, sang tên sổ đỏ…)",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821326.0345516,,,
"3,3 tỷ VNĐ",lê thanh nghị, 35m2,, 4, 4,"Hiếm bán nhà Lê Thanh Nghị 4 tầng nhỉnh 3 tỷ, ngõ nông gần phố. Liên hệ 0373729889 - Nhà xây dựng chắc chắn, đầy đủ công năng sử dụng.- Lê Thanh Nghị, mặt ngõ ô tô, thông Giải Phóng, kinh doanh sầm uất đêm ngày.+ Lê Thanh Nghị được ví là tuyến phố Công Nghệ, thuộc vùng lõi quận Hai Bà Trưng, nằm giữa 3 trường đại học Bách Khoa - Kinh Tế - Xây Dựng, đối diện bệnh viện Bạch Mai - Việt Pháp, vô cùng thuận lợi trong kinh doanh với đa dạng mọi thể loại.+ Nhà cách mặt phố có vài chục mét, nằm trên mặt ngõ ô tô thông từ Lê Thanh Nghị sang Giải Phóng, thiết kế 4 tầng kiên cố, đầy đủ công năng sử dụng.+ Sổ đỏ riêng, chính chủ, pháp lý rõ ràng, sẵn sàng giao dịch.Giá chỉ 6 tỷ (có thương lượng)Liên hệ: 03737329889 - Minh thổ cư hỗ trợ khách hàng xem nhà miễn phí đến tận lúc hoàn thành thủ tục mua nhà.",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821327.1585486, 4, 4,
31 tỷ VNĐ,Đường Thái Hà phường Trung Liệt, 95m2, 6, 8, 6,"
    
Tòa Văn phòng trung tâm quận Đống Đa 95m2 8 tầng MT6.5m. OTO tránh, thang máy, thông sàn. 31 tỷ. 0836797686

Vị trí:
Phố Thái Hà, trung tâm quận Đống Đa. Khu vực sầm uất, tập trung nhiều Công ty, Văn phòng. Thông thương các tuyến phố Chùa Bộc, Yên Lãng, Tây Sơn...

Tòa nhà xây MỚI, ĐẸP. Thiết kế hiện đại, nội thất xịn, THÔNG SÀN, THANG MÁY thích hợp kinh doanh Văn phòng.

Sổ: Sẵn sàng giao dịch.

LH: Ngọc Duyên
",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821328.2586007, 6, 6,
"4,6 tỷ VNĐ",Đường Khương Hạ phường Khương Hạ, 56m2, 2, 4, 4,"-Chủ đang rất cần tiền bán gấp nhà Khương Hạ-Thanh Xuân .  - Diện tích 38m,mặt tiền 3.2m.  -Ngõ thông thoáng ,gần 3m - Thiết kế vô cùng đẹp 4 tầng, đầy đủ công năng sử dụng. - Tiện ích ba bước ra phố , trường học các cấp, bệnh viện, trung tâm mua sắm ..., giao thông thuận, an sinh đỉnh. -Chủ mới vào ở luôn. - Sổ đỏ chính chủ, nở hậu,sãn sàng giao dịch - Giá  4.6 tỷ (có thương lượng cho khách thiện chí mua luôn) -Liên hệ EM TRANG để được xem nhà và tư vấn miễn phí ",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821329.5441616, 5, 3,
"4,05 tỷ VNĐ",Đường Thanh Bình phường Mộ Lao, 35m2, 8, 5, 4,"NHÀ ĐẸP - BA GÁC - VỀ Ở NGAY - CHỦ ĐỂ PHUN NỘI THẤT. Hình ảnh nhà thật 100% Bán nhà phố Thanh Bình, 35m2, 5 tầng, mặt tiền 3.8m, giá 4.05 tỷ + Vị tri siêu đẹp, ngõ to ba gác tránh. + Ngõ to nông rộng, thông các ngả, cách MP rất gần. + Nhà đẹp 5 tầng mới chỉ việc xách vali về ở ngay. + Tầng 1 khách bếp + WC. + Tầng 2, 3, 4 mỗi Tầng 1 ngủ to đẹp thoáng + Wc. + Tầng 5 phòng thờ sân phơi. + Sổ đẹp nở hậu, chủ thiện chí bán. Liên hệ 0936206176
Thanh Bình - Hà Đông
",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821330.6202831, 3, 4,
"4,48 tỷ VNĐ",Đường lương định của phường Kim Liên, 38m2, 3, 5, 3,"



CẦN BÁN GẤP NHÀ LƯƠNG ĐỊNH CỦA GẦN PHỐ, NHÀ ĐẸP, Ở LUÔN  - DT 38m, 5tầng
- Mô tả: 

",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821331.7871609, 4, 3,
"8,95 tỷ VNĐ",Đường Ngụy Như Kon Tum phường Nhân Chính, 49m2, 5, 4, 6,", Ô tô vào nhà, 8 tỷ hơn - Ngôi nhà Anh rất tâm huyết dành thời gian và công sức trau truốt từng chi tiết nhỏ, tuy nhiên giờ A phải bán đi để mua biệt thự lớn hơn - Ngoài căn này ra Tôi còn có rất nhiều nhà ở Hoàng Đạo Thành, Hoàng Ngân, Nhân Hòa, Giáp Nhất, Vũ Hữu, Vũ Trọng Phụng, Chính Kinh, Cự Lộc, Nguyễn Quý Đức, Trung Văn, Nguyễn Trãi, Hoàng Đạo Thành, Nguyễn Xiển, Khuất Duy Tiến...  è",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821336.1411214, 5, 6,
"4,9 tỷ VNĐ",Đường Lê Lợi phường Hà Cầu, 49m2, 6, 4, 4,"PHÂN LÔ - NGÕ 3 Ô TÔ TRÁNH - TRƯỚC NHÀ Ô TÔ DỪNG ĐỖ THOẢI MÁI + Ô tô đổ cửa vào nhà + Khu phân lô quân đội an ninh cực tốt - Nhà cách mặt phố Lê lợi 30m, ngõ ô tô tránh, sạch đẹp văn minh. Ngõ cạnh trường cấp 2 Lê lợi 3 ô tránh, dừng đỗ ngày đêm. + Thiết kế Tầng 1: Khách + bếp Tầng 2+3: 3 phòng ngủ + 1 phòng karaoke ( có thể chuyển đổi thành phòng ngủ) Tầng 4: Phòng thờ + sân phơi Nhà tự thiết kế xây dựng, vô cùng chắc chắn, có giếng trời riêng biệt lấy sáng thoáng cả nhà Sổ đỏ chính chủ đẹp nở hậu 4cm, cất két sẵn sàng giao dịch Liên hệ Mr Chung 0936206176",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821337.306019, 4, 4,
"16,2 tỷ VNĐ",nguyễn trãi, 60m2,, 7, 7,"Bán Nhà, Bà Triệu, Hà Đông. Ô Tô Kinh Doanh 60m x 7 tầng. Mặt Tiền 4.2m. Giá 16.2 Tỷ.  MẶT PHỐ LỚN KINH DOANH, VỈA HÈ RỘNG – 7 TẦNG, THANG MÁY, THÔNG SÀN - CHO THUÊ 540 TRIỆU/NĂM  Mô tả: - Nằm trên tuyến phố Bà Triệu, Thuộc vị trí đẹp nhất của con phố này, khu vực cực kì sầm uất. - Nhà xây 7 tầng ốp kính toàn bộ, thang máy, thông sàn. - Vỉa hè rộng, gần Chợ Hà Đông, gần Trường học, Cơ Quan, gần viện 103, siêu thị Mêtro, siêu thị Bigc Hồ Gươm và rất nhiều tiện ích xung quanh. - Kinh doanh văn phòng kết hợp làm Trung tâm ngoại ngữ, Phòng khám, siêu thị,...đều rất tuyệt. - Trước chủ cho thuê làm Phòng khám doanh thu 45 triệu/tháng.  - Sổ đỏ vuông như tờ A4, cất két giao dịch.  LH: E KHÁNH: 0984568179  ",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821338.4838696,, 7,
