price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Hướng
"2,1 tỷ VNĐ","Xã Di Trạch, Hoài Đức, Hà Nội", 36m2,"Lô đất rất đẹp, giá cực mềm, thông thoáng và rất vượng khí. Diện tích 36 m2. Mặt tiền 3,7m. 30m là ra đường Ô tô tránh. Đầu tư có lãi ngay .Tiện ích: Đất ở vị trí giao thông thuận lợi, Kết nối với quốc lộ 32, vành đai 3,5, hàng xóm khu đô thị Kim Chung Di Trạch sau này hưởng chọn vẹn tiện ích KĐT. Xung quanh dân cư đông đúc tấp nập, dân trí cao, khu vực đáng sống nhất nhì Hoài Đức.Giá: Nhỉnh 2 Tỷ.ALo em Tấn số điện thoại 0985.162.706 chuyên BĐS Hoài Đức - Hà Nội để biết thêm thông tin, tư vấn và xem nhà đất miễn phí ạ . Zalo: 0985.162.706.Viber: 0985.162.706  Uy tín - trách nhiệm !. Xin chân thành cảm ơn !",20/09/2022,Tin thường,batdongsan_so_com_vn_1673800413.9113836,,,,,,
12 tỷ VNĐ,"Gia Quất, Long Biên HN", 67m2,"+ Lô góc 2 thoáng. Ôtô tải tránh, trung tâm tiện ích: Trường Tiểu học Gia Quất, mầm non Gia Quất, cách chợ Gia Quất 50 m, gần chung cư HomeLand Hà Nội, chung cư Đầm Nấm, cao đẳng Đường Sắt, ga Gia Lâm, KĐT Khai Sơn, HomeLand Thượng Thanh.  + Thông số tiêu chuẩn Vip. 6 tầng thang máy Kinh doanh quá tuyệt vời, quá hiếm.  + Tầng 1: Kinh doanh, bếp, WC. + Tầng 2: Khách, 1 ngủ wc. + Tầng 3,4,5: Mỗi tầng 2 ngủ 2 wc. Tổng 7 ngủ. + Tầng 6: Phòng thờ, sân phơi, máy giặt. + Sổ đỏ, chính chủ",20/09/2022,Tin thường,batdongsan_so_com_vn_1673800415.6537247,,,,,,
"3,6 tỷ VNĐ",Đường Đại La phường Đồng Tâm, 36m2," + Nhà năm trên phố Minh Khai sầm uất, hiện đại, tiện ích và giao thông thuận lợi. + Gần các tuyến phố : Bạch Mai, Trương Định, Đại La, Kim Ngưu.. + Nhiều tiện ích : Time City, Bệnh Viện Thanh Nhàn, BV Bạch Mai, gần khu Bách Kinh Xây nổi tiếng. + Ngõ thông, 70m ra phố Đại La. + Diện tích  36mx 5 tầng. + Nhà mới xây, thiết kế hiện đại, Chủ xây cực kỳ tâm huyết. + Chủ TẶNG TOÀN BỘ NỘI THẤT. + Sổ đỏ chính chủ, đảm bảo pháp lý, sẵn sàng giao dịch. + Giá 3 Tỷ 600 –Tặng chi phí sang tên.  Liên hệ: em Dũng - 0945676597 ",20/09/2022,Tin thường,batdongsan_so_com_vn_1673800417.43297, 3, 4, 5, 6, 5,
"3,9 tỷ VNĐ","Xa La, Hà Đông", 39m2,"Mới Đẹp, Xa La-Hà Đông, Căn Góc 2 Mặt Thoáng,Ở Luôn, 39m2 x 4T, Chỉ 3.9 Tỷ.Vị Trí: Nhà nằm ngay Học Viện Quân Y 103, Lô góc 2mặt thoáng vĩnh viễn, các phòng đều có ánh sáng tự nhiên khu vực An Ninh tốt, 50m ra đường ô tô, 300m ra khu đô thị Xa La, gần chợ xung quanh đầy đủ tiện ích, nhiều trường học từ Mầm Non, tiểu học THCS Hà Nội Thong Long, THPT Xa La.Thiết kế: Nhà thiết kế lệch tầng hiện đại đầy đủ công năng sử dụng tràn ngập ánh sáng tự nhiên thế nhà nở hậu.- Tổng 3 phòng ngủ rộng, phòng thờ, sân phơi, 3 phòng vệ sinh cầu thang giữa.Pháp lý; Sổ đỏ chính chủ giao dịch ngayLiên Hệ Mr Luyện thổ cư: 0911779569 để được xem nhà miễn phí 24/7“TRAO GỬI NIỀM TIN _ NHẬN LẠI YÊU THƯƠNG”",20/09/2022,Tin thường,batdongsan_so_com_vn_1673800419.8385272, 4, 3, 4, 3, 3,
"3,9 tỷ VNĐ","Xa La, Hà Đông", 39m2,"Mới Đẹp, Xa La-Hà Đông, Căn Góc 2 Mặt Thoáng,Ở Luôn, 39m2 x 4T, Chỉ 3.9 Tỷ. Vị Trí: Nhà nằm ngay Học Viện Quân Y 103, Lô góc 2mặt thoáng vĩnh viễn, các phòng đều có ánh sáng tự nhiên khu vực An Ninh tốt, 50m ra đường ô tô, 300m ra khu đô thị Xa La, gần chợ xung quanh đầy đủ tiện ích, nhiều trường học từ Mầm Non, tiểu học THCS Hà Nội Thong Long, THPT Xa La. Thiết kế: Nhà thiết kế lệch tầng hiện đại đầy đủ công năng sử dụng tràn ngập ánh sáng tự nhiên thế nhà nở hậu. - Tổng 3 phòng ngủ rộng, phòng thờ, sân phơi, 3 phòng vệ sinh cầu thang giữa. Pháp lý; Sổ đỏ chính chủ giao dịch ngay Liên Hệ Mr Luyện thổ cư: 0911779569 để được xem nhà miễn phí 24/7 “TRAO GỬI NIỀM TIN _ NHẬN LẠI YÊU THƯƠNG”",20/09/2022,Tin thường,batdongsan_so_com_vn_1673800421.9698255, 4, 3, 4, 3, 3,
"7,15 tỷ VNĐ",Đường Yên Hòa phường Yên Hòa, 78m2,"Hot Hot Đường Nguyễn Khang - 78m2 giá 7,15 tỷ. Cần bán nhà đường Nguyễn Khang, thiêt kế hiện đại, vị trí đắc địa, thoáng mát.Vị trí đắc địa gần Đại Học Ngoại Thương, Đại Học Lao Động Xã Hội, Đại Học Phương Đông,Trường Chuyên Hà Nội Ams, Trường THCS Cầu Giấy, Trường Nguyễn Siêu, Trường Lương Thế Vinh. Trung tâm kết nối giao thông với các trục đường, đường Trần Duy Hưng, đường Trung Kính, đường Nguyễn Chánh, đường Mạc Thái Tổ, đường Mạc Thái Tông, đường Vũ Phạm Hàm, đường Nguyễn Khang và Yên Hòa. Khu dân cư thoáng, sống văn minh lịch sự, nhiều chuyên gia, giáo sư, bác sỹ, an ninh tốt. Nhà mới bốn tầng, thiết kế hiện đại.Sổ đỏ chính chủ. pháp lý chuẩn.Giá 7,15 tỷ. Gọi ngay cho tôi 0969594988 khi bạn đọc tin này 24/24 giờ bất cứ lúc nào, xem nhà miễn phí. ",20/09/2022,Tin thường,batdongsan_so_com_vn_1673800424.0617785,, 1, 5, 4, 4,
72 tỷ VNĐ,Đường Xuân Diệu phường Quảng An, 175m2,"
    

+ Phố Xuân Diệu gợi nhớ cho ta nhớ lại những bài thơ trữ tình lãng mạn của nhà thơ nổi tiếng còn mãi với thời gian. 
+ Tọa lạc tại vị trí đắc địa, mặt tiền rộng 9m, thoáng trước - sau, phía đối diện 2 bên là 2 tòa nhà cao tầng hiện đại. 
+ Mảnh đất 175m2 vô cùng đẹp nằm ngay gần Hồ Tây lại càng tăng thêm vẻ lãng mạn. Và đương nhiên được hưởng không khí trong lành, luôn đem lại cho không gian sống sự thoải mái thư giãn được sống trong ngôi nhà mơ ước tại khu phố này. 
+ Khu phố khách Tây nhiều hơn khách ta. Rất nhiều khách hàng mua để ở hay để kinh doanh homestay đều ưa thích khu phố này. 
+ Sổ đỏ vuông vắn chính chủ, pháp lý chuẩn tư vấn ngay. 
+ Giá bán: 72 tỷ ( thương lượng). Mọi thông tin liên hệ trực tiếp Mr. Đô Đốc 0973819854 để biết thêm thông tin. Miễn quảng cáo , trung gian. Xin cảm ơn!
",20/09/2022,Tin thường,batdongsan_so_com_vn_1673800426.2070348, 9, 30, 2, 3,,
45 tỷ VNĐ,Bạch Mai Hai Bà Trưng Hà Nội, 141m2,"- Diện tích 141m2. X4 tầng. Mt 4m.Giá bán 45 tỷ ( có thương lượng ) - Vị trí mặt phố Bạch Mai kinh doanh sầm uất thẳng tắp lên phố cổ hồ Hoàn Kiếm. - Chủ xác định bán đất tặng nhà 4 tầng!  - Sổ đỏ chính chủ, sẵn sàng giao dịch! ACE có nhu cầu liên hệ với em để được tư vấn! Miễn ( TG Quảng Cáo ) ",20/09/2022,Tin thường,batdongsan_so_com_vn_1673800428.1887307, 4,, 4, 4, 4,
"2,8 tỷ VNĐ","Xã Lại Yên, Hoài Đức, Hà Nội", 47m2,"Lô đất rất đẹp, giá cực mềm, thoáng, rất vượng khí. Diện tích 47m2. Mặt tiền 3m . Cách đường 8 làn xe 100m, thuận tiện đi các hướng.Tiện ích: Đất ở vị trí giao thông thuận lợi, Kết nối với Đại Lộ Thăng Long, Lê Trọng Tấn,...Cạnh các khu đô thị như Splendora, Vườn Cam, ... xung quanh dân cư đông đúc tấp nập, dân trí cao, nằm gần trường học Cấp 1,2,3, gần TTTM .Giá: 2,8 Tỷ.ALo em Tấn số điện thoại 0985.162.706 chuyên BĐS Hoài Đức - Hà Nội để biết thêm thông tin, tư vấn và xem nhà đất miễn phí ạ . Zalo: 0985.162.706.Viber: 0985.162.706  Uy tín - trách nhiệm !. Xin chân thành cảm ơn !",20/09/2022,Tin thường,batdongsan_so_com_vn_1673800430.9124458, 3,,,,,
"3,6 tỷ VNĐ",Đường Phố Vọng phường Đồng Tâm, 38m2," + Nhà năm trên phố Vọng sầm uất, hiện đại, tiện ích và giao thông vô cùng thuận lợi. + Gần các tuyến phố : Bạch Mai, Trương Định, Đại La, Nguyễn An Ninh, Giải Phóng.. + Nhiều tiện ích : Đại Học Bách Khoa, ĐH Xây Dựng, ĐH KDQD.. + Ngõ thông, 60m ra phố Đại La + Diện tích  38mx 5 tầng + Nhà mới xây, thiết kế hiện đại, Chủ xây cực kỳ tâm huyết. + Chủ TẶNG TOÀN BỘ NỘI THẤT. + Sổ đỏ chính chủ, đảm bảo pháp lý, sẵn sàng giao dịch. + Giá 3 Tỷ 600 –Tặng chi phí sang tên.  Liên hệ: em Dũng - 0945676597 ",20/09/2022,Tin thường,batdongsan_so_com_vn_1673800432.1142278, 3, 2, 5, 5, 5,
