price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Lộ giới,Hướng
9 tỷ VNĐ,la khê, 58m2, 4, 5, 6, 4,"Bán Nhà, Ngô Đình Mẫn. Ô Tô Kinh Doanh 58m2 x 5 tầng. Mặt Tiền 4.2m Giá 9 Tỷ.     MẶT PHỐ -  KINH DOANH, VĂN PHÒNG SIÊU ĐỈNH – NHÀ MỚI  + Nhà mặt phố cách đường Lê Trọng Tấn vài bước chân, ngả đi các đường Quang Tung, Phan Đình Giót Trần Phú, Tố Hữu, đi nội thành và các tỉnh lân cận rất thuận tiện. + Nhà gần trường học các cấp 1,2,3, hàng xóm Pak CiTY, Trung Tâm Thương Mại AON, gần bệnh viện Đa Khoa Hà Đông, gần siêu thị Mêtro Hà Đông, Nhà Thi Đấu Hà Đông. Giao thông thuận tiện, an ninh an toàn, đầy đủ tiện ích xung quanh. + Nhà mặt phố kinh doanh, văn phòng siêu thuận lợi, khu vực hiếm nhà bán.  + Nhà thiết kế 5 tầng:                                                                                                          - - - Tầng 1: Phòng khách, bếp, wc, - Tầng 2,3,4: Mỗi tầng 2 phòng ngủ và wc - Tầng 5 : Phòng thờ, sân phơi. + Nhà khung cột bê tông chắc chắn. chủ mới chỉ việc xách va ly về ở.  Sổ đỏ chính chủ, sẵn sàng giao dịch.   LH: E KHÁNH: 0984568179 ",27/07/2022,Tin thường,batdongsan_so_com_vn_1673812273.9182138,,
"7,2 tỷ VNĐ",Đường Cự Lộc phường Thượng Đình, 40m2, 4, 5, 4, 5,"
    CẦN BÁN GẤP NHÀ CHÍNH CHỦ MẶT PHỐ CỰ LỘC THANH XUÂN HÀ NỘI.Vị trí VIP mặt phố kinh doanh sầm uất ngày đêm nối liền  2 phố Nguyễn Trãi - Quan Nhân, giao thông thuận tiện.Diện tích 40m2, 5 tầng, mặt tiền 4mThiết kế rất đẹp.- Tầng 1: Kinh doanh, bếp, wc.- Tầng 2: phòng khách cực Vip, wc.- Tầng 3,4: Mỗi tầng 2 phòng ngủ, 1 wc.- Tầng 5: Phòng thờ, sân phơi.+ Sổ đỏ vuông đét, sẵn sàng giao dịch. Giá nhỉnh 7 tỷ có thương lượng.Liên hệ tôi Tuấn Anh 0937651883 xem nhà chính chủ. Miễn trung gian, Môi giới.
",27/07/2022,Tin thường,batdongsan_so_com_vn_1673812275.712983, 4,
45 triệu VNĐ,Đường Linh Đàm phường Hoàng Liệt, 90m2, 9, 1, 2, 1,"Bán dự án : Cơ Hội Sở Hữu CC Cao Cấp Tây Nam Linh Đàm Đợt 1 Quận Hoàng Mai 🎯 Mua Nhà Từ Móng - Giá Bao Giờ Cũng Rẻ -Chính Sách Ưu Đãi Tốt💥Cơ Hội Sở Hữu Chung Cư Cao Cấp Đợt 1🎹 Hà Nội Melody Residences - Dự Án Cao Cấp Linh Đàm-Định vị phân khúc KĐT Linh Đàm- Nhận đặt chỗ 20 suất ngoại giao giá gốc cực sốc trực tiếp từ chủ đầu tư , chính sách bán hàng siêu khủng:- Chiết khấu 3% cho 100 khách hàng ký hợp đồng sớm .- Chiết khấu 2% cho khách ký hợp đồng từ căn 100-200- Chiết khấu 1% cho khách ký hợp đồng từ căn 200-300💥Thanh toán tiến độ chiết khấu lên tới 7% GTCH💥 Hỗ trợ vay ngân hàng lãi suất 0% lên tới 24 tháng tối đa 70%💥Hỗ trợ phí quản lý vận hành 50% trong 24 tháng💥 Hình thức sở hữu Lâu Dài💥 Bàn giao full nội thất cơ bản💥 Giá từ 45 triệu/m2/căn 2PN✅ Diện tích loại căn hộ:2PN, 2toilet: 68 - 76 - 78 - 853PN, 2toilet: 90 - 98 - 121 – 145✅Mật độ xây dựng siêu thoáng, chỉ 29%✅100% căn hộ có 2 Logia đón nắng gió và ánh sáng tự nhiên.✅CĐT uy tín: Tập Đoàn Hưng Thịnh✅Vị trí: KĐT mới Tây Nam Linh Đàm, Hoàng Liệt - Hoàng Mai-HN Liên hệ : 0889482889, 0988811924 ",27/07/2022,Tin thường,batdongsan_so_com_vn_1673812277.4789371, 7,
"6,2 tỷ VNĐ","Ngõ 199 Hồ Tùng Mậu , Cầu Diễn , Nam Từ Liêm , Hà Nội .", 83m2, 4,,,,"     Mọi thông tin nhà LH Mr.Khải 0363.255.077.   Chủ nhà rao bán Đất  tại ngõ 199 Hồ Tùng Mậu . Mảnh đất với diện  tích 83 mét , mặt tiền 4 mét , lô góc , nở hậu . Gía chủ chào 6.2 tỷ ( có thương lượng ) . - Vị trí quá đẹp xây căn Hộ hoặc Toà Văn phòng - Lô góc nở hậu 50cm - Cách phố khoảng 100m - Giá rất hợp lý - Khách Đầu Tư hoặc tiêu dùng đều dc    Sổ đỏ chính chủ luôn sẵn sàng giao dịch trong ngày .       Mọi thông tin chi tiết LH Mr. Khải 0363.255.077 để được tư vấn ( Mọi thông tin đều minh bạch , rõ ràng , không thu phí khi tư vấn ).",27/07/2022,Tin thường,batdongsan_so_com_vn_1673812279.197391,,
"3,2 tỷ VNĐ",Hoài đức, 90m2,,,,,"BÁN NHÀ TRỌ AN KHÁNH, HOÀI ĐỨC 90M MẶT 12M Ô TÔ NHỈNH 3 TỶ Khu vực đang phát triển nhanh như BÃO. Đẹp hiếm có. Đúng Ngon Bổ Rẻ. Vị trí trung tâm trong tương lai, các KDT, TTTM , đường lớn xung quanh nhà. Gần Đại lộ Thăng long, Lê Trọng Tấn, Công viên Thiên Đường Bảo Sơn, Vincom Mega Mall, KDT An khánh..Thiện trí xem nhà gọi Em Đức 0898839292",27/07/2022,Tin thường,batdongsan_so_com_vn_1673812280.4769316,,
"2,48 tỷ VNĐ",Đường Nguyễn Lương Bằng phường Ô Chợ Dừa, 25m2, 4, 4, 3, 3,"
    Nhà tầm tiền, công năng hoàn hảo, chủ nhà mới sửa tỉ mỉ, tinh tế hợp lý. Gồm 4 tầng :-Tầng 3: 1 ngủ rộng khép kín.- Sổ đỏ nở hậu cực đẹp.
",27/07/2022,Tin thường,batdongsan_so_com_vn_1673812282.2173243, 2,
10 tỷ VNĐ,highway 5 Residences thanh trung, 75m2, 5, 5, 4, 7,"Shophouse Highway 5 Residence trung tâm hành chính H. Gia Lâm.Cơ hội đầu tư sinh lời hấp dẫn nhất, an toàn nhất cho Quý nhà đầu tư đón đầu hạ tầng và Gia Lâm đủ tiêu chí lên Quận vào năm 2023.+ Liền kề, shophouse: 163 lô diện tích 75 - 127m2, cao 5 tầng, mật độ xây 82.5%.- Giá bán dự kiến chỉ từ 130 tr/m2 đất và chi phí xây chỉ từ 5,8tr/m2 sàn- Hình thức bàn giao: Hoàn thiện mặt ngoài.- Đã có Sổ đỏ từng lôVÌ SAO NÊN CHỌN HIGHWAY5 RESICENCES1. Cơ hội sinh lời cao lên tới 50% trong 2 năm tới nhờ hạ tầng đang triển khai mạnh mẽ và đồng bộ. Nằm ngay lõi trung tâm phát triển nhờ nằm ngay mặt tiền phố Thành Trung và Nguyễn Mậu Tài. Đặc biệt nằm ngay liền kề UBND Quận Gia Lâm( Đã có lộ trình lên quận 2025). Được Kinh doanh tự do không giới hạn, phù hợp kinh doanh mở phòng khám, Làm Văn Phòng Công ty, Kinh doanh Khách sạn, nhà hàng,…nhờ nằm ngay trên trục đường lớn.Pháp lý đầy đủ, minh bạch, dự án đã có GPXD, thời hạn sở hữu lâu dài. Được sở hữu tiện tích tỷ đô nhờ nằm liền kề KĐT Vinhomes Ocean Park( Quy mô 420 ha, với dân số khoảng 100.000 người). Là dự án duy nhất được cam kết hoàn thiện đồng bộ toàn khu vào quý 4/2022( được cam kết trên pháp lý phê duyệt dự án) Chủ đầu tư và nhà thầu xây dựng uy tín nhất trên thị trường( Thiên Minh Đức Group, Coteccons). Cam kết giá bán ưu đãi, lời ngay khi mua( rẻ hơn 10-15% so với các khu lân cận, số lượng có hạn, áp dụng tùy lô)Chính sách bán hàng siêu ưu đãi- Thanh toán sớm chiết khấu 6.5% giá trị đất.- Thanh toán theo tiến độ chiết khấu 3% giá trị đất.- KH được vay tối đa 70% tổng giá trị đất tới 20 năm.- CĐT hỗ trợ vay 60% với LS 0%/12 tháng.Tổng quan dự án Highway5 Residences:- Vị trí: Lô đất TQ5 Đ. Nguyễn Mậu Tài, Trâu Quỳ, Gia Lâm.- CĐT: Công ty cổ phần Tập Đoàn Thiên Minh Đức.- Quy mô: 8.3 ha.- Sản phẩm: 163 lô nhà ở thấp tầng bao gồm LK, shophouse 5 tầng.- Diện tích: 75 - 196 m2.- Hình thức sở hữu: Sổ đỏ lâu dài.LH trực tiếp hotline PKD dự án Highway5 Residences để nhận báo giá lô đẹp nhất. Hotline: 0347679636",27/07/2022,Tin thường,batdongsan_so_com_vn_1673812283.7691243, 15, Đông nam
"1,95 tỷ VNĐ","Bắc Cầu, Ngọc Thụy", 60m2,,,,,"+ Thửa đất vuông vức như tờ A4, ô tô tải chạy qua vèo vèo. Đường nhựa láng bóng+ Vị trí mặt phố, giá chỉ nhỉnh 30 tr/m2, sự lựa chọn số 1 với tầm tài chính này, không đâu có mảnh đất ô tô vào nhà mà lại rẻ đến vậy.+ Thành Phố ven sông, thơ mộng, xinh đẹp. Môi trường sống trong lành, mát mẻ vừa ở vừa kinh doanh.+ 2 Mảnh liền kề, mua cả giá trị càng tăng cao 169 m2 quá khủng luôn",27/07/2022,Tin thường,batdongsan_so_com_vn_1673812285.096573,,
"4,15 tỷ VNĐ",Đường Lạc Long Quân phường Nghĩa Đô, 32m2, 3, 5, 3, 4,"Nhà nằm ở vị trí ngõ thông thoáng,vị trí trung tâm xung quanh tiện ích bạt ngàn

- Nhà xây mới toanh đủ công năng sử dụng, full nội thất giường tủ bếp, nóng lạnh các tầng.

- T1: Phòng khách, bếp.
- T2,3,4: Mỗi tầng 1 phòng ngủ có ban công, wc khép kín.
- T5: Phòng thờ, sân phơi.
liên hệ để xem nhà 
",27/07/2022,Tin thường,batdongsan_so_com_vn_1673812286.8804777, 3,
"2,4 tỷ VNĐ",Đường Đông Thiên phường Lĩnh Nam, 30m2, 4, 5, 4, 4,"Mô tả: + Nhà nằm trong ngõ 140 phố Đông Thiên, ngõ to như phố, đường vào nhà xe ba gác đậu cửa. + Gần các cấp trường học của Vĩnh Hưng, gần chợ dân sinh, siêu thị, tạp hoá và vô vàn các tiện ích. + Nhà xây khung cột bê tông chắc chắn 5 tầng, còn mới. + Tổng 3 phòng ngủ, rất thoáng mát, công năng sử dụng đầy đủ.  + Chủ thiện chí bán, sổ đỏ cất két, sẵn sàng giao dịch, có thương lương nhẹ. Đây là một căn nhà rất hiếm, phù hợp với những gia đình có tài chính vừa phải,",27/07/2022,Tin thường,batdongsan_so_com_vn_1673812288.5041366, 1,
