price,address,Diện tích,Hướng,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
"5,7 tỷ VNĐ","Phùng Khoang, Thanh Xuân", 55m2, Tây nam, 3, 3, 3, 3, 2,"Bán Nhà Phùng Khoang,Gần Chợ, Ở Luôn, Ngõ Ô Tô , Kinh Doanh DT 55m2 x3T,Chỉ 5.7 TỷVị trí: Căn nhà gần chợ Phùng Khoang-Thanh Xuân, gần nhiều trường ĐH lớn như ĐH Hà Nội, HV Mật Mã, An Ninh Nhân Dân, Bv YHCT Tuệ Tĩnh, xung quanh tiện ích không thiếu gì, hàng xóm thân thiện, nhà ô tô đỗ cửa kinh doanh đỉnh.Thiết Kế: Nhà xây 3 tầng dân xây chắc chắn còn mới.+ T1: Thông sàn kinh doanh tạp hóa, spa, hiệu thuốc, game....+ T2: 2 phòng ngủ + WC.+ T3: phòng Thờ + Phòng Ngủ + khu phơi đồ.Pháp lý: Sổ đỏ chính chủ sẵn sàng giao dịchGiá bán: 5.7 Tỷ ( Có thương lượng)Liên hệ trực tiếp 24/7 để đi xem nhà miễn phí.    - Mr Luyện thổ cư: 0911779569- Chuyên Nhà đất Thổ cư các phân khúc từ 1 tỷ đến trên 100 tỷ. “TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG”",05/10/2022,Tin thường,batdongsan_so_com_vn_1673796910.2042108
3 tỷ VNĐ,Đường Tô Hoàng phường Cầu Dền, 50m2,, 3, 2, 4, 4, 3,"
    - Tầng 1: Phòng khách và bếp + WC,-Sổ đỏ chính chủ giao dịch phút mốt.,

",05/10/2022,Tin thường,batdongsan_so_com_vn_1673796913.8371048
"16,5 tỷ VNĐ",Đường Vũ Trọng Phụng phường Nhân Chính, 80m2,, 10, 30, 1,,,"Chủ đang cho thuê 50 triệu /tháng, khách mua có thể tiếp quản nối tiếp hợp đồng cho thuê tiếp. Nhà bán rất có lộc, bán đi để chia cho các con.  Liên hệ: Mr Lâm, chuyên BDS mặt phố đẹp, giá tốt",05/10/2022,Tin thường,batdongsan_so_com_vn_1673796914.9241996
"3,7 tỷ VNĐ",Đường Mậu Lương phường Kiến Hưng, 47m2,, 3, 3, 4, 4, 4,"-Về giá: Chỉ hơn 75tr/m2, chưa tính còn đàm phán giá.-Về tính pháp lý: Ngôi nhà đã có Sổ đỏ, sẵn sàng giao dịch-Về hình thửa: nhà hình ống, 4 phòng phủ rộng rãi, thoáng mát- Về phong thủy: không lỗi phong thủy, ngõ rộng, thoáng, nền đất cao ráo.-Về vị trí: Căn nhà này nằm tại tổ 12 Mậu Lương Kiến Hưng, cách ô tô chỉ 10m.-Về Kiến Trúc: Ngôi nhà được gia chủ xây cực kỳ chắc chắn, theo hướng hiện đại, chỉnh chu ngay từ mặt ngoài của căn nhà, bên trong sáng thoáng và đẹp mắt. Cầu thang giữa, 4 tầng. Nếu anh chị đang tìm nhà Mậu Lương, xin chúc mừng anh chị vì đã tìm được đúng người có thể giúp anh chị tìm nhà một cách hiệu quả ở Mậu Lương Nếu anh chị muốn có thông tin thật về thông số và hình ảnh nhà, tôi xin chúc mừng anh chị vì đây là thông số và hình ảnh thật 100%. Rất phù hợp với những gia đình tìm nơi an cư lạc nghiệp tại khu vực Mậu Lương, muốn mua một căn nhà đẹp và chất lượng, có 4 phòng ngủ, rất tiện cho các con đi học. Tầm tiền dưới 4 tỷ không thể mua được căn liền kề ở phía bên kia đường Mậu Lương, nhưng chẳng ai cấm anh chị đi sang đường và hưởng trọn tiện ích của khu đô thị Mậu Lương, như đi dạo bộ, chạy thể dục, tham gia các sân tập thể dục thể thao ở KĐT Mậu Lương Xem nhà đất Mậu Lương đang bán tại link sau:https://www.facebook.com/nhadatmauluong Mr Chung - 0936206176 - 0975304187 Chuyên Nhà Đất tại:  Đa Sỹ - Mậu Lương Anh chị muốn mua nhà triệu đô Hà Nội xem tại link sau: https://nhatrieudohanoi.com/",05/10/2022,Tin thường,batdongsan_so_com_vn_1673796916.657234
"3,4 tỷ VNĐ",Ngõ85 trung tả, 37m2,, 3, 2, 4, 3, 3,+Bán nhà ngõ 85 trung tả 27/37 m 4 tầng mt 3.5m giá 3.4 tỷ + Nhà đẹp chỉ cần dọn vào ở trong sổ đỏ 27m thực tế xây 37m + trước cửa có sân chung rộng dãi + Nhà ngay hồ văn chương + Chủ để lại toàn bộ nôin thất + t1 phòng khách phòng ăn +wc + t2 3 1 ngủ 1 wc T4 phòng ngủ phòng thờ sân phơi + sổ đỏ chính chủ,05/10/2022,Tin thường,batdongsan_so_com_vn_1673796917.8805864
"9,3 tỷ VNĐ",Đường Phú Đô phường Phú Đô, 57m2,, 5,,,,,"+ Cách mặt phố Châu Văn Liêm 30m, Đại lộ Thăng Long 50m. Giao thông thuận tiện trung tâm Mỹ Đình, khu CNC Láng Hòa Lạc...4 làn + Nhà cấp 4, xác định bán đất+ Sổ đẹp, nở hậu+ LH;Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7
",05/10/2022,Tin thường,batdongsan_so_com_vn_1673796919.6003704
"9,9 tỷ VNĐ",Đường Ngụy Như Kon Tum phường Nhân Chính, 45m2,,, 10, 7, 6, 5,- Giá 9.9 tỷ còn thương lượng ,05/10/2022,Tin thường,batdongsan_so_com_vn_1673796920.981059
5 tỷ VNĐ,Đường Ba La phường Phú Lãm, 50m2,, 4,,,,,"Vị trí : Nằm trong khu phân lô Man Bồi Gốc Găng, cách quốc lộ 21A, ngã ba Ba La 100mHiện trạng lô đất chủ đã xin cấp phép XD 7 tầng, khách về chỉ việc xây và lắp thang máy tuyệt đẹpTiện ích : siêu thị, trường học, bến xe buýt.,,,,Liên hệ :  Em Thảo Thảo : 0965145894, để đi xem đất ngay, và được tư vấn tận tâm nhất  ",05/10/2022,Tin thường,batdongsan_so_com_vn_1673796922.4168873
"3,85 tỷ VNĐ","Thịnh Liệt, Thanh Trì HN", 30m2,,,,,,,"+ Khu vực Thịnh Liệt ngõ rất đẹp, đi từ đường bờ sông nhà rất gần các tuyến đường lớn.+ Nhà 5 tầng mới cứng, thiết kế bắt mắt, nội thất toàn đồ xịn.+ Nhỉnh 3 tỷ ô tô đỗ cửa, bãi đỗ ô tô ngay cạnh nhà. + Sổ đỏ nở hậu, pháp lý sạch sẵn sàng giao dịch ngay.+ Nhà đang hoàn thiện khoảng 2 tuần nữa sẽ có ảnh lung linh. ",05/10/2022,Tin thường,batdongsan_so_com_vn_1673796923.641653
"4,5 tỷ VNĐ","Tam Hiệp, Thanh Trì HN", 45m2,,,,,,,"+ Nhà mặt Phố 2 Tầng, Kinh doanh đa dạng + Nhà khu vực phát triển thần tốc, gần chợ đầu mối Tam Hiệp, Đường 7m, vỉa hè 3m, trước cửa công viên, Trường học các cấp đi bộ + 3m vỉa hè vào là 20m2 đất lưu không, cả dãy phố đều xây 5-6 tầng, sau nhà ngõ rộng 3m, tiện ích vô vàn.",05/10/2022,Tin thường,batdongsan_so_com_vn_1673796924.6491814
