price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng
"2,1 tỷ VNĐ",Đường Đại Lộ Thăng Long phường Mễ Trì, 62m2, 6, 1, 1, 2, 1,"
    Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội. 
Do nhu cầu chuyển đổi công tác tôi muốn bán căn hộ 2PN-1VS G3 Vinhomes Green Bay:Nội thất cơ bản làm đẹp ở lâu dài.
",24/06/2022,Tin thường,batdongsan_so_com_vn_1673818100.5714624,
"1,8 tỷ VNĐ","Cần bán nhà Sa Đôi, Nam Từ Liêm, 1,8 tỷ, 0925258888", 90m2,,,,,,"Cần bán nhà Sa Đôi, Nam Từ Liêm, 1,8 tỷ, 0925258888  - Diện tích: 90m2 có ngay nhà 2 tầng sân rộng   - Nhà xây đẹp công năng đầy đủ , gồm 2 phòng ngủ, 1 khách, 1 bếp, 1 wc  - Giá : 1ty800 (có thương lượng )  - LH: 093.796.6886 - 0925.25.8888       http://www.sanbatdongsanviet.com.vn",24/06/2022,Tin thường,batdongsan_so_com_vn_1673818102.0375412,
"3,4 tỷ VNĐ",Đường Võng Thị phường Bưởi, 25m2, 3, 5, 4, 2, 3,"
    
Bán nhà đẹp 4tầng nhỉnh 3tỷ mặt ngõ ôtô 7 chỗ phố Võng Thị thông Trích Sài view Hồ Tây (3)

NHỈNH 3 TỶ - 20M RA HỒ TÂY - OTO 7 CHỖ ĐỖ CỬA - NHÀ THOÁNG CÂY XANH - KINH DOANH NHỘN NHỊP - MẶT TIỀN RỘNG - CÓ 1 CĂN DUY NHẤT

 Chỉ cách mặt phố Trích Sài, Hồ Tây và chỗ gửi xe chỉ 20m, ngõ to oto 7 chỗ chạy qua trước cửa nhà.
 Nhà mới đẹp, mặt tiền rộng thoáng tự nhiên, khách mua về chỉ việc ở ngay.
 Nhà Gần Hồ Tây mát mẻ , trong lành, điều hoà khí hậu, thể dục hàng ngày...

Thiết kế KCBT chắc chắn, hiện đại thông sàn khép kín
Tầng 1 : Phòng khách + Kinh doanh + Wc
Tầng 2 : Bếp ăn + Phòng ngủ + Wc ( có thể chuyển bếp xuống T1 )
Tầng 3 : 01 Phòng ngủ + Wc
Tầng 4 : Sân phơi
Sổ đỏ chính chủ vuông vắn nở hậu sẵn sàng sang tên cho khách hàng thiện chí...

Chú ý: 
1. Lh: Hoàng Anh 0335121885
2. Giá niêm yết có thương lượng cho khách thiện chí...
",24/06/2022,Tin thường,batdongsan_so_com_vn_1673818103.1475706,
"3,9 tỷ VNĐ",ĐA LỘC DI TRẠCH HOÀI ĐỨC, 60m2, 6,,,,,"   ĐẤT GIÁ TỐT NHẤT THỊ TRƯỜNG GIÁ CHÍNH CHỦ NHỜ BÁN 2 LÔ ĐẤT 1 LÔ ĐẤT ĐẤU GIÁ DI TRẠCH ĐƯỜNG 5M OTO GIÁ 3.9LÔ 2 LAI XA THỔ CƯ 50M2 ĐƯỜNG NHỰA 6M KINH DOANH TỐT GIÁ 3,5 cả hai lô đều sát khu đô thị HINODE ROYAL PARK LH ĐI XEM ĐẤT: 0395333663..............................................................................................................................................................................................",24/06/2022,Tin thường,batdongsan_so_com_vn_1673818104.3942358, Tây bắc
,32 TRẠM TRÔI HOÀI ĐỨC, 222m2, 15,, 5, 5, 4,"BÁN ĐẤT TẶNG BIỆT THỰ  LIDECO NAM 32  1. Diện tích:- S đất 222m2 được xây 5 tầng.                                                                 - giá 15.8 TỶTỨC LÀ 70TR/M- Hướng TÂY  bắc- Hai mặt gần.- Gần công viên - hồ điều hòa.        2. Vị trí:- Nằm trong khu đô thị Lideco, khu đô thị đang được đầu tư và quan tâm bậc nhất khu vực.- Ngay sát trục đường QL32. - Gần với đường trục chính nối thẳng lên đường Hoàng Quốc Việt kéo dài.   - Đường trước mặt rộng 17,5m.                                                                                                         Tọa lạc ngay tại trung tâm Hoài Đức nên từ KĐT dễ dàng di chuyển đến trung tâm thành phố và các khu vực lân cận.Ngay cạnh các trường ĐH, học viện lớn như ĐH Công nghiệp, ĐH Thành Đô, Học viện khoa học quân sự…Ngay cạnh bệnh viện đa khoa Hoài Đức, bệnh viện 198Gần UBND huyện Hoài ĐứcGần công an huyệnGần trung tâm thể thao huyệnGần Viện kiểm sát huyệnCHỦ MONG MUỐN BÁN NHANH ĐỂ ĐẦU TƯ NHÀ HÀNGLH: 0395333663",24/06/2022,Tin thường,batdongsan_so_com_vn_1673818105.4603872, Tây bắc
"4,2 tỷ VNĐ","Lê Trọng Tấn, Hà Đông, Hà Nội.", 57m2,, 2,,,," * Bán đất mặt ngõ đường Lê Trọng Tấn quận Hà Đông. gần mặt đường chính, ngõ thoáng, ba gác tránh xe máy, thông mọi ngả. DT 57m, MT 3.8m, giá 4.2 tỷ. + Vị Trí: yên tĩnh, gần KĐT Park City, 100m ra đường Lê Trọng Tấn, giao thông thuận tiện. + Sổ đỏ vuông đẹp chính chủ, sẵn sàng giao dịch. # nhanh tay LH: 0983858722 Tình nhà phố ( chuyên mua, bán, nhận ký gửi có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ).",24/06/2022,Tin thường,batdongsan_so_com_vn_1673818106.8557014,
,mai châu đại mạch đông anh hà nội, 74m2,,,,,,Bán 74m2 Full thổ cư— Đường rộng- Ngõ thông Vị trí: Mai châu- Đại Mạch- Đông Anh- Hà Nội Gần khu công nghiệp Bắc thăng Long Gần đường võ văn kiệtGần cầu thăng Long- Di chuyển nội thành thuận tiện.Giá Chỉ Gần #3_TỶLH: 0989726892 Em Phượng,24/06/2022,Tin thường,batdongsan_so_com_vn_1673818108.5971105,
"4,9 tỷ VNĐ",Nguyễn Cao, 50m2, 8,, 3,,,"+ Bán nhà Nguyễn Cao, khu dân trí cao, quanh hàng xóm toàn quan chức, thuận tiện di chuyển Bờ hồ Hoàn Kiếm, Bến xe , gần trường Đại học Bách Khoa, Kinh tế, xây dựng, bệnh viện 108, Bạch Mai.+ Tiện ích xung quanh không kể hết, cạnh chung cư Cao cấp, oto đỗ ngày đêm .+ Diện tích nhà 50m, 3 tầng, nhà mới. +Nhà có nhiều khe thoáng vĩnh viễn.Gia chủ trồng cây, nuôi cá, nuôi chim nhìn bên ngoài cảm giác thư giãn. + Sổ đỏ vuông vức, chính chủ.",24/06/2022,Tin thường,batdongsan_so_com_vn_1673818109.8846166,
"7,45 tỷ VNĐ","Quan Nhân, Thanh Xuân, Hà Nội", 55m2, 4, 3, 5, 6, 4," CẦN BÁN CĂN NHÀ QUAN NHÂN, THANH XUÂN, HÀ NỘI. Cơ hội đầu tư bất động sản thổ cư chỉ với hơn 7 tỷ đồng!!! Nhà mới kính coong – Lô góc – Ngõ nông thoáng.. Diện tích 55m2, nhà cao 5 tầng, mặt tiền rộng 4,5m. Khu vực trung tâm dân trí cao an ninh tốt, cách mặt phố Quan Nhân 30m, Vũ Trọng Phụng 100m, gần đường Nguyễn Trãi, Lê Văn Lương, Royal City,.. Đường trước nhà rộng 3m, hang xóm niềm nở than thiện. Lô góc cửa sổ mở, giếng trời, phòng nào cũng ngập tràn ánh sáng tự nhiên. Xung quanh nhiều tiện ích và các trường học: chợ Nhân Chính, cấp 1,2,3 Nhân Chính, trung học cơ sở Phan Đình Giót, siêu thị Winmart,.. Nhà mới xây, thiết kế hiện đại: + Tầng 1: Phòng khách, phòng bếp, sân để xe riêng, nhà vệ sinh. + Tầng 2,3,4: Mỗi tầng 2 phòng ngủ, nhà vệ sinh. + Tầng 5: Phòng thờ, sân phơi, tiểu cảnh. Sổ đỏ cất két sẵn sàng giao dịch, chủ thiện chí. Giá 7,45 tỷ đồng.",24/06/2022,Tin thường,batdongsan_so_com_vn_1673818111.1210039,
"8,5 tỷ VNĐ",Đường Hoa Bằng phường Yên Hòa, 50m2, 5, 3, 5, 5, 4," + Vị trí nhà trung tâm quận Cầu Giấy. Khu vực xung quanh nhiều trường học các cấp, sinh viên và người lao động có nhu cầu rất cao, tiện ích xung quanh không thiếu thứ gì. + Nhà 5 tầng, 50m xây tâm huyết, khách về ở luôn.- Tầng 1: Gara ô tô, phòng bên trong đang làm kho, khách về có thể chuyển bếp xuống.- Tầng 2: Bếp, ngủ hoặc làm 1 ngủ 1 khách.- Tầng 3, 4: Mỗi tầng 2 ngủ, vệ sinh giữa.- Tầng 5: Phòng thờ, sân phơi. + Sổ đẹp, pháp lý rõ ràng, sẵn sàng giao dịch. Liên hệ: Tôi Toán, zalo xem sổ ( miễn TG, MG).",24/06/2022,Tin thường,batdongsan_so_com_vn_1673818112.1801682,
