price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Hướng
"3,9 tỷ VNĐ","Gia Thượng, Ngọc Thụy, HN", 43m2,"- Nằm sau khu biệt thự Khai Sơn, Đường ô tô tránh, ô tô vào nhà, khu vực giáp đv Quân Đội dân trí cao an ninh ,Kinh doanh tốt, đường thông khắp ngả.  - Khu vực phát triển mạnh giao thông thuận tiện, gần hồ điều hòa, vài bước chân ra công viên xanh mát tập thể dục + Nhà cấp 4 có gác xép. 1 ngủ khách, bếp wc, ở tốt.  + Sổ đỏ chính chủ sẵn giao dịch",16/10/2022,Tin thường,batdongsan_so_com_vn_1673794440.5469494,,,,,,
"3,39 tỷ VNĐ","Thạch Bàn, Long Biên HN", 40m2,"+ Nhà xây 3 tầng bê tông, móng chắc chắn đã tính xây thêm hai tầng nữa.  mái tôn chống nóng  3 phòng ngủ, phòng khách, bếp và sân phơi rộng rãi. + Vị trí cách đường ô tô to 3 tránh 20 mét. Là trung tâm Thạch Bàn, gần trường, chợ, trạm y tế. +  Kiến trúc hiện đại, mua về chỉ việc xách va ly đến ở. Cần bán tặng lại toàn bộ nội thất 200 triệu cho khách. + Sổ đỏ vuông đẹp. Pháp lý chuẩn.",16/10/2022,Tin thường,batdongsan_so_com_vn_1673794441.6958756,,,,,,
"8,5 tỷ VNĐ",Đường Trung Văn phường Mỹ Đình 2, 41m2,"+ Tuyến đường nối 2 trục chính Tố Hữu - Lương Thế Vinh, với lưu lượng đi lại đông đúc, căn nhà phù hợp vừa ở vừa kinh doanh + Tầng 1: thiết kế thông sàn. + LH, Hoàng Bắc.  ",16/10/2022,Tin thường,batdongsan_so_com_vn_1673794443.2507188, 5, 30, 3, 4,,
"8,6 tỷ VNĐ",Đường Lê Đức Thọ phường Mỹ Đình 1, 48m2,"Bán nhà gấp tại phố Lê Đức Thọ - Nam Từ Liêm, OTO ĐỖ CỬA ,DT48m2x6 tầng, mt 3,5m , giá chỉ 8.6 Tỷ 💯 PHÂN LÔ 6 TẦNG, Ô TÔ ĐỖ CỬA, CÁCH 1 NHÀ RA Ô TÔ TRÁNH, 15M RA PHỐ, NGÕ THÔNG 💯 Mô tả :- Vị trí : Nằm ngay cách đường Lê Đức Thọ 15m, ngõ thông, Ô tô đỗ cửa. - Nhà ngay đầu ngõ Lê Đức Thọ, xung quanh là các chung cư cao cấp, khu liên hợp thể thao Mỹ Đình. - Thiết kế:+ Tầng 1 : Để xe, Khách, Bếp, WC+ Tầng 2: Phòng làm việc, Phòng ngủ, WC+ Tầng 3,4,5: Mỗi tầng 2 phòng, WC+ Tầng 6: Phòng thờ, Sân phơi - Khu vực đang phát triển cực mạnh, hạ tầng - Giao thông hiện đại. Tiện ích ngập tràn : Siêu thị, Trung tâm Thương mại, Thể thao, Trường học các cấp quanh nhà . ....  - Sổ đỏ sẵn sàng giao dịch.LIÊN HỆ : 056.562.1234",16/10/2022,Tin thường,batdongsan_so_com_vn_1673794445.274303, 4, 10, 6, 5, 4,
22 tỷ VNĐ,Đường Hồng Tiến phường Bồ Đề, 168m2,"
    Chính chủ cần bán Tòa nhà phố Hồng Tiến, Long Biên quận, dòng tiền trên 70 triệu/tháng, 7 tầng Thang máy nhập khẩu, Diện tích 168 m2, Mặt tiền 11m.+ Đường thông, trước nhà 2 Container tránh, Tuyệt phẩm Long Biên, gần Công viên, Bệnh viện Tâm Anh, Trường Quốc tế Wellspring, Khu vực đáng sống, Tiềm năng tăng giá khi Cầu Trần Hưng Đạo khánh thành, Kinh doanh vô địch, vô đối.+ Tòa nhà 7 tầng, lô góc, thang máy, gara ô tô, khung cột bê tông chắc chắn, gồm 8 căn hộ 2 phòng ngủ cho thuê, tầng 1,2 cho thuê văn phòng và siêu thị, gara ô tô xe máy riêng, lô góc thoáng sáng, trang bị nội thất cao cấp.+ Sổ đổ chính chủ, giao dịch trong ngày.+ Giá: Nhỉnh 22 tỷ.+ Liên hệ: Tôi, Định_Địa Ốc, ""Uy tín _ Minh bạch _ Đẳng cấp"" (Miễn TG, MG).
",16/10/2022,Tin thường,batdongsan_so_com_vn_1673794451.621419, 11, 1, 7, 8, 10,
"3,7 tỷ VNĐ",Đường Nguyễn Huy Tưởng phường Thanh Xuân Bắc, 26m2,"+ Khu phố VIP của Thanh Xuân, tập trung nhiều chung cư, tòa nhà văn phòng, nhiều trường Đại học. Phố to, hè rộng, kinh doanh buôn bán tấp nập. Nhà đang cho thuê 16 triệu/ tháng.  chuyên nhà đất Hà Nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7
",16/10/2022,Tin thường,batdongsan_so_com_vn_1673794452.6955478, 4, 6, 6, 6,,
"3,8 tỷ VNĐ","Ngô Quyền, Vạn Phúc, Hà Đông", 30m2,"Bán Nhà Ngô Quyền, Vạn Phúc SĐCC, Ở Luôn, Ngõ Nông, DT 30m2 x 5T, Chỉ 3.8 Tỷ.Vị trí: Nhà gần Cầu Am Vạn Phúc khu vực trung tâm nhà cách đường Ô tô tránh 8m, khu phân lô bàn cờ vuông đẹp, thuận tiện giao thông gần nhiều trường học, bệnh viện Đa Khoa Hà Đông, Bv YHCT, xung quanh vô vàn tiện ích,  khu dân trí cao, hàng xóm thân thiện, an ninh tốt, ngõ thông các ngả. Thiết kế: Nhà 5 tầng dân xây chắc chắn -    Tầng 1: Phòng khách + WC-    Tầng 2: Phòng bếp + ăn-    Tầng 3,4: Mỗi tầng 1 phòng ngủ rộng + WC.-    Tầng 5: Phòng ngủ nhỏ + Phòng thờ + Sân phơi.Pháp lý: Sổ đỏ chính chủ sẵn sàng giao dịchGiá bán: 3.8 Tỷ ( Có Thương lượng )Liên hệ: Mr Luyện 0911779569 thổ cư để xem nhà miễn phí 24/7“TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG”",16/10/2022,Tin thường,batdongsan_so_com_vn_1673794453.752718, 3, 2, 5, 3, 4, Tây bắc
"9,6 tỷ VNĐ",Đường Phan Kế Bính, 31m2,"Bán gấp nhà mặt phố Phan Kế Bính,Ba ĐìnhDiện tích 31m x 6 tầng,mặt tiền 4.20m Nhà 5 tầng 1 tum, thiết kế thông sàn, giá cho thuê hữu nghị vài chục triệu/tháng.Vỉa hè cực rộng, dừng dỗ ô tô, xe máy thoải mái.Sổ đỏ chính chủ,giao dịch ngayGiá 9.6 tỷ có thương lượng Liện hệ : Tùng BĐS 0981 669 144 - Chuyên nhà đất thổ cư Hà Nội ",16/10/2022,Tin thường,batdongsan_so_com_vn_1673794455.2307673,,,,,,
"3,8 tỷ VNĐ","Ngô Quyền, Vạn Phúc, Hà Đông", 30m2,"Bán Nhà Ngô Quyền, Vạn Phúc SĐCC, Ở Luôn, Ngõ Nông, DT 30m2 x 5T, Chỉ 3.8 Tỷ.Vị trí: Nhà gần Cầu Am Vạn Phúc khu vực trung tâm nhà cách đường Ô tô tránh 8m, khu phân lô bàn cờ vuông đẹp, thuận tiện giao thông gần nhiều trường học, bệnh viện Đa Khoa Hà Đông, Bv YHCT, xung quanh vô vàn tiện ích,  khu dân trí cao, hàng xóm thân thiện, an ninh tốt, ngõ thông các ngả. Thiết kế: Nhà 5 tầng dân xây chắc chắn -    Tầng 1: Phòng khách + WC-    Tầng 2: Phòng bếp + ăn-    Tầng 3,4: Mỗi tầng 1 phòng ngủ rộng + WC.-    Tầng 5: Phòng ngủ nhỏ + Phòng thờ + Sân phơi.Pháp lý: Sổ đỏ chính chủ sẵn sàng giao dịchGiá bán: 3.8 Tỷ ( Có Thương lượng )Liên hệ: Mr Luyện 0911779569 thổ cư để xem nhà miễn phí 24/7“TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG”",16/10/2022,Tin thường,batdongsan_so_com_vn_1673794457.2084746, 3, 2, 5, 3, 4, Tây bắc
29 tỷ VNĐ,Phố Giảng Võ, 114m2,"Bán nhà Trung tâm Quận Đống Đa – Ba Đình, MẶT PHỐ VIP ĐỐNG ĐA, VỈA HÈ, KINH DOANH, MẶT TIỀN RỘNG:  Diện tích: 114m, mặt tiền 8.70m phù hợp kinh doanh cửa hàng, vừa ở vừa kinh doanh… Hiện trạng nhà 3 tâng cũ, phù hợp khách hàng mua xây toà nhà  kinh doanh cửa hàng hoặc vừa ở vừa kinh doanh… Pháp lý: sổ đỏ chính chủ.,giao dịch ngay Giá bán: 29 tỷ có thương lượng Liện hệ : Tùng BĐS 0981 669 144 - Chuyên nhà đất thổ cư Hà Nội",16/10/2022,Tin thường,batdongsan_so_com_vn_1673794458.357403,,,,,,
