price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Lộ giới,Hướng
"6,4 tỷ VNĐ","Phố Cự Lộc, Thanh Xuân, Hà Nội.", 37m2, 3, 5, 6, 4,"Mô tả. +Căn Nhà Siêu Hót, Phố Cự Lộc, Thanh Xuân Ô Tô-Kinh Doanh 37m 5 Tầng 6.4Tỷ. + Nhà mặt phố sầm uất, kinh doanh ngày đêm, giao thông thuận tiện. Nguồn thu nhập cao ổn định. Khách mua về sử dụng luôn, có thể chọn kinh doanh các mặt hàng tùy ý. + Bên cạnh có PiCo và Royal City khu vực có nhiều trò chơi giải trí cho gia đình trong các ngày cuối tuần. + Gần các đường như Quân Nhân, Chính Kinh, Vũ Trọng Phụng, Nguyễn Trãi… Và nhiều trường Đại Học như; Khoa Học Tự Nhiên, Thủy Lợi, Công Đoàn… Khu vực có hệ thống đường giao thông thoáng đãng, an ninh cực tốt. + Sổ đỏ chính chủ, đảm bảo pháp lý, sẵn sàng giao dịch. + Liên hệ; Mr Quân-0911303899. Tư vấn, xem nhà, miễn phí. Hỗ trợ cùng khách mua nhà với giá tốt nhất.",31/10/2022,Tin thường,batdongsan_so_com_vn_1673791315.8976393,,
"9,6 tỷ VNĐ","Đường Láng, Láng Thượng, Đống Đa", 40m2,, 6, 6, 6,"
    💥 CHỈ 9.6 TỶ - ĐƯỜNG LÁNG ĐỐNG ĐA - 40M2 6T MT GẦN 7M - GARA Ô TÔ - ĐẸP NHƯ KHÁCH SẠN 💥⭕️ LH NGAY 0982833366 (SIÊU PHẨM Ô TÔ TRÁNH THÔNG SỐ VIP LÁNG ĐỐNG ĐA)---------------------------- SIÊU HIẾM ĐƯỜNG LÁNG ÔTÔ TRÁNH - ÔTÔ VÀO  NHÀ - GARA Ô TÔ - MT SIÊU RỘNG 6.5MTHÔNG SỐ CỰC ĐỈNH 40M2 5T (TỪ T2 45M2) MẶT TIỀN SIÊU TO 6.5MNHÀ ĐẠT GIẢI CĂN NHÀ MƠ ƯỚC CÔNG TY THIẾT KẾ - ĐẸP NHƯ KHÁCH SẠN 5 SAOLÔ GÓC 3 THOÁNG - PHÂN LÔ CÁN BỘ CẤP CAO - UP 1 TỈ TIỀN ĐỒ - ĐỂ LẠI TOÀN BỘ - Căn góc 3 thoáng trước bên hông và sau nhà, trước nhà oto tránh dừng đỗ thoải mái. - Xây dựng 6 tầng kết cấu chắc chắn, mặt tiền rộng, Gara ô tô, phòng nào cũng có cửa sổ lớn- GIA CHỦ THUÊ KIẾN TRÚC SƯ DECOR THIẾT KẾ CĂN NHÀ HƠN 1 TỈ BAO GỒM TOÀN BỘ NỘI THẤT NHẬP, HỆ THỐNG SMARTHOME TÂN TIẾN. ĐỂ LẠI “TOÀN BỘ NỘI THẤT” CÓ TRONG NHÀ, ĐỒ SIÊU MỚI VÌ NHÀ MỚI HOÀN THIỆN 1 THÁNG. - THIẾT KẾ:+ Tầng 1: Gara Oto, Vệ Sinh.+ Tầng 2: Phòng Khách, Bếp, Vệ Sinh.+ Tầng 3,4,5: Phòng Ngủ Master, Vệ Sinh.+ Tầng 6: Phòng Thờ, Sân Phơi.- Sổ đỏ nở hậu 3 phân sẵn sàng giao dịch---------------------------- 🚀 GIÁ BÁN CHỈ: 9.6 TỶ (NHÀ THẬT + THÔNG TIN THẬT + ẢNH THẬT + GIÁ THẬT)---------------------------- ☎️ LH: PHƯƠNG_NHÀ_PHỐ 0982833366  ZALO 0902223785(Chuyên mặt phố, biệt thự, nhà ngõ ô tô Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%...
",31/10/2022,Tin thường,batdongsan_so_com_vn_1673791317.3168411, 10,
11 tỷ VNĐ,"Đường Láng, Láng Thượng, Đống Đa", 44m2,, 5, 6, 6,"
    💥 ĐƯỜNG LÁNG ĐỐNG ĐA 44M2 5T MT 5.3M - Ô TÔ TRÁNH - GARA - CHỈ 11 TỶ 💥 ⭕️ LH NGAY 0982833366 (SIÊU PHẨM Ô TÔ TRÁNH THÔNG SỐ VIP LÁNG ĐỐNG ĐA)---------------------------- SIÊU HIẾM KHU VIP -  ÔTÔ TRÁNH - ÔTÔ VÀO  NHÀ - GIA CHỦ THIỆN CHÍ CẦN BÁN NHANHTHÔNG SỐ VÀNG 44M2 TỪ T2 49M2 5T MẶT TIỀN RỘNG 5.3M CỰC ĐẸP- Thiết kế lệch tầng :+ Tầng 1: gara oto, phòng khách, bếp, wc+ Tầng 2,3,4: mỗi tầng 2 phòng, 1 wc + T5: phòng thờ sân phơi- Nội thất đầy đủ, hệ thống camera an ninh, phòng tắm hiện đại- Nhà Ban công, sau nhà có khe thoáng, phòng nào cũng tràn đấy ánh sáng- Hiện gia chủ vừa ở vừa làm văn phòng công ty thời trang- Gia chủ thiện chí bán nhanh, giá chốt linh động - Sổ đỏ chính chủ, phân lô vuông A4 trước sau như một---------------------------- 🚀 GIÁ BÁN CHỈ: 11 TỶ (NHÀ THẬT + THÔNG TIN THẬT + ẢNH THẬT + GIÁ THẬT)---------------------------- ☎️ LH: PHƯƠNG_NHÀ_PHỐ 0982833366  ZALO 0902223785(Chuyên mặt phố, biệt thự, nhà ngõ ô tô Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%...
",31/10/2022,Tin thường,batdongsan_so_com_vn_1673791318.9085839, 10,
"9,6 tỷ VNĐ","Đường Láng, Láng Thượng, Đống Đa", 40m2,, 6, 6, 6,"
    💥 CHỈ 9.6 TỶ - ĐƯỜNG LÁNG ĐỐNG ĐA - 40M2 6T MT GẦN 7M - GARA Ô TÔ - ĐẸP NHƯ KHÁCH SẠN 💥⭕️ LH NGAY 0982833366 (SIÊU PHẨM Ô TÔ TRÁNH THÔNG SỐ VIP LÁNG ĐỐNG ĐA)---------------------------- SIÊU HIẾM ĐƯỜNG LÁNG ÔTÔ TRÁNH - ÔTÔ VÀO  NHÀ - GARA Ô TÔ - MT SIÊU RỘNG 6.5MTHÔNG SỐ CỰC ĐỈNH 40M2 5T (TỪ T2 45M2) MẶT TIỀN SIÊU TO 6.5MNHÀ ĐẠT GIẢI CĂN NHÀ MƠ ƯỚC CÔNG TY THIẾT KẾ - ĐẸP NHƯ KHÁCH SẠN 5 SAOLÔ GÓC 3 THOÁNG - PHÂN LÔ CÁN BỘ CẤP CAO - UP 1 TỈ TIỀN ĐỒ - ĐỂ LẠI TOÀN BỘ - Căn góc 3 thoáng trước bên hông và sau nhà, trước nhà oto tránh dừng đỗ thoải mái. - Xây dựng 6 tầng kết cấu chắc chắn, mặt tiền rộng, Gara ô tô, phòng nào cũng có cửa sổ lớn- GIA CHỦ THUÊ KIẾN TRÚC SƯ DECOR THIẾT KẾ CĂN NHÀ HƠN 1 TỈ BAO GỒM TOÀN BỘ NỘI THẤT NHẬP, HỆ THỐNG SMARTHOME TÂN TIẾN. ĐỂ LẠI “TOÀN BỘ NỘI THẤT” CÓ TRONG NHÀ, ĐỒ SIÊU MỚI VÌ NHÀ MỚI HOÀN THIỆN 1 THÁNG. - THIẾT KẾ:+ Tầng 1: Gara Oto, Vệ Sinh.+ Tầng 2: Phòng Khách, Bếp, Vệ Sinh.+ Tầng 3,4,5: Phòng Ngủ Master, Vệ Sinh.+ Tầng 6: Phòng Thờ, Sân Phơi.- Sổ đỏ nở hậu 3 phân sẵn sàng giao dịch---------------------------- 🚀 GIÁ BÁN CHỈ: 9.6 TỶ (NHÀ THẬT + THÔNG TIN THẬT + ẢNH THẬT + GIÁ THẬT)---------------------------- ☎️ LH: PHƯƠNG_NHÀ_PHỐ 0982833366  ZALO 0902223785(Chuyên mặt phố, biệt thự, nhà ngõ ô tô Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%...
",31/10/2022,Tin thường,batdongsan_so_com_vn_1673791320.5143735, 10,
"21,5 tỷ VNĐ","Đường Kim Mã, Kim Mã, Ba Đình", 42m2, 4, 7, 4, 6,"SIÊU PHẨM, NHÀ MẶT PHỐ KIM MÃ - LÔ GÓC - KINH DOANH MỌI MẶT HÀNG - DÒNG TIỀN KHỦNG Diện tích sổ 30 m2, từ tầng 2-7 là 42 m2, Giá 21.5 Tỷ  MẶT PHỐ BA ĐÌNH SIÊU VIPLÔ GÓC - VỈA HÈ - THANG MÁY KINH DOANH CỰC ĐỈNH - Nhà nằm vị trí đắc địa đoạn đẹp nhất Phố Kim Mã, lô góc cực thoáng, kinh doanh cực đỉnh. - Nhà trước cho thuê 50tr/ tháng nay hết hợp đồng chủ lấy lại nhà bán để sang nước ngoài định cư. - Thiết Kế : 7 tầng thang máy, thông sàn kính doanh, cầu thang cuối, nhà xây 2017 nên rất hiện đại đầy đủ công năng sử dụng. - Sổ đỏ vuông đẹp, sẵn sàng giao dịch. Miễn phí xem nhà, miễn phí giao dịch. Liên hệ ngay Zalo (Mr Phú Anh)",31/10/2022,Tin thường,batdongsan_so_com_vn_1673791321.7580483, 30,
35 tỷ VNĐ,"Đường Vũ Miện, Yên Phụ, Tây Hồ", 85m2, 5, 8, 6, 8,"Toà nhà 8 tầng – 85 mét vuông  thang máy lừng lững, mỗi tầng 01căn hộ  cho Tây thuê Doanh Thu tháng cả trăm triệu . View Hồ Tây lộng gió Khu vực chuyên gia nước ngoài cực kỳưa chuộng. Sổ đỏ vuông đẹp, nở hậu 8cm Liên hệ : 0971995729 . Em TRANG NHÀ PHỐ TÂY HỒ - BA ĐÌNH RẤT NHIỆT TÌNH sẽ kết nối để ACE làm việc trực tiếp với chủ nhà. Cam kết giá tốt nhất vì đây là chỗ quen thân. Miễn tiếp người xem hộ, MG và QC. ",31/10/2022,Tin thường,batdongsan_so_com_vn_1673791323.0994582, 5,
"15,5 tỷ VNĐ","Đường Xuân Thủy, Xuân Thủy, Cầu Giấy", 90m2, 7, 7, 25, 25,"SIÊU PHẨM CẦU GIẤY CHO CÁC NHÀ ĐẦU TƯ DÒNG TIỀN - 90 M2, 7 TẦNG, 25 PHÒNG KHÉP KÍN FULL ĐỒ, DÒNG TIỀN 112,5 TRIỆU Diện tích sổ 90 m2, 7 Tầng, Mặt tiền 6.2 m, Giá 15.5 Tỷ * ĐÃ KÝ HỢP ĐỒNG CHO BÊN THỨ 3 THUÊ - DÒNG TIỀN KHỦNG KHIẾP 112.5TR/ THÁNG - 25 PHÒNG KHÉP KÍN FULL ĐỒ. - ĐÃ CỌC 500TR,  THANH TOÁN THÌ  6 THÁNG / LẦN.  - Nhà cách ô tô đỗ 10m, rộng, thoáng, trước nhà Sh Quay đầu, vài chục m ra phố Xuân Thủy, ngõ thông các phố Cầu Giấy, Nguyễn Phong Sắc, Duy Tân, Trần Quốc Vượng, Phùng Chí Kiên, Nguyễn Quốc Hoàn...- Nhà xây mới, với thiết kế 7 tầng thang máy, thiết kế mỗi tầng 4 phòng, tổng 25 phòng khép kín, đều có gác xép, có ban công riêng biệt.- Tất cả các phòng đều trang bị full đồ: Tủ lạnh, máy giặt, điều hòa, tỷ, bếp, nóng lạnh, giường đệm,....Khách thuê chỉ việc vác vali đến ở. * Sổ đỏ chính chủ, mặt tiền rộng Miễn phí xem nhà, miễn phí giao dịch. Liên hệ ngay Zalo (Ms Ngọc Ngọc)",31/10/2022,Tin thường,batdongsan_so_com_vn_1673791324.177574, 2,
"9,6 tỷ VNĐ","Đường Láng, Láng Thượng, Đống Đa", 40m2,, 6, 6, 6,"
    💥 CHỈ 9.6 TỶ - ĐƯỜNG LÁNG ĐỐNG ĐA - 40M2 6T MT GẦN 7M - GARA Ô TÔ - ĐẸP NHƯ KHÁCH SẠN 💥⭕️ LH NGAY 0982833366 (SIÊU PHẨM Ô TÔ TRÁNH THÔNG SỐ VIP LÁNG ĐỐNG ĐA)---------------------------- SIÊU HIẾM ĐƯỜNG LÁNG ÔTÔ TRÁNH - ÔTÔ VÀO  NHÀ - GARA Ô TÔ - MT SIÊU RỘNG 6.5MTHÔNG SỐ CỰC ĐỈNH 40M2 5T (TỪ T2 45M2) MẶT TIỀN SIÊU TO 6.5MNHÀ ĐẠT GIẢI CĂN NHÀ MƠ ƯỚC CÔNG TY THIẾT KẾ - ĐẸP NHƯ KHÁCH SẠN 5 SAOLÔ GÓC 3 THOÁNG - PHÂN LÔ CÁN BỘ CẤP CAO - UP 1 TỈ TIỀN ĐỒ - ĐỂ LẠI TOÀN BỘ - Căn góc 3 thoáng trước bên hông và sau nhà, trước nhà oto tránh dừng đỗ thoải mái. - Xây dựng 6 tầng kết cấu chắc chắn, mặt tiền rộng, Gara ô tô, phòng nào cũng có cửa sổ lớn- GIA CHỦ THUÊ KIẾN TRÚC SƯ DECOR THIẾT KẾ CĂN NHÀ HƠN 1 TỈ BAO GỒM TOÀN BỘ NỘI THẤT NHẬP, HỆ THỐNG SMARTHOME TÂN TIẾN. ĐỂ LẠI “TOÀN BỘ NỘI THẤT” CÓ TRONG NHÀ, ĐỒ SIÊU MỚI VÌ NHÀ MỚI HOÀN THIỆN 1 THÁNG. - THIẾT KẾ:+ Tầng 1: Gara Oto, Vệ Sinh.+ Tầng 2: Phòng Khách, Bếp, Vệ Sinh.+ Tầng 3,4,5: Phòng Ngủ Master, Vệ Sinh.+ Tầng 6: Phòng Thờ, Sân Phơi.- Sổ đỏ nở hậu 3 phân sẵn sàng giao dịch---------------------------- 🚀 GIÁ BÁN CHỈ: 9.6 TỶ (NHÀ THẬT + THÔNG TIN THẬT + ẢNH THẬT + GIÁ THẬT)---------------------------- ☎️ LH: PHƯƠNG_NHÀ_PHỐ 0982833366  ZALO 0902223785(Chuyên mặt phố, biệt thự, nhà ngõ ô tô Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%...
",31/10/2022,Tin thường,batdongsan_so_com_vn_1673791325.4950564, 10,
38 tỷ VNĐ,Trường Chinh, 28m2,, 3, 3,,"Nhà đẹp-Thoáng mát sáng-Tặng lại nội thất-Quận Đống Đa+ Vị trí đẹp, trung tâm Đống Đa, xung quanh tiện ích ngập tràn, an sinh đỉnh.+ Anh chị em đi vào ngõ thấy biển cổng có số nhà 32 thì đi vào cổng chung. Từ cổng chung đi vào, ngã ba thưc 2 thì rẻ phải, nhà mình là thứ 2 bên tay phải, cửa cuốn như hình. Sân chung rộng, khách đến chơi nhà để xe thoải mái. Ban ngày đi đi về về thì cứ để xe ngoài sân cho tiện nhanh, tối vào nhà thích thì dắt vào, không thì để ngoài sân cũng ô sơ kê.+ Nhà rộng thoáng sáng, chắc chắn, kiên cố, đẹp mắt, tầng 1 phòng. Cụ thể:- Tầng 1: Phòng khách, bếp, wc.- Tầng 2: Phòng ngủ + wc khép kín.- Tầng 3: Phòng ngủ + wc khép kín. Ngoài cầu thang ngoài phòng là bàn thờ treo gắn tường.Tất cả các tầng đều có ban công thoáng sáng rộng rãi, mát mẻ, phơi đồ thoải mái.+ Pháp lý sạch, sổ đỏ đầy đủ. Sổ nở tiền, nhà tất nhiên xây vuông đét, nét căng.",31/10/2022,Tin thường,batdongsan_so_com_vn_1673791326.6300201,,
"3,4 tỷ VNĐ","Đường Chiến Thắng, La Khê, Hà Đông", 42m2, 3, 4, 4, 3,"+ Vị trí đẹp, ngõ thông ô tô đỗ gần nhà, gần chợ La Khê, chợ Bông Đỏ Ngô Thì Nhậm, gia chủ xây nhà cho con trai xây dựng gia đình rồi ở riêng nhưng bây giờ không ở nữa nên có nhu cầu chuyển nhượng lại+ Nhà được thiết kế 4 tầng, 2 mặt thoáng nên rộng+ Hưởng trọn vẹn tiện ích các KĐT lớn  như : KĐT Ngô Thì Nhậm, KĐT Văn Khê, KĐT An Lạc+ SĐCC, Pháp lý OK+ Liên hệ: Em Thảo Thảo: 0823928393, để đi xem nhà miễn phí, và được tư vân tận tâm nhất, TRÂN TRỌNG!!!",31/10/2022,Tin thường,batdongsan_so_com_vn_1673791327.8916452, 3,
