price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Hướng
"75,5 triệu VNĐ",Đường Yên Hòa phường Yên Hòa, 250m2, 17,"- Duy nhất mảnh đất Trung tâm Cầu Giấy - phố Yên Hòa kinh doanh chung cư mini dòng tiền lợi nhuận bậc nhất Hà Nội- Diện tích 250m2- Mặt tiền 17.25m- Đường trước nhà đẹp, gần mặt phố, phù hợp xây chung cư mini, đầu tư phân lô ngay tại Trung tâm Cầu Giấy- Bán kính 500m đầy đủ tiện ích, chợ, siêu thị, trường đại học, cao đẳng nhiều sinh viên- Sổ đỏ pháp lý chuẩn giao dịch ngay Liên hệ ngay bây giờ để nhận full thông tin hình ảnh, video, giá gặp chủ... THÔNG TIN LIÊN HỆ: Tùng Nhiệt (zalo, viber, sms, call...)",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796123.9750652,,,,,
"5,3 tỷ VNĐ","Trường Chinh, Đống Đa, HN", 36m2,,"+ Bán cho người hữu duyên, trao đổi nhanh, nhà 6 tầng nhiều phòng, đầy đủ công năng, kinh doanh đa dạng, tiện ích mọi thứ + Nhà thật như ảnh, xem kỹ mới đến, đỡ mất thời gian cho cả 2 + Sổ đỏ sẵn sàng giao dịch",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796125.6236558,,,,,
"5,35 tỷ VNĐ","Giáp Bát, Hoang Mai, HN", 50m2,,"+ Nhà xây mới cứng, 4 TẦNG, chất lượng, oto đỗ cửa. Thiết kế hiện đại.Khách đến là dừng bồ kết ngay + Tầng 1 phòng khách, bếp, vệ sinh. giữa có khe thoáng.Sáng + Tầng 2,3 mỗi tầng 2 phòng ngủ. 2 phòng wc. +Các tầng có ban công view + Tầng 4 phòng thờ sân cây cảnh rộng rãi. + Cửa gỗ chính và thông phòng, ngoài cửa nhôm PMA kính dán an toàn chất lượng vô cùng. ",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796126.9280796,,,,,
20 tỷ VNĐ,Đường Hồ Đền Lừ phường Thanh Trì, 140m2, 6,"
    
+ Khu vực hiếm nhà bán.
+ Vị trí Biệt thự khu Hồng Vàng, giáp Linh Đàm
- Trục đường đôi 17.5m, giải phân cách trồng hoa. Vỉa hè: 3.3m
- Gần quảng trường trung tâm và khu bể bơi + tennis
- Nhà xây 3,5 tầng, thiết kế sang trọng:
- Tầng 1: phòng khách, phòng bếp có khoảng sân nhỏ 20m2 ngoài trời, wc
- Tầng 2 tầng 3: mỗi tầng 2 phòng + wc
+ Tầng 4: thiết kế làm phòng thờ và sân phơi ngoài trời.
+ Bàn giao 2 năm, dân cư về ở đông. Được đảm bảo an ninh chặt chẽ từ bên trong đến bên ngoài.
- Xung quanh gần công viên Chu Văn An gần The Manor Central Park.""

+ Sổ đỏ đẹp, vuông vắn.sẵn sàng giao dịch
",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796128.5404065, 1,,,,
"4,5 tỷ VNĐ",Đường Xuân Phương phường Xuân Phương, 38m2, 4,"+ Phù hợp xây tòa 7 tầng thang máy, vừa ở vừa kinh doanh. Tương lai đường 70 và các dự án xung quanh nhà triển khai thì giá trị nhà càng tăng cao. + LH;Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7
",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796129.7581084, 4, 1,,,
"6,4 tỷ VNĐ",Lê Quý Đôn, 55m2, 3," [ CỰC HIẾM ] nhà phố Lê Quý Đôn – Quận Hà Đông, xây chắc, mặt tiền kinh doanh, đường thông, chạy vong quanh, ô tô tránh, giá đầu tư. + DT 55m, 4T. + Giá chỉ 6.4 tỷ. + Vị trí trung tâm gần trường PTTH Lê Lợi, khu an ninh tốt, dân trí cao, liên thông với các tuyến phố: Lê Lợi – Tô Hiệu – Lê Hồng Phong... giao thông thuận tiện. + Chỉ 1-2 phút ra đến chợ Hà Đông, Siêu thị Metro, Vườn hoa Hà Đông, tiện ích trung tâm phố. + Nhà 4T xây chắc, 2 thoáng trước sau, thiết kế cầu thang giữa, mỗi tầng 2 phòng rộng, đầy đủ công năng, về ở ngay. + Sổ đỏ chính chủ, sẵn sàng giao dịch. # HotLine: 0983858722 Tình Nhà Đất ( Chuyên Nghiệp – Nhiệt Tình – Hỗ Trợ 24/7 ).",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796131.3068433, 7, 4, 4,,
"4,2 tỷ VNĐ",Đường Nguyễn Chính phường Thịnh Liệt, 56m2, 4,"
    👉Vị trí đẹp, ô tô đỗ cửa , nhà cách ô tô tránh 10m. Nhà quá đẹp với tầm tiền hơn 4 tỷ. chủ xây  cực  tâm huyết .Nhà thiết kế lệch tầng theo phong cách hiện đại, không gian thoáng sáng. Nội thất sang trọng hiện đại như khách sạn 5 sao. 
- T2,3: Mỗi tầng 2 phòng lệch tầng.,👉 Hạ tầng điện đường trường trạ đầy đủ không thiếu thứ gì, đường nhựa lớn bằng phẳng, hàng xóm vừa xây  dựng 1 siêu biệt thự  sang trọng, khu dân cư trí thức cao.",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796132.5858083, 3, 4, 4, 3,
2 tỷ VNĐ,Đường Tỉnh lộ 70 phường Xuân Phương, 32m2, 4,"  ô+ Công năng đầy đủ, 3 ngủ thông sàn. + LH ",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796133.9567337, 3, 5, 4,,
,"Mai Dịch, Cầu Giấy, Hà Nội", 66m2, 5,"Kim Tự Tháp phân lô Doãn Kế Thiện 66mx5T - MT 5m - Ngõ 10m có vỉa hè 8,x tỷ - Mai Dịch, Cầu Giấy, Hà Nội  Chủ nhà là cán bộ UBTW Đảng về hưu muốn bán để chia tài sản cho các con. Vị trí quần long tụ hội: giữa các trường ĐH khủng (ĐHNN, ĐHSP, ĐH Thương Mại, ĐH Sân Khấu Điện Ảnh HN và các trường CĐ…), gần: BV 198 Bộ Công An, BV Y Học Cổ Truyền, Chợ Xanh SV sầm uất về đêm, Chờ Đồng Xã, bến xe Mỹ Đình… Nhà chủ tự xây cẩn thận, rất tâm huyết, KBT cốt thép chắc chắn, còn rất mới, đẹp, hiện đại, và hợp lý mua về ở ngay được mà k cần phải sửa chữa. Thiết kế: 5 tầng, 4 p ngủ, 1 p khách, 1 bếp, 1 p thờ, gara ôtô, sân phơi và các wc. Chuẩn hướng Bắc đón khí tài, khí lộc vào nhà không ngớt, sức khoẻ an khang thịnh vượng. Sổ đỏ phân lô tuyệt đẹp chủ cán bộ TW Đảng nghỉ hưu các bác yên tâm tuyệt đối. Mong muốn: 8,9 tỷ. Liên hệ xem nhà: em Quan 0822.667.666",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796135.8531811, 10, 5, 4, 4, Bắc
3 tỷ VNĐ,Đường Lê Quang Đạo phường Phú Đô, 36m2, 4,"+ Nhà nằm vị trí đẹp, ngõ rộng, thoáng, nhà chủ tự xây, gần nhiều tiện tích như: Chợ, Trường Cấp 1,2 Phú Đô, Bệnh Viện Hồng Ngọc… an sinh cực tốt. Tầng 2,3,4: Mỗi tầng 1 phòng + vệ sinh khép kín. + LH;Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7
",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796137.0953858, 4, 5,,,
