price,address,Diện tích,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Hướng
"1,9 tỷ VNĐ",phường tây mỗ đại mỗ, 43m2, 10, 1, 1,"Hiện nay chúng tôi đang phân phối quỹ căn hộ Imperia Smart City với đa dạng các loại diện tích: Studio - 1PN - 2PN - 3PN và tầng, hướng, view công viên hồ trung tâm đẹp nhất dự án (đặc biệt có căn vip giá độc quyền đã bán hết trên bảng hàng chúng tôi đều có) với chính sách ưu đãi khủng: - Thanh toán 10% ký ngay hợp đồng mua bán. - Tặng tiền mặt lên đến 65 triệu/căn hộ. - Bốc thăm trúng 1,5 cây vàng SJC - có ngay 100 triệu. - Chiết khấu 19% khi thanh toán sớm. - Chiết khấu 10% khi thanh toán theo tiến độ thường. - Hỗ trợ vay lên đến 70 - 80% giá trị căn hộ. - Vay vốn lãi suất 0% trong 24 tháng. - Miễn phí dịch vụ trong 5 năm. Hotline: 0987808686. Thông tin dự án Imperia Smart City: - Chủ đầu tư: Công ty cổ phần HBI. - Chiều cao: 38 - 39 tầng. - Diện tích: Từ 28.3m2 đến 75.6m2. - Dự kiến bàn giao: T9.2023 - T5.2024. Tiện ích dự án: - Một bước chân tới ngay công viên hồ trung tâm 10.2 ha. - Gần sát nhà để xe 10 tầng đáp ứng nhu cầu của cư dân mà các phân khu khác chưa làm được. - Cạnh trường học VinSchool đã đi vào hoạt động. - Gần các tuyến ga metro số 5,6,7 dễ dàng di chuyển các khu vực trong và ngoài thành phố. - Gần trung tâm thương mại Vincom Mega Mall. - Tham quan vườn nhật lớn nhất Đông Nam Á hàng ngày mà không mất bất kỳ khoản phí nào. - Bể bơi hơn 1000m2 ngay chân tòa nhà. - Tổ hợp 15 công viên thể thao ngay trước mặt dự án. - Cư dân Imperia được hưởng tất cả quyền lợi của cư dân Vinhomes và được hưởng thêm quyền lợi riêng của CĐT. Liên hệ tư vấn, nhận bảng giá và chính sách mới nhất:0987808686",17/08/2022,Tin thường,batdongsan_so_com_vn_1673808125.03359,,,
"3,2 tỷ VNĐ",khu đô thị mới tây nam linh đàm, 68m2, 10, 2, 3,"*SIÊU PHẨM - CHUNG CƯ HƯNG THỊNH TẠI LINH ĐÀM CHUẨN BỊ MỞ BÁN ️ Hanoi Melody Residences - Hưng Thịnh Tây Linh Đàm *Vị Trí Đắc Địa: tại trung tâm bán đảo Linh Đàm, dễ dàng kết nối nhiều trục đường huyết mạch *50 Suất trực tiếp từ CĐT - Giá gốc *1OO% căn hộ có 2 Logia đón nắng gió và ánh sáng tự nhiên. *Gồm 29 tầng nổi, 3 tầng hầm để xe. Tầng 1&2 là shophouse. Căn hộ ở từ tầng 3-29. Mỗi block 8 đến 12 căn hộ với 15 thang máy, có thang vận chuyển rác riêng *Mật độ ""Siêu Thoáng"". *Hỗ trợ vay đến 70% giá trị căn hộ *Pháp lý: minh bạch, sở hữu lâu dài. —-------------------------  *VỊ TRÍ VÀNG - 4 MẶT TIỀN TRUNG TÂM T.P HÀ NỘI: Chung cư hiếm hoi sở hữu vị trí trung tâm - Kết nối hoàn hảo các điểm tiện ích đắt giá nội thành Hà nội: *Cách bệnh viện Bạch Mai chỉ 20 phút đi xe. *Cách bến xe Giáp Bát chỉ 15 phút đi xe. *Cách bến xe Nước Ngầm chỉ 10 phút đi xe. *Cách trường Tiểu học Chu Văn An chỉ 2 phút đi bộ. *Cách chợ Đại Thanh, chợ Linh Đàm - 500m *TỔNG QUAN VỀ DỰ ÁN: - Chủ đầu tư uy tín: Hưng Thịnh - Phát triển dự án: Hưng Thịnh Corporation - Diện tích: 3.28 ha ( gồm 4 block căn hộ) - Quy mô: 29 tầng - Giao nhà: Dự kiến Quý 1/2024 *THIẾT KẾ THÔNG MINH - HƯỞNG TRỌN TIỆN ÍCH HIỆN ĐẠI Không gian linh hoạt: 68m2; 76m2; 82m2; 98m2; 121m²; 147m² (2-3 𝐏𝐍) Với thiết kế hình chữ L giúp tất cả các căn hộ đều có mặt thoáng tự nhiên. Không gian mát mẻ quanh năm, địa thế tự nhiên, không khí trong lành, mảng xanh tự nhiên, hồ điều hòa,... Hơn 200 Tiện ích nổi bật: Siêu thị, trung tâm thương mại, Gym, spa, nhà hàng, nhà trẻ, khu thể thao phức hợp, bể bơi vô cực, … Mọi thông liên hệ trực tiếp: 0987808686 ",17/08/2022,Tin thường,batdongsan_so_com_vn_1673808126.6672184,,,
"2,6 tỷ VNĐ",Đường Lê Hồng Phong phường Nguyễn Trãi, 40m2, 2, 2,,"-Chính chủ bán nhà Lê Hồng Phong với diện tích sử dụng 40m2 hiện trạng có nhà C4. -Vị trí cách chợ Hà Đông chỉ 100m, đường Lê Hồng Phong thông với đường Bà Triệu, Lê Lợi, Quang Trung. -Gần trường Cấp 1,2,3 tiện ích xung quanh không thiếu thứ gì. -Pháp lý sổ đỏ chính chủ sẵn sàng giao dịch. -Diện tích 40m2, nhà cấp 4. -Giá chào bán 2.6 tỷ có thương lượng.",17/08/2022,Tin thường,batdongsan_so_com_vn_1673808128.062487, 4, 1,
"2,7 tỷ VNĐ","Đa sỹ, Hà Đông, Hà Nội.", 45m2, 1, 2,," # Bán Nhà Chính Chủ, Tài Chính trên 2 Tỷ, quận Hà Đông phường Kiến Hưng đường Đa Sỹ, nhà C4, DT 45m, MT 4.1m, vuông đẹp, giá đầu tư, phù hợp mua ở, đầu tư, giữ tiền, cho thuê đỉnh, nhanh tay vào việc LH: 0983858722. + Vị Trí: sạch đẹp, 2 mặt thoáng trước sau, ngay sát đường lớn 3 ô tô tránh, gần ngay chợ, Trường Tiểu Học, Trường THCS Kiến Hưng, cách 500m Chợ Lớn Hà Đông, Viện 103, khu trung tâm tiện ích, giao thông thuận tiện. + Hiện trạng nhà C4 có gác xép ( như hình mô tả ), hiện đang cho thuê hơn 4 triệu/tháng. Hiện chủ thiếu tiền mua nhà lớn hơn, rất cần bán gấp, thiện trí vào việc nhanh, chỉ giao dịch nhanh trong tuần. + Sổ đỏ đẹp nét căng chính chủ, pháp lý chuẩn, sang tên nhanh. # HotLine: 0983858722 Tình Nhà Đất quận Hà Đông – Hà Nội ( uy tín, tận tâm, nhiệt tình, tư vấn hỗ trợ 24/7 ).",17/08/2022,Tin thường,batdongsan_so_com_vn_1673808129.278286, 4, 2,
4 tỷ VNĐ,1x6/6 Thạch Bàn, 45m2, 3, 3, 3,"Bán Nhà Thạch Bàn - Long BiênLÔ GÓC ĐẸP - NHÀ DÂN XÂY - NGÕ NÔNG - Ô TÔ ĐỖ CỬA* Mô tả :+ Vị trí lô góc sáng thoáng, ngõ nông gần phố, ô tô đỗ cửa, 50m ra phố Thạch Bàn. Tiện ích ngập tràn, gần trung tâm thương mại Aeon mall, cầu Vĩnh Tuy, trường học các cấp.+ Nhà dân xây thiết kế 3 tầng, 3 phòng ngủ, khách mua về sơn sửa lại đẹp long lanh hay đập đi xây toà nhà 7 tầng thang máy, xây lùi lại lên tầng đua ra , ô tô vào nhà đẹp tuyệt vời.+ Sổ đỏ đẹp, sẵn sàng giao dịch. Gia đình thiện chí bán có thương lượng và gia lộc, thông tin nhà hoàn toàn đầy đủ và chính xác.+ Anh/Chị có nhu cầu mua nhà liên hệ em Quyết chuyên nhà đất thổ cư để được tư vấn và xem nhà hoàn toàn “MIỄN PHÍ”+ Vui lòng Liên hệ: Mr. Quyết (Quyết Thổ Cư Long Biên), điện thoại/ Zalo: 0374148382 (không tiếp trung gian, quảng cáo).",17/08/2022,Tin thường,batdongsan_so_com_vn_1673808130.6990829, 4,,
"26,8 tỷ VNĐ","Phố Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội.", 75m2, 5, 4, 5,"Bán nhà phố Nguyên Hồng, phường Láng Hạ, quận Đống Đa, Hà Nội:+ Vị trí mặt ngõ thông, rộng 2 ô tô tránh, có vỉa hè để xe. Khu vực sầm uất Quận Đống Đa, tập trung nhiều văn phòng, dân trí cao, ở hay kinh doanh đều phù hợp. Thông thương với nhiều tuyến phố Huỳnh Thúc Kháng, Nguyễn Chí Thanh, Thành Công.....+ Nhà tự xây chắc chắn, căn nhà bề thế vì sở hữu diện tích và mặt tiền rộng, thiết kế bên trong như sau:- Tầng 1: Phòng khách, phòng bếp, vệ sinh, ô chờ thang máy.- Tầng 2,3 mỗi tầng 2 phòng khép kín.- Tầng 4: Phòng thờ, sân phơi.- Tầng 5: Mái tum.+ Diện tích: 75m2 x 5 tầng. Mặt tiền 6m6. Sổ đỏ chính chủ, vuông vắn.+ Giá: 26 tỷ 8 có thương lượng.+ Liên hệ: 094.566.8585 - Quang ( Tư vấn Môi giới Bất động sản Hà Nội ).",17/08/2022,Tin thường,batdongsan_so_com_vn_1673808131.9726744, 6, 8,
"5,3 tỷ VNĐ",Đường Hoàng Quốc Việt phường Nghĩa Tân, 40m2,, 2, 2,"+ Với căn nhà thuộc khu phân lô quân đội, đường vào ô tô thẳng tưng, thoải mái, phải nói là việc di chuyển quá đối dễ dàng. Thêm vào đó, tuyến đường Nguyễn Văn Huyên đã mở, Công viên ngay cạnh, tiện ích sắp tới sẽ gọi là muôn bề.
",17/08/2022,Tin thường,batdongsan_so_com_vn_1673808133.5015843, 4, 5,
35 tỷ VNĐ,Bán nhà mặt phố Thái Hà 66m 5T giá 35 tỷ có TL, 66m2,,,,"Bán nhà mặt phố Thái Hà 66m 5T giá 35 tỷ có TL  + Mô tả: Mặt phố Thái Hà, vỉa hè rộng, kinh doanh tốt, đa dạng loại hình kinh doanh. + Thiết kế: 5 tầng. - Tầng 1: Thông sàn, kinh doanh. - Tầng 2,3,4: mỗi tầng 2 phòng, 2 vệ sinh. - Tầng 5: Sân phơi, phòng thờ, bếp. + Sổ đỏ chính chủ, sẵn sàng giao dịch. + Trung tâm phường Trung Liệt, tiếp giáp phường Láng Hạ quận Đống Đa và phường Thành Công quận Ba Đình. Là tuyến phố có nhịp độ phát triển mạnh, hoạt động kinh doanh buôn bán cực kỳ phát triển. Trên đường có nhiều tòa nhà văn phòng và khu chung cư lớn.  Liên hệ: Kim Hạnh 0946 553 655",17/08/2022,Tin thường,batdongsan_so_com_vn_1673808145.84411,,,
"9,9 tỷ VNĐ",Đường Mỹ Đình phường Mỹ Đình 1, 70m2, 7, 13, 13,"
    Bán toà nhà Phố Mỹ Đình 7T Thang Máy nhiều phòng ngõ rộng chỉ 9.9 tỷ 0845681666Nhà mới xây chắc chắn đẹp măt tiền đẹp hiêm có Đang cho thuê 1 năm 600 đến 700 triệuVị trí đẹp nhất Mỹ Đình, gần nhiều trung tâm Thương mại Công viên Hồ Điều Hoà mấy bước chân gưi oto 150mPháp ly chuẩn giao dịch ngay LH Trần Hảo 0845681666 để có giá tốt tư vấn xem nhà miễn phí 24/7.Luôn mang lại Giá Tri - Uy - Tín Niềm Tin tới khách hàng
",17/08/2022,Tin thường,batdongsan_so_com_vn_1673808147.019963, 7, 4,
180 tỷ VNĐ,Đường Hoàng Quốc Việt phường Nghĩa Đô, 291m2, 9, 1, 9,DOANH THU 2 TỶ/NĂM - TOÀ VĂN PHÒNG MẶT PHỐ SIÊU VIP 9 TẦNG THANG MÁY - THOÁNG TRƯỚC SAU Diện tích 291m2 x 9 tầng x 8m mặt tiền,17/08/2022,Tin thường,batdongsan_so_com_vn_1673808158.66286, 8, 20,
