price,address,Diện tích,Hướng,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
"5,5 tỷ VNĐ",ngõ trại cá, 58m2, Bắc, 5, 2, 4, 4, 3,"Bán nhà ngõ Trại Cá, Trương Định  Hai Bà Trưng, Hà Nội DT 58m2x4T, giá 5.5 tỷ Nhà nằm ở vị trí đẹp trung tâm quận Hai Bà Trưng, gần nhiều trường Đại Học. Thiết kế bao gồm: - Tầng 1: sân để xe ,Phòng Khách, bếp, vệ sinh- Tầng 2, 3,  Mỗi tầng 2 phòng ngủ rộng và nhà tắm giữa- Tầng 4: Tầng thờ, sân phơiNhà còn đẹp, nội thất cao cấp, có sân riêng để xe cửa 2 lóp, Vị trí nằm ngay trung Tâm gần ngã tư Trương Định, Chợ Mơ đầy đủ tiện ích, trường học Trung Tâm Thương Mại, Bệnh Viện, ngõ thông thoáng các ngả, , gần các trường Kinh Tế Quốc Dân, Bách Khoa, đi lên các tuyến phố rất tiện.SĐCC, giá 5,5 tỷ có thương lượng liên hệ chị Yến ĐT;0702138238",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824516.7146554
"5,8 tỷ VNĐ",ngõ 41 Đông Tác, 50m2, Tây bắc, 4, 3, 4, 4, 3,"Bán nhà ngõ  41 Đông Tác,  Phương Liên, Đống Đa, Hà Nội. Diện tích 50m2 vuông vắn nở hậu đẹp, xây 4 tầng khung cột bê tông kiên cố, có thể lên thêm tầng dễ dàng. Thiết kế hiện đại:- Tầng 1: sân để xe, phòng khách, bếp, phòng ăn, vệ sinh phụ- Tầng 2, 3: mỗi tầng 2 phòng ngủ rộng nhiều ánh sáng, phòng tắm giữa- Tầng 4: phòng thờ, sân phơi- Tầng tum: để làm nơi trồng cây và thưởng trà view thành phố.Hiện trạng nhà còn mới đẹp, các phòng ngủ lát sàn gỗ, cầu thang gỗ lim... gia chủ mới chỉ cần dọn đồ về ở ngay.Vị trí dân trí cao - yên tĩnh và trung tâm cực nhiều tiện ích, trong bán kính 500m là VINCOM Phạm Ngọc Thạch, bệnh viện Bạch Mai, ĐH Bách Khoa, ĐH Y Hà Nội...cùng nhiều hệ thống trường chợ gần nhà.* Sổ đỏ chính chủ. Giá 5,8 tỷ (có thương lượng) liên hệ chị Yến ĐT:0702138238",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824518.0261486
"5,25 tỷ VNĐ",tô hiệu, 38m2,,,, 5, 6, 4,"+ Bán Nhà, Tô Hiệu, Hà Đông Ô Tô Kinh Doanh 38m2 x 5 tầng. Giá 5.25 tỷ.     MẶT NGÕ -  LÔ GÓC -  Ô TÔ -  KINH DOANH  - Vị trí trung tâm hiếm nhà bán, mặt ngõ lô góc. Giá quá mềm so với thị trường. - Nhà gần các trường đại học lớn, ga tàu điện trên cao, Siêu thị Metro, bệnh viện Hà Đông, bệnh viện 103, chợ Hà Đông và các Trung Tâm Thương Mại lớn. + Giao thông ngả đi các hướng rất thuận tiện. An ninh an toàn. + Nhà xây bê tông cốt thép rất kiên cố, chủ mới về chỉ việc ở.  - Thiết kế 5 tầng: + Tầng 1: Phòng khách và bếp. + Tầng 2,3,4: Mỗi tầng 2 phòng ngủ và wc. + Tầng 5 ; Phòng thờ và sân phơi.  + Sổ đỏ chính chủ, sẵn sàng giao dịch.  LH: E KHÁNH: 0984568179 ",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824519.0773346
"19,3 tỷ VNĐ",Quận Cầu Giấy, 50m2,,,,,,,"Cực Hiếm.Bán nhà Duy Tân, ô tô tránh. Kinh doanh. 50m2, 6 tầng. Giá nhỉnh 19 tỷ.+ Cực Hiếm.Bán nhà Duy Tân, ô tô tránh. Kinh doanh. 50m2, 6 tầng. Giá nhỉnh 19 tỷ.+ Vị trí đẹp 5*, trung tâm Quận Cầu Giấy, buôn bán kinh doanh sầm uất, tập trung nhiều văn phòng công ty, tiện ích miễn bàn.+ Nhà mới,  thiết kế mặt tiền đẹp đầy đủ công năng, tầng 1 và 2 thông sàn cho thuê văn phòng, kinh doanh đỉnh cao.+ KHu đân trí cao, an ninh tốt, tiện ích ngập tràn.+ Sổ đỏ chính chủ sẵn sàng giao dịch.Giá:Thỏa thuận.Liên hệ: Anh Đoàn:0962745289.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn  pháp lý, sang tên thủ tục nhanh gọn. + Tư vấn 24/7.",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824520.0976052
"9,6 tỷ VNĐ","sơn đồng, hoài đức, hà nội", 86m2,,,,,,,"☑️✅Sơn Đồng Center tăng tốc phát triển cùng tuyến đường Sơn Đồng - Song Phương.Năm 2022 là năm của BĐS Hoài Đức khi hệ thống hạ tầng được đẩy mạnh, nguồn vốn đầu tư công đổ về tạo tiềm năng phát triển bền vững cho khu Tây Hà Nội.Nằm tại vị trí trung tâm mới trong quy hoạch của thủ đô, Sơn Đồng Center sở hữu sức bật mới với điểm nhấn là tuyến đường Song Phương đang dần hoàn thiện. Đây là công trình giao thông trọng điểm giúp cho việc kết nối giao thương thuận tiện, gia tăng nhu cầu thương mại khu vực, thu hút đầu tư. Quy hoạch bài bản: Hệ thống giao thông, hạ tầng Hoài Đức đang được đẩy nhanh tiến độ nhằm đáp ứng điều kiện đưa Hoài Đức lên Quận vào năm 2024, bao gồm: Tuyến đường Sơn Đồng - Song Phương quy hoạch mở rộng lên 22m, tuyến đường Trịnh Văn Bô kéo dài được triển khai trong năm 2022 để kết nối trực tiếp Sơn Đồng và Vân Canh,... Tâm điểm kết nối: Tuyến đường Sơn Đồng - Song Phương khi mở rộng giúp kết nối giao thông, mở rộng phát triển đô thị khu Tây Hà Nội, có giá trị kết nối quan trọng từ khu vực Hoài Đức đến vùng trung tâm thành phố, từng bước nâng tầm chuỗi giá trị đô thị toàn thành phố, tạo động lực giao thương sôi động, sầm uất, thu hút mạnh mẽ các nhà đầu tư cùng khách hàng. Tiềm năng vượt trội: Khi lõi trung tâm thủ đô đã cạn quỹ đất, phần lớn là thị trường thứ cấp hoặc giá rất cao, các tuyến đường giao thông kết nối trung tâm thành phố đến các quận khu Tây như tuyến đường Sơn Đồng - Song Phương chính là khai mở nên tâm điểm sống mới của cư dân thủ đô, tạo cú hích cho giá trị bất động sản nơi đây không ngừng gia tăng. Với những tiềm năng vượt trội từ hệ thống HẠ TẦNG - Sơn Đồng Center chính là cơ hội vàng cho các nhà đầu tư thông thái.Chiết khấu tới 5% GTSP.Hỗ trợ 0% lãi suất trong 12 tháng.Tặng iPhone 13 Pro Max trị giá 30 triệu đồng.———--------------------------------✔️ Liên hệ Hotline: : 0779273787",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824521.244537
"4,5 tỷ VNĐ",ngõ 155 Bạch Mai, 35m2, Nam, 6, 3, 5, 3, 4,"Tôi chính chủ cần bán nhà ngõ 155 phố Bạch Mai, Hai Bà Trưng.Hà Nội.DT 35mx5T xây mới đẹp long lanh, vuông vắn, thông thoáng, rộng rãi, gia đình ở hoặc cho thuê cực tốt vì gần nhiều trường Đại Học: Bách Khoa, Kinh Tế, Xây Dựng- Thiết kế Châu Âu hiện đại, tối ưu mọi công năng sử dụng+ Tầng 1: Phòng khách, bếp ăn, vệ sinh+ Tầng 2,3,4: Mỗi tầng 1 phòng ngủ rộng, vệ sinh khép kín+ Tầng 5: Phòng thờ, sân phơi- Nội thất mới 100% cao cấp: Hệ thống cửa từ trên xuống dưới + cầu thang + sàn nhà các tầng + tủ bếp tất cả đều được làm bằng gỗ tự nhiên cao cấp, được chính tay chủ nhà là dân trong nghề nội thất thiết kế và sản xuất.- Vị trí: Nhà nằm trong ngách yên tĩnh, cách mặt phố Bạch Mai 1 phút đi bộ. Khu vực xung quanh ngay sát nhiều trường đại học, công sở, bênh viện, buôn bán sầm uất, thuận lợi cả sinh hoạt và làm ăn kinh doanh.- Pháp lý: Sổ đỏ chính chủ.- Giá bán: 4.5 tỷ (có thương lượng) liên hệ chị Yến ĐT:0702138238",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824522.437346
"1,2 ngàn VNĐ/m2","Thạch Hòa,Thạch Thất,Hà Nội", 60m2, Đông nam, 6, 8, 1, 1, 1,-Là quỹ đất duy nhất được xây dựng làm nhà ở trong làng ĐHQG-Đầy đủ tiện ích từ sức khỏe cho đến văn hóa...Vì cần tiền gấp nên mình cần đi nhanh mảnh TDC DHQG giá chỉ 33,17/05/2022,Tin thường,batdongsan_so_com_vn_1673824523.6560855
"5,45 triệu VNĐ","Phố Bùi Thị Xuân, Hai Bà Trưng, Hà Nội.", 26m2,, 6, 2, 5, 4,,"Mô tả: + NHÀ XÂY 5T CHẮC CHẮN. + Diện tích 26m2, Sổ đỏ chính chủ. + Vị trí phố cổ, trung tâm, giao thông rất thuận tiện đi mọi hướng. + Gần Vincom Bà Triệu, Vài bước chân là lên bờ hồ. + Tiện ích vô vàn. + Giá chào 5.45 tỷ, Có thương lượng. + Liên hệ : Nguyễn Dương  0825920555. + Xin cám ơn.",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824525.0064735
"3,56 tỷ VNĐ",Đường Dương Lâm phường Văn Quán, 42m2,, 6, 1, 1, 1, 1,"
    NGÕ THÔNG - CÁCH Ô TÔ 30M - HỘ KHẨU VĂN QUÁN - ĐỦ CÔNG NĂNG.Bán nhà phố Dương Lâm Hà Đông- Ô tô cách 30m, DT 42m2, MT 6.6m.Mô tả:Nhà có thể đi từ nhiều hướng.Khu vực trung tâm gần KĐT Văn Quán - Trần Phú, ngõ thông tứ tung. Nơi tập chung các trường đại học lớn nhỏ, các văn phòng lớn, những khu đô thị thượng lưu đồng bộ.Nhà cấp 4 gồm: 2 Ngủ, Bếp, WC (có gác xép). Khu để téc nước. Đầy đủ công năng cho 1 gia đình nhỏ ở.Sổ đỏ chính chủ, pháp lý chuẩn.Giá 3.56 tỷ có thương lượng.Liên hệ em Huy 0364844886 để được tư vấn và xem nhà.
",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824526.04773
100 triệu VNĐ/m2,Phường Nghĩa Đô, 80m2,,,,,,,"Chính chủ cần bán nhà Nguyễn Đình Hoàn 80m2, 6Tầng,2 MT thoáng trước sau. Nhỉnh 100tr/m2.+ Chính chủ cần bán nhà mặt tiền Nguyễn Đình Hoàn 80m2, 6Tầng, 2 MT thoáng trước sau. Nhỉnh 100tr/m2.+Nhà nằm ở vị trí trung tâm Quận Cầu Giấy tiện ích miễn bàn.+ Nhà mặt phố thoáng sáng vĩnh viễn, vỉa hè rộng thênh thang chủ xây mới từ móng chắc chắn, nhà đẹp long lanh sẵn ở.Đường thông ra các tuyến phố trung tâm nội đô. khu an ninh cao, công năng đầy đủ tiện ích.+ Sổ đỏ chính chủ sẵn sàng giao dịch.+ Giá:Thỏa thuận.Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn  pháp lý, thủ tục sang tên nhanh gọn.+ Tư vấn 24/7. ",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824535.8593707
