price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng
15 tỷ VNĐ,"Đường Đền Lừ, Hoàng Văn Thụ, Hoàng Mai", 80m2, 5, 7, 6, 5, 5,"
    
+ Vị trí nhà lô góc mới đẹp long lanh, mặt bờ sông Kim Ngưu, vỉa hè, thang máy xịn chạy êm du, kinh doanh sầm uất, ôtô tránh.

+ Thiết Kế:
- Tầng 1, 2 : Thông sàn, để cho thuê siêu thị, văn phòng làm việc, gara ôtô.
- Tầng 3, 4: mỗi tầng có 02 phòng ngủ + 02 WC.
- Tầng 5: Phòng khách + Bếp
- Tầng thượng: sân phơi.

+ Sổ đỏ chuẩn, pháp lý sạch, vuông vắn, chờ giao dịch.
",20/12/2022,Tin thường,batdongsan_so_com_vn_1673782752.5410187,
860 triệu VNĐ,Tân Khai- Hoang Mai, 25m2,,,,,,"- DT: 25M2 x 2 tầng x MT: 3.7m - Giá chào: 860tr Thửa đất vuông đẹp, thông ra Vĩnh Hưng, Lĩnh Nam. Nhà hiện trạng mới sửa sang lại mỗi tầng 1 ngủ, sinh viên đang thuê giá 4 tr/ tháng. Khách mua có thể tiếp tục cho thuê để giữ tiền hoặc ở luôn đều được. + Chi tiết liên hệ em Phương/ Hùng 0964274610/0972179486. Tư vấn tận tâm, nhiệt tình 24/7.",20/12/2022,Tin thường,batdongsan_so_com_vn_1673782753.673988,
5 tỷ VNĐ,"Đường Cẩm Văn, Láng Hạ, Đống Đa", 50m2, 5, 1,,,,"Cần Bán Nhà Cuối NămNhà Xây 4 -5 Tầng đầy đủ tiện nghi công năng sử dụng.- 3 ngủ trở lên- tầng 1 thoải mái để xe hoặc làm hàng kho.- Dân cư đông đúc, dân trí cao Tel: 0974818351Zalo: 0774219615 Bán Nhà Các Quận Hà Đông, Thanh Xuân, Đống Đa, Tây Hồ, Hai Bà Trưng,Hoàng Mai, Ba Đình,... trong cả Hà Nội Giá Cực RẻGiảm giá bán nhà cuối năm.Nhà Đẹp, Đất Tốt, Pháp Lý Chuẩn Có Sổ.Giá Nhà Cực Tốt",20/12/2022,Tin thường,batdongsan_so_com_vn_1673782754.8867433,
"5,3 tỷ VNĐ","⭐️Chính chủ Bán CHCC cao cấp toà N09B2 Thành Thái, Dịch Vọng, Cầu Giấy; 5,3 tỷ; 0344893800", 150m2,,,,,,"⭐️Chính chủ Bán CHCC cao cấp toà N09B2 Thành Thái, Dịch Vọng, Cầu Giấy; 5,3 tỷ; 0344893800   Diện tích sổ 133,5m2 Diện tích sử dụng 150m2 Có đầy đủ đồ gắn tường, điều hoà , nóng lạnh, bồn, nội thất , đến chỉ việc ở đón Xuân luôn Nhà có thiết kế vuông, phân thành 2 khu  bên trái 2 phòng ngủ , bên phải 2 phòng ngủ ,  giữ phòng khách , bếp, phòng thờ, Ban công rộng 8m, cửa vào thép trống cháy cao cấp , khoá Smart. 🔛  Đây là khu vực lý tưởng 100m đến công viên dịch vọng cầu Giấy, gần nhiều trường Đại học Quốc Gia HN, Trường cấp 1+2+3 Quốc tế xung quanh nhà, Gần bệnh viện huyết học, khu hành chính nhà nước , khối liên hợp các văn phòng công nghệ Viettel, FPT ... ✅ Đặc biệt toà nhà bàn giao toàn bộ cho dân, được khai thác các dịch vụ cho thuê văn phòng, bãi gửi xe cư dân được hưởng , phí dịch vụ chia đều chỉ có 200k/ căn ; lốt oto 900k/ chiếc ; 2 chiếc thỏa mái  ✅ Toà nhà xây kiên cố 21 Tầng  ✅ Số căn : 6 căn/ tầng  ✅ Hành lang rộng gần 3m ✅ 3 thang máy Hiện đại  ✅ Cư dân nhiều lãnh đạo cao cấp  ✅ Ban công nhà rộng 8m ✅ Nhà nguyên bản chưa sửa chữa gì, các bác về thỏa mái làm theo ý mình , gia đình để lại toàn bộ những thiết bị , nội thất gắn tường  Các Bác về chỉ kê thêm đồ sở thích là chỉ việc ở Tết này đón Xuân xum vậy.   ♦ Giá 5,3 tỷ có thương lượng ♦ Liên hệ: 0344893800          http://www.sanbatdongsanviet.com.vn",20/12/2022,Tin thường,batdongsan_so_com_vn_1673782756.3029544,
"12,8 tỷ VNĐ","Đường Quan Nhân, Nhân Chính, Thanh Xuân", 60m2, 6, 3, 7, 20, 20,"GẦN PHỐ - LÔ GÓC - MỚI KOONG - THANG MÁY- 20 PHÒNG - DÒNG TIỀN 10%+ Xây dựng đẹp, 7 tầng thang máy, tổng 20 phòng khép kín trang bị full đồ. Doanh thu 100tr/tháng.+ Nhà lô góc, phòng nào cũng thoáng sáng, trang bị: điều hoà, nóng lạnh, máy giặt, bếp, thiết bị vệ sinh, giường tủ, bàn ghế,...+ Đầy đủ hệ thống PCCC, thoát hiểm, camera an ninh, khoá vân tay,...+ Nhà rất gần phố, lô góc thoáng sáng, sổ nở hậu rất đẹp.+ Gần Ngã Tư Sở, tiện ích đầy đủ, xung quanh là nhiều KĐT lớn, nhiều trường Đại học lớn, cư dân đông đúc, cho thuê luôn kín phòng.+ Giá 12 tỷ 8 (có thương lượng)- Liên hệ Vũ Quang - Tư vấn đầu tư BĐS dòng tiền Hà Nội- Chuyên CCMN - CHDV - Nhà trọ - Apartment cao cấp các quận Hà Nội- Nhận ký gửi nhà đất",20/12/2022,Tin thường,batdongsan_so_com_vn_1673782757.6343942,
"7,8 tỷ VNĐ","Đường Nguyễn Trãi, Thanh Xuân Trung, Thanh Xuân", 95m2, 9, 5, 5, 12, 7,"
    + Chủ nhà cần bán nhà phố Nguyễn Trãi - Thanh Xuân Trung - Thanh Xuân. Vị trí đẹp, gần phố. Nhà thoáng trước sau, thoáng vĩnh viễn, ngõ rộng thênh thang.+ Nhà xây 5 tầng thiết kế:  - Tầng 1: Để xe, khách ,bếp ,wc.  - Tầng 2,3,4: Mỗi tầng 4 phòng ngủ, 2wc.  - Tầng 5: Khu bếp riêng ,sân phơi.+ Nhà phù hợp với khách vừa ở vừa cho thuê, hoặc cải tạo toàn bộ nhà thành mỗi tầng 4 phòng khép kín thì sẽ tổng 16 đến 18 phòng doanh thu sẽ rất khủng.+ Sổ đỏ chính chủ sẵn sàng giao dịch.+ Giá: 7.8 tỷ ( có thương lượng )Liên hệ: 0926891993 - A LIỆU
",20/12/2022,Tin thường,batdongsan_so_com_vn_1673782758.7135465,
"7,2 tỷ VNĐ","Đường Lê Lợi, Nguyễn Trãi, Hà Đông", 22m2, 5, 7, 6, 3, 3,"Bán nhà phố Lê Lợi Lê Lai Nguyễn Trãi Hà Đông 22x6 cho thuê 240tr/năm chỉ 7 tỷ MS12 LH ngay tới 0395327782 Mr Vũ sẵn sàng nghe máy 24/24 Cần bán nhà mặt phố Lê Lợi Nguyễn Trãi Hà Đông Hà Nội Diện tích 22m x 6 tầng nở hậu Nhà đang cho thuê được 240 triệu/năm Nhà Mặt phố Lê Lợi rộng 8m siêu đẹp, kinh doanh cũng thuận lợi và dễ dàng, Cực kỳ đắc địa Tiện ích: Đây là trung tâm của Quận Hà Đông với đầy đủ tiện ích BV, Trường Học, ST.. Pháp lý: Sổ đỏ sẵn sàng giao dịch luôn và ngay, không tranh chấp Giá: Chỉ 7 tỷ 2 Gọi ngay: Mr Vũ để được tư vấn xem nhà, tư vấn pháp lý và đầu tư Cam kết: Thông tin chuẩn 100%, tin còn đăng là còn nhà Mã số: 12",20/12/2022,Tin thường,batdongsan_so_com_vn_1673782759.7393155,
"7,2 tỷ VNĐ","Đường Tỉnh lộ 422, Sơn Đồng, Hoài Đức", 88m2, 5, 5, 5, 3, 3,"
    Cắt lỗ Bán trước Tết, Bán gấp Nhà Sơn Đồng Center , Hoài Đức 88m Ô tô, Kinh doanh chỉ 7,x tỷ
- Đầu tư, giữ tiền, Kinh doanh, Cho thuê.
- Vị trí đẹp. Trung tâm, tương lai mặt đường lớn, Quận Hoài Đức.
-Tiện ích xung quanh đầy đủ, gần trường học Cấp1,2,3, Trường Chuyên Nguyễn Văn Huyên.., y tế, chợ, siêu thị, KĐT
- Giao thông thuận tiện, thông các ngả. Đường TL 422, TL 422B, Đường DH06, Quốc lộ 32, Đường vành đai 3.5
- Giá thương lượng, chủ rất thiện chí hợp tác.
Có nhu cầu thật, hiểu thị trường khu vực, gọi Mr Đức Nhà Đẹp.
Rất nhiều Nhà, Đất đẹp phù hợp mọi nhu cầu Anh Chị Em nhé.
",20/12/2022,Tin thường,batdongsan_so_com_vn_1673782761.4089017,
"3,3 tỷ VNĐ",Nguyễn Tuân, 96m2,,, 10, 2, 2,"Chỉ 3tỷ3 căn hộ 96m2 Nguyễn Tuân nguyên bản 2PN (sửa đc 3PN) SĐCC, cần bán gấp Chính chủ định cư Mỹ gửi bán nhanh căn hộ  2PN 2VS dtsd 96m2, vị trí đẹp nhất ngã tư Nguyễn Tuân. Tòa nhà 3 mặt thoáng hiếm có quận Thanh Xuân.- Phòng khách rộng 40m² ( quá phù hợp cho gia đình bác nào thích không gian chung rộng, tiếp khách) - Nhà mới sửa sang rất mới ở lâu dài nhưng kế hoạch thay đổi nên để lại cho khách thiện chí.- Sổ đỏ lâu dài, sẵn sàng giao dịch.GIÁ CHỐT TỐT HƠN GIÁ CHÀO.Chi tiết liên hệ: 0912388305 (gặp Yến sn90)",20/12/2022,Tin thường,batdongsan_so_com_vn_1673782772.5776901,
"1,95 tỷ VNĐ",Lê Trọng Tấn- Thanh Xuân, 30m2, 3,, 4,,,"+ Vị trí: Nằm tại trung tâm phố Lê Trọng Tấn vô số tiện ích, thuận tiện giao thông, thông ra phố Hoàng Văn Thái, Nguyễn Ngọc Nại, Lê Trọng Tấn, Vương Thừa Vũ… an sinh tuyệt vời. + Khu vực dân trí cao, an ninh cực tốt. + Tầng 1: Phòng khách, phòng ăn, để xe. + Tầng 2,3: Mỗi tầng 1 phòng ngủ, vệ sinh. + Tầng 4: Phòng thờ, sân phơi đồ. + Sổ đỏ chính chủ. + Chi tiết liên hệ em Hùng Phương 0972179486/0964274610. Tư vấn tận tâm, nhiệt tình 24/7.",20/12/2022,Tin thường,batdongsan_so_com_vn_1673782773.5700362,
"21,5 tỷ VNĐ","Đường Bưởi, Vĩnh Phúc, Ba Đình", 75m2, 8, 12, 4, 4, 4,"+ Chủ nhà là cán bộ về hưu nay bán bớt về quê sinh sống cùng các cụ thân sinh để hưởng thụ tuổi già nên rất thiện chí, nhà ở rất có lộc, con cái đề huề. + Nhà nằm trong khu phân lô ô tô tránh, ở rất yên tĩnh, xung quanh toàn cán bộ nhà nước, an sinh tuyệt đối, giao thông thuận tiện gần đường Bưởi, đường Vành đai 2, giáp ranh các tuyến phố như Võ Chí Công, Hoàng Hoa Thám, Đội Cấn. + Sở hữu mặt tiền rộng, xây dựng kiên cố chắc chắn, nội thất đầy đủ chỉ việc về ở. Với thiết kế tầng 1 Gara ô tô bếp và vệ sinh. Tầng 2, 3 mỗi tầng 2 phòng ngủ rộng rãi, sân phơi và nơi thờ tự ở tầng trên cùng. + Sổ chính chủ pháp lý chuẩn sẵn sàng giao dịch. + Lh: Mr Quân ( Tư Vấn miễn phí, Hiệu Quả và Tận Tâm). ",20/12/2022,Tin thường,batdongsan_so_com_vn_1673782774.621225,
"11,5 tỷ VNĐ","Đường Thanh Liệt, Thanh Liệt, Thanh Trì", 83m2, 5, 11, 4, 4, 5,"Cần tiền lo việc gia đình bán gấp căn liền kề 2 mặt thoáng. Dự án The Eden Rose.  Vị trí: Thanh Liệt, Thanh Trì, Hà Nội Khu an nình tuyệt đối, yên tĩnh. Phù hợp với người mua để nghỉ dưỡng Đường còn 1 đoạn sẽ thông ra đường Đại lộ Chu Văn An. Đã làm sẵn đầu chờ - Thông tin chi tiết:  + Diện tích: 83m2, tổng diện tích sàn xây dựng: 180m2 + Mặt tiền: 5m, sâu 16.5m + Hướng Tây Bắc, sau nhà view thoáng, không bị chắn nhà sau + Đủ đồ + Giá bán: 11.5 tỷ + Xây 3 tầng, 1 tum + Kiến trúc hiện đại rất thoáng - Liên hệ xem nhà: 0907023278",20/12/2022,Tin thường,batdongsan_so_com_vn_1673782775.7013435, Tây bắc
3 tỷ VNĐ,"Đường Hồng Mai, Quỳnh Lôi, Hai Bà Trưng", 30m2, 4, 6, 3, 2, 2,"Em đang có 1 ngôi nhà nhỏ sổ đỏ 28m². Diện tích thực tế tầng 1 30m². Tầng 2 và 3 ngoài 30m² gồm 2 phòng ngủ 2wc, phòng thờ, sân phơi đồ rộng rãi phù hợp cho hộ gia đình 4 đến 5 người. Ngõ nhà em là ngõ thông, xe thương binh vào tận cửa, cách ô tô đỗ chục m. Đặc biệt đi vài bước ra đến chợ và cực gần bv Bạch Mai, Thanh Nhàn, ngay khu trung tâm sầm uất đầy đủ tiện ích trường học sát nhà, TTTM mua sắm gần ngay các phố lớn như Minh Khai, Bạch mai, Phố Huế, cầu Vĩnh Tuy và đặc biệt hơn nữa là nhà rất có lộc ạ. Hàng xóm dễ tính thân thiện. Khu nhà dãy em sinh sống nhà nào cũng diện tích và kết cấu sàn sàn như nhau các bác hàng xóm gần nhà e đang bán 4 tỷ 3 rồi ạ. Em không để giá ở đây vì còn gia lộc cho khách. Bác nào muốn mua trực tiếp chủ nhà thì liên hệ em nhé.  Sdt: 0972320975 . E xin cảm ơn.",20/12/2022,Tin thường,batdongsan_so_com_vn_1673782776.7046573, Bắc
"6,4 tỷ VNĐ","Đường Trương Định, Trương Định, Hai Bà Trưng", 52m2, 5, 3, 6, 9, 10,"
    
- Bán CCMN trên phố Trương Định,  quận #haibatrung , gần khu Bách Kinh Xây, kinh doanh lõi Hai Bà Trưng.
- DT : 52m2 , 9 phòng đủ nội thất, cao cấp, Đã full khách.
- Kênh đầu tư giữ tiền, an toàn, sinh lời hót nhất hiện nay.
- Dòng tiền tối thiểu bằng gửi Ngân Hàng , lên đến 500 tr/năm
- Giá trị BĐS , tài sản ròng tăng theo năm tháng.
- Thời gian hồi vốn cực nhanh, hiệu suất hấp dẫn nhất thời điểm hiện tại.
- Vị trí có nhiều người lao động và sinh viên nhất.

                      TẤC ĐẤT - TẤC VÀNG

Liên hệ : em Dũng - NHÀ PHỐ ĐẸP
 
",20/12/2022,Tin thường,batdongsan_so_com_vn_1673782777.8416157,
