price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
"3,85 tỷ VNĐ",Đường Lê Lợi phường Hà Cầu, 46m2, 4, 3, 2, 2, 2,"+ Thông số căn nhà: diện tích 46m2, 2 tầng, ngõ rộng, thông các tuyến phố Quang Trung_Bà Triệu_Lê Hồng Phong_Tô Hiệu_Lê Lợi.Chuỗi tiện ích liên hoàn:+ Về giáo dục: Gần THCS Lê Lợi, THPT Lê Lợi, Tiểu học Nguyễn Trãi, THSC Nguyễn Trãi, THPT Nguyễn Trãi, Tiểu học Lê Hồng Phong THCS Lê Hồng Phong, Mầm non 3-2, phòng giáo dục đào tạo quận Hà Đông.+ Sổ đỏ chính chủ, sẵn sàng giao dịch.+ Ngân hàng: có ngân hàng BIDV, ngân hàng AGRIBANK, VIETBANK, TECHCOMBANK…+ Nhà nằm ở vị trí vàng, trung tâm Hà Đông ngay cạnh UBND quận Hà Đông, UBND phường, UBND quận, Nhà thi đấu quận Hà Đông, Bệnh viện Công an thành phố, … đi đâu cũng tiện. + Ba bước ra chợ Hà Đông, Melinh Plaza, Bưu điện Hà Đông, sân vận động Hà Đông, khu vui chơi thiếu nhi Hà Đông, ga đường sắt trên cao Cát Linh – Hà Đông.+ An ninh tuyệt đối: ngay gần công an quận Hà Đông, công an phường Hà Cầu …Mọi thông tin chi tiết liên hệ Thành Vinh xem nhà miễn phí, nhiệt tình, uy tín, tận tâm.Tư vấn 24/7, hỗ trợ vay ngân hàng 80% lãi suất ưu đãi nhất thị trường.",31/08/2022,Tin thường,batdongsan_so_com_vn_1673805141.2850113
"3,75 tỷ VNĐ",Đường Kim Giang phường Đại Kim, 44m2, 4, 3, 4, 4, 4,"
    NHANH TAY THÌ CÒN CHẬM CHÂN THÌ HẾT.NHÀ ĐẸP Ở NGAY TẠI KIM GIANG - 20M RA Ô TÔ, 50M RA KĐT KIM VĂN KIM LŨ - HÀNG XÓM THE MANOR CENTRAL PARK. - Diện tích: 44m, mặt tiền 4m.- Giá chào 3.75 tỷ giá siêu tốt, bất chấp đầu tư.- Sổ đỏ đẹp như hoa hậu sẵn sàng giao dịch.- Nhà đẹp chủ xây tâm huyết mới xây được 3 năm, vẫn mới nguyên. Nay bán đi mua biệt thự liền kề.  - Thiết kế hiện đại 4 tầng với 4 phòng ngủ đầy đủ công năng. - Nhà nằm trong con ngõ nông thoáng 20m ra đường ô tô, 50m ra khuân viên KĐT Kim Văn Kim Lũ tiện ích không thiếu gì.- Thông các đường Kim Giang, Nguyễn Xiển, Định Công, Trần Hòa, Bùi Xương Trạch.- Liên hệ Em Hương 092807733 chuyên BĐS thổ cư uy tín, tận tình tư vấn miễn phí 24/7
",31/08/2022,Tin thường,batdongsan_so_com_vn_1673805145.5406578
25 tỷ VNĐ,Đường Tố Hữu phường Vạn Phúc, 110m2, 8, 25, 6, 3, 5,"MẶT PHỐ ĐƯỜNG ĐÔI - 6 TẦNG THANG MÁY - KINH DOANH BẤT CHẤP - VỈA HÈ RỘNG THÊNH THANGMô tả:+ Vị trí nằm trên mặt đường đôi Tố Hữu kéo dài, gần cầu La Khê,khu vực hạ tầng đồng bộ, phát triển mạnh.+ Nhà kinh doanh mọi loại hình, hiện đang cho thuê 60 triệu/tháng.+ Chủ mua 2 lô đập thông thiết kế hiện đại, sang chảnh, thang máy, nội thất nhập khẩu. Vừa ở vừa kinh doanh quá đẹp.•Tầng hầm: Kho để đồ.•Tầng 1,2: Thông sàn kinh doanh, vệ sinh.•Tầng 3: Phòng khách, ngủ, bếp, 2 vệ sinh.•Tầng 4: 2 phòng ngủ rộng, 2 vệ sinh.•Tầng 5: 1 phòng ngủ, phòng thờ, phòng giặt, phòng để đồ, vệ sinh.+ Sổ đỏ phân lô, cất két sẵn sàng giao dịch.LH Huy Ông Địa 0387722818Chuyên gia MG BĐS thổ cư khu vực Hà Đông. ",31/08/2022,Tin thường,batdongsan_so_com_vn_1673805146.7349226
"3,4 tỷ VNĐ",Đường Láng phường Láng Hạ, 33m2, 5, 3, 4, 3, 3," NHÀ ĐẸP MỚI CONG, MẶT TIỀN 6M, SH QUAY ĐẦU, BA GÁC ĐỖ CỬA, TẶNG NỘI THẤT, 70M MẶT PHỐ LÁNG Bán nhà đẹp tặng nội thất giá rẻ vùng lõi Đống Đa chỉ 3.4 tỷ nhà 33m, Ngõ to rộng ba gác tránh xe máy Vị trí quá suất sắc trong tầm giá, ngõ nông to ba gác chạy vù vù tránh sh thỏa mái Tiện ích không thiếu thứ gì, gần trung tâm thương mại, sân chơi của phường tập dưỡng sinh, chơi cầu lông, bóng chuyền…… Thiết kế nhà 4 tầng thông sàn, khung cột bê tông có thể chổng thêm tầng. Bước chân vào nhà cảm giác ấm cúng hạnh phúc mĩ mãn Pháp lý sổ đỏ đẹp như hoa hậu sẵn sàng giao dịch Liên hệ: Em Thu 0-3-8-8-8-8-4-2-5-2 Thổ địa BĐS Cầu Giấy - Đống Đa",31/08/2022,Tin thường,batdongsan_so_com_vn_1673805148.0902977
"4,7 tỷ VNĐ","khương đình, thanh xuân, hà nội.", 61m2,,,,,,"+ Nhà Phố Khương Đình, Quận Thanh Xuân- Kinh Doanh 60m2 4Tầng 4.7Tỷ. Giao với các đường Khương Trung, Hạ Đình, Vũ Tông Phan, Nguyễn Trãi…Ngõ thông thoáng 3 gác phi. Chỉ vài bước ra bờ sông Tô Lịch. Khu vực có nhiều cán bộ ở, an ninh cực tốt. + Chủ nhà xây tâm huyết để ở, bán để sang nước ngoài định cư với con, khách mua về ở ngay. Phù hợp cho gia đình 4 đến 5 người ở. Di chuyển 5 phút ra Star Gaden, 10 phút đến Royal City, trong đó có nhiều khu vui chơi và cơ chế hưởng thụ dẳng cấp. + Sổ đỏ chính chủ, đảm bảo pháp lý, sẵn sàng giao dịch. + Liên hệ; Mạnh Quân- 0911303899 (zalo-messenger). Để được tư vẫn miễn phí, còn rất nhiều căn nhà cùng khu vực với tài chính từ 3-10 tỷ.",31/08/2022,Tin thường,batdongsan_so_com_vn_1673805149.193348
"3,6 tỷ VNĐ","đường Nguyên Xá, quạn Bắc Từ Liêm", 35m2, 4, 5, 4, 4,,"KHẲNG ĐỊNH KHÔNG CÓ CĂN THỨ HAI, PHẢI THẬT NHANH MỚI KỊPS = 35m2, 4 tầng, mặt tiền 4m, giá 3.6 tỷ ĐC: Đường Nguyên Xá, quận Bắc Từ Liêm. + Vị trí đắc địa, hàng xóm Đh Công Nghiệp, Đh Thành Đô, thuận tiện di chuyển các tuyến: Cầu Diễn, Quốc lộ 32, Văn Tiến Dũng, Hồ Tùng Mậu, Nhổn, Ngọa Long,… + Khu vực tập trung rất đông sinh viên, kinh doanh cực kì sầm uất, trước nhà ô tô chạy. + Thiết kế 4 tầng, cầu thang giữa, tổng 4 ngủ, lô góc cực thoáng mát. + Sổ đỏ hoa hậu, chủ rất muốn bán nhanh. * Gọi ngay em Bình, 0345752279 để xem nhà miễn phí. * Không tiếp môi giới. ",31/08/2022,Tin thường,batdongsan_so_com_vn_1673805150.43702
10 tỷ VNĐ,Đường Lê Hồng Phong phường Nguyễn Trãi, 40m2, 4, 15, 6, 4, 4,"
    *Mô tả:MẶT PHỐ 6 TẦNG THANG MÁY - KIẾN TRÚC HIỆN ĐẠI- KINH DOANH SPA THẨM MỸ VIỆN- Nhà mặt phố vỉa hè ô tô tránh, kinh doanh sầm uất các loại mặt hàng, nhà được kiến trúc sư thiến kế hiện đại, ô tô đỗ cửa ngày đêm, nhà còn rất mới và đẹp, mua về ở luôn không cần sửa chữa.- Giao thông thuận tiện đi Các phố Tô hiệu, cầu đơ, bồ hoả, lương văn can, nhà thi đấu hà đông, hồ đầm khê...- Thiết kế thông sàn kinh doanh, thang máy êm ru rất xịn.- Sổ đỏ chính chủ, giao dịch trong ngày- Liên hệ: 0983831788Hỗ trợ ngân hàng, pháp lý, xem nhà miễn phí
",31/08/2022,Tin thường,batdongsan_so_com_vn_1673805152.478559
"9,5 tỷ VNĐ",thai hà, 80m2,,,,,,"Bán nhà Thái Hà, Nhà Mới Đẹp- An Ninh Tốt – Ngõ Thông, Yên Tĩnh,Oto Qua,80m2, 9.5 tỷ Mô tả Bán nhà Lô góc, ngõ nông, hiếm, đẹp khu vực Thái Hà, Đống Đa gần các khu vực Tôn Đức Thắng, Khâm Thiên, Đê La Thành, Nguyễn Lương Bằng, trung tâm quận Đống Đa , diện tích 80m2. + Nhà vị trí đẹp trước nhà rộng thoáng ba gác tránh, nằm cách mặt ngõ ô tô tránh 20m, 70m ra mặt phố Thái Hà. Khách mua để ở cực thích hoặc cho thuê văn phòng. + Phố Thái Hà kinh doanh sầm uất bậc nhất quận Đống Đa, xung quanh tiện ích mọi mặt, gần nhiều trường Đại Học, bệnh viện, TTTM, giao thông thuận tiện... + Nhà vô cùng kiên cố chắc chắn, khung cột lên tầng thoải mái. Thiết kế hợp lý, còn rất đẹp khách mua chỉ việc về ở. - Tầng 1: Khách, bếp, sân để xe. - Tầng 2, 3: Mỗi tầng 2 phòng, WC - Tầng 4: Phòng thờ, sân phơi. + Sổ đỏ chính chủ, nở hậu. + Giá: 9.5 tỷ Liên hệ: Nghĩa – 0868181683 ( để được gặp chủ thương lượng trực tiếp) Miễn phí xem nhà – Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24h/7",31/08/2022,Tin thường,batdongsan_so_com_vn_1673805154.2039416
9 tỷ VNĐ,thai hà, 70m2,,,,,,"Siêu phẩm nhà Thái Hà, Nhà Đẹp Ở Ngay - CỰC GẦN PHỐ - THÔNG CÁC NGẢ,70m2, 9 tỷ Mô tả Bán nhà Lô góc, ngõ nông, hiếm, đẹp khu vực Thái Hà, Đống Đa gần các khu vực Tôn Đức Thắng, Khâm Thiên, Đê La Thành, Nguyễn Lương Bằng, trung tâm quận Đống Đa , diện tích 70m2. + Vị trí cực đẹp, cách 30m ra phố Thái Hà, ô tô đỗ cửa, ngõ thông các ngả, kinh doanh đa dạng bát chấp mọi loại hình. + Phố Thái Hà kinh doanh sầm uất bậc nhất quận Đống Đa, xung quanh tiện ích mọi mặt, gần nhiều trường Đại Học, bệnh viện, TTTM, giao thông thuận tiện... + Nhà vô cùng kiên cố chắc chắn, khung cột lên tầng thoải mái. Thiết kế hợp lý, còn rất đẹp khách mua chỉ việc về ở. + Sổ đỏ lung linh, sẵn sàng giao dịch. + Giá: 9 tỷ Liên hệ: Nghĩa – 0868181683 ( để được gặp chủ thương lượng trực tiếp) Miễn phí xem nhà – Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24h/7",31/08/2022,Tin thường,batdongsan_so_com_vn_1673805156.0460224
"3,2 tỷ VNĐ",Lạc Trung - Hà Nội, 45m2,,,,,,"Vị trí đắc địa chả thể đẹp hơn, ngõ to oto đỗ đi bộ vài bước chân là ra mặt phố ngã tư Lạc Trung -  Minh Khai – Kim Ngưu Đường Minh Khai được coi là cột sống trung tâm của khu vực Hai Bà Trưng  thuận tiện tỏa đi khắp ngả ba bước sang Time City, vài phút ra bờ hồ , thuận tiện di chuyển  ra các bệnh  viện lớn như  Thanh Nhàn , Ung  bướu  , Bạch Mai ,… cũng  như các trường  đại học  lớn như  Bách Khoa , Xây Dựng , Kinh Tế  Quốc  Dân….Đường  Minh Khai hiện nay đã quy hoạch ổn định giá đất trong khu vực chỉ có lên chứ không có xuống ,..ngõ nhà thông , xung quanh điện đường , trường , trạm đủ cả xách vaki về ở là hết ý  Nhà ở rất lộc chủ nhà làm ăn cực kỳ phát đạt đã cọc tiền mua nhà phố  để làm ăn nên cần bán gấp cực kỳ thiện trí. Giá chỉ 3.2  Tỷ có gia lộc cho khách hữu duyên.Chi tiết LH: em Nhật 0977194820 (Chuyên Nhà đất Thổ cư).Phương châm làm việc :- Bán nhà bằng cái tâm và cái tầm.- Không kênh giá chủ nhà- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý  ",30/08/2022,Tin thường,batdongsan_so_com_vn_1673805157.2069087
