price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
,"Đường Chiến Thắng, La Khê, Hà Đông", 32m2, 3, 2, 5, 3, 3,"
    Chính chủ bán nhà Chiến Thắng, La khê, Hà Đông. Đường trước nhà thoáng rộng SH quay đầu, ngõ sạch đẹp hàng xóm thân thiện, nhà có giếng zời thoáng sáng trước sau, gần trường gần chợ giao thông đi lại thuận lợi, tiện ích xung quanh bạt ngàn không thiếu gì, an ninh tốt, nhà xây được hơn 2 năm đẹp như mới full nội thất chỉ việc xách vali về ở. Ô tô đỗ gần cách không quá 50m.
Thiết kế : Nhà xây 5 tầng x 31m2
- Tầng 1: Phòng khách, bếp, wc.
- Tầng 2,3,4 : Tổng 3 phòng ngủ, 3 wc khép kín.
- Tầng 5: Phòng thờ, sân phơi. 
Giá: 3.150tr
Liên hệ e Nga 0972560829
",28/10/2022,Tin thường,batdongsan_so_com_vn_1673792028.171498
"11,5 tỷ VNĐ","Đường Nguyễn Trãi, Thanh Xuân Trung, Thanh Xuân", 50m2, 5, 1, 5, 5, 5,"Bán Nhà Phân Lô Nguyễn Trãi, Thanh Xuân, Ô Tô Tránh, 50m 5 Tầng Chỉ 11.5 tỷ + Chủ nhà làm ăn có Lộc, bán nhà nhỏ mua Biệt Thự ở Tây Hồ + Nhà nằm vị trí rất đẹp trong khu phân lô Khu Nguyễn Trãi, Thanh Xuân, đường ô tô tránh, dân cư văn minh, tiện ích vô vàn. + Vị trí ngay gần ngã tư Nguyễn Trãi - Khuất Duy Tiến, Đường Vành Đai 3. + Giao Thông kết nối di chuyển đi tỉnh hay qua các quận, lên trung tâm đều thuận lợi: Vành đai 3, Nguyễn Xiển, Khuất Duy Tiế, Nguyễn Trãi… đi các quận khác rất thuận lợi. + Nhà xây dựng trên diện tích 50m, mặt tiền 4.5m gồm 4 tầng và 1 tum + Nhà còn mới rất đẹp, chủ mới sẵn về sử dụng. + Sổ đỏ chính chủ cất két. + Giá 11.5 tỷ có thương lượng, gia lộc cho khách thiện chí +  Vui lòng liên hệ: Chuyên gia BĐS Hoàng Hiệp để xem nhà và tư vấn pháp lý. Ai có nhu cầu thực sự hay liên hệ. Xin cảm ơn.",28/10/2022,Tin thường,batdongsan_so_com_vn_1673792029.4730134
4 tỷ VNĐ,"Đường Tô Hiệu, Quang Trung, Hà Đông", 45m2, 4, 4, 4, 4, 4,"+ Bác hàng xóm là Bác sỹ 103 nay nghỉ hưu nên muốn bán về quê dưỡng già.+ Nhà bác tự xây chắc chắn, tỉ mỉ từng chi tiết. Mua về chỉ việc ở không cần sửa chữa gì thêm. + Gia đình bác trí thức con cái học hành giỏi giang đều đã đi du học và định cư nước ngoài. + Nhà bán tại ngõ 2 Tô Hiệu, Hà Đông. Vài bước lên chợ Hà Đông, qua đường Quang Trung lên Vạn Phúc, phố cổ đô thị, an sinh đỉnh cao+ Sổ đỏ chính chủ, pháp lý chuẩn, cất két sẵn sàng giao dịch.+ Giá: 4 tỷ (Miễn tiếp trung gian và môi giới).+ Liên hệ Mrs Loan - giáo viên nhiệt tình, tận tâm để đi xem nhà ngay 0976184990 ",28/10/2022,Tin thường,batdongsan_so_com_vn_1673792030.5261974
"4,5 tỷ VNĐ",đường Mỹ Đình, 30m2, 4, 4, 5, 3,,"Bán nhà Mỹ Đình, Nam Từ Liêm, ngõ thông, ô tô vào nhà, kinh doanh S = 30m2, 5 tầng, mặt tiền 4.3m, giá 4.5 tỷ + Vị trí trung tâm, giao thông các tuyến: Bến xe Mỹ Đình, Vành đai 3, Phạm Hùng, Đình Thôn, Nhân Mỹ, Lê Đức Thọ,… + Khu vực đông đúc sầm uất, kinh doanh mọi loại hình. + Thiết kế khung cột bê tông chắc chắn, 3 phòng ngủ. + Sổ đỏ chính chủ, giao dịch ngay. * Liên hệ em Bình, 0345752279 - 0869089625 để xem nhà miễn phí, không tiếp môi giới.",28/10/2022,Tin thường,batdongsan_so_com_vn_1673792031.7010531
"4,1 tỷ VNĐ",Lê Đức Thọ, 35m2, 5, 2, 5, 5,,"Bán nhà đẹp dân xây Lê Đức Thọ, Nam Từ Liêm, 2 thoáng, ngõ thông, full nội thất, LH: 0345752279 S = 35m2, 5 tầng, mặt tiền 5m, giá 4.1 tỷ. + Giao thông: Lê Đức Thọ, Lê Quang Đạo, bến xe Mỹ Đình, sân vận động Mỹ Đình, Hồ Tùng Mậu, Mai Dịch, Phú Mỹ… + Vị trí trung tâm, quanh nhà là trường học các cấp, gần các trường đại học, cao đẳng lớn: Đại học Thương mại, Học viện Múa, Đại học Sân khấu Điện ảnh,… + Thiết kế: 5 phòng ngủ. Sổ đỏ giao dịch ngay. * Liên hệ em Bình, 0345752279 - 0869089625 để xem nhà, không tiếp môi giới.",28/10/2022,Tin thường,batdongsan_so_com_vn_1673792032.8530173
3 tỷ VNĐ,"Đường Ngọc Trục, Đại Mỗ, Nam Từ Liêm", 35m2, 4, 3, 5, 4,,"+ Vị trí đắc địa, hiếm nhà bán, diện tích    35 m2 x 5 tầng giá nhỉnh 3 tỷ.  + Khu dân trí cực cao xung quanh toàn toà nhà và CC cao cấp, giáp đường Lê Văn Lương, Hà Đông, Thanh Xuân. + Nhà lô góc thoáng sáng thiết kế công năng sử dụng rất hợp lý  + Sổ đỏ phân lô trước sau như 1, giao dịch ngay. + LH;Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7 ",28/10/2022,Tin thường,batdongsan_so_com_vn_1673792033.932132
"6,5 tỷ VNĐ","Đường Trường Chinh, Ngã Tư Sở, Đống Đa", 40m2, 4, 5, 6, 7, 4,"
    Bán nhà Trường Chinh.Vị trí ĐẮC ĐỊA oto đỗ trước cửa nhà.Kinh doanh đẹp vô đối.39m2 5 tầng , mặt tiền 4m.Nhà mới toanh dọn đến ở luôn được. Rất gần các trường đại học lownsvaf các tiện ích,chỉ với  6.5 tỷ. Bạn sẽ sở hữu căn nhà như mơ!  Nhà thiết kế 5 tầng.- Tầng 1 pk+bếp.- Tầng 2,3,4,5, mỗi tầng 1pn,- Tầng 6 phòng thờ+ sân phơi.SỔ ĐỎ CHÍNH CHỦ SẴN SÀNG GIAO DỊCH.   Liên hệ ngay ANH CHUNG 0963574919 để gặp chủ nhà
",28/10/2022,Tin thường,batdongsan_so_com_vn_1673792034.9164975
123 ngàn VNĐ,"Đường Mỹ Đình, Mỹ Đình 1, Nam Từ Liêm", 30m2, 4, 5, 5, 3, 4,"
    Siêu hiếm nhà Mỹ Đình ngõ thông KD ô tô qua nhà 30Mx5T mặt tiền 4.4M LH : 0845681666Nhà đẹp ở ngay ngõ thông thoáng sáng MT rộng, ô tô đỗ cửa sổ hoa hậu đẹp nhất Mỹ Đình phân khúc dưới tỷ.+ Tầng 1 khách bếp.+ Tầng 2,3,4 mỗi tầng 1 phòng ngủ.+ Tầng 5 phòng thờ, sân phơi.Với nguồn hang 5000 căn nhà quanh các Quân Cầu Giấy , Nam Bắc Từ Liêm có già từ 3 tỷ đến 50 tỷSổ đỏ chính chủ sẵn sàng dao dịch ngayLH Trần Hảo 845681 666 để có giá tốt nhất tư vấn xem nhà miễn phí 24/7 ",28/10/2022,Tin thường,batdongsan_so_com_vn_1673792035.874933
"4,3 tỷ VNĐ","Đường Yên Hòa, Yên Hòa, Cầu Giấy", 42m2, 4, 3, 5, 4, 4,"SIÊU PHẨM YÊN HÒA - NGÕ THẲNG TẮP - 50M RA ĐƯỜNG Ô TÔ TRÁNH - NHÀ ĐẸP Ở LUÔN  Chuyển nhà, bán gấp nhà đẹp ở ngõ 84 Yên Hòa: 42m2, 5T, mặt tiền 3.8m, giá 4.8 tỷ  Vị trí : 50m ra phố Yên Hòa, 150m ra phố Nguyễn Khang Bãi gửi oto ngay đầu ngõ Ngõ vào nhà 2.8m thoáng đãng vô cùng Nhà tự xây khung cột chắc chắn, đủ công năng Sổ đỏ đẹp như hoa hậu  Liên hệ xem nhà: Ms Huyền (chuyên Đống Đa, Cầu Giấy) (Zalo/SMS/Call)",28/10/2022,Tin thường,batdongsan_so_com_vn_1673792037.1575093
50 tỷ VNĐ,Cầu Giấy Hà Nội, 217m2, 9,,,,,"- Diện tích 217m2 X3 Tầng. Mt 9.7m  Giá bán 50 tỷ ( có thương lượng )  - Vị trí nhà mặt đường Cầu Giấy oto tránh, vỉa hè kinh doanh. - Chủ xác định bán đất tặng Biệt Thự 3 tầng.  - khách mua về phù hợp xây toà Building, Căn hộ apartment rất đông khách!  - Giao thông thuận tiện kết nối Hoàng Quốc Việt, Hoàng Sâm, Phùng Chí Kiên,… - Khu vực tiện ích đầy đủ, toàn tướng tá.  dân trí cực cao! - Sổ vuông đẹp, sẵn sàng giao dịch.  Liên hệ em Quân để được tư vấn và hỗ trợ 24/7 0385 94 1802 ",27/10/2022,Tin thường,batdongsan_so_com_vn_1673792038.321397
