price,address,Diện tích,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số toilet
"5,65 tỷ VNĐ","Đường ngọc Thụy, phường ngọc thụy , Quận Long Biên, Hà Nội", 41m2, 5, 5,"Bán Nhà Đẹp, Ô Tô Vào Nhà, Ngọc Thụy - Long Biên 41m2, 5T giá 5,65 tỷ  Tầng 1: ga ra ô tô và bếp, 1wc Tầng 2: Phòng khách, phòng ngủ, 1wc Tầng 3,4: Mỗi tầng 2 phòng ngủ, wc Tầng 5: Phòng thờ, sân phơi Nhà xây mới rất đẹp, ngõ trước nhà thông, khu vực sầm uất của Quận Long Biên, xung quanh chợ, trường học cấp 1,2 Ngọc Thụy, Trường Quốc Tế Việt Pháp, KĐT Khai Sơn, thuận tiện sang Cầu Long Biên.. Sổ đẹp, pháp lý rõ ràng, sẵn sàng giao dịch. Lh : 0965 722 358",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788218.5484552,,,
"11,25 tỷ VNĐ","Đường Lê Đức Thọ, Mỹ Đình 1, Nam Từ Liêm", 98m2, 5, 6," Chuyển hướng Kinh doanh Cần Bán nhà Lê Đức Thọ, Mỹ Đình 98m 5 tầng, Ô tô, Nhỉnh 11 tỷ  + Vị trí đẹp: Khu phát triển mạnh, Kinh doanh sầm uất,dân cư đông đúc, Ô tô chạy .  + Địa điểm : Hot kinh doanh. Đông sinh viên, Công nhân.  + Tiện ích: Ô tô chạy, Dân cư đông, phát triển mạnh, Ở, Kinh Doanh, Cho thuê. + Diện tích: 98m2 Sổ chính chủ, pháp lý sạch. Thủ tục nhanh gọn.  + Giá Bán: 11 tỷ Có thương lượng.  Liên hệ: Mr Đức Nhà Đẹp 0898839292",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788220.1102788, 5, 3, 8
"11,5 tỷ VNĐ","Đường Tô Vĩnh Diện, Khương Trung, Thanh Xuân", 64m2, 5, 5,"
    💥 PHÂN LÔ - TÔ VĨNH DIỆN - THANH XUÂN - Ô TÔ VÀO NHÀ - 64M2 5T MT 5M CHỈ 11.5 TỶ 💥 ⭕️ LH NGAY 0982833366 ---------------------------- BÁN NHÀ PHÂN LÔ Ô TÔ PHÓ TÔ VĨNH DIỆN - THANH XUÂN - 64M2 5T MT GẦN 5M - GARA Ô TÔNHÀ ĐẸP CHỦ TỰ XÂY, TẶNG HẾT NỘI THẤT, HAI THOÁNG TRƯỚC SAU+ Trung tâm Thanh Xuân quận, Ngã Tư Sở, vị trí đỉnh, đi đâu cũng tiện.+ Nhà năm trong khu phân lô Tô Vĩnh Diện, 2 thoáng trước sau.+ Ngõ rộng ô tô tải vào nhà.+ Chủ tự xây cực kì tâm huyết, cẩn thận vô cùng, đã ở được chục năm nhưng còn như mới.- Tầng 1: Gara, bếp.- Tầng 2: Bếp, Phòng khách, tiểu cảnh.- Tầng 3, 4: Mỗi tầng 2 ngủ, vệ sinh.- Tầng 5: 1 ngủ, phòng thờ, chỗ giặt giũ, sân phơi.+ Nhà chủ tự xây nên còn đẹp, TẶNG HẾT NỘI THẤT khách về ở luôn. Hệ thống sàn cầu thang gỗ cực xịn, hệ thống bóng đèn, đèn led bố trí khắp các phòng, nổi bần bật.+ Hai thoáng trước sau vĩnh viễn, nên phòng nào cũng có cửa sổ, có ô thoáng nữa nên nhà mát lạnh, không khí lưu thông.+ Sổ đỏ chính chủ, vuông đét, giao dịch ngay.---------------------------- 🚀 GIÁ BÁN CHỈ: 11.5 TỶ (ẢNH THẬT-THÔNG TIN THẬT-NHÀ THẬT-GIÁ THẬT)---------------------------- ☎️ LH: PHƯƠNG_NHÀ_PHỐ 0982833366  ZALO 0902223785 (Chuyên mặt phố, biệt thự, nhà ngõ ô tô Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%...
",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788221.3459728, 5, 15, 5
"7,8 tỷ VNĐ","Đường Hoàng Cầu, Ô Chợ Dừa, Đống Đa", 55m2, 4,,"Phố Hoàng Cầu kéo dài từ ngã tư Thái Hà, Yên Lãng tới đường La Thành. Chạy dọc hồ Đống Đa và cắt ngang qua các phố Đặng Tiến Đông, Mai anh Tuấn, Ô Chợ Dừa.Là tuyến phố dài hơn 1km, chạy xuyên suốt trung tâm phường Ô Chợ Dừa kéo xuống phía Tây phường Trung Liệt. Nằm trong khu vực phát triển mạnh, với rất nhiều nhà hàng, coffee.Bên cạnh đó là các tòa nhà văn phòng, chung cư cao cấp, các công ty, doanh nghiệp và NH hoạt động. Vị trí thuận tiện kinh doanh các mặt hàng cao cấp.Nằm cạnh hồ điều hòa lớn nhất Quận Đống Đa với diện tích 13.5ha, mặt đường rộng với cực kỳ nhiều cây xanh.Căn nhà nằm ở mặt phố, vị trí đẹp và thuận tiện nhất phố Hoàng Cầu, thiết kế 4 tầng, hiện đang cho thuê với dòng tiền 600tr/năm.Để biết thêm chi tiết và được tư vấn miễn phí vui lòng liên hệ Mr. Huy.Cảm ơn quý vị đã xem tin. Trân trọng",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788222.9935634, 4, 20, 3
"14,5 tỷ VNĐ","liền kề số TT5-2B -24 Khu đô thị mới Đại Kim, Quận Hoàng Mai", 72m2, 4,,"Chính chủ bán nhà liền kề số TT5-2B -24 Khu đô thị mới Đại Kim, Quận Hoàng MaiDiện tích: 72m2 .  Mặt tiền: 4,8m -  Dài: 15m - Sổ đỏ chính chủ- Tổng diện tích sàn xây dựng: 215,7m2 - Nhà có ô chờ thang máy- Nhà xây 4 tầng kiên cố, thiết kế đẹp, sang trọng, hợp lý- Nhà nằm mặt đường khu đô thi mới, gần công viên Chu Văn An, cạnh trường đại học Thăng Long- Nhà gần đường Nguyễn Xiển- Vị trí đẹp thích hợp làm văn phòng, kinh doanh, nhà ở- Khu an ninh rất tốt, giao thông đi lại thuận tiện, dân trí cao, văn minh, thân thiệnGiá bán: 14,5 tỷ ( Có thương lượng cho khách thiện chí mua)LH chủ nhà: Anh Hòa: 0903419435 - Miễn trung gian",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788224.18338, 4,,
"14,5 tỷ VNĐ","liền kề số TT5-2B -24 Khu đô thị mới Đại Kim, Quận Hoàng Mai", 72m2, 4,,"Chính chủ bán nhà liền kề số TT5-2B -24 Khu đô thị mới Đại Kim, Quận Hoàng MaiDiện tích: 72m2 .  Mặt tiền: 4,8m -  Dài: 15m - Sổ đỏ chính chủ- Tổng diện tích sàn xây dựng: 215,7m2 - Nhà có ô chờ thang máy- Nhà xây 4 tầng kiên cố, thiết kế đẹp, sang trọng, hợp lý- Nhà nằm mặt đường khu đô thi mới, gần công viên Chu Văn An, cạnh trường đại học Thăng Long- Nhà gần đường Nguyễn Xiển- Vị trí đẹp thích hợp làm văn phòng, kinh doanh, nhà ở- Khu an ninh rất tốt, giao thông đi lại thuận tiện, dân trí cao, văn minh, thân thiệnGiá bán: 14,5 tỷ ( Có thương lượng cho khách thiện chí mua)LH chủ nhà: Anh Hòa: 0903419435 - Miễn trung gian",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788225.8529146, 4,,
"14,5 tỷ VNĐ","liền kề số TT5-2B -24 Khu đô thị mới Đại Kim, Quận Hoàng Mai", 72m2, 4,,"Chính chủ bán nhà liền kề số TT5-2B -24 Khu đô thị mới Đại Kim, Quận Hoàng MaiDiện tích: 72m2 .  Mặt tiền: 4,8m -  Dài: 15m - Sổ đỏ chính chủ- Tổng diện tích sàn xây dựng: 215,7m2 - Nhà có ô chờ thang máy- Nhà xây 4 tầng kiên cố, thiết kế đẹp, sang trọng, hợp lý- Nhà nằm mặt đường khu đô thi mới, gần công viên Chu Văn An, cạnh trường đại học Thăng Long- Nhà gần đường Nguyễn Xiển- Vị trí đẹp thích hợp làm văn phòng, kinh doanh, nhà ở- Khu an ninh rất tốt, giao thông đi lại thuận tiện, dân trí cao, văn minh, thân thiệnGiá bán: 14,5 tỷ ( Có thương lượng cho khách thiện chí mua)LH chủ nhà: Anh Hòa: 0903419435 - Miễn trung gian",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788227.2920642, 4,,
"17,7 tỷ VNĐ","Đường Nguyễn Phong Sắc, Dịch Vọng, Cầu Giấy", 80m2, 5, 5,"Chính chủ nhờ bán nhà Cầu Giấy, phân lô, 3 ô tô tránh, vỉa hè rộng.  + Vị trí nhà mặt ngõ tại Nguyễn Phong Sắc, thông sang đường Trần Quốc Hoàn, Hoàng Quốc Việt, Cầu Giấy.  + Gần nhiều trường Đại học nổi tiếng Hà Nội: Đại học Quốc Gia, Đại học Sư Phạm Hà Nội, Học viện Báo chí tuyên truyền, Đại học Điện lực, Quân Sự….  + Diện tích 80m2, 5 tầng, mặt tiền 5m, ngõ thông khắp các ngả.  + Nội thất xịn, ô chờ thang máy.  + Nhà xây vô cùng chắc chắn, anh chị mua về chỉ việc sơn sửa lại một chút là đẹp long lanh đón tết.  + Phù hợp mua ở hoặc làm văn phòng, Công ty.  + Chủ nhà là cán bộ nhà nước, thân thiện, vui tính.  + Sổ đỏ chính chủ, phân lô, giao dịch nhanh gọn. Giá chủ muốn bán: 17.7 tỷ (Chỉ ra lộc 1 chút may mắn).  Liên hệ: Điệp nhà đẹp- Chuyên nhà đất THỔ CƯ khu vực Cầu Giấy - Từ Liêm.",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788228.8199785, 3, 9, 5
,"Đường 69, Tây Mỗ, Nam Từ Liêm",,, 2,"
    Cần bán gấp căn Chung cư Vinhomes Smart Citi, đàu tháng 12/2022 nhận nhà, tiêu chuẩn chủ đầu tư, dã có trần thạch cao, sàn gỗ, nhà tắm kính và đồ điện treo tường..liên hệ ngay giá mua Tốt.
",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788230.097558,, 1, 2
,"Đường Lê Đức Thọ, Mỹ Đình 2, Nam Từ Liêm",, 5,,"Bán nhà phố Lê Đức Thọ đẹp long lanh 5 tầng NỞ HẬU KINH DOANH 3.75 tỷ 0812.159.368  - Chủ tự xây KCBT kiên cố, chắc chắn, đẹp long lanh.  - Nhà gần hồ Trí Đức, gần trường, gần chợ, TTTM, kinh doanh sầm uất.  - Sổ đỏ chính chủ, pháp lý bảo đảm, sẵn sàng giao dịch.  - Quý Khách có nhu cầu liên hệ: 0812.159.368 –Xem nhà và tư vấn miễn phí .",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788231.5057933,, 4,
