price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Hướng,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
6 tỷ VNĐ,Cầu giấy Hà Nội, 66m2,"- NGÕ THÔNG RỘNG - KINH DOANH NHỎ - NHÀ ĐẸP.- Vị trí trung tâm Cầu Giấy, khu vực đông dân cư, ngõ thông rộng, kinh doanh nhỏ. + Nhà xây dựng khung cột chắc chắn. - Tầng 1: Thông sàn gồm phòng khách, bếp, khu vực để xe. - Tầng 2, 3: Mỗi tầng 2 phòng rộng + VS. - Tầng 4: Phòng thờ và sân phơi. + Sổ đỏ đẹp, nở hậu, giao dịch ngay.- Liên hệ Mrs Huyền My tư vấn và xem nhà miễn phí.",16/12/2021,Tin thường,batdongsan_so_com_vn_1673835807.364606,,,,,,
4 tỷ VNĐ,Hà Nội, 45m2," - Nhà cần bán ngay sát Ngã Tư Sở, Royal City, Đường Láng, Nguyễn Trãi, khu vực trung tâm, đi lại thuận tiện, nơi giao thoa giữa 2 quận Thanh Xuân và Đống Đa. - Nhà mới xây được vài năm, còn mới nguyên, thoáng, 4 tầng, 45m2, nội ngoại thất ngoại nhập cao cấp, để lại toàn bộ cho gia chủ mới. - Giá 4 tỷ làm việc trực tiếp chủ nhà, thương lượng sâu, bao sang tên, tặng full nội thất xịn. - Sổ đỏ chính chủ.Liên hệ miễn phí: 0856 968 656 - Thanh Bình Thạc sỹ Thổ cư.",16/12/2021,Tin thường,batdongsan_so_com_vn_1673835809.0616508,,,,,,
600 triệu VNĐ,"thôn Thanh Sơn , xã Minh Phú , Sóc Sơn", 121m2,"Cần bán 4 lô đất nền trong khu dân cư Phú Thịnh , rất thích hợp để đầu tư .
 Diện tích 3 lô giữa 83.2 , 86.4 , 89.4 giá 7tr/m2 , mặt tiền 4.8m2 , thổ cư 70m2 .
 Diện tích lô góc ngoài giá 8tr/m2 , 2 mặt tiền 6m2 , thổ cư 120m2 .
 cách đường 14 700m2, đường rộng 4m2 , 2 ô tô tránh nhau , có chỗ quay và đỗ xe .
 Hướng Tây Bắc .
 Pháp lý an toàn tuyệt đối , sổ đỏ từng lô .
 Vị Trí : Thôn Phú Thịnh , Xã Minh Phú , huyện Sóc Sơn .
_____HOTLINE____
 HOLINE 0585664391
",08/10/2021,Tin thường,batdongsan_so_com_vn_1673835811.4790244,,,,,,
9 triệu VNĐ/m2,"Hồ Ban Tiện , Minh Trí ,Sóc Sơn", 90m2,"⏰ ĐẤT THỔ CƯ , MẢNH NHỎ , DỄ THANH KHOẢN …✅ CƠ sở hạ tầng đẹp nhất Sóc Sơn✅GIÁ hiện tại rẻ hơn thị trường✅VỊ TRÍ ĐẤT : HỒ BAN TIỆN , MINH TRÍ , SÓC SƠN , HÀ NỘI …✅ Sát sân golf , đường vào 150m , 2 ô tô tránh nhau …☎️ ĐẦU TƯ LIÊN HỆ EM 0585664391",14/12/2021,Tin thường,batdongsan_so_com_vn_1673835813.1839736, Đông nam, 6, 8,,,
"4,4 tỷ VNĐ","số nhà 25, ngõ 103, phường Giáp Bát, quận Hoàng Mai, thành phố Hà Nội", 50m2,"Nhà 3 tầng. Tầng 1: 1 phòng khách + 1 phòng bếp + 1 phòng vệ sinh nhỏ Tầng 2: 2 phòng ngủ + 1 phòng vệ sinh to Tầng 3: 1 phòng ngủ + 1 phòng thờ + 1 sân phơi  Có bình nước nóng ở phòng vệ sinh to + 2 điều hòa. Cầu thang, cửa phòng làm bằng gỗ. Bán nhà 4.4 tỉ có thương lượng.",05/06/2021,Tin thường,batdongsan_so_com_vn_1673835815.2614675, Đông nam, 4,, 3, 3, 2
27 tỷ VNĐ,"29 Ngô Gia Tự, Đà Nẵng", 107m2,"+ Tọa lạc tại: Đường Ngô Gia Tự, Quận Hải Châu, Đà Nẵng, vị trí khu dân cư đông đúc + Hướng: Tây Nam + Diện tích: 107,3 m2 + Khu vực có nhiều quán cà phê, nhà hàng lớn, khu mua sắm sầm uất Lê Duẩn + Sở hữa 8 căn hộ mini đầy đủ nội thất và mặt bằng vô cùng rộng rãi. + Nằm ngay trung tâm thành phố, gần cầu Sông Hàn, khu chợ đêm Lê Duẩn, gần sân vận động Chi Lăng, nhà hát Trưng Vương,… + Có hồ bơi trên sân thượng, view đẹp + Sổ đỏ chính chủ + Ngân hàng hỗ trợ vay vốn Khách có nhu cầu liên hệ 0346914650  (Call/Zalo)",16/12/2021,Tin thường,batdongsan_so_com_vn_1673835817.7064571, Tây nam,,, 6,,
,ĐẠI KIM HOANG MAI HA NOI, 70m2,"+Khu nhà liền kề p/lô,ô tô vòng quanh. +Khu vực nhiều khách tìm mua. +Nhà 4tầng,mt5m, ban công view đẹp,4ngủ,ở sướng,kinh doanh ,văn phòng đỉnh +Tặng nội thất toàn gỗ lim +Môi trường an sinh cực tốt,văn minh dân trí cao. +Nằm trong KĐT đầy đủ tiện ích:chợ ,trường học các cấp Vip. Đại siêu thị AEON Hoàng Mai khởi công giá trị lên gấp nhiều lần. +Giao thông thuận tiện,sát vành đai 3,bến xe,cao tốc Pháp Vân, di chuyển nhiều hướng vào TTTP. +Gía 11.8tỷ (có thương lượng). +Pháp lý chuẩn,sô đẹp giao dịch ngay. +LH Mr Phúc 0912.338.038-0978.895.889.(miễn MG). ",16/12/2021,Tin thường,batdongsan_so_com_vn_1673835819.6902058,,,,,,
4 tỷ VNĐ,Hà Nội, 47m2," - Cần bán nhà ở Thái Thịnh, Đống Đa, hưởng trọn vẹn tiện ích của cả khu đô thị, dân trí cao, an ninh tốt, đầy đủ các tiện ích, trường học, chợ, bệnh viện bưu Điện, bãi gửi xe, bể bơi… - Nhà mới tinh, chủ tự xây chắc chắn trên diện tích 47 m2, 4 tầng, thiết kế tối ưu công năng, nội ngoại thất cao cấp, để lại toàn bộ. - Giá 4 tỷ thương lượng chính chủ, bao sang tên, tặng full nội thất xịn cho một căn nhà mới chỉ việc chuyển đồ tới ở. - Sổ đỏ chính chủ.Liên hệ miễn phí: 0856 968 656 - Thanh Bình Thạc sỹ Thổ cư.",16/12/2021,Tin thường,batdongsan_so_com_vn_1673835821.4205081,,,,,,
"5,7 tỷ VNĐ","Bán nhà ngõ 136 Nguyễn An Ninh, Bán nhà ngõ 71 Nguyễn An Ninh Bán nhà ngõ 104 Nguyễn An Ninh", 54m2,"Bán nhà phân lô ô tô đỗ cửa Nguyễn An Ninh, Trần Đại NghĩaTương Mai, Hoàng Mai, Hà Nội 54m2x5T, xây mới tinh giá 5,7 tỷ ngõ ô tô tránh.Nhà nằm ở vị trí đẹp, ngay mặt ngõ ô tô vào đỗ cửa, mặt tiền 3.9m, vuông vắn, thiết kế gồm: - Tầng 1: Phòng Khách, bếp, vệ sinh- Tầng 2, 3, 4: Mỗi tầng 2 phòng ngủ rộng và nhà tắm giữa- Tầng 5: Tầng thờ, sân phơiHoàn thiện nội thất cao cấp, sàn gỗ Malaysia, cửa nhà, cầu thang đều bằng gỗ Lim nguyên tấm, thiết bị vệ sinh Toto...Vị trí nhà mặt ngõ phân lô, ngõ thông thoáng các ngả, xe Ô tô đỗ cửa nhà, gần các trường Kinh Tế Quốc Dân, Bách Khoa, đi lên các tuyến phố rất tiện.SĐCC, giá 5,7 tỷ có thương lượng liên hệ chị Yến ĐT:0702138238",14/12/2021,Tin thường,batdongsan_so_com_vn_1673835823.4634802, Tây bắc, 3, 4, 5, 6, 4
"46,5 tỷ VNĐ",Kim Mã, 160m2,"Chủ ra nước ngoài định cư cần nhượng lại biệt thư nhà vườn phố Kim Mã, trung tâm Q. Ba Đình. Gần khu đoàn ngoại giao Nhật Bản. Biệt thự full nội thất nhập khẩu (chủ mới chỉ cần xách vali tới và ở)Diện tích: 160m2 x 4 tầng, mặt tiền 7mGiá: 46.5 tỷ (CÒN THƯƠNG LƯỢNG, LÀM VIỆC TRỰC TIẾP CHỦ NHÀ)BIỆT THỰ ĐẲNG CẤP - AN SINH TUYỆT ĐỈNH - OTO VÀO NHÀLiên hệ xem nhà và nhận thông tin chi tiết: 0981367887Biệt thự thiết kế vô cùng hiện đạiTầng 1 : sân để xe ô tô, phòng khách, bếp, tiểu cảnhTầng 2,3 : 1 p master + 1p ngủ + wc khép kínTầng 4 : chia 3 gian. Phòng thờ, kho, sân phơi + tiểu cảnh sân vườn- Thửa đất vuông đẹp, sổ pháp lý chuẩn 1 chủ cất két sẵn sàng giao dịch",16/12/2021,Tin thường,batdongsan_so_com_vn_1673835825.5754824,, 7, 11, 4, 5, 5
