price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
"2,75 tỷ VNĐ",Đường Mậu Lương phường Kiến Hưng, 35m2, 4, 3, 4, 4, 3,"Do cần tiền, gia chủ cần bán gấp căn nhà 3 tỷ theo giá thị trường.Giảm luôn 250 triệu nếu khách mua trong tháng 10, cuối tháng này khách hàng phải trả thanh toán tiền mua nhà dự án đợt cuối.Nhà có diện tích 35m2, 4 tầng, mặt tiền 4m, giá chào 3 tỷĐường trước nhà rộng 3m.- Thiết kế: Tầng 1 : Phòng Khách + Bếp + VSTầng 2+3 : Mỗi Tầng 2 Phòng Ngủ + VS Tầng 4 : Phòng Thờ + Sân Phơi - Sổ đỏ chính chủ Chủ nhà là người cùng làng, nhờ mình đăng bán giúp, anh chị quan tâm liên hệ trước để được hỗ trợ tốt nhất Liên hệ Mr Chung 0936206176 nếu anh chị quan tâm đến nhà này",10/10/2022,Tin thường,batdongsan_so_com_vn_1673795699.9203572
"3,6 tỷ VNĐ",Đường Thụy Khuê phường Bưởi, 33m2, 4, 3, 4, 3, 3,"
    
Bán nhà mặt ngõ kinh doanh 33m2 4tầng MT 4.6m 3.6tỷ gần ôtô, phố Thuỵ Khuê gần Hồ Tây

SIÊU PHẨM - MẶT NGÕ - KINH DOANH - THÔNG SỐ ĐẸP - TẦM TIỀN QUÁ HIẾM - GIÁ TỐT ĐẦU TƯ

- Vị trí quá là ok , trung tâm Tây Hồ Quận , ngõ nghách thông rộng. Đường đi khắp ngả , mặt ngõ Kinh Doanh được
- Ngõ thông khắp nơi Thụy Khuê, Võng Thị, Trích Sài, Lạc Long Quân... ra Hồ Tây
- Nhà dân xây KCBT chắc chắn sơn qua lại đẹp như mới:
T1: Khách , bếp , vs
T2-3-4: Tổng 3 ngủ , vs
SỔ ĐỎ CHÍNH CHỦ , PHÁP LÝ CHUẨN. SẴN GIAO DỊCH NGAY
Chú ý: Nhà đất cuối năm giao dịch cực nhanh xem ngay kẻo lỡ!
1. LH: A. Hoàng Anh 0934266313 (xem nhà miễn phí)
2. Link kho nhà đẹp: https://www.facebook.com/356939308270722
3. Hỗ trợ tài chính cho vay mua nhà đến 80% giá trị căn nhà, lãi suất thấp nhất thị trường.
4. ACE Môi giới kết hợp làm việc tại: https://www.facebook.com/108917115160629",10/10/2022,Tin thường,batdongsan_so_com_vn_1673795701.634038
48 tỷ VNĐ,Đường Yết Kiêu phường Trần Hưng Đạo, 150m2, 6, 10, 3, 4, 3,"YẾT KIÊU - TRẦN HƯNG ĐẠO – HOÀN KIẾM – LÔ GÓC – 2 MẶT TIỀN – 3 MẶT THOÁNG - VỈA HÈ - ĐƯỜNG Ô TÔ - PHÙ HỢP XÂY: KHÁCH SẠN, NHÀ HÀNG, TRUNG TÂM NGOẠI NGỮ, TÒA NHÀ VĂN PHÒNG... - HOÀNG HƯNG - 0988.954.278 – BÁN NHÀ BẰNG SỰ TỬ TẾ. + Vị trí đoạn phố trung tâm giao Yết Kiêu, Trần Hưng Đạo, Trần Bình Trọng, Quán Sứ, Lê Duẩn, Phan Bội Châu....  + Lô Góc, 2 Mặt tiền, 3 Thoáng, mặt tiền 6m, Vỉa Hè, đường Ô tô tránh, hiện trạng nhà cũ chủ nhà xác định bán Đất. + Phù hợp Khách mua xây Tòa Building 8 Tầng làm:: KHÁCH SẠN, NHÀ HÀNG, APARTMENT, TRUNG TÂM NGOẠI NGỮ, TÒA NHÀ VĂN PHÒNG...  + Sổ đỏ chính chủ, sẵn sàng giao dịch. + Giá bán: 48 tỷ ( Có thương lượng ). Liên hệ trực tiếp 24/7 để được đi xem nhà miễn phí:  - Hoàng Hưng - 0988.954.278. - Chuyên Nhà đất Hoàn Kiếm, Ba Đình, Tây Hồ. - Miễn trung gian, quảng cáo.",10/10/2022,Tin thường,batdongsan_so_com_vn_1673795703.454594
"3,8 tỷ VNĐ","hoàng mai, hà nội", 34m2,,,,,,"Siêu đẹp nhà Trương Định 34mx4, mt 3,8m NGÕ RỘNG 4M - Ô TÔ ĐỖ CỬA - NHÀ ĐẸP Ở LUÔNNGÕ RỘNG 4M - Ô TÔ ĐỖ CỬA - NHÀ ĐẸP Ở LUÔN.Lh: 0989035951 hoặc 0346363362 : Phú Gia chuyên n+ Sổ đỏ hoa hậu. Sẵn sàng giao dịch.hà phố Hà Nội.+ Đường trước nhà to rộng, thông thoáng, tô 4 chỗ qua thoải mái. Dân trí cao an ninh tốt.+ Nhà thiết kế hiện đại, nội thất đẹp. Khách mua về chỉ việc ở luôn.Thiết kế: Tầng 1: Khách + bếp.Tầng 23: Mỗi tầng 1 ngủ + vệ sinh.Tầng 4: Phòng thờ + sân phơi, ( có thể làm thêm phòng ngủ)+ Tân Mai Gần bến xe Giáp Bát, Trương Định, Giải Phóng, Kim Đồng, Tam Trinh, trường Đại Học Kinh Tế Quốc Dân Xây Dựng, Bách khoa, Bệnh viện Bạch Mai",10/10/2022,Tin thường,batdongsan_so_com_vn_1673795705.4403572
"2,55 tỷ VNĐ",Đường Nguyễn Trãi phường Thanh Xuân Nam, 139m2,, 6, 3, 3, 2,"Cần bán nhà Khuất Duy Tiến và Nguyễn Trãi Thanh Xuân Nam đối diện bách hoá thanh Xuân.Diện tích: 139m2 Hướng cửa ban công chính Đông Nam.Căn lô góc bao gồm 3 phòng ngủ . Phòng bếp, 2wc, ban công rộng thoáng như hình chụp, ngồi uống cfe và uống trà, nhậu view đẹp... Chiều dài ban công bao quanh nhà, 1- 13,5m, 2 - 10,5m.Nằm ở khu dân cư đông đúc sầm uất khu dân trí cao an ninh tốt với nhiều tiện ích …Giao thông thuận lợi Vị trí: Trung tâm HNNằm ngay ngã tư khuất duy tiến và Nguyễn Trãi, đối diện bách hoá thanh Xuân.Đường Nguyễn Trãi vào 20m, cạnh cổng trường mầm non thanh Xuân Nam..xung quanh là trường các cấp...gần chợ bệnh viện nên rât tiện việc đi lại và sinh hoạtPháp lý đầy đủ rõ ràng có Sổ đỏ chính chủ.Giá bán: 2,55 Tỷ.Liên hệ chính chủ 0973119955 anh Tùng.",10/10/2022,Tin thường,batdongsan_so_com_vn_1673795707.0263975
88 triệu VNĐ,Đường Vũ Trọng Khánh phường Mộ Lao, 246m2, 12, 4, 3, 5, 5,"- Vị trí không thể trung tâm hơn KĐT Mỗ Lao - Làng Việt Kiều Châu Âu với hàng ngàn tiện ích, dịch vụ nhà hàng cao cấp, dịch vụ giải trí 5 ***- Thông số không thể đẹp hơn với mặt tiền siêu khủng 12m, phù hợp nhiều loại hình kinh doanh đặc biệt là xây dưng Căn hộ Aparment, chung cư mini cao cấp lấy dòng tiền- Thông tin quy hoạch ổn định, nhà không có tranh chấp, sổ đỏ giao dịch luôn - Liên hệ ngay bây giờ để nhận full thông tin hình ảnh, video, giá bán... THÔNG TIN LIÊN HỆ: Tùng Nhiệt (zalo, viber, sms, call...)",10/10/2022,Tin thường,batdongsan_so_com_vn_1673795708.7571857
"8,6 tỷ VNĐ",Đường Quan Nhân phường Nhân Chính, 61m2, 6, 4, 5, 4,,"
    - Khu vực KD sầm uất, mặt tiền 6m KD gì cũng dễ dàng.- Sổ đỏ chính chủ.- Mr. Hoàng: 0896.470.254 (- Chuyên nhà đẹp quận Thanh Xuân,- Thông tin chính xác giá chuẩn tư vấn tận tâm.
",10/10/2022,Tin thường,batdongsan_so_com_vn_1673795710.550153
"7,4 tỷ VNĐ",Đường Đội cấn phường Đội Cấn, 74m2, 5, 3, 5, 5, 5,"
    * Cần bán nhà để đổi nhà lớn hơn, chủ nhà là đại gia có tiếng.- DT 68m x 5 tầng, mặt tiền 5m, giá 7.4 tỷ (có thương lượng).- Chủ nhà thiện chí, chỉ cần khách thích.- Liên hệ để xem nhà miễn phí mr Tuấn 0902157089 - 0981588619
",10/10/2022,Tin thường,batdongsan_so_com_vn_1673795712.2248535
45 tỷ VNĐ,Đường Đồng Cổ phường Bưởi, 300m2, 10, 10, 3, 4, 3,"
    *** Nhà MẶT PHỐ cũ chủ xác định bán đất để chủ mới xây biệt thự hoa trồng quanh nhà- DT 300m x 3 tầng, 45 tỷ (có thương lượng).- Xung quanh nhiều tiện ích: Bệnh viện, trường học... Đi bộ 5 phút là tới Hồ Tây.- Chủ nhà rất cần bán, chỉ cần khách thích.- Liên hệ để xem nhà miễn phí mr Tuấn 0902157089 - 0981588619 
",10/10/2022,Tin thường,batdongsan_so_com_vn_1673795714.4775224
9 tỷ VNĐ,Đường Ngọc Khánh phường Ngọc Khánh, 77m2, 5, 3, 5, 5, 5,"
    *** Nhà mới xây được 5 năm, cần tiền bán gấp- DT 77m x 5 tầng, mặt tiền 5.1m, giá 9 tỷ (có thương lượng).- Xung quanh tiện ích không thiếu thứ gì: TTTM, bãi đỗ xe 24/7, bện viện, trường học- Phong thủy tốt, mang lại tài lộc cho gia chủ.- Liên hệ để xem nhà miễn phí mr Tuấn 0902157089 - 0981588619
",10/10/2022,Tin thường,batdongsan_so_com_vn_1673795715.9998288
