price,address,Diện tích,Số tầng,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số phòng ngủ,Số toilet,Hướng
"4,2 tỷ VNĐ",La Khê - Hà Đông, 38m2, 4,"Bán nhà La Khê, Hà Đông 38mx4 tầng ô tô vào nhà, ngõ thông hơn 4 tỷ Căn nhà đẹp hiếm nhất Hà Đông mới về ở ngay, ngõ thông tứ tung, ô tô vào nhà, nội thất Châu Âu vài bước ra phố 38m thiết kế 4 tầng hiện đại thoáng sáng. Bán kinh xung quanh hưởng trọn tiện ích Khu đô thị Ngô Thì Nhậm gần chợ Bông Đỏ, tàu điện trên cao, bến xe, trường học các cấp ngay gần nhà. Giáp Ngô Quyền ra Lê Trọng Tấn đối diện Văn Phú vài bước ra Quang Trung. Sổ vuông sẵn sàng giao dịch. Giá: 4.2 tỷ ( gia lộc). Liên hệ : Huyền Ba La Sat Thổ cư ( 0363703491- 0965472910) – Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",05/12/2022,Tin thường,batdongsan_so_com_vn_1673784647.7548513,,,,,
4 tỷ VNĐ,Phan Đình Giót - Hà Đông, 38m2, 4," Bán nhà Phan Đình Giót, Hà Đông 38mx4T ngõ thông ô tô vào nhà chỉ 4 tỷ Cần bán nhanh căn nhà hot nhất Hà Đông hiện tại, ô tô vào nhà, mặt tiền rộng hơn 5m, thiết kế 4 tầng thoáng sáng 38m, ngõ thông tứ tung vài bước chân ra phố, hàng xóm thân thiện văn minh. Bán kính xung quanh nhà đầy đủ tiện nghi gần chợ Bông Đỏ mua gì cũng có giáp Khu đô thị Ngô Thì Nhậm gần gas La Khê tàu điện trên cao, trường học các cấp, bến xe bus. Gần Quang Trung sang Lê Trọng Tấn ra Ngô Quyền đối diện Văn Phú ra Hoàng Đôn Hoà. Sổ vuông sẵn sàng giao dịch. Giá: 4 tỷ ( gia lộc). Liên hệ : Huyền Ba La Sat Thổ cư ( 0363703491- 0965472910) – Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",05/12/2022,Tin thường,batdongsan_so_com_vn_1673784648.848924,,,,,
"3,9 tỷ VNĐ",La Khê - Hà Đông, 39m2, 4,"Bán nhà La Khê, Hà Đông ô tô ngõ thông nội thất xịn 39mx4 tầng hơn 3 tỷ Bán nhà riêng đẹp nhất La Khê, Hà Đông ngõ thông nhà mới 4 tầng ở ngay, mặt tiền rộng, ô tô vào nhà 39m, nội thất hiện đại ở ngay. Nhà gần chợ Bông Đỏ lại gần Ngô Thì Nhậm, đi bộ ra trường học, ngân hàng, siêu thị, bệnh viện đầy đủ. Hàng xóm cực thân thiện ở sướng. Gần Quang Trung sang Lê Trọng Tấn ra Ngô Quyền đối diện Văn Phú ra Hoàng Đôn Hoà. Sổ vuông sẵn sàng giao dịch. Giá: 3.9 tỷ ( gia lộc). Liên hệ : Huyền ( 0363703491- 0965472910) – Gặp trực tiếp chính chủ.",05/12/2022,Tin thường,batdongsan_so_com_vn_1673784649.7445264,,,,,
"3,95 tỷ VNĐ",Ngô Quyền - Hà Đông, 40m2, 4,"Bán nhà Ngô Quyền, Hà Đông 40mx4 tầng ô tô ngõ thông hơn 3 tỷ Chú tôi chuyển vào Nam sống cùng gia đình nên cần bán nhà siêu đẹp tại phố Ngô Quyền, Hà Đông có 4 tầng rộng đẹp, khách vào là ưng, giá tốt nhất khu vực, ngõ nông thông ô tô vào ở ngay. Hàng xóm toàn cán bộ công nhân viên trí thức ở Học viện quân y và Học viện Chính Trị ở cực tĩnh yên tâm, hàng xóm thân thiện. Xung quanh nhà đầy đủ tiện ích. Gần Vạn Phúc giáp Ngô Thì Nhậm ra Quang Trung sang Yết Kiêu ra Lê Trọng Tấn. Sổ vuông sẵn sàng giao dịch. Giá: 3.95 tỷ ( gia lộc). Liên hệ : Huyền ( 0363703491- 0965472910) – Gặp trực tiếp chính chủ.",05/12/2022,Tin thường,batdongsan_so_com_vn_1673784651.0610402,,,,,
,"TT. Trạm Trôi, Hoài Đức", 50m2,,"Chính chủ cần tiền bán gấp  + Nhà 4 tầng vị trí Thị Trấn Trạm Trôi, trung tâm huyện Hoài Đức. + Nhà thiết kế đẹp, 50m2 mặt tiền 5m, giá 2.2 tỷ + Mua để ở hoặc kinh doanh siêu đỉnh. + Đường thoáng, ô tô vào nhà. + Dân ý thức tốt, an ninh tốt, tiện ích không thiếu thứ gì. + Sổ đỏ chính chủ, pháp lý sạch, sẵn sàng giao dịch. Anh/ chị có nhu cầu mua nhà đất liên hệ Bích Phượng (chuyên nhà đất thổ cư) tại huyện Hoài Đức để được tư vấn và xem nhà đất hoàn toàn miễn phí. Vui lòng liên hệ: Mrs. Bích Phượng: 0915568218 / 0834081167",05/12/2022,Tin thường,batdongsan_so_com_vn_1673784652.1121974,,,,,
,"Di Trạch, Hoài Đức", 45m2,,"Chính chủ cần tiền bán gấp + Nhà 4 tầng vị trí Di Trạch, Hoài Đức + Nhà thiết kế đẹp, 45m2 mặt tiền 4.5m, giá 2.1 tỷ + Mua để ở hoặc kinh doanh siêu đỉnh. + Đường rộng mấy ô tô tránh. + Khu dân trí cao, hàng xóm thân thiện, tiện ích không thiếu thứ gì. + Sổ đỏ chính chủ, pháp lý rõ ràng, sẵn sàng giao dịch. Anh/ chị có nhu cầu mua nhà đất liên hệ Bích Phượng (chuyên nhà đất thổ cư) tại huyện Hoài Đức để được tư vấn và xem nhà đất hoàn toàn miễn phí. Vui lòng liên hệ: Mrs. Bích Phượng: 0915568218 / 0834081167",05/12/2022,Tin thường,batdongsan_so_com_vn_1673784655.1373458,,,,,
,"Lai Xá, Kim Chung, Hoài Đức", 50m2,,"Chính chủ cần tiền bán gấp  + Nhà 4 tầng vị trí Lai Xá, Kim Chung, Hoài Đức + Nhà thiết kế đẹp, 50m2 mặt tiền 4.5m, giá 2.2 tỷ + Mua để ở hoặc kinh doanh siêu đỉnh. + Đường rộng thênh thang, thông tứ phía, ô tô vào nhà. + Khu dân trí cao, an ninh tốt, tiện ích không thiếu thứ gì. + Sổ đỏ chính chủ, pháp lý sạch, sẵn sàng giao dịch. Anh/ chị có nhu cầu mua nhà đất liên hệ Bích Phượng (chuyên nhà đất thổ cư) tại huyện Hoài Đức để được tư vấn và xem nhà đất hoàn toàn miễn phí. Vui lòng liên hệ: Mrs. Bích Phượng: 0915568218 / 0834081167",05/12/2022,Tin thường,batdongsan_so_com_vn_1673784656.8435514,,,,,
"9,6 tỷ VNĐ","Đường Phan Kế Bính, Cống Vị, Ba Đình", 50m2, 5,"Chính chủ bán gấp nhà mặt phố Phan Kế Bính, Ba Đình, 6 tầng, Mt 4.5m, 9.6 tỷ.+ Vị trí lý tưởng, vỉa hè cực rộng, kinh doanh gì cũng, An sinh tốt, không có cái thứ hai tại khu vực.+ Nhà xây kiên cố 6 tầng, công năng sử dụng hợp lý, thoáng, nội thất nhập khẩu.+ Sổ đỏ siêu đẹp, sẵn sàng giao dịch.MR Trung 0896695659 ( tư vấn hỗ trợ 24/7 )",05/12/2022,Tin thường,batdongsan_so_com_vn_1673784657.8924088, 5, 4, 4, 5,
"6,85 tỷ VNĐ","Đường Quốc lộ 32, Kim Chung, Hoài Đức", 65m2, 7,"
    Cực Hiếm Cần Bán CCMN Quốc lộ 32 Lai xá, Kim Chung, Hoài Đức 65M 7 tầng Thang máy chỉ 6,x tỷ
+ Vị trí siêu đẹp, Trung tâm phát tiển, gần các Trường Đại Học Thành Đô, ĐH Công nghiệp Hà Nội, ĐH Tài nguyên Môi trường.. KCN Nhổn, Di Trạch..
+ Giao thông thuận tiện Quốc lộ 32,Đường Xuân phương, Bến xe Mỹ Đình.. 10 phút tới trung tâm thành phố.
+ Tiện ích ngập tràn, rất đông sinh viên, người đi làm nhà mới mà luôn kín phòng. Nhu cầu thuê rất cao.
+ Sổ CC, Hoa Hậu , pháp lý rõ ràng, sẵn sang tên, thủ tục nhanh gọn.
+ Xem nhà gọi Mr Đức Nhà Đẹp Rất nhiều nhà đẹp phù hợp mọi nhu cầu Anh Chị Em.
",05/12/2022,Tin thường,batdongsan_so_com_vn_1673784658.856095, 5, 3, 12, 12,
16 tỷ VNĐ,"Đường Hoàng Như Tiếp, Bồ Đề, Long Biên", 57m2, 7,"LÂM HẠ, LONG BIÊN - AN SINH VIP - GARAGE 2 XE 7 CHỖ - THIẾT KẾ SANG, XỊN, MỊN. Nhà thuộc phố Lâm Hạ an sinh đỉnh chóp, nơi tập trung của giới tinh hoa.Xung quanh nhà toàn Doanh nhân thành đạt, Quan chức các cấp,... Đường vào nhà dễ dàng, oto tránh vòng quanh. Vị trí thuận tiện vào phố lẫn đi sân bay hay các tỉnh lân cận.Hoàn thiện trau truốt, thiết bị cao cấp nhập khẩu...Thiết kế:T1: Garage.T2:P.khách, Bếp.T3,4: p.ngủ master.T5: 2 p.ngủ nhỏ, wc ngoài.T6: P.thờ, sân phơi, bàn trà, mái kính.T7: Kho, máy lọc nước,... Lh:0392488493-Vinh để xem và trực tiếp lv vs chủ.",05/12/2022,Tin thường,batdongsan_so_com_vn_1673784660.0236723, 4, 8, 5, 4,
