price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Số toilet
"3,75 tỷ VNĐ","Tam Trinh, Hoàng Mai, Hà Nội", 37m2, 5, 3, 4, 3," # Bán nhà quận Hoàng Mai phường Yên Sở đường Tam Trinh LH Tình Nhà Đất 0906113879. + CC cần bán gấp nhà trong ngõ đường Tam Trinh, nhà xây mới cứng, thiết kế đẹp long lanh, 5m ra ô tô tránh, 30m ra mặt đường đôi Tam Trinh, ở thích, an sinh đỉnh. + Hiện Trạng: 4 tầng xây chắc, thiết kế đẹp, hiện đại, tổng 3 ngủ rộng + ws, khách, bếp, phòng thờ sân phơi riêng. + Nội thất đầy đủ gồm: tủ bếp, sàn gỗ, cầu thang, thiết bị ws...cao cấp, chủ mới mua về chỉ việc đén ở. + Vị Trí trung tâm tuyệt đẹp: khu dân trí cao, an ninh an sinh tốt, tiện chợ, gần trường học, bệnh viện, 30m ra đường đôi Tam Trinh, gần Công viên Yên Sở, trung tâm phố tiện ích, giao thông thuận tiện. + Sổ vuông nét căng chính chủ, sẵn sàng giao dịch. # HotLine: 0906113879 Tình Nhà Đất quận Hà Đông – Hà Nội ( uy tín, tận tâm, nhiệt tình, tư vấn hỗ trợ 24/7 ).",24/08/2022,Tin thường,batdongsan_so_com_vn_1673806552.422272,
8 tỷ VNĐ,Nguyễn Trãi, 54m2,,, 5,,"Bán nhà Phố Nguyễn Trãi, Thanh Xuân 54m2x5T, Ô TÔ tránh, Ở, KINH DOANH bất chấp, 8 Tỷ. + Vị trí đỉnh, gần Ngã Tư Sở, Royal City. Đường trước nhà rộng, ô tô tránh, ô tô vào nhà, vừa ở hoặc kinh doanh đều tuyệt. + Nhà mới đẹp, nội thất nhập khẩu, chủ tặng lại hết cho khách. + Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch. LH: Em Hoan, 0925088355, chuyên Thổ cư Thanh Xuân, Đống Đa, miễn phí xem nhà 24/7.",24/08/2022,Tin thường,batdongsan_so_com_vn_1673806553.8245206,
"4,5 tỷ VNĐ",10/x6/8 Ngọc Thụy, 68m2, 4,, 4, 8,"Bán Nhà Ngọc Thụy - Long Biên* Mô tả :+ Nhà chủ tự xây kiên cố với 8 phòng khép kín, có gác xép cho thuê với dòng tiền 20 triệu/ tháng.+ Thiết kế tầng 1 để xe, 2 phòng cho thuê, tầng 2, 3 mỗi tầng 3 phòng. Chủ thiện chí bán vì không có thời gian chăm ngôi nhà.+ Sổ đỏ đẹp, sẵn sàng giao dịch.+ Chuyên mua bán nhà đất, vui lòng liên hệ : TRẦN QUYẾT BĐS LONG BIÊN, điện thoại/ Zalo: 0374148382.",24/08/2022,Tin thường,batdongsan_so_com_vn_1673806555.317527, 4
"5,5 tỷ VNĐ","Quang Trung, Hà Đông", 55m2, 3, 2, 3, 4,"Bán Nhà Quang Trung – Hà Đông, Ngõ Rộng, Ở Luôn, DT 55m2 x 3T, Chỉ 5.5 Tỷ. Vị trí:2 MẶT NGÕ TRƯỚC SAU, CÁCH MẶT NGÕ Ô TÔ TRÁNH + VỈA HÈ 4M, GẦN PHỐ, NHÀ ĐẸP Ở LUÔN, ĐẦY ĐỦ CÔNG NĂNG SỬ DỤNG Nhà Ô Tô tránh cách nhà 5m, 50 m ra mặt phố Quang Trung, đi bộ lên ga Văn Phú. Mô Tả: • Thiết Kế: Tầng 1: Phòng khách, wc, bếp. Tầng 2,3 mỗi tầng  2 phòng ngủ, wc, ban công. Tầng tum: Phòng thờ, sân phơi rộng. * Sổ đỏ vuông vắn thi hoa hậu + Giá bán: 5.5 tỷ ( Có thương lượng ). Liên hệ trực tiếp 24/7 để đi xem nhà miễn phí.                                                                                                                                                                           - Mr Luyện thổ cư: 0911779569 - Chuyên Nhà đất Thổ cư các phân khúc từ 1 tỷ đến trên 100 tỷ.  “TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG”",24/08/2022,Tin thường,batdongsan_so_com_vn_1673806556.6649234, 3
"5,5 tỷ VNĐ","Quang Trung, Hà Đông", 55m2, 3, 2, 3, 4,"Bán Nhà Quang Trung – Hà Đông, Ngõ Rộng, Ở Luôn, DT 55m2 x 3T, Chỉ 5.5 Tỷ. Vị trí:2 MẶT NGÕ TRƯỚC SAU, CÁCH MẶT NGÕ Ô TÔ TRÁNH + VỈA HÈ 4M, GẦN PHỐ, NHÀ ĐẸP Ở LUÔN, ĐẦY ĐỦ CÔNG NĂNG SỬ DỤNG Nhà Ô Tô tránh cách nhà 5m, 50 m ra mặt phố Quang Trung, đi bộ lên ga Văn Phú. Mô Tả: • Thiết Kế: Tầng 1: Phòng khách, wc, bếp. Tầng 2,3 mỗi tầng  2 phòng ngủ, wc, ban công. Tầng tum: Phòng thờ, sân phơi rộng. * Sổ đỏ vuông vắn thi hoa hậu + Giá bán: 5.5 tỷ ( Có thương lượng ). Liên hệ trực tiếp 24/7 để đi xem nhà miễn phí.                                                                                                                                                                           - Mr Luyện thổ cư: 0911779569 - Chuyên Nhà đất Thổ cư các phân khúc từ 1 tỷ đến trên 100 tỷ.  “TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG”",24/08/2022,Tin thường,batdongsan_so_com_vn_1673806558.0846133, 3
"9,5 tỷ VNĐ",tây sơn, 65m2,,,,,"Kinh Doanh,Lô Góc,O tô đỗ cửa, An Ninh, tại Tây Sơn,65m2x3Tầng,9.5 Tỷ Mô Tả Chính chủ cần bán nhà tại Tây Sơn, Đống Đa gần các khu vực Nguyễn Lương Bằng, Hồ Đắc Di, Trần Quang Diệu, Thái Hà, Chùa Bộc. Diện tích 65m2. + Ví trí cực đẹp, lô góc 2 mặt thoáng, đường ô tô. + Gần ngay hồ, chợ cực kì tiện lợi, kinh doanh đỉnh. + Nhà 3 tầng, xác định bán đất + Sổ đỏ đẹp, sẵn sàng giao dịch. + Giá bán: 9.5 tỷ (có thương lượng) Liên hệ: Nghĩa – 0868181683 ( để được gặp chủ thương lượng trực tiếp) Miễn phí xem nhà – Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24h/7 ",24/08/2022,Tin thường,batdongsan_so_com_vn_1673806559.3602002,
"9,5 tỷ VNĐ",tây sơn, 65m2,,,,,"Kinh Doanh,Lô Góc,O tô đỗ cửa, An Ninh, tại Tây Sơn,65m2x3Tầng,9.5 Tỷ Mô Tả Chính chủ cần bán nhà tại Tây Sơn, Đống Đa gần các khu vực Nguyễn Lương Bằng, Hồ Đắc Di, Trần Quang Diệu, Thái Hà, Chùa Bộc. Diện tích 65m2. + Ví trí cực đẹp, lô góc 2 mặt thoáng, đường ô tô. + Gần ngay hồ, chợ cực kì tiện lợi, kinh doanh đỉnh. + Nhà 3 tầng, xác định bán đất + Sổ đỏ đẹp, sẵn sàng giao dịch. + Giá bán: 9.5 tỷ (có thương lượng) Liên hệ: Nghĩa – 0868181683 ( để được gặp chủ thương lượng trực tiếp) Miễn phí xem nhà – Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24h/7 ",24/08/2022,Tin thường,batdongsan_so_com_vn_1673806562.7785997,
"1,95 tỷ VNĐ",Đường Hồng Mai phường Quỳnh Lôi, 30m2, 3, 2, 3, 2,Cụ thể: - Tầng 3: Sân phơi. ,24/08/2022,Tin thường,batdongsan_so_com_vn_1673806566.170863, 2
"4,15 tỷ VNĐ",Đường Ngọc Thụy phường Ngọc Thụy, 46m2, 4, 5, 5, 3,"+ Nhà xây mới kính koong 5 tầng, móng cọc bê tông chắc chắn hiện đại sang trọng, nội thất gỗ lim nam phi,bồn cầu Toto xịn sò khách mua về chỉ việc xách vali về ở ngay, nhà thiết kế gồm : - Tầng 5 : phòng thờ, sân phơi rộng thoáng sáng ",24/08/2022,Tin thường,batdongsan_so_com_vn_1673806567.6485126, 4
"23,9 tỷ VNĐ",Đường Nguyễn Tuân phường Nhân Chính, 75m2, 5, 15, 6, 4,"- Diện tích 75m, nhà 6 tầng thang máy, nội thất chủ dát vàng 18k toàn bộ, thiết kế thông sàn, 4PN, trước nhà 3 ô tô tránh nhau, vỉa hè 3m, 2 bên, view tòa chung cư cực thoáng. Sổ đỏ chính chủ, pháp lý rõ ràng giao dịch ngay. ",24/08/2022,Tin thường,batdongsan_so_com_vn_1673806569.4279966, 4
