price,address,Diện tích,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền,Hướng
"9,7 tỷ VNĐ",Đường Lê Trọng Tấn phường Khương Mai, 58m2, 1, 7, 10, 1,"
    + Nhà mới lô góc với 10 phòng khép kín thang máy cho thuê doanh thu 45tr/tháng.+ Ngõ trước nhà rộng gần phố khu nhu cầu cho thuê cao.+ Tiện ích xung quanh rất nhiều gần chợ, gần nhiều trường đại học.+ Thiết kế: Tầng 2 phòng khép kín, nếu khách đầu tư giữ tiền rất tôt. + Sổ đỏ chính chủ giao dịch ngay.
",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820626.5635073,,
"11,9 tỷ VNĐ","đường Phúc La- Văn Phú, phường Phú La", 110m2,, 5, 4, 4,"Mô tả: + Bán nhà KĐT Văn Phú 110m2*5tầng mặt tiền 12m chỉ 11,xtỷ giá rẻ nhất Văn Phú,+ Nhà thuộc khu phân lô, lòng đường 12m, vỉa hè 4m, ô tô tránh - dừng đỗ trước cửa thoải mái+ Cạnh nhà, cách 50m có khuât viên để cho cả khu ra chơi hoặc tập thể dục...+ Nhà sát lô góc ngay cạnh ngã tư vị trí cực kỳ thoáng và đẹp. gần siêu thị metro hà đông. bệnh viện công an, khu vui chơi,ăn uống, + Nhà chủ tự xây, tỉ mỉ, chắc chắn, đẹp long lanh có cổng trời và khe thoáng ở giữa nhà.4 phòng ngủ to rộng,+ Chủ đang rất thiện chí,hào sảng,Đất vượng khí tài,+ sổ đỏ phân lô,chính chủ + giá tham khảo 11,9tỷ( thương lượng với chủ)+ Gọi ngay Mrs Hương Chuyên bán,cho thuê và nhận ký gửi nhà đất thổ cư Hà Đông. ",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820627.9906929, 12,
"11,5 tỷ VNĐ","Tố Hữu, Hà Đông, Hà Nội.", 52m2, 12, 8,,," # Bán nhà mặt tiền, vị trí siêu kinh doanh, 8T thang máy, mặt tiền rộng, đường 3 ô tô tránh, phù hợp ở, kinh doanh hay cho thuê đều đỉnh. DT 52m, 8T, MT 7.8 m, giá chỉ 11.5 tỷ. + Vị Trí: đắc địa, mặt phố siêu kinh doanh gà đẻ trứng vàng. + Ngay cạnh KĐT Văn Phú, KĐT Park City, KĐT Văn Khê. + Giao thông: di chuyển QL21 về phía Tây Bắc, đường Lê Trọng Tấn, Tố Hữu, Lê Văn Lương, Phan Đình Giót, Ngô Thì Nhậm, Quang Trung, Trần Phú, Nguyễn Trãi quận Thanh Xuân vô cùng thuận lợi. + Nhà 8T khung cột chắc, T1 cho thuê 15 triệu/tháng, từ T2 lên trên, tổng 15 phòng khép kín cho thuê thu đều dòng tiền khủng. + Giá chỉ 11.5 tỷ ( Có Thương Lượng ). + Sổ đỏ chính chủ pháp lý chuẩn, sẵn sàng giao dịch. # HotLine: 0983858722 Tình nhà phố ( chuyên mua bán, nhận ký gửi, có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ).",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820629.2184026, 7,
"19,8 tỷ VNĐ",Đường Nghi Tàm phường Quảng An, 100m2, 50, 5, 10, 12,Bán nhà mặt phố Nghi Tàm - quận Tây Hồ - vị trí đẹp nhất nhì phố.         Liên hệ xem nhà: Chị Thúy 0982565488 ( Miễn MG & QC) ,10/06/2022,Tin thường,batdongsan_so_com_vn_1673820630.2287002, 8,
"4,45 tỷ VNĐ",dduwwongf xuân thủy, 50m2,,,,,"BÁN ĐẤT TẶNG NHÀ GIÁ THƠM - BA GÁC TRÁNH XE ĐẠP - HAI THOÁNG - BAY NGAY.Ngõ ô tô vào đến ngách nhà - Vị trí quá vip vì xung quanh quá nhiều trường đại học như : Sư phạm, ngoại ngữ... Nhiều trung tâm thương mại lớn. Dân cư đông cho thuê trọ lun ngập tràn khách.- Nhà xây đã lâu nhưng cũng còn khá chắc chắn. Khách ko đủ tài chính xây thì sửa chữa lại vẫn lung linh.- Thiết kế lệch tầng công năng đủ 4 ngủ:+ Tầng 1 có sân để xe ,phòng khách, bếp.+ Tầng 2,3 có 2 ngủ và wc.+ Tầng 4 phòng thờ và sân thượng.Phía sau có khe thoáng 0.5m.- Sổ chính chủ giao dịch ngay.- Giá 4.45 tỷ có thương lượng.Alo Ngọc 0354443201",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820641.7135127, 4, Tây bắc
155 tỷ VNĐ,"quang trung , hà đông", 460m2, 27, 1,,,"- mảnh đất duy nhất còn lại tại mặt phố quang trung, Hà Đông, với mọi lợi thế về kinh doanh bất chấp mọi mô hình, - mảnh đất sinh khí vượng phát, cho tất cả chủ sở hữu lẫn thuê đều phất lên như diều gặp gió- chủ sở hữu muốn thanh khoản chuyển đổi mô hình lớn lao hơn lên cần thanh khoản- Gía; 155 tỷ*** AC QUAN TÂM ; 0845790555 đỗ hạnh thanks ",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820642.9063418, 17,
10 tỷ VNĐ,Đường Tô Vĩnh Diện phường Khương Trung, 102m2, 1, 5, 4, 4,"
    
SUMMO VIỆT NAM mời 5 Giám đốc Khối kinh doanh  về gây dựng sự nghiệp ở môi trường Bất động sản Thổ cư tốt nhất Hà Nội.
+ 5 Trưởng phòng kinh doanh.
+ 10 Trợ lý Trưởng phòng kinh doanh.
+ 10 Đầu chủ khai thác nguồn hàng.
+ 100 Chuyên viên bán hàng.
Nếu anh em tâm huyết Bất động sản Thổ cư mong muốn phát triển phòng kinh doanh mà đang gặp khó khăn về cơ chế và phát triển nhân sự thì SUMMO VIỆT NAM là điểm đến yên tâm và tốt nhất để anh em có thể bung toàn bộ 200% năng lực phát triển sự nghiệp. 
SUMMO VIỆT NAM đồng hành cùng tất cả 100% các Thành viên trong Công ty ươm mầm những giấc mơ sự nghiệp.

- VPGD: 52 Lê Đại Hành, Hai Bà Trưng, Hà Nội
- Hội sở chính: (Lô S5 – 18 ) Ngõ 300 Nguyễn Xiển, Thanh Xuân, Hà Nội.
- Văn phòng chi nhánh:
+ Trụ sở Hà Đông: 12TT35 khu đô thị Văn Phú, Hà Đông, Hà Nội.
+ Trụ sở Cầu Giấy, Ba Đình: Loading…..
+ Trụ sở Long Biên: Số 68, Ngõ 144 Cổ Linh, Long Biên
096 9292 688 SUMMO VIỆT NAM.
",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820644.2078407, 12,
"8,5 tỷ VNĐ",Cây Quýt, 48m2,, 2, 2, 2,"- Chính chủ cần bàn nhà cấp 4 Cây Quýt La Khê Hà Đông, Phân Lô vỉa Hè.- Rộng 48m2. Giá 8.5 tỷ. mặt tiền rộng 4m. Đường đôi rộng 15m. Kinh doanh siêu đỉnh. ( nhà cũ đang kinh doanh )- Hướng Tây Nam.- Vị trí đắc địa, nhà cao tầng san sát, dân cư qua lại đông đúc.- Khu vực đầy đủ tiện ích với sân bóng, bể bơi, trường cấp 1 cấp 2, chợ, Vinmart .. .- Vị trị giao thông thuận tiện, giáp với Đường Quang Trung, đường Tố Hữu Hà Đông, gần nhà thi đấu Hà Đông.Khu đất dịch vụ Vạn Phúc ,,,- Giá cả có thương lượng, ( Miến phí bao sang tên sang sổ cho khách mua )- Liên hệ Mr. Khắc Anh. 0968608331",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820645.5123508, 5, Tây nam
"4,5 tỷ VNĐ",Đường 1 phường Cổ Đông, 5000m2,,,,,"- Cạnh sân Golf đồng mô ( làm nhà nghỉ cuối tuần đi đánh Gold )  - Tới cnc, đh FPT 10p  Chiều thứ 6 phi từ hà nội về đây, sáng 7h ăn sáng rồi qua đánh gold thì còn gì bằng. Nhanh tay bán ngay lô hoa hậu nào anh em. ",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820646.5814896, 12,
11 tỷ VNĐ,văn quán, 55m2,, 5, 4, 4,"Bán Nhà, Nguyễn Khuyến, Hà Đông. Ô Tô Kinh Doanh 55m2 x 5 tầng. Mặt Tiền 4.2m. Giá 11 Tỷ.   NHÀ VĂN QUÁN - TRUNG TÂM HÀ ĐÔNG - NHÀ THÔNG 2 ĐẦU - HIẾM TRONG HIẾM Mô tả: + Nhà bán nằm cách mặt phố Nguyễn Khuyến chỉ hơn 50m, lưu thông rất thuận lợi, nhà thông 2 đầu oto tránh trước sau, khu vực toàn quan lớn trong ngành công an sinh sống. + Nhà đang cho cty thuê 25tr/ tháng, đầu tư rất thuận tiện. + Đường Nguyễn Khuyến giao với các đường Trần Phú đi các hướng Ngã Tư Sở, Quang Trung. + Khu vực đầy đủ tiện ích, nhà gần phố, gần siêu thị Bigc Hà Đông, Coopmax, gần các trường Đại Học lớn như: Đại Học Kiến Trúc, Học Viện Bưu Chính Viễn Thông. gần khu đô thị Văn Quán hạ tầng văn minh, khu vực đông đúc, dân trí cao, an ninh tuyệt đối. + Nhà xây 4 Tầng 1 Tum bê tông cốt thép chịu lực, phong cách kiến trúc hiện đại. - Tầng 1: phòng khách, bếp, WC. - Tầng 2,3,4 : Mỗi tầng 1 Phòng ngủ, WC - Tầng 5 (Tum): Phòng thờ, sân phơi.   + Sổ đỏ: Vuông vức, chính chủ, giao dịch phút mốt.   LH: E KHÁNH: 0984568179  ",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820651.487238, 4,
"11,8 tỷ VNĐ",Đường Võ Chí Công phường Xuân La, 105m2, 3, 2, 3, 3,"Sổ đỏ thổ cư ngõ, đường Võ Chí Công, quận Tây Hồ, Hà Nội. + DT sổ đỏ: 105m2 + MT: 5.5M +Hướng: Đông Bắc + Ngõ rộng, lý thuyết Fadil đỗ cửa, cách mặt đường Võ Chí Công 40m + Phù hợp Xây tòa, vừa ở vừa cho thuê căn hộ dịch vụ. Nhà cấp 4 nên thuận tiện xây dựng, sửa sang. Vị trí cách đường Võ Chí Công 40m, đường vào thẳng tắp. Cách Ciputra, Lotte Mall Hà Nội chỉ hơn 300m + Sổ đỏ chính chủ Giá nhỉnh 11,xxx tỷ liên hệ: Không chin43.313.sáu, tám, sau.",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820652.8817127, 6,
"6,5 tỷ VNĐ",Ngõ 262 Đường Láng, 65m2,, 4, 5, 4,"– Bán gấp nhà mới xây, nội thất cao cấp, chưa qua sử dụng tại ngõ 226 Đường Láng, Ngã tư sở, Đống Đa, Hà nội – Diện tích: 65m2. Gồm 4 tầng: 5 phòng ngủ, 4 WC, 1 khách, 1 bếp + Ngõ 226 Láng ba gác tránh xe máy thoải mái, ngõ nông đẹp, sạch sẽ, dân trí cao, an ninh tốt. + Nhà mới đẹp, thiết kế hiện đại, nội thất cao cấp. Tầng 1: Khách + Bếp. Tầng 23: Mỗi tầng 2 phòng ngủ + vệ sinh. Tầng 4: 1 ngủ + phòng thờ + sân phơi. + Sổ vuông riêng đẹp sẵn sàng giao dịch. Gọi ngay cho tôi 24h/7 Ng. Hồng Hải – 0961771396 ",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820654.2266157, 4,
75 tỷ VNĐ,Đường Vũ Miện phường Yên Phụ, 96m2, 10, 8, 8, 10,"SIÊU PHẨM, VIEW HỒ TÂY, 8 TẦNG THANG MÁY, MẶT TIỀN KHỦNG, DÒNG TIỀN MƠ ƯỚC, 3 THOÁNG!❤️❤️❤️    + Vị trí kim cương, mặt phố view hồ, kinh doanh đỉnh, doanh thu bỏ túi mỗi tháng 200 triệu.   + Nhà chủ tự xây cực đẹp, chăm chút từng chi tiết, nội thất hoàng gia, thiết kế trang nhã.  - Tầng 1: Gara, 2 cửa hàng (có thể thay đổi công năng thành 2 căn hộ), 2 vệ sinh.   - Tầng 2,3,4: Mỗi tầng 2 căn hộ sang chảnh khép kín.   - Tầng 5,6: 2 căn penhouse tuyệt đẹp.   - Tầng 7: Bếp, phòng khách, vệ sinh.   - Tầng 8: Phòng thờ, sân thượng thoả sức tiệc tùng, sức chứa trên 30 thực khách, bài chí cực đẹp, tầm nhìn bao trọn nhánh Hồ Tây.   + Sổ đỏ chính chủ giao dịch ngay.   Liên hệ với em 24/7 để em dẫn đi xem nhà ngay ạ. Cam kết thông tin chuẩn 100%.  ",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820655.2977116, 12,
30 tỷ VNĐ,Đường Chiến Thắng phường Văn Quán, 110m2, 15, 4, 6, 5,"
    + Nhà thuộc mặt phố đường Chiến Thắng vỉa hè cực rộng 5m, kinh doanh sầm uất. + Diện tích trên sổ là 76m còn 34m chưa vào sổ thực tế là: 110m (có đóng thuế đất là: 110m ) toàn bộ diện tích 110m đã xây thành nhà hết đất, khách mới mua ở luôn hoặc xây mới cũng dùng hết đất luôn.Thiết kế: + tầng 1: Cửa hàng + phòng ngủ + wc+ tầng 2,3: mỗi tầng 3 phòng ngủ + wc+ tầng 4: 2 sân phơi trước sau.- Sổ đỏ chính chủ sẵn sàng giao dịch.- Diện tích 110m2 x 4 tầng - Giá 30 tỷ- Liên hệ Em Trường 0971.999.203 (Vui lòng gọi trực tiếp. Miễn trung gian)
",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820656.4984996, 5,
"11,8 tỷ VNĐ",Đường Võ Chí Công phường Xuân La, 105m2, 3, 2, 3, 3,"Sổ đỏ thổ cư ngõ, đường Võ Chí Công, quận Tây Hồ, Hà Nội. + DT sổ đỏ: 105m2 + MT: 5.5M +Hướng: Đông Bắc + Ngõ rộng, lý thuyết Fadil đỗ cửa, cách mặt đường Võ Chí Công 40m + Phù hợp Xây tòa, vừa ở vừa cho thuê căn hộ dịch vụ. Nhà cấp 4 nên thuận tiện xây dựng, sửa sang. Vị trí cách đường Võ Chí Công 40m, đường vào thẳng tắp. Cách Ciputra, Lotte Mall Hà Nội chỉ hơn 300m + Sổ đỏ chính chủ Giá nhỉnh 11,xxx tỷ liên hệ: Không chin43.313.sáu, tám, sau.",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820657.5078478, 6,
