price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
8 tỷ VNĐ,Lê Trọng Tấn, 60m2,"+Vị trí cực đẹp phân lô Quân đội cho cấp Tướng, Ngõ thông rộng ô tô tránh, trước nhà xe 7c dừng đỗ thoải mái.Cách 50m ra mặt phố Lê Trọng Tấn. +Xung quanh tiện ích khỏi bàn gần trung tâm thương mại Atemis, gần bệnh viện Bưu Điện, Đại học Y, gần chợ, trường học, bể bơi bốn mùa.. +Chủ nhà tự xây dựng khung cột bê tông chắc chắn 3 tầng 3 phòng ngủ với đầy đủ công năng sử dụng, phòng khách, phòng thờ, sân phơi rộng. Nhà thoáng trước sau, phòng nào cũng có cửa sổ thoáng sáng cả ngày +Sổ đỏ vuông đẹp – sẵn sàng giao dịch. +Giá 8 tỷ - Có thương lượng nhẹ. +Liên hệ: Dung Nguyễn  0089558620 (miễn trung gian), chuyên nhà đất thổ cư khắp Hà Nội từ 1 - 333 tỷ. Tôi phục vụ khách hàng với tiêu chí giúp người là giúp chính mình, quý chữ tín hơn vàng, vươn tới tầm cao mới. Miễn phí 100% với khách mua, về dẫn đi xem nhà và kể cả giao dịch thành công. (Lưu ý: Khách chủ tự thương lượng giá, bên mua không mất phí, được tư vấn hỗ trợ pháp lý, hợp đồng, sổ đỏ 24/24h). ",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807375.8127296,,,,,
13 tỷ VNĐ,Đường Trần Phú phường La Khê, 140m2,"Thiết kế cơ bản , vẫn ở tốt kinh doanh ngay  + Tầng 3 : 1 phòng - thờ  Giá: 13 tỷ, có thương lượng ",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807379.0214744, 5, 50, 3, 4,
"12,6 tỷ VNĐ","Đền lừ, phường Hoàng Văn Thụ", 70m2,"• Nhà phân lô, ô tô đỗ cửa ngày đêm, kinh doanh các mặt hàng.• DT 70m*5T, Mặt tiền 4m.• Giá chào 12.6 tỷ.• Tầng 1 thông sàn, Bếp, wc và cầu thang phía trong.• Từ tầng 2, mỗi phòng 2 tầng, wc• Chủ nhà bán đi để chia tc cho con cháu.• Thể dục hàng ngày tại hồ Đền lừ.• Vài bước chân ra chợ đầu mối phía nam.• giao thông thuận tiên đi các ngả, ra Tân Mai, Nguyễn Đức Cảnh, Giải phóng...• Liên hệ: Mr Dương - 0825920555",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807381.2590795, 4, 8, 5, 4, 4
"3,2 tỷ VNĐ",khu đô thị mới tây nam linh đàm, 68m2,"*SIÊU PHẨM - CHUNG CƯ HƯNG THỊNH TẠI LINH ĐÀM CHUẨN BỊ MỞ BÁN ️ Hanoi Melody Residences - Hưng Thịnh Tây Linh Đàm *Vị Trí Đắc Địa: tại trung tâm bán đảo Linh Đàm, dễ dàng kết nối nhiều trục đường huyết mạch *50 Suất trực tiếp từ CĐT - Giá gốc *1OO% căn hộ có 2 Logia đón nắng gió và ánh sáng tự nhiên. *Gồm 29 tầng nổi, 3 tầng hầm để xe. Tầng 1&2 là shophouse. Căn hộ ở từ tầng 3-29. Mỗi block 8 đến 12 căn hộ với 15 thang máy, có thang vận chuyển rác riêng *Mật độ ""Siêu Thoáng"". *Hỗ trợ vay đến 70% giá trị căn hộ *Pháp lý: minh bạch, sở hữu lâu dài. —-------------------------     *VỊ TRÍ VÀNG - 4 MẶT TIỀN TRUNG TÂM T.P HÀ NỘI: Chung cư hiếm hoi sở hữu vị trí trung tâm - Kết nối hoàn hảo các điểm tiện ích đắt giá nội thành Hà nội: *Cách bệnh viện Bạch Mai chỉ 20 phút đi xe. *Cách bến xe Giáp Bát chỉ 15 phút đi xe. *Cách bến xe Nước Ngầm chỉ 10 phút đi xe. *Cách trường Tiểu học Chu Văn An chỉ 2 phút đi bộ. *Cách chợ Đại Thanh, chợ Linh Đàm - 500m *TỔNG QUAN VỀ DỰ ÁN: - Chủ đầu tư uy tín: Hưng Thịnh - Phát triển dự án: Hưng Thịnh Corporation - Diện tích: 3.28 ha ( gồm 4 block căn hộ) - Quy mô: 29 tầng - Giao nhà: Dự kiến Quý 1/2024 *THIẾT KẾ THÔNG MINH - HƯỞNG TRỌN TIỆN ÍCH HIỆN ĐẠI Không gian linh hoạt: 68m2; 76m2; 82m2; 98m2; 121m²; 147m² (2-3 𝐏𝐍) Với thiết kế hình chữ L giúp tất cả các căn hộ đều có mặt thoáng tự nhiên. Không gian mát mẻ quanh năm, địa thế tự nhiên, không khí trong lành, mảng xanh tự nhiên, hồ điều hòa,... Hơn 200 Tiện ích nổi bật: Siêu thị, trung tâm thương mại, Gym, spa, nhà hàng, nhà trẻ, khu thể thao phức hợp, bể bơi vô cực, … Mọi thông liên hệ trực tiếp: 0987808686 ",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807383.137163,,, 10, 2, 2
"1,9 tỷ VNĐ",phường tây mỗ đại mỗ, 43m2,"Hiện nay chúng tôi đang phân phối quỹ căn hộ Imperia Smart City với đa dạng các loại diện tích: Studio - 1PN - 2PN - 3PN và tầng, hướng, view công viên hồ trung tâm đẹp nhất dự án (đặc biệt có căn vip giá độc quyền đã bán hết trên bảng hàng chúng tôi đều có) với chính sách ưu đãi khủng: - Thanh toán 10% ký ngay hợp đồng mua bán. - Tặng tiền mặt lên đến 65 triệu/căn hộ. - Bốc thăm trúng 1,5 cây vàng SJC - có ngay 100 triệu. - Chiết khấu 19% khi thanh toán sớm. - Chiết khấu 10% khi thanh toán theo tiến độ thường. - Hỗ trợ vay lên đến 70 - 80% giá trị căn hộ. - Vay vốn lãi suất 0% trong 24 tháng. - Miễn phí dịch vụ trong 5 năm. Hotline: 0987808686. Thông tin dự án Imperia Smart City: - Chủ đầu tư: Công ty cổ phần HBI. - Chiều cao: 38 - 39 tầng. - Diện tích: Từ 28.3m2 đến 75.6m2. - Dự kiến bàn giao: T9.2023 - T5.2024. Tiện ích dự án: - Một bước chân tới ngay công viên hồ trung tâm 10.2 ha. - Gần sát nhà để xe 10 tầng đáp ứng nhu cầu của cư dân mà các phân khu khác chưa làm được. - Cạnh trường học VinSchool đã đi vào hoạt động. - Gần các tuyến ga metro số 5,6,7 dễ dàng di chuyển các khu vực trong và ngoài thành phố. - Gần trung tâm thương mại Vincom Mega Mall. - Tham quan vườn nhật lớn nhất Đông Nam Á hàng ngày mà không mất bất kỳ khoản phí nào. - Bể bơi hơn 1000m2 ngay chân tòa nhà. - Tổ hợp 15 công viên thể thao ngay trước mặt dự án. - Cư dân Imperia được hưởng tất cả quyền lợi của cư dân Vinhomes và được hưởng thêm quyền lợi riêng của CĐT. Liên hệ tư vấn, nhận bảng giá và chính sách mới nhất:0987808686",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807385.3863096,,, 10, 1, 1
,"Phố Phạm Văn Đồng, Bắc Từ Liêm, Hà Nội", 45m2,"Cần bán gấp nhà phố phạm văn đồng, 45m2 x 3 tầng, 15m ra phố, oto tránh nhau. - Nhà xây được vài năm nhưng gia chủ giữ gìn và vừa tu sửa lại đẹp như mới. - Nhà tu sửa theo hướng hiện đại, nội ngoại thất đầy đủ chỉ việc đến là ở.  - Thông số nhà. + Tầng 1: Phòng khách và bếp rộng rãi. + Tầng 2: 2 Phòng ngủ + 1 vệ sinh. + Tầng 3: Phòng thờ và sân chơi.  Xung quanh nhà thông thoáng, gần Công viên hoà bình, Ciputra, sunshine,.. Gần siêu thị điện máy HC, Siêu thị Mega Mall,… Gần các trường cấp 1,2,3, đại học, thuận tiện đưa đón con trẻ. Oto đỗ trước nhà cũng được hoặc để bãi gửi xe cách 20m. Liên hệ em Tuấn thổ cư: 0389001010",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807386.7297163, 5,,,,
"4,55 tỷ VNĐ",Đường Nguyễn Trãi phường Thanh Xuân Nam, 44m2,"Ngõ262A Nguyễn Trãi 44m2 - 3.5 tầng - MT5.4m - Giá 4.55 tỷ  Vị trí trung tâm quận Thanh Xuân, gần nhiều trường Đại học, gần phố, khu dân trí , tổng 4 phòng ngủ đủ công năng. Sổ đỏ chính chủ.  Liên hệ Mr Thế 0969619785 ",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807388.3274417, 5, 5, 4, 4, 3
"2,8 tỷ VNĐ",Đường Cổ Linh phường Thạch Bàn, 35m2,"
    CẦN TIỀN BÁN GẤP NHÀ THẠCH BÀN - S35M- MT 4,2 M - GIÁ CHỈ 2,75 TỶ - Ô TÔ- NỞ HẬU. + Nhà chủ tự xây kiên cố chắc chắn ngõ thông ra đường cổ linh .+ Xung quanh tràn ngập tiện ích như trường học, chợ , TTTM Aeon. + Sổ đỏ chính chủ sẵn sàng giao dịch. Lh:0972732402 tư vấn Miễn phí 24/7.
",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807389.6928697, 4, 4, 3, 3, 3
"4,75 tỷ VNĐ",Đường Kim Giang phường Đại Kim, 40m2,"Nhà KIM GIANG quá hiếm, quá đẹp với nội thất tinh tươm sẵn sàng chào chủ mới. 1 khách, 1 bếp và ăn, 4 phòng ngủ, sân vườn rau sạch tăng gia. Các không gian chức năng quá đầy đủ cho gia đình sinh sống lâu dài. 1 bước ra ngay phố lớn qua cầu sang ngay Vũ Tông Phan, Trần Hòa. Chợ ngay gần nhà, đầy đủ các trường học các cấp như Đại kim, Kim giang, Khương đình vân vân mây mây. SỔ ĐỎ CHÍNH CHỦ CHỜ GIAO DỊCH.",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807391.0324287, 3, 3, 4, 4, 3
35 tỷ VNĐ,Đường Kim Mã phường Kim Mã, 60m2,"
    
CĂN NHÀ SIÊU PHẨM MẶT PHỐ KIM MÃ, QUI HOẠCH ỔN ĐỊNH, SIÊU HIẾM, KINH DOANH VÔ ĐỐI
 

Phố Kim Mã trung tâm quận Ba Đình kinh doanh đa ngành nghề vị trí đắc địa vỉa hè rộng ..dân trí cao , rất nhiều tiện ích 3 phút đến TTTM LOTTE, khách sạn DAEWOO, gần công viên Thủ Lệ ... 
Nhà xây 5 tầng đang cho thuê kinh doanh rất đông khách.. chủ thiện trí bán để chia tài sản cho các con, 
 
Sổ đỏ Vuông đẹp, sẵn sàng giao dịch 
 
Diện tích 60m2 mặt tiền 4,8m 
Giá bán 35 tỷ
 
Liên hệ Mr Sơn 0909858789 - 0909.85.87.89 - 0909.858.789 
 
 
",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807392.4466445, 4, 50, 5, 4,
