price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng
"5,3 tỷ VNĐ","Đường Hồ Tùng Mậu, Mai Dịch, Cầu Giấy", 45m2, 4, 1, 6, 4, 5,"
    + Nhà nằm khu vực trung tâm 1 ngoặt 30m ra phố, trước nhà ba gác đua, ngõ thông tứ tung+ Khu vực đông đúc sầm uất, kinh doanh cực tốt, hiện chủ nhà vẫn đang kinh doanh tạp hóa+ Nhà nằm vị trí gần các trường Đh lớn như ĐH thương mại, ĐH QG, ĐH ngoại ngữ...+ Nhà dân xây tâm huyết, thiết kế hiện đại:- Tầng 1: phòng khách, bếp, wc.- Tầng 2,3,4: Mỗi tầng 1 phòng ngủ, wc.- Tầng 5: phòng thờ, sân phơi.Sổ đỏ chính chủ sẵn sàng giao dịch",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790857.57742,
"10,5 tỷ VNĐ",Đường Cầu Giấy, 58m2,,,,,,"Cần bán nhà riêng Ngõ 68 Cầu Giấy ,DT 58m x 5 tầng,mặt tiền 4.50m Thoáng trước sau, phân lô, ô tô vào nhà, ngõ kinh doanh sầm uất, vị trí đẹp, cách Quận ủy Cầu Giấy khoảng 60m. Nhà chủ tự xây đã lâu, khung cột chắc chắn, móng 7 tầng, có cột chờ. Chủ mới sơn sửa, trồng thêm tầng là đẹp long lanh. Thiết kế: T1: khoảng để xe, phòng khách, bếp, VS. T2, 3: mỗi tầng 2 phòng, ban công rộng. T4: phòng thờ, 1 phòng rộng chủ dùng làm chỗ phơi, kho để đồ. T5: tum, sân phơi Sổ đỏ vuông vắn, cất két chờ chủ mới Giá 10.5 tỷ có thương lượng Liện hệ : Tùng BĐS 0981 669 144 - Chuyên nhà đất thổ cư Hà Nội",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790859.2030702,
"2,2 tỷ VNĐ","Đường Bắc Sơn, Đông Sơn, Chương Mỹ", 43m2, 5, 5, 4, 3, 4,"+ Tại trung tâm thị trấn Chúc Sơn, khu vực sầm uất nhất Chương Mỹ,… + Giao thông thuận tiện, hạ tầng đầy đủ, cuối năm 2022 sẽ mở rộng Quốc lộ 6.  + Bán kính 500m đầy đủ các tiện ích: Chợ, trường mầm non, tiểu học, Trung học, trạm y tế, sân vận động, hồ điều hòa,… + Cách trung tâm Hà Đông 7km, cáchbến xe Yên Nghĩa 4km. -Diện tích: 43m2 x 4 tầng, 3 PN, 3 Wc. -T1: gara ô tô. -T2: bếp, phòng khách, wc. -T3: 2 PN, wc. -T4: PN, phòng thờ, sân phơi.  + Sổ đỏ chuẩn, pháp lý sạch. LH Mr Duy 0868131386 để xem nhà. ",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790860.897538, Đông
"2,4 tỷ VNĐ","P. Linh Đàm, Khu đô thị Tây Nam Linh Đàm, Hoàng Mai, Hà Nội 11719, Việt Nam", 68m2,,,, 2, 2,"HaNoi Melody Residences là tổ hợp thương mại và căn hộ cao cấp nhất khu đô thị Linh Đàm  do tập đoàn Hưng Thịnh làm chủ đầu tư.  Hà Nội Melody Linh Đàm gồm 4 tòa tháp chung cư cao 29 tầng được thiết kế hiện đại và tinh tế với hơn 2000 căn hộ cao cấp có diện tích đa dạng từ 67m² đến 145m², công năng từ 2 đến 3 phòng ngủ.  * Căn 2 PN thiết kế: + Căn hộ gồm: Phòng khách, bếp, 2 PN, 2PVS, 2 Ban công logia.  + Diện tích: 67m² - 74m² - 75m² - 87m² - 89m².  * Căn 3 PN thiết kế: + Căn hộ gồm: Phòng khách, bếp, 3 PN, 2PVS, 2 Ban công logia.  + Diện tích: 94m² - 97m² - 101m² - 120m² - 145m².  * Chiết khấu: - Chiết khấu 7% giá trị căn hộ cho khách hàng không vay ngân hàng.  - Thanh toán sớm: Chiết khấu tới 35%/năm trên số tiền thanh toán sớm.  - Giảm 50% phí dịch vụ trong 2 năm.  - Ngân hàng hỗ trợ vay 70% giá trị căn hộ, Ân hạn gốc và lãi suất 0% trong 24 tháng.  * Tiện ích nội khu chuẩn quốc tế: Hồ bơi, vườn dạo bộ, khu vui chơi trẻ em. Khu TDTT (tennis, bóng rổ, bơi... ). Khu BBQ ngoài trời. Khu TTTM, nhà trẻ, gym, spa... Phòng lánh nạn, an ninh đảm bảo ",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790862.8533049, Đông nam
34 triệu VNĐ/m2,"phố Bằng Liệt ,P. Linh Đàm, Khu đô thị Tây Nam Linh Đàm, Hoàng Mai, Hà Nội 11719, Việt Nam", 68m2,,,, 2, 2,"HaNoi Melody Residences là tổ hợp thương mại và căn hộ cao cấp nhất khu đô thị Linh Đàm do tập đoàn Hưng Thịnh làm chủ đầu tư. Hà Nội Melody Linh Đàm gồm 4 tòa tháp chung cư cao 29 tầng được thiết kế hiện đại và tinh tế với hơn 2000 căn hộ cao cấp có diện tích đa dạng từ 67m² đến 145m², công năng từ 2 đến 3 phòng ngủ.  * Căn 2 PN thiết kế: + Căn hộ gồm: Phòng khách, bếp, 2 PN, 2PVS, 2 Ban công logia. + Diện tích: 67m² - 74m² - 75m² - 87m² - 89m².  * Căn 3 PN thiết kế: + Căn hộ gồm: Phòng khách, bếp, 3 PN, 2PVS, 2 Ban công logia. + Diện tích: 94m² - 97m² - 101m² - 120m² - 145m².  * Chiết khấu: - Chiết khấu 7% giá trị căn hộ cho khách hàng không vay ngân hàng. - Thanh toán sớm: Chiết khấu tới 35%/năm trên số tiền thanh toán sớm. - Giảm 50% phí dịch vụ trong 2 năm. - Ngân hàng hỗ trợ vay 70% giá trị căn hộ, Ân hạn gốc và lãi suất 0% trong 24 tháng.  * Tiện ích nội khu chuẩn quốc tế: Hồ bơi, vườn dạo bộ, khu vui chơi trẻ em. Khu TDTT (tennis, bóng rổ, bơi... ). Khu BBQ ngoài trời. Khu TTTM, nhà trẻ, gym, spa... Phòng lánh nạn, an ninh đảm bảo 24/7...


 





 



 
 
 
 










 



 






 



Danh thiếp Zalo

GỌI ĐIỆN
NHẮN TIN

20:49
 











 




",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790864.5896735, Đông nam
759 triệu VNĐ,"Đường Trịnh Văn Bô, Xuân Phương, Nam Từ Liêm", 1m2, 1, 1, 1, 1, 1,"
    Kia Seltos 1.4 Premium 2022 - 759 triệuXe có sẵn Giá bán: 759 triệu  Giá lăn bánh: 872.4 triệuLưu tin Khuyến mại từ người bánKia Seltos mẫu SUV đang được yêu thích nhất hiện nay..- Thiết kế trẻ trung, năng động, ngoại hình thể thao, mạnh mẽ và đầy lôi cuốn........- Nội thất tiện nghi, đầy đủ các tính năng an toàn, hiện đại (chức năng sấy/làm mát ghế lái, tính năng chống chói gương chiếu hậu.. Vv. Vv.....- Đa dạng về màu sắc (có thể chọn 2 tông màu) và phiên bản giúp bạn thoải mái lựa chọn theo phong cách riêng của mình....Nhanh tay đặt xe sớm để nhận những ưu đãi và quà tặng trong tháng 11 này.....Zalo: 0981510783.Địa chỉ: Số 1, Trịnh Văn Bô, Xuân Phương, Nam Từ Liêm, Hà Nội.
",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790866.2193022,
"3,1 tỷ VNĐ","Đường Phạm Hùng, Mỹ Đình 1, Nam Từ Liêm", 70m2,, 1,, 2, 2,"ẢNH THẬT  Gia đình cần bán căn chung  cư dự án 36 Phạm Hùng view công viên, view hồ, tầng trung.  Nội thất cơ bản, do nhu cầu cần chuyển đổi nên bán.  Căn 2 ngủ 2 vệ sinh.  Ban công Đông Nam view hồ, view công viên và đường trên cao.  Đã có sổ sẵn sàng giao dịch.  Liên hệ: 097 152 0 898  ",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790867.9327269,
"5,1 tỷ VNĐ","Đường Xã Đàn , Trung Liệt, Đống Đa", 46m2, 3, 2, 5, 5, 4,"CC cần bán nhà Phố Xã Đàn, Đống Đa, nhà   thoáng, sáng,  2 phút ra  Công viên Thống nhất, , diện tích 46 m2, mặt tiền 3.5 m, nhà 5 tầng., chủ tự xây rất kiên cố.Nhà Trung tâm quận Đống Đa, 20 m ra ô tô đỗ, tiện lợi ra phố Khâm Thiên, ra ngã 5 Ô Chợ Dừa, đi đâu cũng tiện.Gần chợ, siêu thị tiện ích, bệnh viện, hồ sinh thái, khu vui chơi, giải trí, thuận lợi kinh doanh online, cách trường học các cấp chỉ vài phút đi bộ.Sổ đỏ đẹp, sẵn sàng giao dịch Giá thoả thuậnLiên hệ Anh Minh, chuyên nhà đất thổ cư, Đống Đa, Thanh Xuân, sẵn sàng tư vấn miễn phí 24/7.",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790869.2860959,
"5,4 tỷ VNĐ","Đường Trương Đinh, quận Hai bà Trưng Hà Nội", 72m2, 4,,,,,"Thông tin mô tả: + Vị trí lô đất nằm sát mặt phố Trương Định. Đất nằm ở khu trung tâm nơi cách các nút giao ra các tuyến phố đường lớn chỉ 60m như Giải Phóng, P.Tân Mai. + Kinh doanh xung quanh sầm uất.Vỉa hè ô tô tránh. + Xung quanh hàng xóm toàn nhà mới dân trí cao, xung quanh đầy đủ tiện ích. + Khách mua về xây đầu tư hay ở đầu đẹp. + Sổ đỏ vuông siêu đẹp. Liên hệ: Đức Kiệt 0386826403 Miễn phí xem nhà,đất -  Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24g. Cảm ơn Quý anh/chị cô/bác đã quan tâm!",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790870.4609654,
"3,35 tỷ VNĐ","Đường Ngọc Thụy, Ngọc Thụy, Long Biên", 35m2, 4, 3, 4, 3, 3,"+ Nhà cách ô tô thông 5m, ô tô 7 chỗ thông sang Ao Lão ngay trước cửa Trường Pháp.+ Tiện ích: chợ Ngọc Thuỵ, hàng xóm Khai Sơn, trường quốc tế Việt Pháp, trường học các cấp 1,2 Ngọc Thụy, cầu Long Biên, Cầu Đông Trù.+ Nhà thiết kế 4 tầng, cầu thang giữa, mỗi tầng 2 phòng, nhà mới xây vài tháng, đầy đủ nội thất, chỉ việc xách vali về ở.+ Sổ đỏ chính chủ, giá 3.6 tỷ có thương lượng.+ Liên hệ: 0979057536 - 0878827488 Trung Kiên để được tư vấn và xem nhà miễn phí.+ CAM KẾT THÔNG TIN NHÀ và ẢNH THẬT 100%",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790871.805366,
