price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng
"4,99 tỷ VNĐ",Đường Lạc Long Quân phường Xuân La, 48m2, 4, 2, 5, 4, 5,"+Vị trí đắc địa gần khu Liên cơ quận,ngõ đẹp nhất quận Tây Hồ. 30m ô tô đỗ, thuận tiện đi chuyển các tuyến đường Nhật Chiêu,Trịnh Công Sơn,Xuân La,Nguyễn Hoàng Tôn. +Điều kiện sống lý tưởng 1bước Hồ Tây,ngõ quan chức,trường học các cấp từ mầm non đến THPT cạnh nhà,thuận tiện đưa đón con. +Nhà chủ tự xây cực kỳ tâm huyết thiết kế đẹp,4 ngủ đủ công năng,phòng nào cũng có cửa sổ thoáng sáng đón gió Hồ Tây. +Sổ đỏ chính chủ vuông vắn,bao sang sổ,hỗ trợ vay +Gọi ngay em Lan nhà đẹp :0975048581. + Hỗ trợ tư vấn miễn phí,giúp khách mua được căn nhà như ý, Cam kết thông tin thật 100%.",23/08/2022,Tin thường,batdongsan_so_com_vn_1673805533.5786498,
"9,2 tỷ VNĐ","Văn Quán, Hà Đông, Hà Nội", 60m2, 4, 3, 6,,," # Bán nhà CCMN quận Hà Đông phường Văn Quán giáp quận Thanh Xuân, LH Tình Nhà Đất 0906113879. + CC cần bán tòa CCMN, 17 phòng khép kín, full đồ, 6 tầng thang máy, hiện đang đi vào hoạt động, đã full phòng, doanh thu khủng 65 triệu / tháng. DT 56m, sàn xây dựng 60m x 6 tầng, mặt tiền 4.5m. nay chủ chuyển đổi mục đích cần gấp tiền, lên rất muốn bán nhanh, giá thương lượng tốt, chủ nhiệt bán. Nhanh tay LH thương lượng trực tiếp để sở hữu ngay tòa CCMN doanh thu đều này. + Vị Trí: gần đường lớn, giao thông thuận lợi, tiện chợ, gần nhiều Văn Phòng, Công Ty, Trường Đại Học: Học viện Công Nghệ Bưu Chính Viễn Thông, Học Viện An Ninh, Đại Học Kiến Trúc, Nhạc Họa... + Nhà 2 thoáng trước sau, chủ tự xây, móng khung cột chắc, mới được 1 năm, nay đang đi vào hoạt động, hiện đã full phòng, doanh thu đều 65 -75 triệu / tháng. + Sổ đỏ vuông nét căng chính chủ, pháp lý chuẩn, sẵn sàng giao dịch. # HotLine: 0906113879 Tình Nhà Đất quận Hà Đông – Hà Nội ( uy tín, tận tâm, nhiệt tình, sẵn sàng tư vấn, hỗ trợ 24/7 ).",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805535.2886207,
6 tỷ VNĐ,Đường Võ Chí Công phường Xuân La, 50m2, 4, 3, 5, 5, 5,"+Vị trí hiếm nhà bán, khu phân lô bộ giáo dục, dân trí cao, gần vườn hoa, thoáng mát, yên tĩnh. Giao thông kết nối với các tuyến đường như Lạc Long Quân,Bưởi,Thụy Khuê,Xuân La.+Nhà 5 tầng dân xây cực kỳ chắc chắn,cầu thang gỗ lim xịn sò, thiết kế cầu thang giữa mỗi tầng 2 phòng rộng công năng đủ đầy .+Bác Quang chính chủ nhà giáo ưu tú về hưu tuổi đã cao nay chuyển về quê vui hưởng tuổi già, bán chia tiền cho các cháu ở quê.+Sổ đỏ nở hậu, hút lộc , cất két sẵn sàng giao dịch.+Gọi ngay em Lan Tây Hồ : 0975048581+Hỗ trợ tư vấn miễn phí,giúp khách mua được căn nhà như ý, Cam kết thông tin thật 100%.",24/08/2022,Tin thường,batdongsan_so_com_vn_1673805538.7071512,
"9,75 tỷ VNĐ",thành trung, 75m2, 5, 5, 5, 4, 7,"Nằm tại trung tâm hành chính quận Gia Lâm cách Ocaen Park.Mặt tiền 5 m có thể mở cửa hàng kinh doanh.+ Liền kề, shophouse: 75 - 127m2, cao 5 tầng, mật độ xây 82.5%.Chính sách bán hàng siêu ưu đãi.- Thanh toán sớm chiết khấu 6.5% giá trị đất.- Thanh toán theo tiến độ chiết khấu 3% giá trị đất.- KH được vay tối đa 70% tổng giá trị đất tới 20 năm.- CĐT hỗ trợ vay 60% với LS 0%/12 tháng.Tổng quan dự án Highway5 Residences:- Vị trí: Lô đất TQ5 Đ. Nguyễn Mậu Tài, Trâu Quỳ, Gia Lâm.- CĐT: Công ty cổ phần Tập Đoàn Thiên Minh Đức.- Quy mô: 8.3 ha.- Sản phẩm: 163 lô nhà ở thấp tầng bao gồm LK, shophouse 5 tầng.- Diện tích: 75 - 196 m2.- Hình thức sở hữu: Sổ đỏ lâu dài.",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805542.2112024, Đông bắc
200 triệu VNĐ/m2,Quận Cầu Giấy, 60m2,,,,,,"PHÂN LÔ Ô TÔ TRUNG KÍNH. DT 60M2*5 TẦNG. NHỈNH 12 TỶ. CẦU GIẤY 0962745289.+Vị trí ĐẸP, khu vực cực hiếm rất ít nhà bán. Nhà phân lô ngõ thông tứ tung, đường trước nhà ô tô tránh, ô tô vào nhà 20m ra phố TRUNG KÍNH( TO).Trung tâm Quận Cầu Giấy. Tiện ích nhất khu vực.+ Sổ đỏ chính chủ vuông nét sẵn sàng giao dịch.+ Giá:Thỏa thuận. + Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn  pháp lý, sang tên thủ tục nhanh gọn.+ Tư vấn 24/7.",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805543.4702656,
15 tỷ VNĐ,Đường Thái Hà phường Láng Hạ, 91m2, 7, 1, 5, 8, 8,"Mô tả  - Vị trí quá VIP, nghe tên phố Thái Hà trung tâm nhất của Quận Đống Đa đã thấy thương hiệu đắt đỏ và độ hiếm rồi ạ !  - Diện tích 91m thực tế SD là 95m x 5 tầng chia 2 Khối = Mặt tiền bao la 7.5m. - Nhà ngõ to 4m, Ô tô vào nhà có Gara luôn, cách phố tầm 139m thôi ạ, vài bước ra tòa nhà Sông Đà, gần rạp chiếu phim Quốc Gia - Láng Hạ, thông ra phố Yên Lãng, Thái Thịnh, vài trăm mét ra Hồ Hoàng Cầu...  Thiết kế :  + Tầng 1 : Gara + Bếp + Wc.  + Tầng 2>>5 : Mỗi tầng 1 to khép kín.  - Chủ Đang cho thuê 1 nửa làm VP Kinh doanh thời trang Online gần 20tr/1th. Còn nửa bên kia cho thuê dạng HomeStay doanh thu cũng xấp sỉ 20tr/1th ạ !!!  - Sổ đỏ chính chủ...Hỗ trợ sang tên.  - Giá chỉ có 15 tỷ...có thương lượng.  - LH : Tuấn Tĩnh Tâm 0989 848 188  #QUÝ KHÁCH HÀNG CỨ ALO 24/7 - TƯ VẤN TỪ TÂM - HỖ TRỢ NHIỆT TÌNH -",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805544.6750426,
65 triệu VNĐ,Đường Quỳnh Lôi phường Quỳnh Lôi, 40m2, 5, 5, 1, 1, 1,- Giá thuê là 7 triệu một tháng 3 tháng đóng tiền một lần ,29/08/2022,Tin thường,batdongsan_so_com_vn_1673805546.2847779,
"3,9 tỷ VNĐ","Bán nhà chính chủ ngõ 128C/27 Đại La, HBT; 3,9 tỷ; 0932326788", 35m2,,,,,,"Bán nhà chính chủ ngõ 128C/27 Đại La, HBT; 3,9 tỷ; 0932326788  Do không có nhu cầu sử dụng cần bán ngôi nhà đang ở, diện tích 35m2 x 4 tầng, ngõ 128C/27 phố Đại La,HBTKhu trung tâm gần trường Đại học Bách khoa - Kinh tế - Xây dựng, gần Viện Bạch Mai - Lão Khoa... ô tô đỗ cửa cách 20m, sổ đỏ chính chủ 
Khu an ninh tốt, giao thông thuận tiện, dân trí cao, gần các tiện ích xung quanh
 Giá : 3.9 tỷ, có thương lượng:LH chính chủ: A Linh, Tel. 0932326788      http://www.sanbatdongsanviet.com.vn",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805547.4685693,
35 tỷ VNĐ,Quận Cầu Giấy, 60m2,,,,,,"MẶT PHỐ TRUNG KÍNH, VỈA HÈ , KINH DOANH BẤT CHẤP. GIÁ.35 TỶ 0962745289+Vị trí ĐẸP nhất phố, DT. 90M2, 5tầng MT 5,5m TRUNG KÍNH to 2 làn đường, vỉa hè, mặt phố hiếm nhà bán.Trung tâm Quận Cầu Giấy. Tiện ích nhất khu vực.+ Phố thông nhiều tuyến phố chính nội đô. Cầu Giấy- Dương Đình Nghệ- Phạm Hàm- Trung Yên….+Nhà xây tầng thông sàn KINH DOANH, đầy đủ công năng sử dụng, dân trí cao, an ninh tốt, tiện ích vây quanh, quy hoạch ổn định.+ Sổ đỏ vuông vức chính chủ sẵn sàng giao dịch.+ Giá:Thỏa thuận. + Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn  pháp lý, sang tên thủ tục nhanh gọn.+ Tư vấn 24/7.",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805548.8159647,
,Gia lâm hà nội, 90m2, 5,,,,,"🌼🌼 Chuẩn bị mở bán dự án khu dân cư mới tự xây giá rẻ Tân Phúc.🌼🌼 Vị trí và tiềm năng phát triển: 🌹 Nằm sát quy hoạch đô thị mới Tân Phúc. Giá chỉ từ 866 triệu/lô. 🌹 Nằm cạnh nút giao cao tốc Hà Nội – Hải Phòng- Quảng Ninh nơi kết nối vùng kinh tế trọng điểm 4 tỉnh. 🌹 Nằm giáp tuyến đường lưu thông hàng hóa qua các Cụm công nghiệp, khu công nghiệp như : Tân Phúc, Quang Vinh, Hoàng Hoa Thám, Văn Nhuệ, Bãi Sậy. 🌹 Nằm trên trục đường huyết mạch Tân Phúc- Vọng phan. Thu hút các Nhà đầu tư trong và ngoài nước. Thúc đẩy phát triển kinh tế. Tạo việc làm cho hàng nghìn lao động địa phương và các tỉnh lân cận. 🌹 Bán kính 1km đầy đủ các tiện ích: Uỷ ban, trường học, y tế, chợ... ""Đầu tư hôm nay- thịnh vượng ngày mai!"" 👉 Sổ đỏ sở hữu lâu dài, ưu đãi tới 3% khi mua từ 2 sản phẩm, Công chứng ngay tại văn phòng Công chứng. 👉 Cơ sở hạ tầng được cải tạo và phát triển mạnh mẽ, thuận tiện cho nhu cầu làm việc và sinh hoạt. 👉 Hạ tầng đầy đủ- mốc giới rõ ràng, đường nội khu trải nhựa áp phan 6m. 💥 Giao dịch chính chủ không qua trung gian môi giới.",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805550.6041813,
