price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
"20,5 tỷ VNĐ",Đường Nguyễn Khoái phường Bạch Đằng, 240m2, 52, 10, 5, 6, 6,"
    - Nhà nằm mặt phố Nguyễn Khoái, phù hợp kinh doanh nhà hàng khách sạn, Công ty...loại gì cũng ra tiền.
- Chủ có nhiều nhà nên bán bớt chia cho con cháu. Nhà 2 mặt thoáng thiết kế rất hợp lý.
- Tầng 1: phòng khách + bếp 
- Tầng 2: 2 phòng tập gym 
- Tầng 3: 2 phòng ngủ, wc.
- Tầng 4: 2 phòng ngủ 
- Tầng 5: phòng thờ sân phơi. 
- Tiện ích: xung quanh đầy đủ không thiếu thứ gì.
- Vị trí trung tâm, giao thông cực thuận tiện, gần bờ hồ,
- Nhà mở cửa là có tiền, khu vực an ninh rất tốt, hàng xóm hiền hòa. Gần trường gần chợ, gần Sông Hồng không khí trong lành.
- Sổ đỏ chính chủ, pháp lý sạch sẵn sàng giao nhà ngay. 
+ AC quan tâm alo em Đỗ Hạnh : 0911 206 189 hoặc 0845 790 555 thanks AC.
",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801267.1908267
"5,45 tỷ VNĐ","Đường Chu Huy Mân, Phường Phúc Đồng, Long Biên, Hà Nội", 42m2,,, 5, 3,,"Bán Nhà Chu Huy Mân, Phúc Đồng, Long Biên 42m2, 5T, chỉ 5,45 tỷ (Nhà dân xây, ô tô vào nhà)  + Tầng 1: Gara ô tô, 1 wc + Tầng 2: Phòng khách, bếp, wc + Tầng 3,4: Phòng ngủ + wc + Tầng 5 : 1 phòng ngủ, phòng thờ, sân phơi  Nhà dân xây dựng chắc chắn, ngõ ô tô vào nhà, kinh doanh sầm uất, vị trí đẹp của Phường Phúc Đồng, Quận Long Biên. Từ nhà có thể thuận tiện đi các hướng như ra đường Nguyễn Văn Linh, hay rẽ sang Phố Tân Thụy, Mai Phúc, Nguyễn Lam…Bán kính không xa là TTTM Aoen Mall Long Biên, Cầu Vĩnh Tuy… Xung quanh chợ, trường học và các tổ hợp dịch vụ kinh doanh sầm uất ngày đêm. Lh : gọi ngay cho Mr Tùng 0965 722 358",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801268.911225
"3,89 tỷ VNĐ",Đường Lạc Trung phường Thanh Lương, 62m2, 5, 2, 4, 4, 3,"Hiện gia đình rất cần bán để chia cho con, nhà xây 4 tầng đã lâu nhưng còn rất chắc chắn. Sổ đỏ 62m2 xây trên diện tích 45m2, còn lại là sân, nhà thoáng sáng. + Thuận tiện cho việc định cư lâu dài, khu vực trung tâm 1 trong 4 quận nội thành, cách Bờ Hồ Hoàn Kiếm 2km+ Sổ đỏ chính chủ, sang tên nhanh chóngGiá chỉ 3.89 tỷ.Nhanh tay bấm máy gọi Hà 0917043985( zalo,fb) hoặc 0988673079 xem nhà và gặp chủ nhà (miễn TG-MG làm phiền)",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801271.7925174
"2,47 tỷ VNĐ",Đường Uy Nỗ phường Xuân Nộn, 95m2, 5,,,,,"Bán đất Xuân Nộn Đông Anh - Đường thông 7 chỗ 2x tiểu học  Thông số lô đất: Diện tích 95 m2 Mặt tiền 5 m Đường thông 3.5m, sát bìa làng  Vị trí lô đất: Xung quanh là chợ, trường học các cấp, nhà máy khóa Việt Tiệp, Xích Líp Đông Anh, trường CĐ Việt Hàn
Bán đất nền Xuân Nộn cách UBND xã Xuân Nộn chỉ 350m Ngay gần dự án KCN Đông Anh chuẩn bị triển khai
Cách QL3 1.2km kết nối giao thông vô cùng thuận tiện
Di chuyển 10p ra cầu Nhật Tân, 15p lên sân bay Nội Bài

 Em Tùng 0979.090.313
– Tư vấn nhà đất Đông Anh miễn phí.
– Kiểm tra quy hoạch mới nhất giá rẻ.
– Hỗ trợ vay vốn ngân hàng
",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801273.5109203
"6,45 tỷ VNĐ",Xuân Thủy Cầu Giấy Hà Nội, 42m2,,,,,,"Bán nhà đường Xuân Thủy Cầu Giấy 42m2 5T chỉ 6.45 tỷVị trí đẹp, ngõ Xuân Thủy to như mặt phố, vỉa hè, 3 ô tô tránh, khu vực đông sinh viên, nhiều nhu cầu thuê phòng, nhiều nhu cầu mua ở vì nhiều trường đại học, các dịch vụ tiện ích, môi trường sống tốt.+ Nhà đẹp ở luôn, sau nhà khe thoáng 50 phân mở cửa sổ thoáng sáng. Thiết kế:-  Tầng 1 để xe, bếp.- Tầng 2 là phòng khách và 1PN,- Tầng 3+4: 2 ngủ, 1 wc- Tầng 5: Phòng thờ sân phơi.+ Sổ 39.1m, vuông đét, giao dịch ngay.+ Pháp lý chuẩn, sổ đỏ chính chủ, giao dịch trong ngày.Liên hệ: Mrs Phượng 0974352054 - Tư vấn tận tâm, miễn phí 24/24h (zalo, Fb) , hỗ trợ tư vấn Pháp lý, vay vốn.",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801275.6232686
3 tỷ VNĐ,Đường Đỗ Đức Dục phường Phương Canh, 30m2, 4, 3, 5, 4,,"+ Bán nhà 30m2 X5 tầng  giá nhỉnh 3 tỷ xây mới thuộc phường Phương Canh và Phường Xuân phương quận Nam Từ Liêm thành phố Hà Nội + Ngõ trước nhà rộng 3.5 m cách ô tô tránh một nhà ra mặt phố kinh doanh sầm uất + Tầng 2-3-4, mỗi tầng 1 phòng ngủ rộng ổ đỏ đẹp, trước sau như một. Hoàng Bắc,  610- 913 319 643
",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801277.7396078
"3,6 tỷ VNĐ",Đường Lương Khánh Thiện phường Hoàng Văn Thụ, 36m2, 3, 3, 5, 4, 4," + Nhà trong ngõ to phố Tân Mai, giao thông thuận tiên, trường học các cấp quanh nhà. + Ngõ thông, an ninh tốt, ô tô đỗ cửa. + Bãi gửi ô tô cách 50, khu phân lô, an toàn tuyệt đối, ở rất thích. + Diện tích38m x 5 tầng , mt :3,8m + Nhà mới xây, thiết kế hiện đại, + Sổ đỏ chính chủ, đảm bảo pháp lý, sẵn sàng giao dịch. + Giá Nhỉnh3 Tỷ   Liên hệ: em Dũng 0945676597 ",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801279.5766919
"2,95 tỷ VNĐ","Kiến Hưng, Hà Đông, Hà Nội", 35m2, 3, 5,,,," # Bán đất quận Hà Đông phường Kiến Hưng đường Đa Sỹ, LH: Tình Nhà Đất 0983858722. + CC cần bán gấp lô đất riêng của gia đình tại phường Kiến Hưng, đường thông, ô tô tránh, ô tô tải vào nhà, bãi gửi xe ngày đêm ngay cạnh, xát chợ, tiện trường, gần bể bơi, công viên khu vui chơi giải trí,  DT 35m, MT 3.5m, giá chỉ 2.95 tỷ, nhanh tay LH thương lượng trực tiếp, chủ đang cần bán gấp trong tháng này. + Vị trí kinh doanh, khu dân cư đông đúc, buôn bán sầm uất, xát chợ, gần trường học, tiện bệnh viện, trung tâm mua sắm, bán kính gần Chợ Lớn Hà Đông, Sân Vận Động Hà Đông, Siêu Thị Melinh Plaza, Viện 103.. + Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng giao dịch. # HotLine: 0983858722 Tình Nhà Đất quận Hà Đông – Hà Nội ( uy tín, tận tâm, nhiệt tình, tư vẫn, hỗ trợ 24/7 ).",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801281.209325
"4,5 tỷ VNĐ",Hà Trì - Hà Đông, 38m2,,, 4,,,"Bán nhà Hà Trì, Hà Đông 38mx4T ô tô vào nhà gần phố hơn 4 tỷ Bán nhà riêng tại Hà Trì, Hà Đông, 38m xây 4 tầng hiện đại ô tô vào nhà ngõ nông vài bước chân ra phố chỉ việc đến ở. Bán kính xung quanh nhà gần chợ lớn Hà Đông, chợ dân sinh, trường học các cấp, ngân hàng, bệnh viện, siêu thị. Giao thông thuận lợi di chuyển các phố cổ Bà Triệu sang Tô Hiệu cắt Lê lợi ra Lê Hồng Phong hàng xóm Đa Sỹ vài bước ra Văn Quán gần vườn hoa Nguyễn Trãi. Sổ vuông đẹp sẵn sàng giao dịch. Giá: 4.5 tỷ ( gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910) - Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801285.4390385
"4,5 tỷ VNĐ",Đa Sỹ- Hà Đông, 39m2,,, 4,,," Bán nhà Đa Sỹ, Hà Đông, ô tô vào nhà 39mx 4 tầng gần phố hơn 4 tỷ Nhà riêng tại Đa Sỹ, Hà Đông xây chắc chắn 4 tầng rộng diện tích 39m thoáng sáng, đường rộng ô tô vào nhà ngõ nông gần phố chỉ việc đến ở. Vị trí đắc địa đầy đủ tiện ích gần chợ, trường học bao quanh, hàng xóm thân thiện, an ninh tuyệt đối. Giao thông thuận lợi thông Kiến Hưng gần Xa La giáp các bệnh viện lớn Học viện quân y 103, Viện Bỏng, Viện K hàng xóm Văn Phú Giáp Phú Lương. Sổ vuông đẹp sẵn sàng giao dịch. Giá: 4.5 tỷ ( gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910) - Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",16/09/2022,Tin thường,batdongsan_so_com_vn_1673801287.509499
