price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng
"4,35 tỷ VNĐ",Đường Xuân Đỉnh phường Xuân Đỉnh, 36m2, 3, 4, 5, 4, 3,,22/09/2022,Tin thường,batdongsan_so_com_vn_1673800152.0775447,
"12,2 tỷ VNĐ",Đường Xuân Đỉnh phường Xuân Đỉnh, 120m2, 7, 4, 3, 3, 2," Siêu phẩm Xuân Đỉnh.Biệt Thự Sân Vườn- Ô tô tránh- 3 Mặt Thoáng.gần Khu Ngoại Giao Đoàn Dt:120mx3 tầngMặt tiền: 7,86mGiá: 12,2 tỉ ( có TL nhẹ)* Mô tả:- với 100 triệu/m giá chào ô tô vào nhà - Vị trí: Ngõ 207 Xuân Đỉnh ô tô tránh nhau thoải mái, ngõ thông 205 , 323 gần Khu Ngoại Giao Đoàn, phố Nguyễn Xuân Khoát....Công Viên Hòa Bình cách hơn 300m cực hợp lý cho những buổi sáng, chiều thể dục thể thao- Không khí trong lành, không gian yên tĩnh. Khu dân trí cao. An ninh cực tốt- Nhà Biệt thự có sân vườn  3 mặt thoáng, ô tô vào nhà thoái mái. - Thiết kế:+ Tầng 1: Sân vườn, phòng khách, bếp, vs tiểu cảnh.+ Tầng 2: 3 phòng ngủ + wc+ Tầng 3: 1 phòng + sân phơi- Sổ đỏ chính chủ thông số đẹp, sẵn sàng giao dịch cho chủ mới.-Nhà đã sơn lại đẹp, sáng.LH: 0868.555552 E Cường",22/09/2022,Tin thường,batdongsan_so_com_vn_1673800153.630392,
11 tỷ VNĐ,Đường Đầm Trấu phường Bạch Đằng, 70m2, 12, 7, 4, 4, 4,"
    
Siêu phẩm Đầm Trấu - phân lô - ô tô - vỉa hè - lô góc - mặt tiền siêu rộng bề thế - chủ cần đi Nga bán gấp* Thông số.Diện tích 70m²x MT 12m.* Mô tả:+ Sở hữu vị trí lô góc với mặt tiền rộng, chủ nhà xây dựng tâm huyết.+ Nhà thiết kế tầng 2 phòng hiện đang cho 1 doanh nghiệp thuê làm văn phòng.
Thủy BĐS-HK :0857552222
",22/09/2022,Tin thường,batdongsan_so_com_vn_1673800155.2271194,
"3,5 tỷ VNĐ",Vĩnh Tuy Hai Bà Trưng Hà Nội, 30m2, 3,, 5, 3,,"+ Cần bán gấp nhà phố Vĩnh Tuy, quận Hai Bà Trưng, diện tích 30m2, 5 tầng, 3 ngủ, chủ rất cần bán, vị trí đẹp, mặt ngõ cách mặt phố vài mét, thông sang phố Dương Văn Bé, chủ bán đi chuyển tới nhà to hơn, sổ đỏ chính chủ giao dịch phút mốt. Liên hệ: Minh Quang 0327085656 + Nhà đẹp, thiết kế hiện đại, khách về ở được ngay, mặt ngõ gần phố, đường rộng thông thoáng, tiện ích xung quanh khỏi phải bàn, vị trí đẹp nhất Vĩnh Tuy, giá rẻ nhất phố. + Nhà còn mới long lanh, an sinh quá đỉnh, ở sướng, giá có thương lượng. + Giá: 3.5 tỷ Liên hệ: Minh Quang 0327085656, chuyên nhà đất thổ cư Hà Nội từ 1 – 200 tỷ. Tôi làm việc luôn tận tâm, chữ tín lên hàng đầu, giúp khách hàng tìm mua được nhà ưng ý. ( Miễn phí 100% tới khi giao dịch thành công )",22/09/2022,Tin thường,batdongsan_so_com_vn_1673800159.8543737,
6 tỷ VNĐ,Thượng Đình, 42m2,,, 5,,,"+ Trung tâm Quận Thanh Xuân, Gần Ngã Tư Sở, TTTM Royal City, trường học các Cấp, sân bóng, giao thông thuận tiện. + Vị trí nhà đẹp, gần Phố, mặt ngõ thông, ô tô qua nhà, phù hợp vừa để ở vừa kinh doanh đều tuyệt. + Giá: Nhỉnh 6 Tỷ ( Có thương lượng). + Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch. LH: Mr Hoan, 0925088355, nhiệt tình, vui vẻ dẫn khách, miễn phí xem nhà 24/7.",22/09/2022,Tin thường,batdongsan_so_com_vn_1673800160.9968057,
"2,6 tỷ VNĐ",Nguyễn Chính Hoàng Mai Hà Nội, 30m2, 4,, 4, 3,,"+ Cần bán gấp nhà ở phố Nguyễn Chính, Hoàng Mai, diện tích 30m2, nhà 4 tầng, mặt tiền 4m, chủ rất cần bán, vị trí đẹp, mặt ngõ cách mặt phố vài mét, sổ đỏ chính chủ, pháp lý sạch, giao dịch phút mốt. Liên hệ: Minh Quang 0327085656 + Nhà đẹp dưới 3 đồng, gần trung tâm rất hiếm nhà bán. + Khách về ở ngay, sát phố, vị trí đẹp nhất, thoáng mát, hiếm và rẻ. + Chủ rất cần bán, giá có thương lượng. + Giá: 2.6 tỷ Liên hệ: Minh Quang 0327085656, chuyên nhà đất thổ cư Hà Nội từ 1 – 200 tỷ. Tôi làm việc luôn tận tâm, chữ tín lên hàng đầu, giúp khách hàng tìm mua được nhà ưng ý. ( Miễn phí 100% tới khi giao dịch thành công )",22/09/2022,Tin thường,batdongsan_so_com_vn_1673800162.3322706,
"4,2 tỷ VNĐ",Phan Đình Giót, 41m2, 3, 3, 4, 4,," # Bán nhà xây mới, quận Hà Đông, LH: Tình Nhà Đất 0983858722.  [CỰC HIẾM] nhà đường Phan Đình Giót phường La Khê, tiện chợ, gần trường, diện tích lớn, vuông đẹp, ngõ nông rộng, ô tô đỗ gần, đang hoàn thiện, 15 ngày nữa xong đẹp long lanh, full nội thất, về ở ngay. - DT 41m, 4 tầng, mặt tiền 3.6m, phù hợp ở, đầu tư ngắn hạn và dài hạn. - Giá bán: 4.2 tỷ ( Thương Lượng, Lời Ngay Khi Mua ). + Giao thông Phan Đình Giót - Lê Trọng Tấn - Tố Hữu - Vạn Phúc - Ngô Quyền - Ngô Thì Nhậm, Quang Trung... vô cùng thuân lợi. + Bán kính gần Chợ Lớn Hà Đông, Siêu Thị Melinh Plaza, Bệnh viện Đa Khoa Hà Đông, Viện 103..phố đầy đủ tiện ích. === Pháp lý chuẩn, giao dịch nhanh. # HotLine: 0983858722 trực tiếp thỏa thuận.",22/09/2022,Tin thường,batdongsan_so_com_vn_1673800163.515105,
6 tỷ VNĐ,tôn đức thắng, 45m2,,, 4, 4,,"Nhỉnh 6 tỷ sở hữu ngay nhà phố Quan Thổ MT 4,2m kinh doanh, ở đều tốt LH 0373729889 - Vị trí nhà ở trung tâm phố Quan Thổ thiết kế 4 tầng đầy đủ công năng sử dụng.- Khu vực nhà là nội thành cổ, trung tâm của Hà Nội.- Cách Lăng Bác 2km, Văn Miếu 1km, - Cạnh ngay trường THPT Đống Đa,- Siêu thị, chợ, dịch vụ tiện ích ở xung quanh, tiện lợi đi lại.- Khu vực dân trí cao, yên tĩnh, cách chỗ để oto vài bước chân. - Chủ nhà làm ăn phát đạt chuyển lên nhà mới tiện hơn.- Sổ đỏ sẵn sàng, Chủ hợp tác sẵn sàng giao dịch.Giá chỉ nhỉnh 6 tỷLiên hệ: 0373729889 - Mr. Minh hỗ trợ khách hàng xem nhà miễn phí đến tận lúc hoàn thành thủ tục mua nhà. Đàm phàn trực tiếp với chủ nhà.",22/09/2022,Tin thường,batdongsan_so_com_vn_1673800164.575273,
13 triệu VNĐ/m2,Xã Tân Ước Huyện Thanh Oai, 178m2,, 2,,,,"Chính chủ cần bán mảnh đất sổ đỏ đẹp, ngõ rộng, đường ô tô như sau: ---> Vị Trí :   + Quế Sơn, Xã Tân Ước, Huyện Thanh Oai, Hà Nội.                        + Đường vào  hơn 2m, Gần tỉnh lộ  427,429, cenco 5.                        + Gần đường liên thôn rộng 4m                         + Gần Cụm Công Nghiệp Thanh Văn -Tân Ước -----> Diện Tích : 178m2, Mặt tiền rộng, ----> Pháp Lý:  Sổ đỏ chính chủ,Cam kết mốc giới,không tranh chấp, sang tên công chứng ngay. ----> Xây nhà trọ cho thuê, nhà xưởng, xây nhà vường nghỉ cuối tuần.  ----> Giá 13tr/m2 - Có Thương lượng. ---->Liên hệ ngay để xem đất",22/09/2022,Tin thường,batdongsan_so_com_vn_1673800165.8199387,
"5,2 tỷ VNĐ",Đường Chùa Láng phường Láng Thượng, 50m2, 5, 5, 4, 4, 5,"  ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui="""" historic"";="""" mso-ansi-language:="""" vi;="""" mso-no-proof:="""" yes'+="""" nhà="""" xây="""" đẹp="""" ,="""" chủ="""" ngộp="""" vốn="""" cần="""" bán="""" span="""" p="""" class=""MsoNormalSPAN"" không="""" có="""" căn="""" thứ="""" 2="""" thời="""" điểm="""" hiện="""" tại="""" vi'="""">+ Nhà ngõ rộng ba gác đỗ cửa.không thể thoáng hơn,Khu dân trí cao  ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui="""" historic"";="""" mso-ansi-language:="""" vi'+="""" ngõ="""" 15m="""" ra="""" oto="""" tránh="""" ,="""" trung="""" tâm="""" Đống="""" Đa="""" mà="""" chỉ="""" nhỉnh="""" 5="""" tỷ="""" span="""" p="""" class=""MsoNormalSPAN"" vi;="""" mso-no-proof:="""" yes'span="""" span+="""" spanspan="""" vi'="""">Nhà Thiết kế 4 tầng 4 phòng ngủ hiện đại  ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui="""" historic"";="""" mso-ansi-language:="""" vi't1="""" :="""" để="""" xe="""" ,phòng="""" khách,="""" bếp="""" span="""" p="""" class=""MsoNormalSPAN"" vi't2,3="""" mỗi="""" tầng="""" 2="""" phòng="""" ngủ="""" +="""" vệ="""" sinh="""" vi'="""">T4 : phòng thờ sân phơi  ",22/09/2022,Tin thường,batdongsan_so_com_vn_1673800167.452572,
