price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Hướng
14 tỷ VNĐ,"Đường Lê Trọng Tấn, Vân Canh, Hoài Đức", 286m2, 14,"Chính chủ chuyển đổi đầu tư bán Biệt thự Vườn Cam (Orange Garden) Vinapol, + Diện tích lô đất: 286m2 thuộc khu Biệt thự DL04, mặt tiền 14m, xây 3 tầng. Mặt tiền hướng Đông Nam Trước mặt là kênh nước điều hòa, vô cùng thoáng mát và thơ mộng, Qua kênh nước là khu biệt thự nhà vườn diện tích lớn 700m2/ lô nên tầm view rất thoáng Trước kia mua đã lựa chọn rất kỹ, bán đi vô cùng tiếc. Giá bán 5x/m2 đất, rẻ hơn giá của nội khu rất nhiều ( 6x - 1xx tr/m2) và chỉ bằng 1/3 so với 1 số dự án lân cận. - Phù hợp để đầu tư/ ở  Liên hệ 0909613696 - Trần Ngọc Tuyền - TranNgocTuyen.Com chuyên tư vấn dự án bất động sản phía tây Hà Nội ( Giá đất, giá xây dựng tính riêng.DL04 thuộc dãy xây sau cùng của dự án, chưa cần xây dựng ngay) + Vị trí đắc địa: mặt đường Lê Trọng Tấn kéo dài, rộng 60m, vành đai 3.5, sắp hoàn công thông xe kịp Hoài Đức lên Quận năm 2022. - Cách khu hành chính Mỹ đình 5 phút, - Gần chuỗi dự án lớn như Spendora, An Lạc Green Symphony, Viglacera XP, Geleximco, ĐH Vân Canh HUD, Foresa Villa, Vincity... - Hạ tầng trong khu đã hoàn chỉnh - Mật độ xây dựng thấp, chỉ có Biệt thự, không có chung cư - Có hồ nước trung tâm rất lớn, thơ mộng Chi tiết thông tin dự án Vườn Cam mời xem tại đường địa chỉ:biệt thự Vườn cam  Kosy Lita Hà Nam  Biệt thự The Phoenix Garden  ",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790917.6569905,,,,,
"3,3 tỷ VNĐ","Đường Bắc Cầu, Long Biên, Long Biên", 56m2, 7,"
    Bán Nhà Bắc Cầu - Long Biên - LÔ GÓC – 2 MẶT THOÁNG - 56m2 - MT7m - Nhỉnh 3 TỷMô tả: 
+ Vị trí nhà cách mặt phố Bắc Cầu kinh doanh ô tô tránh khoảng 20m. Bán kính 1km là Chợ Ngọc Thụy, UBND Phường, TTTM Mipec, trường học các cấp, Cầu Long Biên cách 2 km qua cầu sang phố cổ, khu vực đang phát triển mạnh, giá đất tăng vụt, tương lai có đường vành đai ven sông thì giá tăng gấp bội, khi đó là khu vực đất vàng 2 bên là Sông Hồng và sông Đuống.

+ Diện tích trên sổ 50.2 mét, 5 mét sau nhà chủ mua giấy tờ viết tay hiện đang làm kho chứa đồ.+ Nhà thiết kế hiện đại 4 tầng bao gồm: 
- Tầng 1: Phòng khách, bếp, wc, chỗ để xe.
- Tầng 2, 3: mỗi tầng 2 phòng ngủ khép kín wc rộng.
- Tầng 4: Phòng thờ, máy giặt, sân phơi.
+ Sổ đỏ hoa hậu chính chủ sẵn sàng giao dịch.+ Anh/Chị có nhu cầu mua nhà vui lòng liên hệ : TRẦN QUYẾT BĐS LONG BIÊN, điện thoại/ Zalo: 0374148382. ",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790919.2487218, 6, 4, 4, 4,
"1,5 tỷ VNĐ","Đường 3, Xuân Nộn, Đông Anh", 52m2, 5,"Do không có nhu cầu sử dụng nên cần bán gấp mảnh đất đẹp tại Đông Anh.  + Địa chỉ: Thôn Đình Trung, xã Xuân Nộn, huyện Đông Anh.  + Diện tích 51,7m².  + Mặt tiền 5m, nở hậu.  + Đường 4m, ngõ thông.  + Vị trí gần trung tâm, cách trung tâm thị trấn Đông Anh chỉ 2km, cách đường QL3 2km, nằm gần dự án KCN ĐÔNG ANH.  + Tiện ích, cơ sở hạ tầng đầy đủ, gần trường học, bệnh xá,... là môi trường rất thích hợp để ở.  Liên hệ cọc đất thì alo em",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790921.1895304,,,,,
"2,7 tỷ VNĐ","Đường Minh Khai , Minh Khai, Hai Bà Trưng", 30m2, 5,"Vị trí lô góc cực thoáng sáng, gần Time City, cầu cầu Vình Tuy, giao thông cực thuận tiện.  Nhà thiết kế chắc chắn, 5 tầng, 3 phòng ngủ khép kín, đủ công năng (khách, bếp, phòng thờ, sân phơi)  Chính chủ muốn bán để chuyển gần chỗ làm. Sổ đỏ chính chủ sẵn sàng giao dịch.  Chỉ 2.7 tỷ (có thương lượng)  LIÊN HỆ NGAY.",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790923.0096664, 1, 5, 3, 4,
"3,05 tỷ VNĐ","Đường Kẻ Vẽ, Đông Ngạc, Bắc Từ Liêm", 30m2, 4,"3.05 tỷ có nhà Kẻ Vẽ - BTL Nhà như ảnh - Xây mới 5 tầng, sổ đỏ 30m2 Thiết kế mới, mỗi tầng 1 phòng 1 wc rộnglh 0934503161 ",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790925.153924, 2, 5, 3, 3,
"12,5 tỷ VNĐ","Đường Hào Nam, Cát Linh, Đống Đa", 52m2, 4,"Siêu hiếm nhà Hào Nam 52m2 - 5 tầng thang máy - mặt tiền 4m - Ngõ ô tô tránh - Quy hoạch ra mặt phố mới - Giá 12.5 tỷ + Nhà vị trí đẹp ngay gần Cát Linh, Hào Nam , xung quanh đầy đủ tiện ích + Nhà xây mới cách đây 4 năm .  + Thiết kế 5 tầng thông sàn vệ sinh khép kín , thang bộ thang máy cuối nhà, thích hợp kinh doanh kết hợp ở. + Sổ đỏ chính chủ, sẵn sàng giao dịch",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790926.6190047, 8, 5, 4, 5,
"6,45 tỷ VNĐ","Đường Yên Lãng, Láng Hạ, Đống Đa", 40m2, 6,"+ Vị Trí đẹp, lõi Đống Đa, ngõ thông ba bước ra phố Yên Lãng, Láng, Thịnh Quang, Thái Thịnh, Thái Hà, Hoàng Cầu giao thông vô cùng thuận tiện. + Khu vực dân trí cao, xung quanh nhiều tiện ích, đi bộ sang trường mầm non Hoa Hồng, Trường cấp 1-2 Thái Thịnh, ba bước chợ dân sinh, gần bệnh viện nội tiết TW, viện Châm cứu TW… bán kính 500m Trường Đại học Thuỷ Lợi, Đại học công đoàn … nháy ga là đến TTTM Royal city, Rạp chiếu phim Quốc Gia. + Đường trước nhà 3 gác tránh Sh. Nhà Lô góc 5 tầng, 2 mặt tiền thoáng vĩnh viễn, kinh doanh bất chấp. + thiết kế: - Tầng 1: thông sàn kinh doanh. - Tầng 2: phòng khách & bếp - Tầng 3,4, 5: Tổng 5 phòng ngủ. - Tầng 5: Phòng thờ & sân vườn   + Sổ đỏ chính chủ, sẵn sàng giao dịch. ",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790928.3603468, 2, 5, 5,,
"3,15 tỷ VNĐ","Đường Trần Phú, Văn Quán, Hà Đông", 40m2, 4,"Bán đất tặng nhà Trần Phú - Gần ô tô - Cạnh Trường Đại Học - Khu Thương Mại. Gia đình cần tiền có căn nhà cấp 4 - 2 phòng ngủ xây chắc chắn còn đang sử dụng sạch đẹp ở đường Trần Phú - Văn Quán - Hà Đông. Vị trí đẹp: Ngõ rộng sạch, vài bước ra đường lớn kinh doanh tấp lập Trần Phú, Khu dân phô văn minh. Nhà gần chợ, gần trường THCS Văn Quán, Tiều Học Nguyễn Du, Học Viện Bưu Chính Viến Thông, Học Viện An Ninh Nhân Dân, Trung tâm thương mai Tops Market Hà Đông. Giao thông thuận tiện vài bước ra đường Chiến Thắng, đường Trần Phú, Ga đường Sắt trên cao Hà Đông Cát Linh, đi đâu cũng thuận tiện. Sổ đỏ chính chủ vuông như tờ A4, sẵn sàng giao dịch Giá 3,15 tỷ (Có thương lượng cho ai thiện trí mua) Liên hệ 0915233196 Em Thụ để đi xem vẻ đẹp thực tế và giá trị của căn nhà. Mọi thông tin đăng là thật 100% (Miễn trung gian mô giới làm phiền)",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790929.709739, 2, 2, 2, 1,
"18,6 tỷ VNĐ","Nhân Hòa, Thanh Xuân", 63m2,,"PHÂN KHÚC KHÔNG CÓ CĂN THỨ 2 - MẶT PHỐ NHÂN HOÀ, THANH XUÂN - KINH DOANH VÔ ĐỐI - QUY HOẠCH ỔN ĐỈNH 🌹💥🌹📣 - Diện tích: 63m2, 6 tầng - Giá bán: 18.6 tỷ (thương lượng) - Bán gấp Mặt Phố Siêu Đẹp Phố Nhân Hoà- Phân khúc siêu hiếm, tuyến phố kinh doanh sầm uất- Phố Thông Thương Nhiều phố như: Vũ Trọng Phụng, Quan Nhân, Nguyễn Huy Tưởng, Nguỵ Như, Lê Văn Lượng,…. 👉 Nhà nằm vị trí đắc địa, đoạn đẹp nhất phố siêu đẹp. 👉 Khu vực tiện ích đỉnh cao, gần trường học các cấp, trung tâm hành chính phường, giao thông thông các ngả, kinh doanh buôn bán sầm uất. 👉 Nhà chủ tự xây tâm huyết, thiết kế hợp lý, ở cực lộc, nội thất xịn chủ để lại cho khách hữu duyên. 👉 Nhà có ô chờ thang máy, thiết kết cực kì hợp lý nên ánh sáng tràn ngập, không khí lưu thông khắp nhà. 👉 Sổ vuông đẹp, sẵn sàng giao giao dịch. ☎ Liên hệ Trần Dũng 0987 881 444 (Làm việc trực tiếp với chủ nhà) “Thông tin, hình ảnh thật - Rất vui được phục vụ anh chị. Tôi sẵn sàng tư vấn tận tâm và giúp anh chị mua được giá tốt nhất”",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790931.57475,, 6,,,
18 tỷ VNĐ,"Đường Định Công, Định Công, Hoàng Mai", 140m2, 6,CHUNG CƯ MINI 30 PHÒNG KHÉP KÍN DÒNG TIÊN 150T/THÁNG 7 TẦNG THANG MÁY NHÀ MỚI THIẾT KẾ HIÊN ĐẠI Ô TÔ TẢI VÀO NHÀ PHÙ HỢP CHO CÁC NHÀ ĐẦU TƯ ++  SỔ ĐỎ CHÍNH CHỦ ++ LH TRỰC TIẾP ;  0936 360 229 Miễn trung gin Môi giới  ,02/11/2022,Tin thường,batdongsan_so_com_vn_1673790932.9680192, 6, 7, 30, 30,
