price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
"3,4 tỷ VNĐ",Đường Nghĩa Lộ phường Yên Nghĩa, 50m2, 4, 4, 3, 3, 3,"
    Mô tả: + Nhà thiết kế đẹp, chắc chắn . + Thiết kế 3 tầng:                             * Tầng 1: Bếp, Phòng khách.                 * Tầng 2 : 2 Phòng ngủ rộng  . Ban công phơi đồ                                                                       + Nhà thoáng 2 mặt cực sáng, cách ô tô tránh có 10m, cách chợ có 200m, gần trường TH Lê Trọng Tấn, gần trường TH Lê Quý Đôn, trường THCS Yên Nghĩa. + Sổ đỏ chính chủ, phân lô vuông vắn, nở hậu nhẹ  pháp lý sạch sẽ.  
",13/10/2022,Tin thường,batdongsan_so_com_vn_1673795209.5239856
"24,5 tỷ VNĐ",Đường  phường Nam Đồng, 60m2,, 1, 5,,,"
    Diện tích 60m2, 5 tầng, giá 24.5 tỷ + Tầng 1: Kinh doanh, Wc. + Tầng 4,5:Phòng ngủ, thờ, sân phơi. ",13/10/2022,Tin thường,batdongsan_so_com_vn_1673795210.8953154
"24,5 tỷ VNĐ",Đường Hồ Đắc Di phường Kim Liên, 60m2,, 1,,,,"Diện tích 60m2, 5 tầng, giá 24.5 tỷ + Tầng 1: Kinh doanh, Wc. + Tầng 4,5:Phòng ngủ, thờ, sân phơi. ",13/10/2022,Tin thường,batdongsan_so_com_vn_1673795212.0233111
16 tỷ VNĐ,Đường Bùi Thiện Ngộ phường Việt Hưng, 115m2, 6, 15, 4, 4, 4,""",="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'bán="""" biệt="""" thự="""" mặt="""" tiền="""" 6m="""" khu="""" đô="""" thị="""" việt="""" hưng="""" long="""" biên="""" 115m2.="""" span="""" p="""" pspan="""" initial'-="""" vị="""" trí="""" vô="""" cùng="""" đẹp,="""" nằm="""" trong="""" biên,="""" vỉa="""" hè="""" 2="""" ô="""" tô="""" tránh="""" đỗ,="""" an="""" sinh="""" đỉnh="""" cao,="""" hưởng="""" thụ="""" cuộc="""" sống.="""" initial'="""">- Nhà Thiết kế 4 tầng, sân vườn, khách mua hoàn thiện lại theo ý.  "",="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'-="""" dt:="""" 115m2="""" mt6m="""" giá="""" chào="""" bán="""" nhỉnh="""" 16="""" tỷ="""" có="""" thương="""" lượng="""" và="""" gia="""" lộc.="""" span="""" p="""" pspan="""" phù="""" hợp="""" khách="""" mua="""" ở,="""" đầu="""" tư,="""" cho="""" thuê="""" văn="""" phòng,="""" giữ="""" tiền="""" đều="""" tuyệt="""" đỉnh.="""" initial'="""">- Chủ vô cùng thiện trí, đã hạ chào rất sâu giá vô cùng tốt.  "",="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'-="""" sổ="""" đỏ="""" chính="""" chủ,="""" pháp="""" lý="""" chuẩn="""" chỉ,="""" giao="""" dịch="""" ngay.="""" span="""" p="""" pspan="""" lh:="""" minh="""" lợi="""" span0987950583span="""" initial'=""""> - gặp là có Lợi - Chuyên thổ cư, nhà mặt phố, nhà dòng tiền, Biệt thự giá tốt nhất thị trường Long Biên.",13/10/2022,Tin thường,batdongsan_so_com_vn_1673795216.7299306
4 tỷ VNĐ,đường Mỹ Đình, 35m2, 4, 3, 4, 4,,"Bán nhà Mỹ Đình, Nam Từ Liêm, ngõ rộng ô tô vào nhà, giá 4 tỷ. + Vị trí trung tâm, cách phố 30m, giao thông các tuyến: Bến xe Mỹ Đình, Vành đai 3, Phạm Hùng, Đình Thôn, Nhân Mỹ, Lê Đức Thọ,… + Hiện trạng nhà 4 tầng, 4 phòng ngủ. Sổ đỏ đẹp, chủ thiện chí. * Gọi ngay em Bình để xem nhà miễn phí, không tiếp môi giới.",13/10/2022,Tin thường,batdongsan_so_com_vn_1673795217.7282596
"10,8 tỷ VNĐ",Đường Nguyễn Khoái phường Bạch Đằng, 68m2, 5, 8, 5, 5, 5,"Bán nhà mặt phố Nguyễn Khoái, Hai Bà Trưng 68mxMT4,5mx5PN, vỉa hè, ô tô, KD giá 10.8 tỷ. LH 0366051369 Vị trí đẹp nhất phố Nguyễn Khoái, thông Trần Khát Chân, Trần Hưng Đạo, Tây Kết… Tiện ích đầy đủ, giao thông thuận tiện, 3 phút vào trung tâm phố cổ, bệnh viện trung Ương 108, bệnh viện Việt Xô, TTTM Time City, trường học các cấp, Đại học Công Nghiệp, Bách Khoa, Kinh Tế, Xây Dựng… Nhà xây khung cột chắc chắn, tổng 5PN, PK, bếp, WC, phòng thờ, sân phơi đầy đủ công năng, thoáng trước sau, bên cạnh là ngõ nhà khác nên mở cửa sổ ánh sáng chan hòa, mát mẻ… Chủ nhà muốn chuyển đổi thiện chí bán, sổ đỏ nở hậu sẵn sàng giao dịch Giá chào 10.8 tỷ thương lượng trực tiếp. Mời Quý vị liên hệ Ms. Quyên 0366051369 (Miễn trung gian, QC)",13/10/2022,Tin thường,batdongsan_so_com_vn_1673795219.9369383
"4,5 tỷ VNĐ",Đường Pháo Đài Láng phường Láng Hạ, 41m2,, 1, 4, 4, 4,"LÕI ĐỐNG ĐA _ CÁCH OTO TRÁNH 50M_NHÀ DÂN XÂY_2 THOÁNG TRƯỚC SAU_ Ở NGAY_NGÕ NÔNG THOÁNG+ Ngõ 157 Pháo Đài Láng là ngõ oto tránh, nhà cách phố 50M, ngõ ba gác vào đỗ tận cửa. vị trí quá đẹp trong tầm tài chính k có căn thứ 2. ngõ thông Nguyễn Chí Thanh, Đường láng, Pháo Đài Láng. + Hàng xóm dân trí, đầu ngõ là truỏng công an quận.nhà 2 mặt thoáng trước sau, phòng nào cũng có cửa sổ đón gió mát.  + Thiết kế 41m -4 Tầng -4PN đủ công năng cho gdd 2-3 thế hệ. nhà mới ở luôn k cần sửa sang. + Sổ đỏ pháp lý chính chủ  Liên hệ: 038.888.4252 em Thu Chuyên nhà thổ cư Cầu Giấy - Đống Đa.",13/10/2022,Tin thường,batdongsan_so_com_vn_1673795221.2225022
"7,2 tỷ VNĐ",Đường Chiến Thắng phường Văn Quán, 43m2, 3, 6, 4, 4, 4,""",""sans-serif"";="""" color:="""" #0070c0;="""" line-height:="""" 110%;="""" mso-ansi-language:="""" vi'Ô="""" tÔ="""" 7="""" chỖ="""" ĐỖ="""" cỬa="""" -="""" cÁch="""" mp="""" chỈ="""" 30m="""" kd="""" vp="""" tỐt="""" phÂn="""" lÔ="""" bÀn="""" cỜ="""" span="""" p="""" class=""MsoNormalSPAN"" vi'+="""" diện="""" tích="""" 43m,="""" nhà="""" 4="""" tầng="""" mặt="""" tiền="""" 3.8m="""" giá="""" 7.2="""" tỷ="""" vi'="""">+ Vị trí đắc địa: Phân lô cán bộ Học Viện An Ninh, ô tô 7 chỗ chạy vòng quanh ngõ thông bàn cờ, nhà 2 thoáng trước sau, kinh doanh văn phòng cực tốt. "",""sans-serif"";="""" color:="""" #0070c0;="""" line-height:="""" 110%;="""" mso-ansi-language:="""" vi'+="""" nhà="""" xây="""" 4="""" tầng="""" chắc="""" chắn,="""" hàng="""" xóm="""" toàn="""" cán="""" bộ="""" Đại="""" tá,="""" giảng="""" viên="""" trường="""" học,="""" thiết="""" kế:="""" span="""" p="""" class=""MsoNormalSPAN"" vi'-="""" 1:="""" khách,="""" bếp,="""" vệ="""" sinh.="""" vi'="""">- Tầng 2,3: Mỗi tầng 2 phòng ngủ, vệ sinh giữa. "",""sans-serif"";="""" color:="""" #0070c0;="""" line-height:="""" 110%;="""" mso-ansi-language:="""" vi'-="""" tầng="""" 4:="""" phòng="""" thờ,="""" sân="""" phơi.="""" span="""" p="""" class=""MsoNormalSPAN"" vi'+="""" sổ="""" đỏ="""" chính="""" chủ="""" vuông="""" vắn,="""" sẵn="""" sàng="""" giao="""" dịch.="""" vi'="""">+ Giá chào để bán: 7.2 tỷ ",13/10/2022,Tin thường,batdongsan_so_com_vn_1673795222.7601476
44 tỷ VNĐ,Đường Nguyễn Văn Cừ  phường Gia Thụy, 185m2, 6, 20, 7, 1, 7,,13/10/2022,Tin thường,batdongsan_so_com_vn_1673795224.3508906
"14,5 tỷ VNĐ","Đường Lãng Yên, Phường Bạch Đằng", 65m2, 5, 20, 5, 5, 4,"+ Nhà mặt phố, vỉa hè rộng, đường trước nhà 20m, khu vực VIP làm văn phòng, showroom, giao thông thuận lợi, thông Trần Khát Chân, Đại Cổ Việt.+ Lõi Hai Bà Trung, nhiều tiện ích vô cùng đẳng cấp, từ cái nhỏ đến cái lớn.+ Gần các trường đại học lớn, gần chợ Giời, gần các bệnh viện như Thanh Nhàn, Bạch mai...+ Diện tích: 65m, sổ đỏ chính chủ.+ Giá chỉ: 14.3 tỷ, có thương lượng cho khách thiện chí, cần mua.+ Khách hàng quan tâm vui lòng liên hệ NGUYỄN DƯƠNG: 0825920555.",13/10/2022,Tin thường,batdongsan_so_com_vn_1673795225.5128305
