price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Số toilet
"3,1 tỷ VNĐ",Đường Bùi Xương Trạch phường Thanh Xuân Bắc, 36m2, 5, 3, 5, 6,"+ Khu phố VIP của Thanh Xuân, tập trung nhiều chung cư, tòa nhà văn phòng, nhiều trường Đại học. Phố to, hè rộng, kinh doanh buôn bán tấp nập. Nhà đang cho thuê 16 triệu/ tháng.  chuyên nhà đất Hà Nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7
",04/09/2022,Tin thường,batdongsan_so_com_vn_1673804361.2901654,
"3,65 tỷ VNĐ",Mậu Lương - Kiến Hưng - Hà Đông, 55m2,,, 3, 3,"HOT HOT! NHÀ 55M2 - 3 TẦNG - LÔ GÓC - GIÁ CHỈ 3.65 TỶ TẠI MẬU LƯƠNG - KIẾN HƯNG+ Nằm tại vị trí đắc địa của Kiến Hưng, thuận tiện di chuyển qua các khu vực như khu dịch vụ Mậu Lương, gần khu đô thị Xa La...+ Nhà chủ tự xây rất tâm huyết. Diện tích rộng 55m2, nhà thiết kế 3 tầng với đầy đủ công năng sử dụng. thuộc lô góc nên nhà rất thoáng.+ Hàng xóm xung quanh thân thiện, dân trí cao.+ Giá: 3.65 tỷ (Thương lượng cho khách thiện chí)+ Sổ đỏ chính chủ - công chứng trong ngày.+ Liên hệ: Mrs Nhung - nhà đẹp Hà Đông: 0944.795.382 để được tư vấn.",04/09/2022,Tin thường,batdongsan_so_com_vn_1673804362.855976, 2
"3,1 tỷ VNĐ",Đường Xuân Đỉnh phường Xuân Đỉnh, 40m2,, 2, 5, 4,"BÁN NHÀ XUÂN ĐỈNH 5 TẦNG x 40M2, GẦN PHỐ, 3.1 TỶ. Bán nhà xuân đỉnh 5 tầng x 40m2, gần phố, 3.1 tỷ. - Nhà KCBT chắc chắn, vào ở luôn. - Khu vực trung tâm dễ dàng di chuyển nhiều nơi. - Sổ đổ chính chủ, sang tên ngay. Liên hệ em Thế Tuấn để xem nhà 24/7: 0389001010                              ",04/09/2022,Tin thường,batdongsan_so_com_vn_1673804364.7240107,
,"Xuân Đỉnh, Bắc Từ Liêm", 40m2, 4,,,,"BÁN NHÀ XUÂN ĐỈNH 5 TẦNG x 40M2, GẦN PHỐ, 3.1 TỶ. Bán nhà xuân đỉnh 5 tầng x 40m2, gần phố, 3.1 tỷ. - Nhà KCBT chắc chắn, vào ở luôn. - Khu vực trung tâm dễ dàng di chuyển nhiều nơi. - Sổ đổ chính chủ, sang tên ngay. Liên hệ em Thế Tuấn để xem nhà 24/7: 0389001010                              ",04/09/2022,Tin thường,batdongsan_so_com_vn_1673804366.0434804,
"3,1 tỷ VNĐ",Đường Bùi Xương Trạch phường Thanh Xuân Bắc, 36m2, 5, 3, 5, 6," + Nhà chủ tự xây để ở móng khung dầm chắc chắn lên tầng nữa thoải mái. Nội thất đẹp cầu thang giữa gỗ tốt, cửa toàn bộ gỗ lim tốt, sàn ốp gỗ, mỗi tầng 2 phòng đẹp long lanh: - Tầng 5: 2 phòng (sân phơi) lợp mái tôn trên, xung quanh có sắt hàn theo ô vuông an toàn. + LH: ",04/09/2022,Tin thường,batdongsan_so_com_vn_1673804370.4918063,
"4,2 tỷ VNĐ","Trần Bình, Cầu Giấy", 33m2,,,,,"CẦN BÁN NHÀ PHỐ TRẦN BÌNH 33M2 x 4 TẦNG, SANG TRỌNG, 4.2 TỶ. Cần bán nhà phố trần bình 33m2 x 4 tầng, sang trọng, 4.2 tỷ. - Nhà mới, chủ xấy tâm huyểt xem nhà là ở luôn. - Khu vực trung tâm dễ dàng di chuyển nhiều nơi. - Chủ thiện trí bán, sang tên nhanh chóng. Liên hệ em Thế Tuấn để xem nhà 24/7: 0389001010                              ",04/09/2022,Tin thường,batdongsan_so_com_vn_1673804372.6211195,
"2,85 tỷ VNĐ","Hoè Thị, Xuân Phương, Hà Nội", 50m2, 2,,,,"CẦN BÁN NHÀ PHỐ HOÈ THỊ, 4 TẦNG x 50M2, Ô TÔ, 2.85 TỶ. Cần bán nhà phố hoè thị, 4 tầng x 50m2, ô tô, 2.85 tỷ. - Nhà mới, chủ xấy tâm huyết, KCBT vững chắc. - Gần các trường tiểu học, cấp 2, cấp 3,… - Ngõ thông nhiều phía, đi lai dễ dàng. - Chủ là bác Chính rất hiền và quý khách. Liên hệ Thế Tuấn để xem nhà và gặp chủ miễn phí: 0389001010               ",04/09/2022,Tin thường,batdongsan_so_com_vn_1673804374.1510174,
"2,85 tỷ VNĐ",Đường Xuân Phương phường Xuân Phương, 50m2,, 2, 4, 4,"CẦN BÁN NHÀ PHỐ HOÈ THỊ, 4 TẦNG x 50M2, Ô TÔ, 2.85 TỶ. Cần bán nhà phố hoè thị, 4 tầng x 50m2, ô tô, 2.85 tỷ. - Nhà mới, chủ xấy tâm huyết, KCBT vững chắc. - Gần các trường tiểu học, cấp 2, cấp 3,… - Ngõ thông nhiều phía, đi lai dễ dàng. - Chủ là bác Chính rất hiền và quý khách. Liên hệ Thế Tuấn để xem nhà và gặp chủ miễn phí: 0389001010               ",04/09/2022,Tin thường,batdongsan_so_com_vn_1673804376.1327536,
"4,75 tỷ VNĐ","DV Hòa Bình, Yên Nghĩa, Hà Đông", 50m2, 4, 10,,," # Bán Đất quận Hà Đông phường Yên Nghĩa, Khu C đất dịch vụ Hòa Bình. LH Tình Nhà Đất 0983858722. + CC cần tiền bán gấp đất dịch vụ, Hòa Bình, Yên Ngĩa, khu phân lô, ô bàn cờ, xe chạy vòng quanh, vỉa hè 2 bên, ô tô dừng đỗ mát máy ngày đêm. DT 50m đất, mt 4m, giá 4.75 tỷ, nhanh tay LH thương lượng trực tiếp: giá tốt, chủ nhiệt, sẵn sàng gia lộc mạnh, khu vực đang rất phát triển, tiềm năng cao trong nay mai. + Vị trí: thoáng mát, sạch đẹp, phát triển mạnh, tiềm năng cao khi dự án đường Vành Đai 4 sắp thi công, tại khu phân lô dịch vụ Hòa Bình, Yên Nghĩa, gần KĐT Đô Nghĩa, cạnh Trường Đại Học Phenikaa, Trường Mầm Non Lê Trọng Tấn, gần Bảo tàng đường Hồ Chí Minh, Bến xe Yên Nghĩa, Thông Tố Hữu, Nguyễn Thanh Bình, Lê Trọng Tấn, Nguyễn Trác, khu DV Hòa Bình ra QL6 đường Quang Trung... + Sổ đỏ vuông nét căng chính chủ, pháp lý chuẩn, sẵn sàng giao dịch. # HotLine: 0983858722 Tình Nhà Đất quận Hà Đông – Hà Nội ( uy tín, tận tâm, nhiệt tình, tư vấn, hỗ trợ 24/7).",04/09/2022,Tin thường,batdongsan_so_com_vn_1673804377.242791,
"37,5 tỷ VNĐ",Trung Kính Cầu Giấy, 87m2, 5,, 5, 2," - Diện tích 88m2 x5 tầng.Mt 5.5m. - Giá bán 37.5 tỷ ( CTL )• Vị trí: + Nhà mặt phố Trung Kính mặt tiền rộng, nối với Vũ Phạm Hàm - Trung Kính - Mạc Thái Tông. - Thiết Kế + Tầng 1: thông sàn đang cho thuê kinh doanh. + Tầng 2: thông sàn, PK, bếp. + Tầng 3,4: mỗi tầng chia 2 PN, WC giữa.+ Tầng 5: Phòng thờ, sân phơi. - Sổ đỏ phân lô trước sau như một, sẵn sàng giao dịch. Liên hệ với em để được tư vấn! Miễn ( TG Quảng Cáo ) ",04/09/2022,Tin thường,batdongsan_so_com_vn_1673804378.7667148, 2
