price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
"19,8 tỷ VNĐ",Đường Trường Chinh phường Khương Thượng, 92m2, 5, 3, 8, 17, 17,"BÁN TOÀ CHUNG CƯ MINI NGÃ TƯ SỞ, 8 TẦNG THANG MÁY, 17P KHÉP KÍN, 92m - 19.8 tỷ Diện tích 92m Toà nhà ccmn 8 tầngMặt tiền 5.2mGiá bán 19.8 tỷ  - Thiết kế: Thang máy lên đến tầng 8. Tổng 17 phòng cho thuê full đồ, full khách.- Doanh thu dòng tiền ~100tr/tháng.- Nhà chủ đang tự quản lý, sổ đỏ chính chủ, đầy đủ GPXD- Sổ 83m, thực tế xây dựng 92m, có thừa lại 60cm phía sau khe thoáng lưu không.- Nhà nằm mặt ngõ bagac tránh xe máy, thông tứ phía.- Sổ đỏ chính chủ, sẵn sàng giao dịch.",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796173.1180294
"11,6 tỷ VNĐ","Luxury, Kiến Hưng, Hà Đông", 75m2, 7, 10, 5, 4,," [ TUYỆT ĐẸP ] nhà khu phân lô VIP, vỉa hè, ô tô tránh, diện tích lớn, mặt tiền siêu rộng, 2 thoáng trước sau, xây thô, thiết kế thông sàn, ở thích, văn phòng, công ty, hay kinh doanh tốt nhiều nghành nghề, cạnh KĐT Xa La, ngay Luxury Kiến Hưng quận Hà Đông. + DT 75m, 5T, mt 7m. + Giá chỉ 11.6 tỷ ( thương lượng ).   + Vị trí đắc địa, ngay tuyến đường đôi huyết mạch - Văn Phú – Phúc La - Xa La – Nguyễn Xiển... khu dân trí cao - an ninh tuyệt đối - hạ tầng đồng bộ == Tiềm năng Tăng Giá Mạnh ==== + Sổ đỏ phân lô, nét căng, săn sàng giao dịch. # HotLine: 0906113879 Tình Nhà Đất quận Hà Đông ( chuyên nghiệp – nhiệt tình – hỗ trợ 24/7 ).",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796174.5173106
"3,4 tỷ VNĐ",Đường Cổ Nhuế phường Cổ Nhuế 2, 33m2, 3, 3, 4, 5, 4,"+ bán kính 500m công viên hòa bình, thành phố giao lưu, ngoại giao đoàn, xung quanh nhiều tiện ích, chợ, trường mần non ,trường cấp: 1,2,3 và các trường Đại học. Thiết kế: - T3: 2 ngủ, vs. + Sổ đỏ vuông đẹp, chính chủ pháp lý rõ ràng, sổ đỏ chao tay có nhà ở ngay. ",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796175.855659
"1,21 tỷ VNĐ",Đường Tỉnh Lộ 35 phường Hiền Ninh, 78m2, 4,,,,,"Bán đất 78m2 full thổ cư trục chính Chùa Nấu,Hiền Ninh đường 4m ô tô đỗ cửa * Diện tích: 78,1m2 - Mặt tiền: 4.46m đường o tô ngõ thông * Tiện ích: - Cách đường bờ kênh 1km.Cách đường 35 chỉ 2km - Gần UBND. Trường cấp 1.2. Mầm non. - Gần KCN Nội Bài và 15p đến sân bay Nội Bài. - Dân cư dông đúc thuận thiện giao thông - Anh chị thiện chí liên hệ trực tiếp em Quyền sdt 0983774492 để được tư vấn và đi xem đất ",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796177.0312192
"4,5 tỷ VNĐ",Đường Ngọc Thụy phường Ngọc Thụy, 50m2, 5, 1, 4, 4,,"BÁN NHÀ NGỌC THUỴ -NHÀ Ô TÔ TRÁNH NHAU, PHÂN LÔ BÀN CỜ THÔNG TỨ TUNG, NHÀ SỬA LẠI MỚI TINH. S: ~50mGiá: 4ty5 Mô tả+ Ô tô tránh, gara ô tô vào nhà thoải mái.+ Nhà mới tinh chủ mới chỉ việc xách va ly về ở.+ Nhà thông tứ tung đi ngả nào cũng tiện+ Gần công viên, chợ, trường học, bệnh viện, trung tâm thương mại...vv. Thiết kế+ Tầng 1: Phòng khách + bếp + wc.+ Tầng 2, 3,Mỗi tầng 2 phòng ngủ + wc.+ Tầng 4 Phòng thờ + sân phơi.Sổ Vuông đét cất két sẵn sàng giao dịch ngay. Ac quan tâm LH : em Phuong 0911068690",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796178.3806357
"8,3 tỷ VNĐ",Đường Thái Thịnh phường Thái Thịnh, 39m2, 5, 3, 5, 4, 3,"KINH DOANH ONLINE - LÔ GÓC -MT 5.8M-Ở SƯỚNG - Ô TÔ ĐỖ CỬA.Diện tích 39m2Nhà xây 5 tầng Mặt tiền 5.8mGiá chào 8.3 tỷ  + Vị trí cực đẹp ngõ rộng ô tô 5 tạ vào tận cửa, ô tô tránh cách nhà 10m, lô góc 2 mặt thoáng vĩnh viễn. giao thông thuận tiện. + Hiện trạng Nhà 5 tầng:+ Tầng 1 để xe, khách, bếp+ Tầng 2,3 mỗi tầng 2 phòng, tổng 4 phòng ngủ, + T4 phòng thờ, sân phơi, + T5: Tum trồng cây. + Sổ đỏ chính chủ, nở hậu, sẵng sàng giao dịch. ",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796179.6876929
"17,4 tỷ VNĐ",Đường Việt Hưng phường Việt Hưng, 120m2, 5,,,,,"
    Bán đất mặt phố Việt Hưng, đoạn đẹp& kinh doanh sầm uất nhất, 120m, 145tr/1m2- Vị trí đất sát liền Vinharmony, gần công viên Việt Hưng, nối thông các tuyến phố Việt Hưng, Nguyễn Văn Linh, Ngô Gia Tự, Đoàn Khuê, Nguyễn Cao Luyện, Trường Lâm, Ngô Gia Tự, gần BigC Long Biên, 5 phút ra Aeon mall Long Biên, qua Cầu Vĩnh TUy, cầu Trần Hưng Đạo vào trung tâm thành phố.- Đất vuông đét, view thoáng vĩnh viễn, DT 120m, thuận tiện vừa ở vừa kinh doanh hoặc xây tòa nhà thang máy làm văn phòng đều thuận tiện.Giá chỉ 145tr/1mLiên hệ Mrs Xuân Kiều ngay khi đất vẫn còn.
",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796181.06804
"5,6 tỷ VNĐ",mỗ lao, 42m2, 4,, 4, 4, 3,"Bán Nhà! Trần Phú. Ô Tô Kinh Doanh 42m2 x  tầng. Mặt Tiền 4m Giá 5.6 Tỷ.  MẶT NGÕ – Ô TÔ – KINH DOANH ĐA DẠNG  + Nhà mặt ngõ Trần Phú, cách Trần Phú vài bước chân, giao với các đường Quang Trung, Nguyễn Trãi, Ngã Tư Sở, Vành Đai 3. Ngả đi các hướng nội thành và các tỉnh thành xung quanh thành phố rất thuận tiện. + Nhà gần các trường Đại Học lớn như; Đại Học Kiến Trúc, bưu Chính Viễn Thông, học viện An Ninh. Gần bệnh viện 103, Viện bỏng, Học Viện Quân Y, Chợ Hà Đông, Chợ Phùng Khoang, Quận Uỷ Hà Đông, Siêu Thị Bigc Hà Đông, Siêu Thị Coopmax, Trung Tâm Thương Mại Roal Anl CiTy cũng như rất nhiều dịch vụ xung quanh đa dạng và phong phú các loại hình vui chơi giải trí khác. Giao thông thuận tiện, an sinh đỉnh, an ninh an toàn. + Nhà nằm trên khu phố sầm uất, buôn bán, kinh doanh, văn phòng và các loại hình dịch vụ rất đa dạng và phát triển. Tương lai khu vực siêu sầm uất.  + Nhà thiết kế 4 tầng:                                                                                                          - - - Tầng 1: Phòng Khách, Bếp, Wc  - Tầng 2,3: Mỗi tầng 2  phòng ngủ và wc - Tầng 4 : Phòng thờ, sân chơi + Nhà xây dựng bê tông cốt thép rất chắc chắn. Nhà mới đẹp long lanh, ful nội thất mới tinh.  Sổ đỏ chính chủ, cất két sẵn sàng giao dịch.   LH: E KHÁNH: 0984568179 ",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796182.216767
"6,85 tỷ VNĐ",đường Phú Đô, 61m2, 4, 4, 5, 5,,"ĐC: Phú Đô, quận Nam Từ Liêm. + Vị trí cực đẹp, khu vực đông dân cư, mặt ngõ thông, đường trải nhựa ô tô qua, lô góc, kinh doanh mọi loại hình. + Giao thông thuận tiện: Lê Quang Đạo, Mễ Trì, Sân vận động Mỹ Đình, Đại Lộ Thăng Long, Đồng Me,… S = 61m2, 5 tầng, mặt tiền 4m, giá 6.85 tỷ. + Nhà dân cực đẹp và chắc chắn, ở ngay. + Thiết kế: 5 phòng ngủ ( Có thể sửa thành 6 ngủ), lắp được thang máy. Tầng 1 kinh doanh. Sổ đỏ đẹp, chủ nhà thiện chí. * Gọi ngay để xem nhà miễn phí, không tiếp môi giới.",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796183.4022603
"4,8 tỷ VNĐ",Đường Dương Quảng Hàm phường Yên Hòa, 42m2, 3, 3, 5, 4, 4,"
    + xây dựng 5 tầng tổng 4 phòng ngủ ,công năng sử dụng đầy đủ+ Sổ Đỏ chính chủ sẵn sàng giao dịchLH call SMS 0335497120 zalo",08/10/2022,Tin thường,batdongsan_so_com_vn_1673796184.4614263
