price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng
"3,9 tỷ VNĐ",Đường Nguyễn Hoàng phường Mỹ Đình 1, 41m2, 3, 2, 5, 3, 3,"Chủ nhà đã mua nhà mới to hơn, nay có nhu cầu bán nhà riêng phố Nguyễn Hoàng, quận Nam Từ Liêm: 41m2, 3 ngủ, mặt tiền 3.8m, 5 tầng, ngõ rộng, vài bước ra phố. + Nằm ngay gần Đường vành đai 3, trung tâm quận Nam Từ Liêm, tiếp giáp các quận Cầu Giấy, Thanh Xuân. Tiếp giáp đường lớn: Vành đai 3, Trần Duy Hưng,… Xung quanh là chợ dân sinh, siêu thị to nhỏ và trường học các cấp. + Thiết kế khung cột BTCT, mỗi tầng 1 phòng 1 WC, các phòng có cửa sổ thông thoáng. + Dân trí và an ninh tốt. + Sổ đỏ chính chủ, giao dịch ngay. + Giá chào: 3.9 tỷ, có thương lượng. Liên hệ Mr. Tiến: 0966248983, xem nhà ngay.",03/06/2022,Tin thường,batdongsan_so_com_vn_1673821767.6266623,
"1,95 tỷ VNĐ",Đường Trần Hữu Dực phường Xuân Phương, 63m2, 7, 10, 5, 2, 1,"
    - Giá bán: 1,95 tỷ.+ 2 phòng ngủ, 1 nhà vệ sinh.+ Nội thất cơ bản.
",03/06/2022,Tin thường,batdongsan_so_com_vn_1673821768.8723292,
15 tỷ VNĐ,Hà Nội, 77m2,,,,,," - Vị trí siêu đẹp, mặt tiền khủng, ô tô tránh, vỉa hè, kinh doanh mọi mặt hàng - Diện tích 77 m2, 6 tầng thang máy, mặt tiền 6.2 m, đất lành gia chủ làm ăn rất có lộc. - Khu vực dân trí cao, an sinh đỉnh, thông thương thuận tiện, dễ dàng di chuyển. - Sổ đỏ chính chủ, sẵn sàng giao dịch. - Giá gia lộc mạnh chỉ 15 tỷ.Liên hệ em Thanh để được tư vấn ngay, hỗ trợ miễn phí 100%: 0366 555 258.",03/06/2022,Tin thường,batdongsan_so_com_vn_1673821769.919529,
"4,229 triệu VNĐ",Đường Thượng Phúc phường Bắc Hồng, 62m2, 5,,,,," Thông tin lô đấu giá Thượng Phúc Bắc Hồng Đông Anh Diện tích: 62.2m Hướng Tây Nam Đường trước mặt 6m, vỉa hè 2m  Vị trí lô đất đấu giá Thượng Phúc Bắc Hồng Đông Anh –  Đất ngay đường quốc lộ kinh doanh được.– Cách kcn Bắc thăng long 3km, kcn Quang Minh 5km– Cách 400m ra chợ, trường học cấp I, II, III, mầm non,–  Chỉ 1km ra đường Võ Văn Kiệt.– Chỉ 5-10p’ vào trung tâm HN hoặc đi Nội Bài.– Mảnh đất đẹp, tiềm năng để đầu tư hoặc an cư lâu dài, kinh doanh được. Em Linh:0989454787
Tư vấn nhà đất Đông Anh miễn phí Kiểm tra quy hoạch mới nhất giá rẻ  Xem thêm :https://www.facebook.com/linh.vi.5074644/",03/06/2022,Tin thường,batdongsan_so_com_vn_1673821771.1352768,
"1,8 tỷ VNĐ",Đường Vũ Lăng phường Tứ Hiệp, 64m2, 7, 10, 10, 2, 2,"
    - Thanh Toán 95% chiết khấu 4% / tổng giá trị căn hộ.- Thanh toán thẳng giá sau chiết khấu chỉ từ 1,89 tỷ* Quỹ căn 03 ngủ diện tích 105m2 hướng Ban công Đông Nam, tầng đẹp giá 2.9 tỷ.- Đang sơn lót mặt ngoài.- Xung quanh dự án đã trồng trang trí cây xanh.Đến với Tecco Diamond quý khách hàng khàng yên tâm với hàng ngàn tiện ích ngoại khu sẵn có:- Cách Quận Ủy Thanh Trì: 800m.- Cách trường mầm non Tứ Hiệp B, trường Tiểu Học Ngô Sĩ Kiện: 60m.Gọi ngay liên hệ căn thực tế: Em Tú 0346130081",03/06/2022,Tin thường,batdongsan_so_com_vn_1673821772.4647193,
"25,5 tỷ VNĐ",Đường Huỳnh Thúc Kháng phường Láng Hạ, 4603m2,, 1, 7, 6, 6,"
    - Nhà bán mặt ngõ thuộc khu phân lô Vip Huỳnh Thúc Kháng - Nguyên Hồng dân trí cao, ô tô chạy vòng quanh.- Tòa nhà văn phòng - Lô Góc - Thang Máy kinh doanh cực đỉnh các phố chỉ 20m xung quanh toàn tòa nhà văn phòng công ty lớn- Vị trí thông sang Nguyên Hồng - Nguyễn Chí Thanh thuận tiện di chuyển.- Tiện ích xung quanh ngập tràn trường học, trung tâm thương mại lớn Lotte, vincom ....- Diện Tích 60m2 xây 7 tầng Mặt tiền 15 m2 giá 25.5 tỷ có thương lượng.- Nhà Thiết kế văn phòng các tầng thông sàn . Thang máy, thang bộ thiết kế cuối nhà. - Sổ đỏ phân lô trước sau như một sẵn sàng giao dịch.
",03/06/2022,Tin thường,batdongsan_so_com_vn_1673821773.5448298,
,Khương Trung - Thanh Xuân, 58m2, 4,, 5, 7,,"+Cần bán nhà Khương Trung - Thanh Xuân, 58m2, 5 Tầng, MT 4m, Ô TÔ, Nhỉnh 5 Tỷ.+Vị trí đắc địa, gần Ngã Tư Sở, cách đường lớn 50m, tiện ích bạt ngàn.+Nhà chủ xây để ở, ngõ rộng thoáng thông tứ tung, khách mua về ở ngay.+Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng dao dịch. LH: Mr Hoan, 0925088355, chuyên thổ cư Hà Nội, miễn phí xem nhà 24/7.",03/06/2022,Tin thường,batdongsan_so_com_vn_1673821774.869287,
,"Linh Sơn, Bình Yên, Thạch Thất, Hà Nội", 100m2, 4, 8,,,,"Chính chủ cần tiền bán nhanh lô đất ở TĐC Linh Sơn với rất nhiều lợi thế tiềm năng lớn:- Hạ tầng đồng bộ, đường 8m, vỉa hè mỗi bên 3m.- Đất full thổ cư- Giáp các dãy trọ đang xây cho thuê - Rất gần ĐHQG, ĐH FPT...- Cách khu Công nghệ cao 3' di chuyển     LH ngay 0978862329 để đc hỗ trợ đi xem đất miễn phí",03/06/2022,Tin thường,batdongsan_so_com_vn_1673821776.0341697,
,Đường Quốc Lộ 3 phường Tiên Dược, 368m2, 9,,,,,"
    Bán đất kinh doanh tại Sóc Sơn-Đường nhựa 8m- cách QL3 Chỉ 20m, giá sốc chỉ 23 tr/m2.- ĐC: Dược Hạ, Tiên Dược, Sóc Sơn, Hà Nội- Diện tích 368m2.- Mặt tiền 9.48m, nở hậu.- Đất kinh doanh, ngay cổng làng Dược Hạ.- Đường 8m, trải nhựa.- Sổ hồng 2022, có 180m2 thổ cư.
",03/06/2022,Tin thường,batdongsan_so_com_vn_1673821777.4663384,
"5,25 tỷ VNĐ","Trung Văn, Nam Từ  Liêm", 32m2, 3, 2, 5, 5, 3,"Nhà Lô góc , ngõ thông tứ tung Ô bàn cờ. Gần trường CĐXD Số 1 Hà Nội, gần chợ , trường học các cấp. Thiết kế sang chảnh 5 tầng, chủ nhà tư duy hiện đại trẻ trung. Tầng 5 làm sân tổ chức Party, view cực đẹp. Tầng 1 : Phòng khách + 1 Phòng ngủ + WC. Tầng 2,3: Mỗi tầng 2 PN+ WC. Nội thất đỉnh cao. Chủ nhà trẻ tuổi tài giỏi, nhà rải khắp các quận. Sổ chính chủ đang để sẵn két chờ giao dịch.       Giá: 5.25 tỷ(có thương lượng) Liên hệ: Ms Trang 0934.220.220/ 037.585.1091, sẵn sàng hỗ trợ 24/7",03/06/2022,Tin thường,batdongsan_so_com_vn_1673821779.3154337, Bắc
