price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Lộ giới,Số toilet,Hướng
5 tỷ VNĐ,Ngã Tư Sở, 42m2, 5, 5, 5,"+ Nhà nằm ở trung tâm lõi Đống Đa, chỉ vài bước chân ra mặt phố lớn, khu dân trí tốt.+ Xung quanh có rất nhiều tiện ích, rất đáng sống.+ Chủ xây tâm huyết để ở, nhà mới đẹp LÔ GÓC thoáng sáng nên phòng nào cũng có cửa sổ.+ Sổ đỏ chính chủ , pháp lý chuẩn, sang tên nhanh. LH: Em Hoan, 0925088355, chuyên thổ cư Hà Nội, miễn phí xem nhà 24/7.",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820481.9339292,,,
"8,7 tỷ VNĐ",Đường Cầu Giấy phường Dịch Vọng, 59m2, 5, 7, 9,"
    
TRUNG TÂM CẦU GIẤY - Ô CHỜ THANG MÁY - NGÕ KINH DOANH - ĐẦU TƯ NHÀ DÒNG TIỀN - NHIỀU TIỀN/ THÁNG

+ Chủ nhà muốn chuyển vào Nam ở cùng các con nên mới bán căn nhà vị trị rất đẹp, kinh doanh, gần mặt phố Cầu Giấy, vị trí Trung Tâm các trường đại học lớn, nhu cầu thuê phòng để ở rất cao.

+ Nhà chủ tự xây vô cùng kiên cố và chắc chắn, có ô chờ thang máy, các phòng đều khép kín, chủ mới về chỉ cần thêm thùng sơn, lắp thang máy, lên thêm tầng thì dòng tiền cực tốt.

Thiết kế: 
+ Tầng 1: Để xe + phòng khách - bếp.
+ Tầng 2,3,4,5: Mỗi tầng 2 phòng + vệ sinh khép kín
+ Tầng 6: 1 ngủ + 1 phòng thờ.
+ Tầng 7: Sân phơi.

+ Sổ đỏ nở hậu, đẹp
+ Giá 8,7 tỷ thương lượng
",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820483.4888058, 3, 7,
"12,79 tỷ VNĐ","Lê Trọng Tấn, Khương Mai, Thanh Xuân, Hà Nội", 60m2,,,,"SIÊU PHẨM LÊ TRỌNG TẤN - Ô TÔ - KINH DOANH – THÔNG TỨ TUNG - 60M - NHỈNH 12 TỶ + Vị trí đẹp nhất phố, ngay đối diện toà chung cư Artemis, làm gì cũng tiện. Khu vực quân đội dân trí cao, an ninh cực tốt. + Ngõ vào rộng, thông, xe 7 chỗ đi qua thoải mái, để được trong nhà. Nhà có thể dùng để ở, kinh doanh văn phòng, Spa,… + Nhà chủ xây xác định để ở cả đời nên xây rất tâm huyết, nội thất toàn hàng xịn, cửa, lan can toàn gỗ thịt, cầu thang ốp gỗ, mặt tiền lắp toàn bộ kính từ tầng 2 lên. Thiết kế 7 tầng, tổng 8 phòng ngủ, 1 phòng khách. + Chủ hiểu chuyện, không dùng đến nên bán, nhà để không 3 năm không cho thuê. + Sổ đỏ chính chủ sẵn sàng giao dịch + Liên hệ: 0362368485",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820484.684571,,,
"7,25 tỷ VNĐ",Đường Vũ Đức Thận phường Việt Hưng, 95m2, 6,,,"Đất nằm tại vị trí siêu đẹp, mặt tiền rộng, đường trước nhà rộng, ngõ ô tô thông tránh nhau, ba bước ra phố, xung quanh nhiều tiện ích. Liên hệ: Mr Liên 0372311369 (miễn trung gian, quảng cáo).",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820485.8763835,,,
"6,3 tỷ VNĐ","Phan Đình Giót, Hà Đông, Hà Nội.", 37m2,, 6, 4," # Cần bán #  Nhà đẹp, Căn góc, Phan Đình Giót, Hà Đông. ô tô đỗ cửa, phù hợp vừa ở vừa kinh doanh, làm Văn phòng hay cho thuê đỉnh. DT 37/40, 6T giá chỉ 6.3 tỷ.  + Vị trí đắc địa, kinh doanh sầm uất tạị phố Phan Đình Giót phường La Khê quận Hà Đông.  + Gần Chợ Bông Đỏ, Đền Bia Bà, Trường THCS La Khê, cạnh KĐT Ngô Thì Nhậm trung tâm phố tiện ích.  + Giao thông di chuyển thuận lợi: Văn Phú, Lê Trọng Tấn, Tố Hữu, Ngô Quyền, Ngô Thì Nhậm, Nguyễn Viết Xuân, Quang Trung, Trần Phú...  + Hiện trạng mới 6T khung cột chắc, thiết kế đẹp, hiện đại, Cầu thang lệch, mỗi tầng 2 phòng rộng, đầy đủ công năng. ( T1 thông sàn kinh doanh ).  + Giá 6.3 tỷ Thương Lượng cần bán nhanh.  + Sổ vuông đỏ đẹp chính chủ, pháp lý chuẩn.  # HotLine: 0906113879 Tình nhà phố ( chuyên mua bán nhận ký gửi nhà, đất Thổ cư có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ).",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820487.3125525, 8,,
"3,4 tỷ VNĐ",Phúc La- Hà Đông, 38m2,, 5,,"Nhà đẹp Phúc La, Hà Đông, 38m, 5 tầng, ngõ thông, gần ô tô Bán nhà đẹp trung tâm Quận Hà Đông với diện tích rộng 38m, thiết kế 5 tầng thoáng sáng đầy đủ công năng sử dụng, ngõ thông tứ tung gần phố, vị trí đẹp dân cư đông đúc ngày đêm. Bán kính xung quanh nhà đầy đủ tiện ích: Chợ, siêu thị, ngân hàng trường hóc các cấp, bệnh viện lớn Học viện quân y 103, Viện Bỏng,..khu vực văn minh rất hiếm nhà bán. Nhà bán giáp Khu đô thị Văn Quán thông sang Kiến Hưng, xuôi xuống Thanh Trì, hàng xóm Mỗ Lao, vài bước ra trục chính Quang Trung, song song với Bà Triệu,… Chủ nhà là doanh nhân thành đạt nhiều nhà bán bớt, nhà rất có lộc. Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 3.4 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820488.5382798,,,
"3,42 tỷ VNĐ",Tô Hiệu- Hà Đông, 37m2,, 5,,"Bán nhà Tô Hiệu, Hà Đông, dân xây, 37m, 5 tầng, gần ô tô, ngõ thông Cần tiền bán gấp nhà phố cổ Hà Đông, dân xây tâm huyết đẹp với 5 tầng hiện đại thoáng sáng, không gian sống tuyệt vời hàng xóm văn minh, ngõ rộng thông thoáng gần phố, nội thất đầy đủ chỉ việc đến ở. Tiện ích xung quanh nhà đầy đủ trường học, ngân hàng, siêu thị, bệnh viện, chợ lớn Hà Đông, các trung tâm văn hoá nghệ thuật,.. Giao thông quá tuyệt vời đi muôn nơi trung tâm nối các tuyến phố sầm uất Lê Lợi, hàng xóm Bà Triệu, gần Hà Cầu, chạy dọc xuống Lê Hồng Phong thông ra Văn Quán giáp Phúc La,… Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 3.42 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn. ",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820489.7031639,,,
"3,42 tỷ VNĐ",Tô Hiệu- Hà Đông, 37m2,, 5,,"Bán nhà Tô Hiệu, Hà Đông, dân xây, 37m, 5 tầng, gần ô tô, ngõ thông Cần tiền bán gấp nhà phố cổ Hà Đông, dân xây tâm huyết đẹp với 5 tầng hiện đại thoáng sáng, không gian sống tuyệt vời hàng xóm văn minh, ngõ rộng thông thoáng gần phố, nội thất đầy đủ chỉ việc đến ở. Tiện ích xung quanh nhà đầy đủ trường học, ngân hàng, siêu thị, bệnh viện, chợ lớn Hà Đông, các trung tâm văn hoá nghệ thuật,.. Giao thông quá tuyệt vời đi muôn nơi trung tâm nối các tuyến phố sầm uất Lê Lợi, hàng xóm Bà Triệu, gần Hà Cầu, chạy dọc xuống Lê Hồng Phong thông ra Văn Quán giáp Phúc La,… Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 3.42 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn. ",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820491.4295871,,,
"3,4 tỷ VNĐ",Phúc La- Hà Đông, 38m2,, 5,,"Nhà đẹp Phúc La, Hà Đông, 38m, 5 tầng, ngõ thông, gần ô tô Bán nhà đẹp trung tâm Quận Hà Đông với diện tích rộng 38m, thiết kế 5 tầng thoáng sáng đầy đủ công năng sử dụng, ngõ thông tứ tung gần phố, vị trí đẹp dân cư đông đúc ngày đêm. Bán kính xung quanh nhà đầy đủ tiện ích: Chợ, siêu thị, ngân hàng trường hóc các cấp, bệnh viện lớn Học viện quân y 103, Viện Bỏng,..khu vực văn minh rất hiếm nhà bán. Nhà bán giáp Khu đô thị Văn Quán thông sang Kiến Hưng, xuôi xuống Thanh Trì, hàng xóm Mỗ Lao, vài bước ra trục chính Quang Trung, song song với Bà Triệu,… Chủ nhà là doanh nhân thành đạt nhiều nhà bán bớt, nhà rất có lộc. Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 3.4 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820492.8577297,,,
"6,95 tỷ VNĐ",Đường Tư Đình phường Long Biên, 80m2, 4,,,"Đất nằm tại vị trí cực đẹp, khu vực phát triển sầm uất của Quận, mặt ngõ ô tô thông tứ tung, ô tô vào đất, xung quanh nhiều tiện ích. Liên hệ: Mr Liên 0372311369 (miễn trung gian, quảng cáo).",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820494.0864384,,,
