price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
"9,9 tỷ VNĐ",Hồng tiến, 59m2, 6, 4, 4, 4, 3,"🔥🔥🔥NHÀ ĐẸP PHỐ HỒNG TIẾN - GARA Ô TÔ - NGÕ THÔNG - KINH DOANH HAY Ở ĐỀU ĐẸP 59M MẶT TIỀN 6.5 9.9 TỶ Mô tả : + Nhà đẹp ở ngay, thoáng vĩnh viễn 2 mặt, xây dựng chắc chắn.+ Tiện ích xung quanh miễn chê gần bệnh viện Tâm Anh, gần TTTM, Trường học cấp 1, 2 Ngọc Lâm ( trường điểm quận Long Biên ) .... + Thiết kế tổng 4 ngủ, giếng trời thông thoáng sáng mát.+ Tầng 1 : gara ô tô, bếp.+ Tầng 2 ,3 : 2 ngủ, wc giữa.+ Tầng 4 : phòng thờ sân phơi, vườn cây cảnh.+ Sổ đỏ chính chủ, vuông vắn",21/09/2022,Tin thường,batdongsan_so_com_vn_1673800312.4899416
"4,25 tỷ VNĐ",Cầu giấy, 45m2,,,,,,"CỰC HIẾM ! Bán nhà Cầu giấy 45m 4 tầng nhỉnh 4 tỷ- Vị trí trung tâm Cầu Giấy, Thoáng trước sau- Gần các Trường Đại Học- An sinh tốt- Giá thương lượng tốt- Sổ đẹp như Hoa.+ Thiện chí gọi Mr Đức Nhà Đẹp 0898839292 - 0812212525.Rất Nhiều nhà đẹp phù hợp mọi nhu cầu.Uy tín, nhiệt tình, Đồng hành cùng thành công.",21/09/2022,Tin thường,batdongsan_so_com_vn_1673800313.6997032
"11,25 tỷ VNĐ",Cầu giấy, 50m2,,,,,,"
    Cực Hot ! Bán nhà Trần Quốc Hoàn, Cầu giấy 50m 5 tầng 11,x tỷ Ô tô
- Vị trí đẹp, Nhà đẹp, sẵn ở sướng.
- Ô tô đỗ , ở bàn cờ thông thoáng
- An sinh tốt, đất Tài Lộc, Dân trí cao..
- Gần các Trường Đại Học Lớn
+ Thiện chí gọi Mr Đức Nhà Đẹp 0812212525 - 0898839292 (ZL).
Rất nhiều nhà đẹp phù hợp mọi nhu cầu
Uy tín, nhiệt tình, Đồng hành cùng thành công.
",21/09/2022,Tin thường,batdongsan_so_com_vn_1673800314.7469099
14 tỷ VNĐ,NGỌC LÂM, 66m2, 3, 10, 2, 3, 2,"MẶT PHỐ NGỌC LÂM - VỊ TRÍ ĐẮC ĐỊA - 1 MẶT PHỐ 1 MẶT NGÕ Ô TÔ TRÁNH - KINH DOANH SẦM UẤT - VỈA HÈ 6M - VIEW CÔNG VIÊN. 56M 14 TỶ  Mô tả+ Vị trí đắc địa, đoạn đẹp nhất phố Ngọc Lâm, vỉa hè rất rộng, kinh doanh sầm uất, giao thông thuận tiện thông thương các phố lớn Ngọc Lâm - Nguyễn Sơn - Nguyễn Văn Cừ - Ngô Gia Tự... tiện ích đầy đủ (rất gần chợ và trung tâm thương mại, trường học các cấp) cách Hoàn Kiếm vài phút xe chạy. + Đối diện vườn hoa Ngọc Lâm. Vỉa hè 2 bên View lại siêu đẹp. Các quán cafe đều cho khách để xe vỉa hè bên Công viên. + Phù hợp mọi loại hình kinh doanh. Cafe, hàng ăn, Spa, văn phòng, cửa hàng quần áo... + Trước là mặt phố, vỉa hè 6m, kd sầm uất. Sau nhà là ngõ ô tô tránh nhau. + Sổ đỏ đầy đủ, pháp lý chuẩn.",21/09/2022,Tin thường,batdongsan_so_com_vn_1673800316.0454283
,50m Mặt phố Trần Quốc Vượng vỉa hè rộng kinh doanh đỉnh, 50m2,,,,,,"50m Mặt phố Trần Quốc Vượng vỉa hè rộng kinh doanh đỉnh  + Vị trí đẹp nhất phố Trần Quốc Vượng, gần các tuyến Phố Xuân Thuỷ, Dịch Vọng, Trần Thái Tông... Kinh doanh sầm uất, giao thông thuận tiện. + Nhà 5 tầng chủ cho thuê với giá người nhà 50tr/tháng. Tầng 1 phòng khách và các tầng trên mỗi tầng 2 phòng. Tầng 5 phòng thờ và sân phơi. + Sổ đỏ phân lô đẹp, sẵn sàng giao dịch. Chủ thiện chí bán, chào giá thương lượng 22.6 tỷ.  Liên hệ: Kim Hạnh 0946 553 655 ",21/09/2022,Tin thường,batdongsan_so_com_vn_1673800317.1793973
15 triệu VNĐ,Đường Quốc Lộ 35 phường Sóc Sơn, 100m2, 6,,,,,"- CHỦ CẦN TIỀN VỀ QUÊ LÀM ĂN MUỐN BÁN GẤP ĐẤT TẠI THANH HÀ - NAM SƠN - SÓC SƠN.- S: 100m2 Lô Góc 2 mặt tiền - Đường nhựa 8m vỉa hè 2m- Hướng Đông Nam mát mẻ- Cách Mặt đường 35 kinh doanh và giao thông thuận tiện chỉ 50m- Cách đền Rõm và đền Cô Chín 100M- Cách Trường học 50m- Cách Việt phu Thành Chương và du lịch bản Rõm 2km- Cách đền Thánh Gióng 4km- Sổ đỏ pháp lý không tranh chấp, sẵn sàng giao dịch mọi lúc.QUÝ ANH CHỊ KẾT BẠN ZALO EM GỦI TT VIDEO MÔ TẢ ĐẤT- LH EM Trường : 0368898638 để TRỰC TIẾP XEM ĐẤT VÀ LÀM VIỆC CHỐT CỌC GIÁ CHÍNH CHỦ TỐT NHẤT",21/09/2022,Tin thường,batdongsan_so_com_vn_1673800318.4350846
"3,6 tỷ VNĐ",Đường Xuân Canh phường Xuân Canh, 60m2, 4,,,,,"Bán rẻ 60m2 trục chính Xuân Canh - Đông Anh đường trải nhựa kinh doanh tốt- Mặt tiền: 4m. Chiều dài: 15m.- Đường trải nhựa 4m- Đất hướng Nam mát mẻ.🛣️Đi trước đón đầu dự án Vinhomes Cổ Loa - Cầu Tứ Liên.💥 Cách dự án Vinhomes Cổ Loa chỉ 300m.- Vùng đất vàng cho các nhà đầu tư đón bắt trước dự án lớn. Sang năm khởi công Vinhomes.- Sổ đỏ chính chủ,không tranh chấp sẵn giao dịch ngayAnh chị quan tâm liên hệ trực tiếp em 0976677492 để xem đất và có giá đẹp.",21/09/2022,Tin thường,batdongsan_so_com_vn_1673800319.5740402
"14,88 tỷ VNĐ",126 Trần Đại Nghĩa, 65m2, 4,, 5, 6, 5,"MẶT PHỐ TRẦN ĐẠI NGHĨA, 65M2 - 5 TẦNG THANG MÁY, KINH DOANH VÔ ĐỊCH, 14.88 TỶ - Vị trí cực đẹp, vỉa hè thoáng rộng, gần ngã 3 Tương Mai, thuận tiện di chuyển đường Giải Phóng. 5 tầng thang máy xây mới, 65m2 mặt tiền 4.8m. Kinh doanh vô địch. - 5 tầng thang máy xây mới, mặt tiền 4.8m, hoàn thiện đủ nội thất lung linh. Thiết kế chi tiết: + Tầng 1: Phòng khách + phòng ăn (bếp) + vệ sinh. + Tầng 2, 3, 4: Mỗi tầng 2 phòng ngủ + vệ sinh từng tầng. + Tầng 5: Phòng thờ + sân phơi đồ. - Chủ thiện chí thương lượng, bán giá đã hoàn thiện 5 tầng và nội thất đầy đủ. - Liên hệ: K.S Phương – 0918120568 để được tư vấn về ngôi nhà và gặp chủ đàm phán trực tiếp",21/09/2022,Tin thường,batdongsan_so_com_vn_1673800320.7289486
"16,6 tỷ VNĐ",Đường Lạc Long Quân phường Bưởi, 70m2, 6, 3, 7, 13, 13,""",""serif"";="""" color:="""" #050505;="""" line-height:="""" 115%;="""" mso-ansi-language:="""" vi'+="""" vị="""" trí="""" đẹp="""" cách="""" phố="""" lạc="""" long="""" quân="""" 120m,="""" lô="""" góc="""" thoáng="""" sáng,="""" ngõ="""" 3="""" gác="""" tránh="""" xe="""" máy="""" thông="""" sang="""" võng="""" thị,="""" thụy="""" khuê,="""" gần="""" hồ="""" tây.="""" spanspantimes="""" 115%'khu="""" vực="""" cho="""" thuê="""" có="""" dòng="""" tiền="""" cao="""" và="""" ổn="""" định="""" bậc="""" nhất.="""" span="""" p="""" class=""MsoNormalSPAN"" vi;="""" mso-no-proof:="""" yes'="""">+ tâm huyết và có thiết kế khác biệt hoàn toàn với các sản phẩm trên thị trường "",""serif"";="""" color:="""" #050505;="""" line-height:="""" 115%;="""" mso-ansi-language:="""" vi'="""" span="""" p="""" class=""MsoNormalSPAN"" vi'8="""" tầng="""" thang="""" máy="""" với="""" tổng="""" 13="""" căn="""" hộ="""" full="""" nội="""" thất="""" mới="""" 100%.="""" hiện="""" tại="""" đã="""" ký="""" hợp="""" đồng="""" cho="""" 1="""" bên="""" thuê="""" 65="""" triệu="""" tháng="""" 5="""" năm.="""" 115%'="""">+ Tầng 1: 1CH và khu để xe + Sổ đỏ đẹp, sẵn sàng giao dịch."",""serif"";="""" color:="""" #050505;="""" line-height:="""" 115%;="""" mso-ansi-language:="""" vi'="""" span="""" p="""" class=""MsoNormalSPAN"" vi'+="""" giá="""" 16.6="""" tỷ="""" có="""" thương="""" lượng="""">+ Liên hệ em Hằng 0394216899",21/09/2022,Tin thường,batdongsan_so_com_vn_1673800321.8918388
7 tỷ VNĐ,Hoàng Đạo Thành, 50m2,,, 5,,,"Cực Hiếm! Phố Hoàng Đạo Thành, Thanh Xuân 50m2, 5 Tầng, GARA Ô TÔ, Ở, KINH DOANH, 7 Tỷ.+ Vị trí đắc địa, gần Chung Cư Five Star, gần trường Cấp 1,2,3 Kim Giang, chợ. Thông sang Nguyễn Xiển, Khương Đình, Kim Giang.+ Khu vực hiếm nhà bán, khu dân trí cao, hàng xóm toàn cán bộ Công an, Tướng, Tá, giáo viên.+ Giá: Nhỉnh 7 Tỷ.+ Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch.LH: Em Hoan, 0925088355, nhiệt tình, vui vẻ dẫn khách, miễn phí xem nhà 24/7.",21/09/2022,Tin thường,batdongsan_so_com_vn_1673800322.9759374
