price,address,Diện tích,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng,Mặt tiền
"5,25 tỷ VNĐ",Đường Láng phường Láng Hạ, 57m2, 3, 4, 4, 3," áng chỉ khoảng 50m, cực gần các đường lớn như  ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui"";="""" mso-fareast-language:="""" vi;="""" mso-ansi-language:="""" en-us'tây="""" sơn="""" spanspaninherit"",""serif"";="""" vi',="""" spanspan="""" en-us'="""">Nrãi,  ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui"";="""" mso-fareast-language:="""" vi;="""" mso-ansi-language:="""" en-us't="""" spanspaninherit"",""serif"";="""" vi'rần="""" spanspan="""" en-us'="""">Dưng,  ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui"";="""" mso-fareast-language:="""" vi;="""" mso-ansi-language:="""" en-us'n="""" spanspaninherit"",""serif"";="""" vi'guyễn="""" spanspan="""" en-us'="""">Chhanh..... ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui"";="""" mso-fareast-language:="""" vi;="""" mso-ansi-language:="""" en-us'="""" span="""" p="""" class=""MsoNormalSPANinherit"",""serif"";"" vi'span="""" span-="""" Đặc="""" biệt="""" ở="""" ngay="""" trung="""" tâm="""" spanspan="""">Hà Nộioyal  ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui"";="""" mso-fareast-language:="""" vi;="""" mso-ansi-language:="""" en-us'c="""" spanspaninherit"",""serif"";="""" vi'ity="""" spanspan="""" en-us'=""""> - Hàng hiếm, nhanh tay thì còn mà chậm tay là hết ạ  ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui"";="""" mso-fareast-language:="""" vi;="""" mso-ansi-language:="""" en-us'="""" span="""" p="""" class=""MsoNormalSPAN"" en-us'-="""" sổ="""" đỏ="""" chính="""" chủ="""" sẵn="""" sàng="""" giao="""" dịch="""" 115%;="""" mso-bidi-language:="""" ar-sa'="""">-  ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui"";="""" mso-fareast-language:="""" vi;="""" mso-ansi-language:="""" en-us;="""" mso-bidi-language:="""" ar-sa'l="""" spanspaninherit"",""serif"";="""" ar-sa'iên="""" hệ="""" spanspan="""" ar-sa'="""">Mr  097 ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui"";="""" mso-fareast-language:="""" vi;="""" mso-ansi-language:="""" en-us;="""" mso-bidi-language:="""" ar-sa'.="""" spanspaninherit"",""serif"";="""" ar-sa'270="""" spanspan="""" ar-sa'="""">.phí và tận tình nhất. Hỗ trợ anh chị t
",13/06/2022,Tin thường,batdongsan_so_com_vn_1673820153.6158662,,
"5,6 tỷ VNĐ",Đường Láng phường Láng Thượng, 45m2, 3, 5, 6, 3," ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui"";="""" mso-fareast-language:="""" vi;="""" mso-ansi-language:="""" en-us'Đường="""" láng-="""" Đống="""" Đa="""" spanspaninherit"",""serif"";="""" vi',="""" Ô="""" tÔ,="""" spanspan="""" en-us'="""">45m x ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui"";="""" mso-fareast-language:="""" vi'="""" spanspan="""" vi;="""" mso-ansi-language:="""" en-us'5="""" spanspaninherit"",""serif"";=""""> tầng5,x tỷ ( x cực nhỏ ) , cực gần các đường lớn như  ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui"";="""" mso-fareast-language:="""" vi;="""" mso-ansi-language:="""" en-us'cầu="""" giấy="""" spanspaninherit"",""serif"";="""" vi',="""" spanspan="""" en-us'="""">Tuy  ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui"";="""" mso-fareast-language:="""" vi;="""" mso-ansi-language:="""" en-us'h="""" spanspaninherit"",""serif"";="""" vi'ưng,="""" spanspan="""" en-us'="""">Ní  ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui"";="""" mso-fareast-language:="""" vi;="""" mso-ansi-language:="""" en-us't="""" spanspaninherit"",""serif"";="""" vi'hanh.....="""" spanspan="""" en-us'=""""> , cách  ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui"";="""" mso-fareast-language:="""" vi;="""" mso-ansi-language:="""" en-us'chùa="""" láng="""" spanspaninherit"",""serif"";="""" vi'="""" vài="""" bước="""" chân="""" spanspan="""" en-us'="""">- nơi nhộn nhịp nhiều quán xá nhất Hà Nội.  chợ, bên cạnh là rất nhiều trường đại học,  ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui"";="""" mso-fareast-language:="""" vi;="""" mso-ansi-language:="""" en-us'dh="""" ngoại="""" thương,="""" đh="""" giao,="""" spanspaninherit"",""serif"";="""" vi'dh="""" luật...="""" spanspan="""" en-us'=""""> - Sổ đỏ chính chủ sẵn sàng giao dịchiên hệ  ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui"";="""" mso-fareast-language:="""" vi;="""" mso-ansi-language:="""" en-us;="""" mso-bidi-language:="""" ar-sa'mr="""" spanspaninherit"",""serif"";="""" ar-sa'lợi="""" spanspan="""" ar-sa'="""">.270 ""times="""" new="""" roman"";="""" mso-bidi-font-family:="""" ""segoe="""" ui"";="""" mso-fareast-language:="""" vi;="""" mso-ansi-language:="""" en-us;="""" mso-bidi-language:="""" ar-sa'.="""" spanspaninherit"",""serif"";="""" ar-sa'1298="""" để="""" được="""" tư="""" vấn="""" mi="""" spanspan="""" ar-sa'="""">ễn  cả các thủ tục pháp lý, sang tên.
",13/06/2022,Tin thường,batdongsan_so_com_vn_1673820154.759805,,
"3,3 tỷ VNĐ",Đại Mỗ - Nam Từ Liêm - Hà Nội, 32m2, 3, 4, 4, 3,"Nhà đẹp 32m2x4T, giá nhinh 3 tỷ. Nhà gần UBND P Đại Mỗ, cách đg Đại Mỗ 30m, gần ngã 4 Sa Đôi. Lh 0984672007 -Mặt tiền: 3,1m -Diện tích: 32m2 -Tầng 1: 1 phòng khách bếp, khu vệ sinh có hệ thống cửa cuốn.-Tầng 2,3: mỗi tầng 2 phòng ngủ, 1 wc-Tầng 4: Phòng thờ,sân phơi rộng Cách đường Đại Mỗ 30m, thuận tiện di chuyển ra khu vực Hà Đông, Mỹ Đình và Trung tâm Hà Nội. Nhà nằm ở vị trí ngõ rất nông ô tô đỗ cách nhà 30m khu dân cư yên tĩnh, hàng xóm thân thiện,an ninh tốt -Nhà 5 tầng đẹp đầy đủ tiện nghi, thiết bị vệ sinh, tủ bếp đầy đủ dọn đồ về có thể ở luôn. -Sổ đỏ chính chủ, pháp lý sạch +Giá bán: 3,xx tỷ có thương lượng. Liên hệ ngay: Mr Hưng 0984672007 xem nhà và tư vấn miễn phí",13/06/2022,Tin thường,batdongsan_so_com_vn_1673820155.97256, Đông bắc, 3
"3,4 tỷ VNĐ",Đại Linh - Trung Văn - Nam Từ Liêm - Hà Nội, 32m2, 2, 5, 3, 4,"Cần bán nhà 32m2x5T tại Trung Văn-Nam Từ Liêm, gần chợ Trung Văn, cách đg ôtô tránh 20m. LH 0984672007 + Diện tích: 32m2x5 tầng.+ Mặt tiền: 4,6m.+ Hướng: Tây Nam * Thông số thiết kế: - Tâng 1: bếp và wc. - Tầng lửng phòng khách - Tầng: 2, 3, 4: mỗi tầng 1 ngủ , 1 wc. - Tầng: 5: phòng tâm linh, sân phơi+ Vị trí ngõ thông, giao thông thuận lợi, di chuyển lưu thông đi đâu cũng tiện, gần nhà văn hóa, siêu thị, chợ, an sinh xã hội rất tốt. + có chỗ gửi xe ô tô ngày đêm. -  Giá chỉ 3,4 tỷ có thương lượng + Sổ đỏ chính chủ, hỗ trợ vay vốn ngân hàng -  Liên hệ ngay: Mr Hưng, 0984672007 xem nhà và tư vấn miễn phí.",13/06/2022,Tin thường,batdongsan_so_com_vn_1673820157.1932938, Tây nam, 4
"6,95 tỷ VNĐ","Quan Nhân, Thanh Xuân, Hà Nội", 59m2, 2, 5,,,"       Cơ hội đầu tư nhà thổ cư chỉ với giá gần 7 tỷ đồng 🔥🔥🔥 🖋️ Tọa lạc ở con phố Quan Nhân, khu vực trung tâm sầm uất dân trí cao. 🖋️ Rất gần tuyến phố Lê Văn Lương, Nguyễn Trãi, Royal city. 🖋️ Diện tích sử dụng 59m2, nhà cao 5 tầng, mặt tiền rộng 5,3m. Nhà vô cùng đẹp, mới, thiết kế hiện đại chắc chắn. 🖋️ Ngõ vào rộng rãi thoáng đãng, bãi để ô tô cách 50m. 🖋️ Xung quanh đầy đủ tiện ích: chợ - cách 50m; trung tâm thương mại – 500m; các trường học.. 🖋️ Pháp lý: Sổ đỏ chính chủ sẵn sàng giao dịch.",13/06/2022,Tin thường,batdongsan_so_com_vn_1673820158.3970728,, 5
"14,5 tỷ VNĐ",Đường Láng Hạ phường Láng Hạ, 51m2, 4, 5, 5, 4,"+ Ngõ 5 Láng Hạ thông ngõ 371 Đê La Thành, đường trước nhà ô tô dừng đỗ, ô tô tránh. Ngõ 5 kinh doanh không khác gì phố. + Vị trí cực đẹp. Sau quy hoạch sát đường kéo dài Xã Đàn - Voi Phục đất càng có giá trị.+ Sổ đỏ 51m2 nở hậu, thực tế sử dụng 62m2. Hơn 10m2 chủ để làm sân để xe. Nếu sau này có mở đường hay làm vỉa hè cũng không ảnh hưởng đến kết cấu nhà. + Thiết kế: - Tầng 1: Gara + Phòng khách.- Tầng 2, 3: Mỗi tầng 2 phòng ngủ, vs giữa.- Tầng 4: Phòng ngủ khép kín, bếp.- Tầng 5: Phòng thờ, sân phơi. LH: Đức Nhân 0902220483 (Miễn TG,MG)",13/06/2022,Tin thường,batdongsan_so_com_vn_1673820159.5929263,, 4
"9,05 tỷ VNĐ",Đường Vương Thừa Vũ phường Khương Trung, 54m2, 7, 4, 6, 8,"+ Thiết kế nhà cực đẹp, nhà dân tự xây được 3 năm, ép cọc bê tông, 2 mặt thoáng vĩnh viễn. + Nội thất cao cấp, cửa phòng, cầu thang gỗ Lim Lào, Tủ bếp, bếp từ, hút mùi nhập khẩu Tây Ban Nha, khung nhôm cửa kính Xingfa, vệ sinh Inax, sơn Dulux, bể cá Koi Nhật Bản, tiểu cảnh sân vườn tầng thượng ngồi uống cà phê thư giãn. 0338080356(Lưu ý: Khách chủ tự thương lượng giá, bên mua không mất phí, được tư vấn hỗ trợ pháp lý, hợp đồng, sổ đỏ 24/24h).",13/06/2022,Tin thường,batdongsan_so_com_vn_1673820160.7169285,, 3
,Cổ Điển A- Tứ Hiệp, 42m2,,,,,"+ Nội thất gỗ Lim Nam Phi rất đẹp, tặng lại toàn bộ nội thất máy móc, bàn ghế.+ 4 tầng, mỗi tầng 2 Phòng WC giữa rất hợp lý.+ Khu vực đang phát triển cực mạnh, sắp lên Quận, gần Trường, Chợ, Trung tâm Thanh Trì nhiều tiện ích, tiềm năng tăng giá cao.+ Sổ đỏ chính chủ, vuông đẹp. ",13/06/2022,Tin thường,batdongsan_so_com_vn_1673820161.686333,,
"5,1 tỷ VNĐ",Đường Ngọc Lâm phường Ngọc Lâm, 50m2, 3, 4, 3, 4,"GIA ĐÌNH BÁN NHÀ PHÔ NGỌC LÂM, LONG BIÊN, 50M, 4 TẦNG, GIÁ 5.1 TỶ, Ô TÔ, NỘI THẤT ĐÀY ĐỦ 0389160730 "",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" text-align:="""" left;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'-="""" trước="""" nhà="""" ô="""" tô="""" tránh,="""" thông="""" phố="""" ngọc="""" thụy,="""" nguyễn="""" văn="""" cừ,="""" đường="""" long="""" biên1="""" ,="""" 1="""" phút="""" đến="""" cầu="""" biên,="""" span="""" p="""" initial'="""" spanspan="""">"",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" text-align:="""" left;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'-="""" tiện="""" ích:="""" mipec="""" long="""" biên,="""" wellspring="""" school,="""" bệnh="""" viện="""" Đa="""" khoa="""" tâm="""" anh,="""" vietgangz="""" glamping="""" club="""" p="""" nhà="""" 4="""" tầng,="""" dân="""" xây="""" 100%="""" mới="""" tinh,="""" ngủ,="""" nội="""" thất="""" đẹp="""" lộng="""" lẫy,="""" vệ="""" sinh="""" sang="""" chảnh="""" span="""" initial'="""">"",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" text-align:="""" left;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'-="""" sổ="""" đỏ="""" chính="""" chủ,="""" không="""" vướng="""" qui="""" hoạch.="""" giá="""" bán="""" 5.1="""" tỷ="""" (="""" chủ="""" thiện="""" chí="""" bán)="""" span="""" p="""" initial'liên="""" hệ:="""" 0389160730="""" tuấn="""" miễn="""" trung="""" gian="""" )="""" initial'="""">Cam kết thông tin chính xác, hỗ trợ Miễn Phí thủ tục pháp lý, qui hoạch",13/06/2022,Tin thường,batdongsan_so_com_vn_1673820162.836316,, 5
"6,5 tỷ VNĐ",nội đồng- đại thịnh- mê linh- hà nội, 104m2, 16, 3,,,"#hud_melinh_central Đất trung tâm- Nâng tầm sống ———————————————————— Mở bán Biệt thự- Nhà vườn đợt 1. Biệt thự đơn lập 56 căn (BT*-01, BT*02) + Diện tích: 362 - 410m2 + MĐXD: 30% ⚡ Biệt thự song lập 26 căn (BT-04): + Diện tích: 210 - 305m2 + MĐXD: 45% ⚡ Nhà vườn 120 căn (NV-01, NV-07A, NV-07B): + Diện tích: 103 - 158,7m2 + MĐXD: 60% Quỹ hàng đợt 1 giá chênh nhẹ- Nguồn hàng đa dạng. Hud mê linh central gần đường vành đai 4, gần trung tâm hành chính huyện mê linh, gàn đường 48, gâng khu công nghiệp quang minh, gần điểm đấu giá x1 yên vinh mê linh hà nội. LH: 0989726892 Em Phượng",13/06/2022,Tin thường,batdongsan_so_com_vn_1673820168.4042125, Đông nam, 5
