price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Lộ giới,Hướng
"12,8 tỷ VNĐ","minh khai , hai bà trưng", 63m2, 4, 4, 4, 4,"+ SIÊU PHẨM MẶT PHỐ MINH KHAI - KINH DOANH ĐỈNH - Ô TÔ VÀO NHÀ - NỞ HẬU.Mô tả:** giá rẻ chỉ trong tháng 8 dương lịch, hết tháng 8 chủ đi định cư nước ngoài giá sẽ thay đổi. - Vị trí cách Times city 200m, gần trung tâm phát triển mạnh.- Gần các trường ĐH Bách Khoa, THCS Lương Yên, cách bệnh viện Thanh Nhàn, Phổi, BV Bạch Mai 1km, gần chơ.- Đầy đủ các tiêu chí, thuận tiện về mọi mặt.Thiết kế 3 tầng + 1 tum cực chắc chắn:+ Tầng 1: phòng khách, để xe ô tô, xe máy, bếp, wc.+ Tầng 2,3: mỗi tầng 2 phòng ngủ, wc.+ Tầng tum: chủ xây phòng thờ miếu tổ tiên, sân phơi phía sau lưng.- Chủ xây tâm huyết, cực chắc chắn, có thể xây lên 2 tầng thoải mái.- Sổ đỏ chính chủ, nở hậu, dằn sàng giao dịch.** chi tiết liên hệ 0911 206 189 hoặc 0845 790 555. thanks AC quan tâm.",03/08/2022,Tin thường,batdongsan_so_com_vn_1673810930.4698172,,
16 tỷ VNĐ,"Phan Văn Trường, Dịch Vọng Hậu, Cầu Giấy, Hà Nội", 60m2, 7, 1, 1, 1,"
    
Nhà mặt tiền lớn phố Phan Văn Trường, Cầu Giấy, ô tô tránh, vỉa hè, kinh doanh sầm uất, giá trị bền vững
Diện tích: 60m2
Mặt tiền: 7.1m
Tình trạng: nhà Cấp 4
Giá bán: 16 tỷ


Mô tả:
Hiện trạng nhà cấp 4 nằm trên thửa đất vuông vắn, rất đẹp, giáp phố Phan Văn Trường.
Khu vực trung tâm, gần khu phân lô Trần Quốc Hoàn được săn đón bậc nhất khu vực.
Đến cuối năm chợ nhà xanh được di dời và Rubic 360 bàn giao thì giá trị tăng gấp bội.
Vị trí này mà dưới 300 triệu/m2 là rất hời, thửa đất quá đẹp còn xót lại rất nhiều khách muốn sở hữu.
Chủ nhà có quan hệ và giúp xin giấy phép xây dựng 7 tầng cho chủ mới.

",03/08/2022,Tin thường,batdongsan_so_com_vn_1673810932.416607,,
16 tỷ VNĐ,"Phan Văn Trường, Dịch Vọng Hậu, Cầu Giấy, Hà Nội", 60m2, 7, 1, 1, 1,"
    
Nhà mặt tiền lớn phố Phan Văn Trường, Cầu Giấy, ô tô tránh, vỉa hè, kinh doanh sầm uất, giá trị bền vững
Diện tích: 60m2
Mặt tiền: 7.1m
Tình trạng: nhà Cấp 4
Giá bán: 16 tỷ


Mô tả:
Hiện trạng nhà cấp 4 nằm trên thửa đất vuông vắn, rất đẹp, giáp phố Phan Văn Trường.
Khu vực trung tâm, gần khu phân lô Trần Quốc Hoàn được săn đón bậc nhất khu vực.
Đến cuối năm chợ nhà xanh được di dời và Rubic 360 bàn giao thì giá trị tăng gấp bội.
Vị trí này mà dưới 300 triệu/m2 là rất hời, thửa đất quá đẹp còn xót lại rất nhiều khách muốn sở hữu.
Chủ nhà có quan hệ và giúp xin giấy phép xây dựng 7 tầng cho chủ mới.

",03/08/2022,Tin thường,batdongsan_so_com_vn_1673810935.5529692,,
"11,6 tỷ VNĐ",Đường Tứ Liên phường Tứ Liên, 60m2, 4, 5, 5, 5,"59.1m x 5tầng Giá 11.6 tỷ  -Nhà gần chợ trường học thuận tiện  Gía 11,6 tỷ ----(có thương lượng) .lienpham240473@gmail.com
",03/08/2022,Tin thường,batdongsan_so_com_vn_1673810936.7667878, 5,
"8,8 tỷ VNĐ",Đường Phạm Văn Đồng phường Cổ Nhuế 1, 45m2, 4, 6, 4,,"-nhà thoáng không gian ngập tràn ánh ánh sang tự nhiên  Thiết kế:nhà 6 tầng thang bộ và thang máy +T1 PK+BẾP  +T2.3.4.5 mỗi tầng 1 PN +T6 :sử dụng chung công năng trồng hoa cây cảnh ,rau sạch -vị trí: Phạm văn đồng giao thông kết nối thuận tiện ,cung đường to đẹp di chuyển thuận tiện ,đường cao tốc trên cao kết nối vô cùng thuận tiện  + tiện ích vô vàn trương học các cấp ,BV , chợ siêu thị TTTMxung quanh  + khu vực dân trí cao .anh ninh tốt .toàn cán bộ quân đội sinh sống -sổ đỏ sẵn sang dao dịch về chủ mới  Lh: Dũng 0935777266 (để được tư vấn và xem nhà ngay)",03/08/2022,Tin thường,batdongsan_so_com_vn_1673810937.836924, 5,
"23,5 tỷ VNĐ",Đường Nguyễn Văn Cừ phường Ngọc Lâm, 60m2, 4, 6, 6, 5,"+ Diện tích 60M Mt4 hậu 4m thiết kế 6 tầng thang máy hiện đại, thông sàn kinh doanh. Uy Tín_ Chân Thành_ Thành Công.  ",03/08/2022,Tin thường,batdongsan_so_com_vn_1673810938.9569285, 40,
"4,8 tỷ VNĐ",Đường Ngọc Lâm phường Ngọc Lâm, 50m2, 5, 4, 4, 3,"hố 50.. m. tỷ. Thương lượng trực tiếp với chủ nhà. đất thổ cư Long Biên trong ngõ ,  qui hoạch+ Xung quanh đầy đủ tiện ích. Ngõ trước nhà thông thoáng, rất tiện đi lại, kết nối các con đường Ngọc Lâm, Nguyễn Văn Cừ, Ngọc Thụy Thụy. Từ nhà chỉ mất vài phút sang  trung tâm, : * Sổ đỏ đẹp, pháp lí sạch, giao dịch nhanh chóng.+ Miễn phí xem và tư vấn hoàn toàn.+ Trực tiếp thương lượng với chủ nhà.Đạo (Chuyên nhà ",03/08/2022,Tin thường,batdongsan_so_com_vn_1673810940.1098466, 2,
"3,9 tỷ VNĐ",p-hố Ngọc Hà, 34m2, 4, 5, 3, 3,"Bán nhà ngõ 158 Ngọc Hà Ba Đình DT 34m2 x 5 tầng mt 4m giá nhỉnh 3tỷ. NHÀ LÔ GÓC - LÕITRUNG TÂM ĐÁNG SỐNG NHẤT THỦ ĐÔ HÀ NỘI. - Ngõ 158 Ngọc Hà đông đúc sầm uất như phố. Ngõ thông khắp ngả. Thông sang Đội Cấn và Hoàng Hoa Thám. - Nhà lô góc thông thoáng rất tốt cho sức khỏe, Nhà cáchmặt đường tô khoảng 90m, - Nhà có sân để xe và vườn hoa rất thoáng mát và đẹp, Mô tả : -Tầng 1 : để xe - phòng khách - bếp -Tầng 2,3,4 mỗi tầng 2 phòng ngủ -Các tầng đều có nhà WC -Tầng 5 : phòng thờ và sân vườn phơi quần áo. + Sổ đỏ chính chủ, vuông vắn. + Chi Tiết Xin Liên Hệ Bùi Anh Thái. 1979 - 0987.862962.",03/08/2022,Tin thường,batdongsan_so_com_vn_1673810941.2338455, 2,
"2,65 tỷ VNĐ",Đường Yên Xá phường Tân Triều, 31m2, 4, 3, 2, 2,"+ Ngõ 87 Yên Xá là Ngõ trung tâm, trường học, chợ chỉ vài bước chân+ Cách Viện 103, viện bỏng chỉ 500m     -giao thông kết nối Phùng Hưng, Nguyễn Xiển-xala, Chiến Thắng     - cách trung tâm Hà Đông 1km, hưởng trọn tiện ích Quận Hà Đông+ Nhà thiết kể 3 tầng 2 ngủ full công năng Lh 0936773111 để xem và tư vấn miễn ",03/08/2022,Tin thường,batdongsan_so_com_vn_1673810942.4336352, 2,
"2,2 tỷ VNĐ",Ngõ 1 Bùi Xương Trạch, 27m2,, 4, 3, 2,"Bán nhà riêng phố Bùi Xương Trạch, sổ đỏ chính chủ, 27m2, 3 tầng, giá chào 2.2 tỷ - Làm việc trực tiếp không qua trung gian.Tọa lạc tại trung tâm quận Thanh Xuân, giao thông thuận tiện cách đường ô tô 100m, kết nối nhiều tuyến đường Trường Chinh, Ngã Tư Sở, Lê Trọng Tấn, đường vành đai 2.5 đang hoàn thiện,... Tiện ích xung quanh không thiếu thứ gì từ Vinmart, TTTM, bãi gửi xe, chợ dân sinh, bệnh viện, trường C1 đến C3, các trường ĐH lớn (ĐH Hà Nội, ĐH Thủy Lợi, HV Ngân Hàng, ĐH Công Đoàn,... ) chỉ quanh bán kính 1km.Nhà thiết kế 3 tầng với đầy đủ công năng với mỗi tầng 1 phòng + WC.Và tum phơi quần áo. Sổ đỏ chính chủ không lỗi phong thủy, giao dịch ngay.Lưu ý: Chủ nhà lớn tuổi cần sự riêng tư, quan tâm hoặc thêm thông tin chi tiết vui lòng liên hệ 0972365640.Không tiếp môi giới quảng cáo.",03/08/2022,Tin thường,batdongsan_so_com_vn_1673810944.1730301,,
