address,gen_descrip,Diện tích,Mức giá,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Mặt tiền,Đường vào,Số tầng
"['Hà Nội', 'Đống Đa', 'Phường Láng Hạ', 'Phố Láng Hạ', '88', 'Sky City Towers-88 Láng Hạ']","
Chính chủ bán căn hộ Sky City Tower số 88 Láng Hạ, diện tích 101m² thiết kế 2PN, nhà full nội thất mới đẹp.Giá bán 4x/m² Sổ đỏ chính chủ.Liên hệ chính chủ: 0974 887 *** ",101 m²,40 triệu/m²,Tây - Nam,Đông - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,23/11/2022,03/12/2022,Tin Vip 1,35853426,batdongsan_com_vn_35853426,,,
"['Hà Nội', 'Tây Hồ', 'Phường Phú Thượng', 'Dự án Sunshine Riverside']","
Sunshine Riverside - Danh sách căn hộ - Sổ đỏ (mới 2022).Căn hộ Sunshine Riverside.Hỗ trợ 100% thủ tục + sang tên + tư vấn vay ngân hàng chi tiết + giá tốt nhất.* LH xem căn hộ 24/7: 0966 470 ***PKD chủ đầu tư).Những căn hộ được cập nhật tới ngày 03.11.2022 (cam kết còn hàng, giá chuẩn 100%). Có đủ mẫu căn khách lựa chọn.- 3 PN đáng chú ý.* 100m² căn góc.+ 3PN + 2WC.+ Full nội thất.+ Tầng trung view thành phố.Giá: 3.9 tỷ (có sổ đỏ + bao phí).* R1 - 01, 3PN + 2WC.Căn góc, 2 ban công, 100m² thông thủy.View sông thoáng đẹp.Giá: 4.2 tỷ.* R3 - 04, 100m².3PN + 2WC.View Hồ Tây tầng cao vườn cây.Full nội thất.Giá: 4.35 tỷ (có sổ).* R3 - 05, 100m², 3PN + 2WC.+ Căn góc view sông Hồng, cầu Nhật Tân.+ Full nội thất cực xịn mới.Giá: 4.5 tỷ (full đồ có sổ, bao phí).* R3 - 09, 100m² thông thủy, căn góc VIP.3PN + 2WC, có sổ.View sông Hồng, cầu Nhật tân.Giá: 5.1 tỷ (có sổ đỏ).- 2 PN đáng chú ý.* R1 - 06, 61m², 2PN.+ Vuông vắn, thiết kế đẹp.+ Tầng trung.+ Ban công: Đông.Giá cắt lỗ: 2,8 tỷ (bao phí, có sổ).* R2 - 06, 58m².Cạnh vườn cây thiết kế thoáng.Full nội thất chỉ việc ở.Giá: 2.6 tỷ (sổ đỏ, bao phí).* R2 - 02, 64m², 2PN + 2WC.View sông, full đồ đẹp mới.Giá: 3.3 tỷ (sổ đỏ).* R2 - 03, 81m², 2PN.View sông Hồng.Full đồ.Giá 3.5 tỷ (bao phí).* R3 - 06, 60m², 2PN - 1WC.View sông, Hồ Tây. Giá 3,1 tỷ (bao phí).Full đồ.LH xem căn hộ: 0966 470 ***PKD chủ đầu tư).- Ngoài ra còn nhiều căn hộ khác:(Căn 2PN).* R1 - 07: 2PN, 67m², full đồ, 5 năm DV (2.85 tỷ).* R1 - 02 2PN, 58m², view sông Hồng, full đồ (2.8 tỷ).* R2 - 11 2PN, 82m², view sông Hồng, full đồ (4 tỷ).* R3 - 02: 2PN + 2WC, 58m², mới, full đồ, có sổ (2,8 tỷ).(Căn 3PN).* R1 - 08 (3PN - 100m²) full đồ, SĐ, bao phí (4.8 tỷ).* R1 - 09 (3PN - 100m²) full đồ, view sông (4.5 tỷ).* R1 - 05 (3PN - 96m²) căn góc, full đồ mới, sổ đỏ, bao phí (4.2 tỷ).* R2 - 01 (3PN - 90m²). Căn góc. Full đồ mới, sổ đỏ, bao phí (4.2 tỷ).* R2 - 09 (3PN - 114m²) căn góc, full đồ (5.5 tỷ).* R3 - 08 (3PN - 100m²) góc - view cầu + sông siêu đẹp (5.1 tỷ).Tiện ích:+ Điều hòa toàn bộ sảnh và thang máy.+ 3 tầng sẽ có 1 vườn treo cây xanh 50 - 100m².+ Bể bơi trong nhà, ngoài trời (được miễn phí một năm).+ Trường học mầm non, liên cấp 1,2 của Sunshine Maple Bear.+ Siêu thị Sunshine Mart.+ Sân vui chơi cho trẻ em + sân bóng và tennis.Nội thất bàn giao: Trần thạch cao, đèn chùm, đèn trần, điều hòa âm trần Mitsubishi, sàn gỗ cao cấp, tủ bếp trên dưới, chậu rửa, bếp từ, hút mùi, cửa khóa vân tay cao cấp, chuông cửa thông minh, TBVS Kohler, thiết bị điện cảm ứng, Smarthome,...+ Tòa R2: Sky Bar, có siêu thị ở khối đế tòa nhà; có 15 căn/sàn/8 thang máy.+ Vườn treo rộng: 120m² trồng cây xanh, làm sân vui chơi cho cư dân trên mỗi tầng căn hộ.+ Tòa R3: Có gym, spa, bể bơi 4 mùa trong nhà.+ Tòa R1: Có nhà hàng, trường mầm non, café, quán phở.LH xem căn hộ: 0966 470 ***PKD chủ đầu tư) - Số chính.            ",100 m²,3.9 tỷ,Đông,Đông - Nam,3 phòng,2 phòng,Sổ đỏ/ sổ hồng.,Full nội thất liền tường chủ đầu tư cao cấp.,19/11/2022,29/11/2022,Tin Vip 1,34968950,batdongsan_com_vn_34968950,,,
"['Hà Nội', 'Bắc Từ Liêm', 'Phường Cổ Nhuế 1', 'Đường Phạm Văn Đồng', 'Dự án An Bình City']","
1. Thông tin căn hộ bán thuộc chung cư An Bình City.- Căn hộ 02 phòng ngủ 74m², phòng khách, bếp nấu đều thoáng khí, ánh sáng tự nhiên vào nhà tạo sinh khí cho căn hộ.- View quảng trường tuyệt đẹp.- Trạng thái căn hộ: Nhà đã có đủ nội thất do Chủ nhà ở từ khi nhận bàn giao nên được lựa chọn kỹ lưỡng, còn mới, có thể ở luôn hoặc thiết kế thêm theo nhu cầu sử dụng của gia đình.2. Pháp lý và tài chính.- Nhà đã có sổ hồng chính chủ, sang tên nhanh gọn, dễ dàng.Có thương lượng với khách thiện chí xem và mua nhà.Ngoài ra em còn 1 căn 03pn cũng có nhu cầu bán gấp, giá chắc chắn là tốt hơn chị trường rồi ạ.Ai có nhu cầu cứ liên hệ em Quyết giới thiệu cho nhé: 0972 045 *** or.            ",74 m²,Thỏa thuận,,,2 phòng,,,,23/11/2022,30/11/2022,Tin Vip 1,33683817,batdongsan_com_vn_33683817,,,
"['Hà Nội.', 'Nam Từ Liêm', 'Phường Mễ Trì', 'Đường Lê Quang Đạo', 'Dự án The Matrix One']","
Ko đăng ảo - hàng hiếm! Căn đập thông nhanh tay liên hệ em Phương: 0933 678 *** để được tư vấn và xem nhà!Tiện ích dự án:- Công viên hồ điều hòa Mễ Trì rộng 14ha quy mô lớn nhất Q. Nam Từ Liêm - Tầm view trọn đời không bị chắn tòa khác.- Trường học liên cấp quốc tế SIS, tổ hợp Shophouse trong nội khu.- Bể bơi bốn mùa tại tầng 4 thông 2 tòa.- Nước tinh khiết tại vòi, hệ thống cấp khí tươi tại từng căn hộ.- Liền kề bệnh viện đa khoa quốc tế Hồng Ngọc, Khu đô thị The Manor Bitexco, SVĐ Mỹ Đình.- Khu lánh nạn được bố trí 6 phòng (ở tầng 4, tầng 23, tầng 43) lên tới 900m được trang bị đầy đủ thiết bị bảo hộ.* Và hơn 40 tiện ích cực tốt cho cư dân.Hiện tại căn đập thông rất hiếm, giá lại rất tốt anh chị ạ.Anh chị liên hệ ngay với em Phương: 0933 678 *** để được tư vấn thông tin và đặt lịch xem nhà anh chị nhé!            ",200 m²,11.2 tỷ,,,,,Sổ đỏ/ Sổ hồng.,,23/11/2022,30/11/2022,Tin Vip 1,35929897,batdongsan_com_vn_35929897,,,
"['Hà Nội', 'Hà Đông', 'Phường Mỗ Lao', 'Dự án Seasons Avenue']","
Bán căn hộ chung cư Season Avenue, phường Mỗ Lao, quận Hà Đông. 111m², 3 phòng ngủ, full nội thất. Nhà mới. Thiết kế nội thất đẹp, hiện đại, sang trọng. 3 mặt thoáng, View hồ bơi, tầm view rộng không bị khuất tầm nhìn. Nằm trong dân cư văn minh, hiện đại, đầy đủ các tiện ích. Liên hệ chính chủ, xem nhà. Giá bán có thương lượng.            ",111 m²,4.8 tỷ,Tây - Bắc,Đông - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất,23/11/2022,03/12/2022,Tin Vip 1,35931272,batdongsan_com_vn_35931272,,,
"['Hà Nội', 'Cầu Giấy', 'Phường Mai Dịch', 'Đường Hồ Tùng Mậu', '', 'Số Nhà 37 E Ngõ 20']","
Tôi chính chủ cần bán nhà 5 tầng, tặng full nội thất lô góc hai mặt thoáng tại, Số Nhà 37 E, Ngõ 20, Hồ Tùng Mậu, Mai Dịch, Cầu Giấy - ngay chân cầu Mai Dịch vào.- Diện tích SĐ 33 m² x 5 tầng bao gồm:- Tầng 1: Phòng khách - phòng bếp, vs phụ.- Tầng 2, 3, 4: Mỗi tầng 1 phòng ngủ, vs vip.- Tầng 5: Phòng thờ, sân phơi rộng.- Nhà đã được trang bị đầy đủ nội thất như: Điều hoà, bình nóng lạnh, giường tủ quần áo, bàn ghế sofa, bàn ăn, bếp điện từ, hút mùi...- Trong bán kính 500 m đầy đủ bệnh viện, trường học các cấp, trung tâm thương mại dịch vụ, chợ, trường Đại Học...- Nhà phù hợp với các gia đình đông người tài chính tầm thấp, hoặc phù hợp kinh doanh cho thuê tạo ra được dòng tiền cho thuê lợi nhuận từ 20 - 30% năm.- Giá chỉ 4.1 tỷ có thương lượng. Ảnh nhà 100% như trong hình.- Liên hệ sớm cho tôi trong tuần này để mua được giá rẻ nhất: 0901 671 ***Địa chỉ nhà: Ngõ 20 Số Nhà 37 E Hồ Tùng Mậu - Mai Dịch Cầu Giấy - ngay chân cầu Mai Dịch vào.            ",35 m²,4.1 tỷ,Tây - Nam,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,23/11/2022,03/12/2022,Tin Vip 1,35927824,batdongsan_com_vn_35927824,4 m,2.5 m,5 tầng
"['Hà Nội', 'Thanh Xuân', 'Phường Thanh Xuân Nam', 'Đường Lê Trọng Tấn']","
Chất như nước cất - có 1 không 2 - nhanh còn kịp.Người thật việc thật.Mô tả:- Siêu phẩm quá hoàn hảo.- Nhà đẹp, lô góc. Khách xem là mê. Từng chi tiết trong nhà đều đẹp.- Mặt tiền bề thế, tất cả các phòng đều có cửa sổ.- Thiết kế:+ T1: Để xe, bếp, wc.+ T2: Phòng khách rộng.+ T3,4: Mỗi tầng 2 ngủ, wc.+ T5: Phòng thờ, sân phơi.- Chủ nhà mua để ở nhưng do vợ mới bầu ngại đi lại, muốn bán để mua chung cư. Hiện nhà đang để không, trong nhà sạch sẽ.- Ngõ 2.5 đang mở, tương lai tương sáng.- Nhà gần khu đô thị Định Công, bệnh viện Bưu Điện, vài phút ra Ngã Tư Sở, tiện ích an sinh không thiếu thứ gì.+ Sổ đỏ đẹp, pháp lý rõ ràng.            ",43 m²,5.6 tỷ,Đông - Bắc,Tây,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,23/11/2022,03/12/2022,Tin Vip 1,35930636,batdongsan_com_vn_35930636,5 m,20 m,5 tầng
"['Hà Nội', 'Hà Đông', 'Phường Phúc La', 'Đường Xa La']","
Chính chủ bán nhà mặt phố Xa La, Hà Đông.Dt 60m² x 5 tầng, mặt tiền 4,5m.Kinh doanh đỉnh của đỉnh, ô tô qua lườm lượp.- Tầng 1: Gara ô tô, cửa hàng kinh doanh, wc.- Tầng 2: Phòng khách, bếp, wc và 1 phòng ngủ + wc khép kín.- Tầng 3,4: mỗi tầng 2 phòng ngủ, 2wc.- Tầng 5: Phòng thờ, phòng giặt, sân phơi.Thiết kế nội thất cực đẹp, đầy đủ công năng sử dụng.Nằm tại vị trí tiềm năng, đón đầu tương lai, khách mua vừa ở - vừa cho thuê kinh doanh hết ý.Vị trí lí tưởng: Gần cao tốc Nguyễn Xiển - Xa La, giao thông hướng các ngả: KĐT Xala, trung tâm Hà đông, cách chợ Hà Đông hơn 500m, Quang Trung, Phùng Hưng, Phan Trọng Tuệ...Gần cạnh Viện Bỏng quốc gia, Viện Phổi, Viện K, Viện 103 siêu thị, trường học, chung cư xung quanh, vô vàn tiện ích thuận lợi.- Giá: 10, x tỷ.- Sổ đỏ sẵn sàng giao dịch.LH e Thảo chủ sổ 0947 452 *** ",60 m²,10 tỷ,,,6 phòng,7 phòng,"Sổ đỏ chính chủ, sẵn sàng giao dịch",,23/11/2022,30/11/2022,Tin Vip 1,35682642,batdongsan_com_vn_35682642,4.5 m,,5 tầng
"['Hà Nội.', 'Nam Từ Liêm', 'Thị trấn Cầu Diễn', 'Đường Nguyễn Văn Giáp', 'Dự án Hoàng Thành Pearl']","
Từ 1,2 tỷ (30%) sở hữu ngay căn hộ cao cấp Hoàng Thành Pearl tại Mỹ Đình vị trí đẹp, hàng xóm là Vinhome Gadenia, Moncity, Gold mark city.+ Căn hộ trang bị phòng vệ sinh đầy đủ thiết bị nhập khẩu đến từ thương hiệu Bravat (Có trang bị bồn tắm).+ Sàn gỗ nhập khẩu 12mm tất cả các phòng.+ Tường sơn nước Jotun.- Cam kết chỗ đỗ ô tô: 3 tầng hầm với 800 slot cho 334 căn hộ.- Không gian sống xanh: Diện tích khuôn viên tiện ích chung dành cho cư dân chiếm đến 70% (Công viên ngọc trai, sảnh ánh sáng, khu để xe tạm thời, đường dạo bộ).- Tiện ích cao cấp: Với 2 tầng trung tâm thương mại + 25 căn shophouse kinh doanh dịch vụ. Công viên Ngọc Trai trung tâm, nhà trẻ, siêu thị mua sắm, thư viện, phòng khám, nhà hàng...- Xung quanh đầy đủ tiện ích từ trường học, bệnh viện, ga tàu điện.Từ 3,77 tỷ căn 2PN full nội thất. Thanh toán 12 đợt.Chiết khấu 3,5% giá trị căn hộ khi thanh toán sớm cho tất cả các loại căn hộ.Hỗ trợ ngân hàng tới 70%, ngân hàng nào cũng được.Thanh toán 12 đợt đến khi nhận bàn giao nhà.Khi mà hạ tầng đang quá tải, nhà nước ngừng cấp phép xây dựng mới các dự án, nguồn cung nhà ở đang trở nên khan hiếm dần. Giá nhà liên tục tăng lên cùng dân số. Hỗ trợ mua bán: Em Kiên Đất Xanh Miền Bắc hỗ trợ: 0349 635 *** ",80 m²,3.77 tỷ,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,23/11/2022,30/11/2022,Tin Vip 1,35930346,batdongsan_com_vn_35930346,,,
"['Hà Nội', 'Long Biên', 'Phường Việt Hưng', 'Đường Ô Cách']","
Khu vực nhà với vô vàn tiện ích, và dân trí cao, yên tĩnh, nhà chỉ đi bộ 5 phút ra đến chợ, Vinmart, gần trường học, gần công viên. Cách gần 3m là đường 2 ô tô tránh nhau.Xung quanh nhà thoáng đãng với thiết kế 4 tầng 1 tum với phong cách hiện đại cho cảm giác bình yên khi về nhà, nhà mới và được xây dựng kiên cố, chỉ cần xách vali về ở là được.Mua nhà tặng nội thất cao cấp!            ",30 m²,4.3 tỷ,,,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Nội thất cao cấp đầy đủ.,23/11/2022,03/12/2022,Tin Vip 1,35930223,batdongsan_com_vn_35930223,,,5 tầng
