address,gen_descrip,Diện tích,Mức giá,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Mặt tiền,Số tầng,Đường vào
"['Hà Nội', 'Nam Từ Liêm', 'Phường Mỹ Đình 2', 'Phố Trần Bình', 'Dự án Dolphin Plaza']","
Cần bán Căn hộ cao cấp tại Tòa nhà Dolphin Plaza - P. Mỹ Đình 2.- Diện tích 152m² gồm Phòng khách + 2 Phòng ngủ, 3 WC + Bếp.- View Ban công Phòng khách, Phòng ngủ về phía đường Trần Bình.- Nội thất cơ bản:+ Phòng ngủ: Sàn gỗ CN, Tủ quần áo, Điều hòa.+ Phòng Khách: Hệ tủ, Tủ giầy, Điều hòa, chuông hình.+ Bếp: Tủ bếp, thiết bị bếp, hút mùi, chậu rửa, vòi.+ WC: Bình nóng lạnh, bồn tắm, lavabo, vòi sen, chuông hình.- Gần các trường học, sân vận động, bến xe Mỹ Đình... Và nhiều các tiện ích xã hội.- Hệ thống giao thông thuận lợi khi được kết nối với các tuyến được huyết mạch của thành phố như Phạm Hùng - Vành Đai trên cao - Đại Lộ Thăng Long - Trần Duy Hưng...- Sổ đỏ chính chủ, pháp lý rõ ràng.- Giá bán: 35,5 tr/m².- Liên hệ chính chủ.            ",152 m²,5.396 tỷ,Đông - Nam,Tây - Bắc,2 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,21/11/2022,28/11/2022,Tin Vip 1,35797455,batdongsan_com_vn_35797455,,,
"['Hà Nội', 'Đông Anh', 'Xã Đông Hội', 'Đường 5', 'Dự án Eurowindow River Park']","
- Chỉ 600 triệu trong tay là đã sở hữu căn 2 phòng ngủ tòa River đẹp nhất Eurowindow River Park.- Ngân hàng hỗ trợ vay 0%, miễn trả gốc lãi trong 18 tháng.- Chiết khấu lên tới 8%.- Chỉ với 30% giá trị căn hộ ban đầu nhận nhà ở trước tết.------------------------------------------------------------------------ Chủ đầu tư uy tín: Eurowindow Holding.- Vị trí liên kết vùng.+ 1 phút tới trung tâm hội chợ triển lãm quốc gia.+ 7 phút tới TTTM Savico.+ 9 phút tới công viên Kim quy.+ 10 phút tới cầu Tứ Liên.+ 12 phút tới cầu Chương Dương.+ 15 phút tới sân bay Nội Bài.+ 15 phút tới Hồ Gươm.-------------------------------------------------------------------------- Thiết kế tối ưu diện tích sử dụng: 63m² - 77m² - 82m² - 96m².+ Căn hộ thiết kế từ 2 - 3 phòng ngủ.- Tiện ích nội khu:+ Vườn Nhật trên cao.+ Vườn thiền Yoga.+ Gym Fitness.+ Bể bơi 4 mùa mái kính.+ Khu vui chơi trẻ em.+ Sky Bar view panorama nhìn cầu Đông Trù, cầu Nhật Tân, Trung tâm thành phố.+ Box an ninh 24/24.- Nội thất bàn giao:+ Sàn gỗ, trần thạch cao, đèn chiếu sáng, tủ bếp trên dưới, bếp từ hút mùi, nóng lạnh, thiết bị vệ sinh, vách kính đầy đủ.- Giá bán chỉ từ 22 triệu/m² giao thô & 25 triệu/m² hoàn thiện nội thất cơ bản.- Ngân hàng hỗ trợ vay lên tới 70% giá trị căn hộ với lãi suất 0%.-------------------------------------------------------------------------Liên hệ ngay 0942 589 *** / 0984 935 *** Mr. Tuấn tư vấn 24/7 miễn phí.Website: Https://eurowindowriverpark-dongtru.net/ ",63 m²,Thỏa thuận,,,,,,,21/11/2022,01/12/2022,Tin Vip 1,35905095,batdongsan_com_vn_35905095,,,
"['Hà Nội', 'Hai Bà Trưng', 'Phường Phạm Đình Hổ', 'Phố Lò Đúc', '93', '93 Lò Đúc - Kinh Đô Tower']","
Thanh khoản để đầu tư: Chính chủ bán căn hộ tại CC Kinh Đô, 93 Phố Lò Đúc, Q. Hai Bà Trưng, HN.Nhà đẹp, vuông vắn. Sổ đỏ chính chủ.Diện tích: 114.5 m²: 1PK. 2PN, 2WC.Căn hộ view hướng thành phố, ban công hướng Tây Nam, cửa hướng Đông Bắc.Nhà mới nâng cấp, trang bị đầy đủ nội thất cơ bản, tiện nghi, có thể vào ở luôn.Khu vực dân trí cao, an ninh tốt, gần Hồ Hoàn Kiếm, giáp Phố Phan Chu Trinh, Hàm Long, Trần Hưng Đạo, Nguyễn Công Trứ... Tiện lợi cho mọi nhu cầu ăn ở, học hành của các gia đình hoặc làm homestay cho khách nước ngoài thuê.Giá 4, x tỷ.Liên hệ với chính chủ: 0856 490 *** ",114.5 m²,4.6 tỷ,Đông - Bắc,Tây - Nam,2 phòng,2 phòng,Sổ đỏ,Cơ bản,21/11/2022,28/11/2022,Tin Vip 1,35898083,batdongsan_com_vn_35898083,,,
"['Hà Nội', 'Nam Từ Liêm', 'Phường Mỹ Đình 2', 'Đường Lê Đức Thọ', 'Dự án The Zei Mỹ Đình']","
* Chủ đầu tư The Zei Mỹ Đình ra mắt chính sách mới tháng 11 siêu hấp dẫn với quỹ căn đẹp & cuối cùng của dự án. Hỗ trợ 65% lãi suất 0% trong 24 tháng, chiết khấu lên tới 15,5% GTCH.- Với quà tặng Tân Gia:Đối với gói thanh toán sớm 95%:+ Căn 3 ngủ: 400 triệu.+ Căn Duplex: 450 triệu.+ Căn Penthouse: 300 triệu.Đối với gói vay ngân hàng.+ Căn 3 ngủ: 300 triệu.+ Căn Duplex: 200 triệu.(Chính sách áp dụng đến hết ngày 30/11/2022).Hotline CĐT 24/7: 0943 652 ***Em Thành).- Căn hộ 3PN diện tích từ 104m² - 107m² tất cả đều căn góc 2 ban công, full ánh sáng tự nhiên, bàn giao đầy đủ nội thất.+ Số lượng căn còn 28 căn có đầy đủ các tầng, hướng.+ Thiết kế 3PN, 2WC.+ Giá bán từ: 5,8 tỷ (Gồm VAT + Kinh Phí Bảo Trì 2%).+ Vốn đầu tư ban đầu 37% = 2,5 tỷ (Gồm VAT + Kinh Phí Bảo Trì 2%).- Căn hộ Duplex diện tích 185m² ưu điểm bàn giao thô có 2 hướng view chính view công viên hồ và view bắn pháo hoa sân vận động Mỹ Đình (Chiết khấu gói 5 triệu/m² bàn giao thô).+ Số lượng căn còn 8 căn từ tấng 26 - 38 khách hàng tuỳ chọn.+ Thiết kế thông tầng 4PN, 3WC.+ Giá bán từ 12 tỷ (Gồm VAT + Kinh Phí Bảo Trì 2%).+ Vốn đầu tư ban đầu 37% = 5,2 tỷ (Gồm VAT + Kinh Phí Bảo Trì 2%).- Căn hộ Penhouse diện tích 245m² hướng ban công ĐN mát mẻ quang năm view Panorama siêu đẹp (Chiết khấu gói 5 triệu/m² bàn giao thô).+ Số Lượng căn còn 1 căn duy nhất.+ Thiết kế thông tầng 4PN + 1 Phòng Thờ, 1 Phòng giúp việc, 4WC.+ Giá bán: 18,9 tỷ (Gồm VAT + Kinh Phí Bảo Trì 2%).+ Vốn đầu tư ban đầu 37% = 7,8 tỷ (Gồm VAT + Kinh Phí Bảo Trì 2%).Hotline CĐT báo giá chi tiết và xem nhà 24/7: 0943 652 ***Em Thành).- Tư vấn chuẩn xác + chi tiết đầy đủ Phiếu tính giá, HĐMB, Danh mục bàn giao nội thất, Chính sách bán hàng Tháng 11.- Hỗ trợ thủ tục ngân hàng Vietcombannk và HDBank.- Hỗ trợ bàn giao nhà và cho thuê.Phòng Kinh Doanh Chủ Đầu Tư The Zei - Địa chỉ văn phòng: Số 8 Lê Đức Thọ (Toà nhà The Zei Mỹ Đình).Vui lòng gọi Hotline trực tiếp CĐT 24/7: 0943 652 ***Em Thành).Để nhận thông tin + Đăng ký xem trực tiếp căn hộ.            ",107 m²,Thỏa thuận,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,21/11/2022,28/11/2022,Tin Vip 1,35891680,batdongsan_com_vn_35891680,,,
"['Hà Nội', 'Nam Từ Liêm', 'Dự án Vinhomes Green Bay Mễ Trì']","
Chính chủ bán căn hộ chung cư cao cấp thuộc dự án Vinhomes Green Bay.Căn hộ tầng trung, 3PN, 2VS, nội thất full, Ban công  đông nam, thoáng mát có nhiều tiện ích xung quanh- Diện Tích: 84m2- Giá: Thỏa Thuận L/h trực tiếp chính chủ để xem nhà : 0919 368 *** ",84 m²,Thỏa thuận,Tây - Bắc,Đông - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Full,21/11/2022,28/11/2022,Tin Vip 1,35897942,batdongsan_com_vn_35897942,,,
"['Hà Nội', 'Đống Đa', 'Phường Khâm Thiên']","
TUYỆT TÁC 2 NHÀ MẶT PHỐ KHÂM THIÊN - PHỐ CỔ - VỊ TRÍ ĐẮC ĐỊA - TRUNG TÂM TPHN DT: 382m², MT: 10m. ĐẲNG CẤP NHẤT PHỐ.- Xây dựng 9 Tầng thang máy. Thiết kế đẹp, xây 9 tầng kiên cố, nhà đẹp có vị trí đắc địa, vỉa hè rộng giao thông thuận tiện. công năng sử dụng tốt.- Tuyến phố rộng, đẹp, kinh doanh buôn bán sầm uất.Vị trí ngay trung tâm, kinh doanh đắc địa- Thửa đất có 2 căn nhà đẹp vuông vắn, sổ đỏ chính chủ.: Mr.Tuấn: 0989 864 ***- Quý khách sẽ mua được căn nhà đẹp nhất, ưng ý nhất và được phục vụ tốt nhất về tư vấn dịch vụ mà không phải mất nhiều thời gian.            ",382 m²,185 tỷ,,,,,Sổ đỏ chính chủ,Nội thất trang thiết bị cao cấp.,21/11/2022,28/11/2022,Tin Vip 1,35790014,batdongsan_com_vn_35790014,10 m,9 tầng,
"['Hà Nội', 'Hoàng Mai', 'Phường Hoàng Liệt', 'Đường Ngọc Hồi', 'Dự án Rose Town']","
PKD dự án Rose Town 79 Ngọc Hồi chính thức mở bán quỹ căn mới đẹp nhất tòa DV01  tòa chung cư Hoa Hậu đẹp nhất dự án với chính sách bán hàng hấp dẫn nhất từ trước tới nay.+ Hỗ trợ lãi suất 0% của 65% GTCH trong 12 tháng, ân hạn nợ gốc 12 tháng + Tặng ngay gói quà tặng nội thất trị giá 50 triệu ( trừ vào HĐMB ) chỏ 10 khách hàng đầu tiên + Tặng ngay 10 triêu cho căn 2PN, 20 triệu cho căn hộ 3PN + Khách hàng không vay được chiết khấu tới 7% giá trị căn hộ Đa dạng tiện ích  là điểm nhấn thu hút khách hàng quan tâm và tìm hiểu DV01 như là lựa chọn lý tưởng để an cư.+ DV01 được thiết kế tới 03 tầng hầm, 05 tầng thương mại ( 03 tầng đỗ xe 2 tầng thương mại ) đáp ứng đầy đủ nhu cầu đỗ xe của cư dân, đầy là dự án duy nhất có tới 05 tầng đỗ xe + Tiện ích cao cấp với bể bơi bốn mùa, phòng tập gym, coffee Shop, Spa, siêu thị mini, cửa hàng tiện lợi. đáp ứng tốt nhu cầu sống năng động, hiện đại và tràn đầy năng lượng của cư  đân tương lai Thiết kế căn hộ tối ưu tòa DV01 + Được đánh giá là tòa căn hộ đẹp nhất dự án, tất cả các căn hộ đều được thiết kế hiện đại, tối ưu hóa công năng sử dụng, 100% căn hộ đều có ban công phòng khách, có lô gia phơi đồ riêng, các phòng ngủ thiết kế hợp lý tận dụng tối đa công năng sử dụng, dễ dàng đón nắng và đón gió tự nhiên vào trong căn hộ+ Căn hộ 2PN, 2 Vệ Sinh có diện tích từ 70,7 m²  78 m² sử dụng + Căn hộ 2PN + 1, 2 Vệ sinh có diện tích 88 m² dử dụng phù hợp gia đình đông thành viên nhưng tài chính vừa phải + Căn góc 3PN, 2 Vệ Sinh đẹp nhất dự án diện tích 104 m² Nội thất bàn giao tòa DV01+ Các căn hộ đều được bàn giao tiểu chuẩn bàn giao cao cấp nhất so với các tòa căn hộ trước đó, đem đến cho cư dân thêm tiện nghi, và đồng bộ về nội thất + Các căn hộ được bàn giao : Khóa Từ, sàn gỗ chống ẩm, trần thạch cao, thiết bị vệ sinh Toto, tủ bếp trên, tủ bếp dưới, bếp từ, hút mùi, kính bếp, vách tắm kính, sen, vòi, chậu, gương, bệp vệ sinh, đầu chờ điều hòaTổng quan dự án Rose Tow 79 Ngọc Hồi  tòa dv01 Quy mô: 3,5 ha bao gồm 48 lô liền kề biệt thự và 05 tòa chung cư cao cấp Chủ đầu tư: Xuân Mai CorpTư vấn thiết kế : Xuân Mai Đơn vị thi công: Xuân Mai Corp Bàn giao tòa DV01: Quý 3/2022 Pháp lý: Đầy đủ, Sổ Đỏ Lâu Dài ( đã cấp các tòa trước đó )Thông tin liên  hệ trực tiếp PKD dự án Rose Town Quý khách quan tâm tìm hiểu dự án xin vui lòng liên hệ trực tiếp Hotline Phòng Kinh Doanh Dự án Rose Town 79 Ngọc Hổi đề nhận thông tin chính xác nhất và quỹ căn hộ đẹp nhất dự án Liên hệ ngay Hotline: 0988 390 *** ",70.7 m²,Thỏa thuận,,,,,,,21/11/2022,28/11/2022,Tin Vip 1,35897496,batdongsan_com_vn_35897496,,,
"['Hà Nội.', 'Nam Từ Liêm', 'Phường Tây Mỗ', 'Dự án Masteri West Heights']","
Mở bán quỹ căn hộ chung cư cao cấp 5* Masteri Smart City bậc nhất Hà Nội. Sở hữu ngay căn hộ 2N khi thanh toán chỉ từ 700tr.* Chính sách bán hàng vô cùng hấp dẫn:- Quà tặng mùa thu vàng lên tới 100 triệu.- Ngân hàng hỗ trợ cho vay tới 80% GTCH.- Miễn phí 3 năm phí quản lí vận hành.- Hỗ trợ lãi suất % lên tới 24 tháng.- Chiết khấu ngay lên đến 13.5 % GTCH.- Liên hệ hotline: Mrs Thương 0363 699 ***.----------------------------------------------------* Căn hộ đa dạng thiết kế tối ưu và bàn giao toàn bộ nội thất toàn bộ cao cấp từ các thương hiệu Herfly, Duravit, Boss, Daikin...- Studio: 27,2 - 35,2 m².- 1 phòng ngủ: 41,8 - 42,1 m².- 2 phòng ngủ - 1 vệ sinh: 54,2 - 60,1 m².- 2 phòng ngủ - 2 vệ sinh: 61,7 - 62,9 m².- 3 phòng ngủ: 3 vệ sinh: 72,8 - 80,1m².- Duplex: 84,2 - 127,7 m².----------------------------------------------------* Vị trí Masteri West Heights nằm tại trái tim đại đô thị thông minh, nằm ngay sát mặt đường chính 52m được thiết kế 6 làn xe, kết nối trực tiếp với những tuyến giao thông huyết mạch của thành phố Hà Nội như đại lộ Thăng Long, đường Lê Trọng Tấn, vành đai 3.5, đường 70, 70A, đường 72,...* Tất cả mang tới cho cư dân tương lại một mạng lưới giao thông ""không thể hoàn hảo hơn, biến Masteri West Heights trở thành tâm điểm của thị trường bất động sản Tây Thủ đô.* Với hơn 40 tiện ích nội khu và ngoại khu dành cho dành cho cư dân, giúp cuộc sống được nâng cao, thư giãn thoải mái và sức khỏe được đảm bảo an toàn, biến Masteri Smart City là nơi được lựa chọn hàng đầu hầu hết của mọi cư dân.----------------------------------------------------Liên hệ ngay hotline: Mrs Thương 0363 699 *** để được tư vấn chi tiết về sản phẩm cũng như nhận chính sách ưu đãi tốt nhất từ chủ đầu tư.            ",124 m²,Thỏa thuận,,,2 phòng,2 phòng,,,21/11/2022,01/12/2022,Tin Vip 1,35896361,batdongsan_com_vn_35896361,,,
"['Hà Nội', 'Hoàng Mai', 'Phường Định Công', 'Đường Nguyễn Cảnh Dị', 'số 3', 'Thanh Bình Garden']","
Chung cư Thanh Bình Garden địa chỉ số 3 Nguyễn Cảnh Dị.Hotline 039094222.Chỉ từ 600tr sở hữu căn hộ full nội thất cơ bản với thiết kế hiện đại DT căn hộ linh hoạt từ 45m - 46m - 60m - 61m - 63m - 68m² (2 phòng ngủ).Tiện ích đầy đủ hầm để xe - TTTM - khu vui chơi trẻ em.Hotline 0394 094 ***Chung cư Thanh Bình Định Công.Tên thương mại: Thanh Bình Garden.Vị trí: Số 3 Nguyễn Cảnh Dị, P. Định Công, Q. Hoàng Mai, Hà Nội.Chủ đầu tư: Công ty Cổ Phần Thanh Bình Hà Nội.Tổng diện tích: 26.086,32m~ 2,6 ha.Thi công: Công ty cổ phần xây dựng bảo tàng Hồ Chí Minh.Thiết kế: 2 tầng hầm để ô tô. Tầng 1 2: TTTM. Tầng 3 4: Đỗ xe trên cao. Tầng 5 21: Căn hộ.Căn hộ: 15 căn / sàn / 4 thang máy. Diện tích 45m - 69m(2 PN).Pháp lý: Sổ hồng lâu dài.Bàn giao: Dự kiến quý IV/2022.Phương thức thanh toán.Thanh toán đợt 1: 30% ký hợp đồng mua bán căn hộ.Thanh toán đợt 2: 20% sau 45 ngày kể từ ký HĐMB.Thanh toán đợt 3: 20% sau 90 ngày kể từ ký HĐMB.Thanh toán đợt 4: 30% nhận bàn giao căn hộ.Hotline 0394 094 ***Chính sách ưu đãi khủng chưa từng có.* Hỗ trợ LS vay 0%/12 tháng vay tới 65% GTCH khi khách hàng thanh toán theo tiến độ.* Chiết khấu % khách hàng mua nhà không vay ngân hàng.* Chiết khấu % khách hàng mua nhà thanh toán sớm 70%.Hotline 0394 094 *** ",69 m²,39 triệu/m²,Đông - Nam,Đông - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,21/11/2022,28/11/2022,Tin Vip 1,35896355,batdongsan_com_vn_35896355,,,
"['Hà Nội', 'Hoàng Mai', 'Phường Đại Kim', 'Đường Nghiêm Xuân Yêm', 'Dự án The Manor Central Park']","
Diện tích: 75m2x5 tầng, hướng TB, đang cho thuê 30tr/tháng.Nhà hoàn thiện có sẵn điều hòa, rèm cửa. Vị trí Block 8 view trực diện vườn hoa to, đi bộ ra phố đi bộ gần, thông ra đường công viên Chu Văn An chỉ vài bước chân.Giá bán: 24 tỷ, khách hàng thiện chí có thương lượng.2. 75m², view công viên ngón tay hoàn thiện mặt ngoài giá bán 22 tỷ.3. 130m² căn góc, đang cho thuê 50tr/tháng. Giá bán 38 tỷ.4. 75m² mặt phố đi bộ giá từ 29 tỷ. Ngoài ra bên em còn nhiều quỹ căn chuyển nhượng giá cực tốt thời điểm này.Anh chị quan tâm nhà ở tại khu đô thị The Manor, vui lòng liên hệ e Liên: 0988 798 ***Zalo/sms).            ",75 m²,22 tỷ,Tây - Bắc,Tây - Bắc,,,Sổ đỏ/ Sổ hồng,,21/11/2022,01/12/2022,Tin Vip 1,35896198,batdongsan_com_vn_35896198,,5 tầng,
