address,gen_descrip,Diện tích,Mức giá,Mặt tiền,Pháp lý,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Hướng ban công,Nội thất,Đường vào
"['Hà Nội.', 'Nam Từ Liêm', 'Phường Đại Mỗ', 'Đường Đại Mỗ']","
Chính chủ bán 186m² đất 2 mặt tiền xóm Tháp, Đại Mỗ, sát hồ điều hòa, đối diện ST Aeon, đối diện khu đô thị FLC Đại Mỗ, gần ủy ban ND Đại Mỗ. Hai mặt đường thoáng.Đường ô tô trước cửa 6m, sổ đỏ đất 50 năm.Đã có nhà cấp 4 diện tích 40m², điện nước công tơ riêng, đang cho thuê 3 triệu / tháng.Phù hợp để làm kho, sản xuất kinh doanh.Giá bán: Từ 12 triệu/m².Liên hệ chính chủ: 0904123979.(Miễn tiếp môi giới, quảng cáo trung gian).            ",186 m²,Thỏa thuận,6 m,Sổ đỏ/ Sổ hồng,18/11/2022,28/11/2022,Tin Vip 1,34895536,batdongsan_com_vn_34895536,,,,,,,
"['Hà Nội', 'Thanh Xuân', 'Phường Thượng Đình', 'Phố Cự Lộc', 'Số 55']","
Do chuyển đổi nhu cầu sử dụng, gia đình tôi cần bán nhà 3 tầng 1 tum số 55 Cự Lộc, Thượng Đình, Thanh Xuân, Hà Nội.* Nhà phố ô tô đỗ cửa, hướng Nam, với thiết kế diện tích 51,7 m², mặt tiền 4,6 m nở hậu 4,9m.* Kết cấu nhà vô cùng hiện đại và vững chắc, thuận tiện để ở và kinh doanh tốt.* Bán kính 500m đầy đủ trường mần non, cấp 1.2.3 Công lập, dân lập, quốc tế...* Nhà đẹp thoáng, nằm trong khu trung tâm, phát triển, xung quanh tiện ích ngập tràn, ga tầu điện ngầm cách 1 km, cạnh Royal City, chợ, bệnh viện Thu Cúc ngay đầu ngõ.* Sổ đỏ chính chủ, pháp lý rõ ràng.* Giá bán 10,6 tỷ có thương lượng, bớt lộc cho chủ mới.* Liên hệ chính chủ tôi Hải: 0919 511 *** ",51.7 m²,10.6 tỷ,4.6 m,Sổ đổ chính chủ,18/11/2022,28/11/2022,Tin Vip 1,34970109,batdongsan_com_vn_34970109,Nam,3 tầng,4 phòng,3 phòng,,,
"['Hà Nội', 'Cầu Giấy', 'Phường Mai Dịch', 'Đường Phạm Văn Đồng', 'Dự án The Nine']","
Ra mắt quỹ căn 3 ngủ vip cuối cùng của dự án The Nine. Liên hệ ngay phòng kinh doanh chủ đầu tư 0984 994 *** để được tư vấn chọn căn ưng ý và giá tốt nhất.- Chiết khấu 2% cho khách hàng tự thanh toán.- Miễn 3 năm phí dịch vụ.- Chương trình tân gia chào Xuân 2023.View 360 độ căn hộ mẫu tại đây: https://my.matterport.com/show/?m=UQxra2Ci6Tm- Diện tích căn hộ đang mở bán: 100m; 106 m; 108,6 m, 117 m.- Tầng đang mở bán: Tầng 7, tầng 8, tầng 9,10,11,12, 12A, 14, 16, 17, 18, 19, 20, 21 và 22.- Hướng ban công: Đông siêu mát mẻ.- Bàn giao: Full nội thất liền tường, phong cách Mỹ hiện đại, sang trọng: Sàn gỗ 12mm, điều hoà multi cấp khí tươi lọc bụi mịn, bếp từ Bosch, thiết bị vs Hansgrohe Đức, khoá điện tử Bosch, kính hộp Low - E chống ồn... 100% thiết bị nhập khẩu.- Quy mô dự án:* Tầng 1: Siêu thị Aeon Mall tiêu chuẩn Nhật Bản, tầng 2: Mầm non song ngữ Gp. Academy, tầng 6: Phòng gym cao cấp Level Fitness, bể sục, xông hơi, bóng rổ, golf mini... Tầng mái: Vườn sinh thái 1500 m.* Tầng 7 - 30: 350 căn hộ cao cấp, phủ kính Low E hiện đại.* 30 tầng nổi, 3 tầng hầm.* Khu vực lánh nạn tại tầng 12A.- Thang máy: 6 thang máy + 1 thang hàng sảnh cư dân + 2 thang thoát hiểm.- Pháp lý chuẩn chỉ, sổ đỏ trao tay.Nhận ngay căn hộ The Nine - chung cư cao cấp trung tâm Cầu Giấy để đón Tết Dương Lịch và Âm Lịch 2023 với ưu đãi khủng từ chủ đầu tư GP. Invest:Phòng kinh doanh CĐT 0984 994 ***.            ",100 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,18/11/2022,28/11/2022,Tin Vip 1,35875598,batdongsan_com_vn_35875598,Tây,,3 phòng,2 phòng,Đông,Nội thất đầy đủ,
"['Hà Nội', 'Gia Lâm', 'Xã Đa Tốn', 'Dự án Vinhomes Ocean Park Gia Lâm']","
Căn hộ hướng mát Đông Nam, ở tòa trung tâm khu đô thị, đối diện khu căn hộ Masteri Waterfront có nội khu đẹp khi hoàn thiện, tầng cao (chưa áp mái), cách xa khu để rác, thang máy, gần nhà để xe nổi. Căn hộ 2 phòng ngủ, 1 phòng khách, 2 vệ sinh.Thiết kế căn hộ không bị mất diện tích đường đi vào 2 phòng ngủ nên diện tích 2 phòng ngủ rộng hơn những căn khác, khu Logia rất rộng, sáng và thoáng (phòng nhỏ cũng sáng và thoáng) (Logia có thể coi như sân nhà mặt đất) để giặt đồ, chuẩn bị đồ nấu rất tiện, phơi quần áo được nhiều.Diện tích sàn căn hộ: 63.1 m²; Diện căn hộ tính theo tim tường: 68.4 m².Đồ nội thất làm bằng gỗ tự nhiên rất bền, nội thất cơ bản không có đồ điện tử.Giá bán: Thỏa thuận.Giá cho thuê: 8 triệu (đồ cơ bản, không bao phí)CÓ SLOT GỬI XE Ô TÔSổ đỏ chính chủ.Liên hệ: Ms. Quỳnh: O987789O39.Xin cảm ơn!* Kinh nghiệm khi mua chung cư khi đã ở qua 3 khu chung cư:1/ Nên mua căn thuộc tòa khu trung tâm đô thị (sẽ đông vui hơn so với các tòa ven).2/ Mua hướng mát, nếu ban công hướng nóng khi mùa hè không có tòa che thì luôn phải chạy điều hòa, mà khi chạy nhiệt độ phòng cũng không được mát và rất tốn điện.3/ Không mua tầng áp mái vì sẽ nóng hơn những căn bên dưới, nếu căn ở vị trí có những thiết bị kỹ thuật như quạt thông gió khi mô tơ chạy sẽ ồn và quan trọng rất hay bị ngấm trần, cá nhân không thể xử lý được, kể cả chủ đầu tư xử lý cũng lại bị tiếp rất cao.4/ Không nên mua căn gần khu để rác, thỉnh thoảng có mùi và có thể có gián.5/ Những căn gần khu thang máy, mật độ đi lại nhiều, khi thang máy chạy ban đêm có tiếng ồn, không nên mua.6/ Mua những căn thuộc tòa gần khu để xe.7/ Mua những căn có thiết kế thoáng, sáng.8/ Nên mua căn có 2 vệ sinh nếu có 2 phòng ngủ,            ",63.1 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng.,18/11/2022,28/11/2022,Tin Vip 1,35587818,batdongsan_com_vn_35587818,,,2 phòng,2 phòng,Đông - Nam,Nội thất cơ bản.,
"['Hà Nội', 'Gia Lâm', 'Thị trấn Trâu Quỳ', 'Dự án Eurowindow Twin Parks']","
Quý anh chị liên hệ trực tiếp chủ đầu tư để không bị nhiễu loạn giá thị trường và yên tâm về pháp lý cũng như hưởng chính sách ưu đãi trực tiếp từ chủ đầu tư.- Hotline: Mr.Tuấn 0984 935 *** / 0942 589 *** Hỗ trợ tư vấn và thăm quan dự án 24/7.====================I - Cập nhật quỹ căn:- Quỹ căn liền kề diện tích 72m² - 75m² - 77m².+ Hướng Đông Nam - Tây Bắc.+ View công viên nội khu, gần bể bơi gần trường học và các trục đường chính.+ Thiết kế xây 5 tầng, diện tích dây dựng 82%.+ Giá liền kề từ 166tr/m².- Quỹ căn biệt thự diện tích 192m².+ Hướng Đông Bắc - Tây Nam.+ View nội khu, Công viên, bể bơi.+ Gần trường học và nằm trên trục đường kết nối ra đường Lý Thánh Tông và Bệnh Viện Đa Khoa Gia Lâm.+ Thiết kế biệt thự song lập xây 3 tầng.=====================II - Chính sách ưu đãi tháng 9:- Chiết khấu 5.5% nếu khách hàng thanh toán 95% trong 1 tháng.- Hỗ trợ lãi suất 0%/12 tháng vay tối đa 65%.- Cuối năm 2022 nhận bàn giao nhà.=====================III - vị trí dự án:- Tiềm năng.- Tầm nhìn về lâu dài giá trị thanh khoản tốt, mức độ sinh lời cao vì Gia Lâm đang dần hoàn thiện cơ sở hạ tầng lên thành quận trước năm 2025.- Cơ cấu dân số đang có xu hướng dịch chuyển về các vùng phía đông Thành phố Hà Nội.- Hiện tại thời điểm xuống cọc của các nhà đầu tư đang là giai đoạn đầu, lộ trình tăng giá rõ ràng theo từng giai đoạn.- Số lượng sản phẩm ít trong khi nhu cầu về các dòng thấp tầng luôn cao.- Vị trí nằm ngay trung tâm Thị Trấn Trâu Quỳ với bao quanh là các dự án đẳng cấp như Vinhomes Ocean Park, Vinpearl Gia Lâm, trung tâm hành chính huyện Gia Lâm, bệnh viện đa khoa Gia Lâm, Quốc Lộ 5 liên các tỉnh Hải Phòng, Hưng Yên, Quảng Ninh.- Hotline: 0984 935 *** / 0942 589 *** Mr.Tuấn tư vấn và thăm quan dự án 24/7. ",72 m²,Thỏa thuận,,,18/11/2022,28/11/2022,Tin Vip 1,35874986,batdongsan_com_vn_35874986,,,,,,,
"['Hà Nội', 'Hoàng Mai', 'Phường Hoàng Liệt', 'Đường Bằng Liệt', 'Dự án Hà Nội Melody Residences']","
Sở hữu ngay căn hộ cao cấp tại Tây Nam Linh Đàm - Ưu đãi khủng dành riêng cho tháng 11.Tổng quan dự án:- Tên dự án: Hanoi Melody Residences.- CĐT: Công ty TNHH Đầu tư BĐS Linh Đàm.- Đơn vị phát triển Dự án: Hưng Thịnh Land.- Tổng thầu XD: Hưng Thịnh Incons - BKScons.- Vị trí: KDT mới Tây Nam hồ Linh Đàm (Phường Hoàng Liệt, quận Hoàng Mai, Hà Nội).- Tổng diện tích dự án: 3.28ha.- Quy mô: Tổng có 4 Block: NO1, NO2, NO3, NO4 cao 29 tầng.- SL sản phẩm: 1857 căn hộ, diện tích đa dạng:Căn 2PN có diện tích: 67m² - 73m² 76m² 84m².Căn 3PN có diện tích: 95m² 98 m² 101m² 120m² 145m².- Quản lý vận hành: CBRE.- Bàn giao: Full nội thất liền tường nhập khẩu.- Pháp lý: Sở hữu lâu dài.----------------------------------CSBH siêu to khổng lồ:- CK 3% cho KH không vay.- CK 2% cho KH ký HĐ đến ngày 30/11/2022.- CK 2% đối với các căn tại tòa N03.- Lãi suất thanh toán sớm: + 24%/năm/ số tiền/ số ngày thanh toán sớm.- CK mua hơn 1 căn: + 2%.- Hỗ trợ Phí Quản lý 50%/24 tháng.- Ngân hàng hỗ trợ vay tối đa 70% GTCH, HTLS 0% trong 24 tháng.Tiện ích bàn giao như resort:- 3 tầng hầm đáp ứng đủ chỗ để xe cho cư dân.- 2 tầng thương mại với đủ các tiện ích: Cafe, Bể bơi ngoài trời, Công viên cây xanh, tennis, bóng rổ, cầu lông, gym & yoga, spa, Nhà trẻ, khu vui chơi trẻ em.- Phòng sinh hoạt cộng đồng, Phòng lánh nạn tầng 13 và 22 ở mỗi tòa.Liên hệ ngay Mr. Tuấn 0984 935 *** / 0942 589 *** tư vấn 24/7 miễn phí ",67 m²,Thỏa thuận,,,18/11/2022,28/11/2022,Tin Vip 1,35874938,batdongsan_com_vn_35874938,,,,,,,
"['Hà Nội', 'Gia Lâm', 'Thị trấn Trâu Quỳ', 'Dự án Eurowindow Twin Parks']","
- Dự án  Eurowindow Twin Parks, 1 sản phẩm của CĐT Eurowindow Holding uy tín 15 năm trên thị trường.- Quy mô dự án 10ha gồm 275 lô liền kề xây dựng 5 tầng, 96 lô biệt thự song lập xây dựng 3 tầng. Tiện ích nội khu gồm: 2 bể bơi ngoài trời, 3 công viên, 1 nhà xe 4 tầng, cafe mái...- Tọa lạc tại mặt tiền đường Thành Trung, nơi giao thoa các trục đường huyết mạch của quận: Lý Thánh Tông, QL5A.- Vị trí vàng - nằm chính giữa Trung tâm hành chính Gia Lâm. Bao bọc bởi hệ thống công như UBND, bệnh viện đa khoa, trụ sở công an...- Di chuyển nhanh chóng vào trung tâm TP. Hà Nội qua cầu Thanh Trì, cầu Vĩnh Tuy, cầu Chương Dương.- Hưởng lợi trực tiếp từ hạ tầng cảnh quan và giao thông theo quy hoạch phát triển khi Gia Lâm lên quận như 13 cây cầu mới đã và sắp tiển khai. Đặc biệt dự án nằm giữa quy hoạch 2 công viên cây xanh, hồ điều hòa tổng diện tích lên tới 52ha.- Giá bán cạnh tranh nhất khu vực khi kế cận là đại đô thị Vinhomes Ocean Park Gia Lâm liền kề không có giá dưới 18 tỷ/ căn.* Eurowindow Twin Parks sở hữu lợi thế lớn về giao thông và tiềm năng tăng giá BĐS mạnh mẽ trong tương lai gần khi lên Quận vào 2023.  * Lợi ích nhân đôi: Vừa để ở, vừa kinh doanh hoặc cho thuê, mang đến giá trị vượt trội cho nhà đầu tư.- Hotline: PKD. CDT : 0982 195 ***  ( Mr Mạnh Để )  Hỗ trợ tư vấn và thăm quan dự án 24/7.==================== - Cập nhật quỹ căn:- Quỹ căn liền kề diện tích 72m² - 75m² - 77m².+ Hướng Đông Nam - Tây Bắc.+ View công viên nội khu, gần bể bơi gần trường học và các trục đường chính.+ Thiết kế xây 5 tầng, diện tích dây dựng 82%.+ Giá liền kề từ 166tr/m².- Quỹ căn biệt thự diện tích 192m².+ Hướng Đông Bắc - Tây Nam.+ View nội khu, Công viên, bể bơi.+ Gần trường học và nằm trên trục đường kết nối ra đường Lý Thánh Tông và Bệnh Viện Đa Khoa Gia Lâm.+ Thiết kế biệt thự song lập xây 3 tầng.=====================II - Chính sách ưu đãi tháng 11:- Chiết khấu 5.5% nếu khách hàng thanh toán 95% trong 1 tháng.- Hỗ trợ lãi suất 0%/12 tháng vay tối đa 65%.- Cuối năm 2022 nhận bàn giao nhà.=====================III - vị trí dự án:- Tiềm năng.- Tầm nhìn về lâu dài giá trị thanh khoản tốt, mức độ sinh lời cao vì Gia Lâm đang dần hoàn thiện cơ sở hạ tầng lên thành quận trước năm 2025.- Cơ cấu dân số đang có xu hướng dịch chuyển về các vùng phía đông Thành phố Hà Nội.- Hiện tại thời điểm xuống cọc của các nhà đầu tư đang là giai đoạn đầu, lộ trình tăng giá rõ ràng theo từng giai đoạn.- Số lượng sản phẩm ít trong khi nhu cầu về các dòng thấp tầng luôn cao.- Vị trí nằm ngay trung tâm Thị Trấn Trâu Quỳ với bao quanh là các dự án đẳng cấp như Vinhomes Ocean Park, Vinpearl Gia Lâm, trung tâm hành chính huyện Gia Lâm, bệnh viện đa khoa Gia Lâm, Quốc Lộ 5 liên các tỉnh Hải Phòng, Hưng Yên, Quảng Ninh.- Hotline: PKD. CDT 0982 195 *** ( Mr Mạnh Để )  Hỗ trợ tư vấn và thăm quan dự án 24/7. ",72 m²,Thỏa thuận,,,18/11/2022,28/11/2022,Tin Vip 1,35874883,batdongsan_com_vn_35874883,,,,,,,
"['Hà Nội', 'Đống Đa', 'Phường Láng Thượng', 'Dự án Hateco Laroma']","
Giá tốt nhất khu vực, nhận nhà ở ngay, sổ đỏ trao tayHateco Laroma - Chung cư hạng A nằm trên đường Huỳnh Thúc Kháng kéo dài, giao cắt Nguyễn Chí Thanh rất tiện đi lại* Chính sách bán hàng:-Ngân hàng cho vay lãi suất 0% trong 12 tháng-Miễn phí 3 năm phí dịch vụ-Chiết khấu 5% GTCH-Quà tân gia trị giá 114 triệu  145 triệuVì sao nên chọn mua căn hộ tại Hateco Laroma- Vị trí đắc địa: Dự án Hateco Laroma tọa lạc tại địa chỉ Lô số 4A, phường Láng Thượng, Đống Đa, Hà Nội.- Quy Mô: 281 căn hộ + 6 thang máy + 1 thang rác. Mật độ thang máy ít, 47 căn hộ/thang- Diện tích đa dạng: 80 - 137m² (2 - 3.5 phòng ngủ) thiết kế ưu việt, tất cả các phòng đều có ánh sáng tự nhiên.- Các căn hộ trong Hateco Laroma được thiết kế theo phong cách Ý Tân cổ điển mang đến một không gian sống cực kỳ sang trọng, tinh tế và vô cùng hiện đại.- Danh mục nội thất cực kỳ cao cấp từ đồ gỗ, thiết bị bếp của Hafele, thiết bị vệ sinh Duravit, vòi nước Hansgrohe, tất cả đều được nhập khẩu châu Âu.- Hệ thống báo cháy, vòi phun thiết kế cho từng phòng để đảm bảo an toàn, kịp thời và không ảnh hưởng đến các cư dân khác.* 42 tiện ích nội khu:- Bãi đỗ xe thông minh.- Trung tâm thương mại.- Khu nhà trẻ, vườn trẻ.- Bể bơi 4 mùa.- Hệ thống Gym, Spa, Salon siêu VIP.- Nhà hàng Á - Âu, hầm rượu, tiệm café sang trọng.- Hệ thống đài phun nước nghê thuât, cây xanh cảnh quan, đường dạo quanh chung cư.- Văn phòng hạng A.Quý khách hàng muốn đi xem căn hộ thực tế và nhận thông tin chính xác nhất, vui lòng liên hệHotline: 0936 178 *** (24/7)Xin cám ơn Quý khách hàng! ",80 m²,Thỏa thuận,,,18/11/2022,28/11/2022,Tin Vip 1,35874833,batdongsan_com_vn_35874833,,,,,,,
"['Hà Nội', 'Đông Anh', 'Xã Đông Hội', 'Đường 5', 'Dự án Eurowindow River Park']","
Eurowindow River Park là tổ hợp chung cư cao cấp với đầy đủ tiện ích bậc nhất hiện nay.Với giá chỉ từ 26tr/m². KH dễ dàng tiếp cận được với những tiện ích đẳng cấp 5 sao như:- Bể bơi 4 mùa mái kính tiêu chuẩn Châu Âu sử dụng công nghệ điện phân muối rất tốt cho sức khỏe.- Thang máy nhập khẩu hạng A.- Khu vui chơi trẻ em, vườn Nhật trên cao, đài phun nước.- Hệ thống trường học liên cấp quốc gia.Sở hữu vị trí phú quý ngay chân cầu Đông Trù - Đại Lộ Trường Sa. Eurowindow River Park được thừa hưởng hạ tầng giao thông vô cùng hoàn hảo với chỉ 15p vào trung tâm phố Cổ hay lên sân bay Nội Bài chỉ mất 15p.------------------------------------------------------------------------Eurowindow River Park sở hữu các căn hộ với tầm view siêu thoáng nhìn ra cầu Đông Trù và sông Hồng.Các căn hộ đều có hệ thống cửa Eurowindow chống ồn, chống bám bụi tiêu chuẩn tạo không gian trong lành, thoáng đạt cho căn hộ của Quý cư dân.Chi tiết liên hệ: 0356 130 ***. Mr. Hưng.------------------------------------------------------------------------Ngoài ra, chính sách bán hàng vô cùng hấp dẫn từ CĐT:- Chiết khấu ngay 14% GTCH nếu KH thanh toán sớm 95%.- Hỗ trợ vay 65% lãi suất 0% trong 18 tháng - Ân hạn nợ gốc.- Đặc biệt, cơ hội trúng xe Mazda 3 trị giá 700tr từ CĐT và hàng loạt giải thưởng giá trị lên tới 1,4 tỷ đồng.------------------------------------------------------------------------Đến với chung cư Eurowindow River Park cư dân sẽ được tận hưởng bầu không khí thoáng mát - view cầu Đông Trù, sông Đuống thơ mộng tránh xa khỏi ồn ào náo nhiệt nơi phố thị.Eurowindow River Park là chung cư cao cấp giá dưới 30tr duy nhất còn lại tại Hà Nội.Chi tiết quy trình xem căn hộ mẫu vui lòng liên hệ PKD. CĐT: Mr. Hưng 0356 130 ***.            ",77 m²,1.9 tỷ,,Đang chờ sổ,18/11/2022,28/11/2022,Tin Vip 1,35874513,batdongsan_com_vn_35874513,,,3 phòng,2 phòng,,Tặng toàn bộ thiết bị bếp,
"['Hà Nội', 'Hà Đông', 'Phường Phú La', 'Đường Lê Trọng Tấn', 'Dự án KĐT Văn Phú']","
* Nhà KĐT Văn phú diện tích 84m² xây 4 tầng hoàn thiện ngoại thất đẹp, đường rộng vỉa hè ô tô đậu giá bán 8,4 tỷ có TL.* Nhà liền kề ô góc 2 mặt đường to KĐT Văn Phú diện tích 120m² xây 5 tầng hoàn thiện đẹp nội thất nhập khẩu châu âu giá bán 13,5 tỷ.* Nhà biệt thự sân vườn tại KĐT Văn Phú diện tích 210m² mặt tiền 12m xây 3,5 tầng hoàn thiện đẹp, gara để được 2 xe ô tô, nội thất cao cấp nhập khẩu, cửa cầu thang gỗ lim sàn gỗ giáng hương. Giá bán 23,5 tỷ có TL.* Anh chị có nhu cầu mua nhà biệt thự, liền kề tại KĐT Văn Phú Lacasta để ở hay kinh doanh gọi ngay Mai Chính: 0985 611 *** hoặc 0914 609 *** để được tư vấn chọn căn phù hợp nhất, hỗ trợ về pháp lý, ngân hàng nhanh chuẩn, xem nhà hoàn toàn miễn phí, gặp trực tiếp chủ nhà xem sổ, đàm phán giá.            ",84 m²,8.4 tỷ,,Sổ đỏ,18/11/2022,28/11/2022,Tin Vip 1,34864092,batdongsan_com_vn_34864092,,4 tầng,,,,,
