address,gen_descrip,Diện tích,Mức giá,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Đường vào,Hướng nhà,Hướng ban công
"['Hà Nội', 'Đống Đa', 'Phường Ô Chợ Dừa', 'Đường Đê La Thành']","
+ Nhà gần phố, cách mặt phố 40m, ngõ thông Đê La Thành, Hào Nam, Hoàng Cầu.+ Đầy đủ tiện ích xung quanh.- Thiết kế hiện đại, với 3 mặt thoáng, đủ ánh sáng.+ 40m x 4 Tầng, MT 4m.+ Tầng 1: Để xe + bếp + wc.+ Tầng 2: Phòng khách.+ Tầng 3: 2 ngủ + wc.+ Tầng 4: 1 ngủ + wc + Sân phơi + phòng thờ.- Sổ đỏ đẹp, nở hậu, sẵn sàng giao dịch.- Giá: 5.1 tỷ. Cả phố chỉ có 1 căn duy nhất diện tích đẹp, giá hợp lí.- Liên hệ: Em Dương 0348 843 ***zalo) để xem nhà và tư vấn miễn phí.            ",40 m²,5.1 tỷ,4 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ ,30/11/2022,10/12/2022,Tin thường,35428139,batdongsan_com_vn_35428139,,,
"['Hà Nội', 'Đống Đa', 'Phường Láng Hạ', 'Phố Trúc Khê']","
Chính chủ nhờ bán căn nhà mặt phố Trúc Khê - quận Đống Đa. Nhà vị trí đẹp, kinh doanh thuận lợi, giá 11,4 tỷ (có thương lượng).+ Nhà vị trí đẹp, vỉa hè rộng, khu vực kinh doanh sầm uất.+ Kết nối giao thông thuận tiện với các tuyến đường/phố: Nguyễn Chí Thanh, Láng, Nguyên Hồng, Vũ Ngọc Phan, Huỳnh Thúc Kháng...+ Diện tích 38m², nhà xây chắc chắn, thiết kế hợp lý.+ Sổ đỏ chính chủ, sẵn sàng giao dịch.Liên hệ: Anh Tú, Tel: 0349 157 ***miễn trung gian).Trân trọng!            ",38 m²,11.4 tỷ,,5 tầng,4 phòng,4 phòng,"Sổ đỏ chính chủ, sẵn sàng giao dịch.",Đẹp.,30/11/2022,08/12/2022,Tin thường,34896375,batdongsan_com_vn_34896375,16 m,,
"['Hà Nội', 'Long Biên', 'Phường Phúc Lợi', 'Đường Phúc Lợi', '203']","
* Chính chủ cần bán nhà 5 tầng, thang máy, gara 2 ô tô, kinh doanh tốt ngay cạnh đường 21m Phúc Lợi, Long Biên 13.65 tỷ.* Diện tích 74m² mặt tiền 6m; như bao diêm.* Hướng nhà: Tây Bắc.* Nhà xây mới 5 tầng, chắc chắn, có thang máy, thiết kế tiện lợi khi sử dụng, có thể làm văn phòng kinh doanh hoặc nhà ở đều được, cụ thể:- Tầng 1: Thông sàn, vệ sinh để kinh doanh.- Tầng 2: Bếp, phòng ăn, 1 phòng ngủ rộng.- Tầng 3,4: Mỗi tầng 2 phòng ngủ, vệ sinh khép kín.- Tầng 5: Phòng thờ, khu máy giặt, sân cafe thư giãn.* Thang máy 350 kg, đã kiểm định, chạy êm du.* Đường trước nhà rộng 10m, vỉa hè rộng 3 ô tô đậu thoải mái.* Nhà toạ lạc trên khu vực đắc địa nhất Phúc Lợi; gần các dịch vụ tiện ích sinh hoạt, trường học, bệnh viện, Vincom, chỉ 500m ra Vinhomes Riversides. Tận hưởng trọn vẹn các tiện ích cần có của cuộc sống.* Thiết bị ngoại nhập khẩu.* Giá bán 13.65 tỷ (Tôi có bớt cho ai thiện chí mua). Hỗ trợ vay vốn NH từ 1 - 20 năm.* Pháp lý: SĐCC; GPXD.* Cam kết bảo hành chất lượng công trình.* Liên hệ Em Hoàn 0978 993 ***Chính chủ).            ",74 m²,13.65 tỷ,6 m,5 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất.,30/11/2022,07/12/2022,Tin thường,34414680,batdongsan_com_vn_34414680,10 m,Tây - Bắc,Tây - Bắc
"['Hà Nội', 'Nam Từ Liêm', 'Phường Tây Mỗ', 'Dự án Vinhomes Smart City']","
Nam ơi, đợt này chị cần bán căn 2PN bên S4 trước mua chỗ em đó đẩy nhanh giúp chị nhé.Thông tin căn hộ:Thiết kế 2pn 2wc diện tích 64m² là loại 2pn lớn.Ban công hướng TB view trường học k bị chắn view.Do chưa có nhu cầu nên chị chưa ở cũng chưa cho thuê nhà mới nguyên nhé.Giá bán 2,9 tỷ có bao phí (cần bán nhanh nên để giá tốt).Liên hệ xem nhà: 0906 281 *** ",64 m²,2.9 tỷ,,,2 phòng,2 phòng,Đang chờ sổ,"Nội thất cđt, có sàn gỗ, vệ sinh, điều hòa, thạch cao, smart home",30/11/2022,08/12/2022,Tin thường,35985383,batdongsan_com_vn_35985383,,Đông - Nam,
"['Hà Nội', 'Cầu Giấy', 'Phường Dịch Vọng', 'Đường Cầu Giấy']","
Trung tâm Cầu Giấy - mặt ngõ thông - ô tô - kinh doanh - thông sàn - thang máy.DT 40m² x 5,5T.- Vị trí đắc địa, nằm trung tâm quận Cầu Giấy, mặt ngõ thông, ô tô, kinh doanh, bãi gửi xe ngay gần nhà.- Khu dân trí cao, sầm uất, gần trường chợ, trung tâm thương mại... Tiện ích ngập tràn.- Thiết kế thông sàn, thang máy. Mỗi tầng 1 phòng rộng, wc.Thích hợp vừa ở vừa kinh doanh làm VP... Giá 8,6 tỷ có TL.LH Mr Tập ĐT: 0972 586 *** ",40 m²,8.6 tỷ,4 m,6 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,30/11/2022,07/12/2022,Tin thường,35219557,batdongsan_com_vn_35219557,4 m,,
"['Hà Nội', 'Hà Đông', 'Phường Văn Quán', 'Đường Trần Phú']","
Bán nhà Trần Phú, ngõ thông nhiều hướng, 31m2x 5 tầng x4.9 tỷ 0986 951 ***Cần bán gấp, căn nhà ở Trần Phú, Hà Đông. Diện tích 31m, 5 tầng. Vị trí, cách đường Trần Phú chỉ 100m, gần ga tàu điện chỉ vài bước chân.Hưởng chọn tiện ích của khu đô thị Văn Quán, trường cấp 1, 2, 3, chợ Văn Quán. Viện 103. Gần các trường đại học: Bưu Chính Viễn Thông, Kiến Trúc, An Ninh. Đường thông Trần Phú, Phùng Hưng, đường 19/5.Nhà mới về ở ngay.Sổ đỏ sẵn nhà, Công chứng sang tên luôn.            ",31 m²,4.9 tỷ,5.8 m,5 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,,30/11/2022,07/12/2022,Tin thường,35986027,batdongsan_com_vn_35986027,3 m,,
"['Hà Nội', 'Cầu Giấy', 'Phường Trung Hòa', 'Phố Trung Kính']","
- Nhà lô góc phố Trung Kính, 20m ra mặt phố Trung Kính, Trần Duy Hưng..., nơi tập trung nhiều trung tâm hành chính, TTTM, trường các cấp 1,2,3, đại học đủ tiện nghi, tiện ích, giao thông thuận tiện, ngõ thông các ngả.- Nhà nằm trong khu phân lô, không gian sống sạch sẽ, yên tĩnh.Nhà xây kiên cố, Thiết kế hợp lý, đủ công năng.- 55m², 4 tầng, 4 ngủ, mặt tiền 4m.- Sổ đỏ vuông đẹp, chính chủ giao dịch ngay.- Giá: 6,8 tỷ.- Liên hệ: Em Thùy Dương để làm việc trực tiếp (miễn trung gian, môi giới).            ",55 m²,6.8 tỷ,4 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,30/11/2022,10/12/2022,Tin thường,35678649,batdongsan_com_vn_35678649,,,
"['Hà Nội', 'Bắc Từ Liêm', 'Phường Cổ Nhuế 1', 'Đường Hoàng Quốc Việt']","
2 thoáng 5 bước ra mặt phố. Bán nhà Hoàng Quốc Việt: 46m²*5T MT 4m bài trí cực đẹp. Giá 5 tỷ.+ Vị trí đẹp:- Ngay mặt phố chỉ cách nhà 5 bước chân.- 3 phút ra KĐT Ngoại Giao Đoàn, yên lành, văn minh, an ninh tốt.- Hưởng trọn tiện ích 5*. Ở sướng, không đâu bằng.+ Ánh sáng ngập tràn:- Trước nhà có khoảng sân rộng, tận hưởng không khí trong lành.- Nhà mới xây được 3 năm, kiên cố.- 4 phòng ngủ khép kín, đủ công năng sử dụng.+ Sổ đỏ đẹp - ở được ngay.+ Giá: 5 tỷ.Chi tiết thêm, xin liên hệ 24/7. (MTG).- Đ/c. Duy Quang.- 0399.549.214 - 032.668.9688.Thông tin nhà & đất Hà Nội 24/7.Xin trân trọng cảm ơn!            ",46 m²,5 tỷ,4 m,5 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,30/11/2022,07/12/2022,Tin thường,35888097,batdongsan_com_vn_35888097,,,
"['Hà Nội', 'Thanh Trì', 'Xã Tân Triều']","
Chính chủ phòng 08 tầng cao, căn góc 87m², có view đẹp và thoáng nhất tòa nhà.Tất các các phòng đều có mặt thoáng, view đẹp.Vị trí căn hộ:- Tòa nhà CT5 nằm tại ngã 3 Xa La, Gần nhiều bệnh viện, trường học, thuận tiện về giao thông.- Tòa nhà nằm mặt đường 70, cạnh tuyến đường Chu Văn An đi vành đai 3 rất thuận tiện.Thông tin căn hộ:- Căn góc tầng cao số đẹp, trục số 8. Vị trí phong thủy đẹp, thuận lợi cho gia đình ở lâu dài.- Diện tích 87m² có 2 phòng ngủ, 2 nhà vệ sinh, 2 ban công. Tất các các phòng đều có mặt thoáng, view đẹp (như ảnh đính kèm).- Cửa nhà hướng Đông Bắc.- 2 ban công rộng hướng Đông Nam. View 2 phòng ngủ hướng Nam. Mua hè mát, mùa Đông rất ấm, view 270 độ nên được coi là căn hộ đẹp nhất tòa nhà.- Nhà full nội thất. Chủ nhà để lại toàn bộ nội thất và thiết bị trong nhà gồm có:+ 2 TV 50 inch (tivi LG màn hình 4k, tivi Samsung Full HD).+ Tủ lạnh cao cấp Panasonic có ngăn đông mềm 450L.+ Máy giặt LG inverter lồng ngang 9kg.+ 2 điều hòa: (1 điều hòa 2 chiều, 1 điều hòa Inverter 1 chiều).+ Thiết bị phòng tắm cao cấp Hàn Quốc, TBVS Viglacera loại đẹp.+ Bộ tủ bếp kèm bếp điện Faster loại cao cấp.+ Sàn gỗ 12mm loại tốt.+ Thiết bị nội thất MDF Thái Lan.+ Pháp lý đầy đủ, sổ đỏ cầm tay, sẵn sàng sang tên.            ",87 m²,Thỏa thuận,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Full nội thất.,30/11/2022,10/12/2022,Tin thường,35986495,batdongsan_com_vn_35986495,,Đông - Bắc,Đông - Nam
"['Hà Nội', 'Bắc Từ Liêm', 'Phường Đức Thắng', 'Phố Văn Hội']","
Gia đình cô Thủy chuyển về quê, cần bán căn nhà tại phố Đức Thắng, Bắc Từ Liêm.- Nhà gần trường ĐH Mỏ, HV Tài Chính, BV Phương Đông, nội khu phát triển sầm uất.- Đường trước nhà ô tô 7 chỗ đỗ cửa.- Lô góc, 50m ra chợ - kinh doanh nhỏ lẻ tốt.- Nhà dân xây, 45m² 4 tầng chắc chắn, gồm 5 phòng ngủ.- Sổ đỏ chính chủ, sẵn sàng giao dịch.- Giá 2.9 tỷ có gia lộc.Liên hệ Giang 0988 379 *** ",45 m²,2.9 tỷ,3.8 m,4 tầng,5 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Nội thất cơ bản.,29/11/2022,09/12/2022,Tin thường,35795452,batdongsan_com_vn_35795452,4 m,,
"['Hà Nội', 'Ba Đình', 'Phường Kim Mã', 'Phố Kim Mã']","
Chủ định cư nước ngoài cần bán gấp căn nhà mặt phố Kim Mã, quận Ba Đình.+ Nhà nằm vị trí đẹp, khu vực ít nhà bán, kinh doanh rất thuận lợi.+ Diện tích 52m², mặt tiền đẹp, vỉa hè rộng. Nhà xây 5 tầng, đầy đủ công năng, thuận tiện để kinh doanh hoặc vừa ở vừa kinh doanh.+ Sổ đẹp, pháp lý chuẩn.+ Giá: 23 tỷ (có thương lượng).Liên hệ: Anh Tú. Tel: 0349 157 ***. Miễn trung gian.Trân trọng!            ",52 m²,23 tỷ,4.9 m,5 tầng,9 phòng,4 phòng,"Sổ đẹp, nở hậu.","Đẹp, tiện nghi.",30/11/2022,09/12/2022,Tin thường,33313726,batdongsan_com_vn_33313726,20 m,,
"['Hà Nội', 'Đống Đa', 'Phường Láng Hạ', 'Đường Nguyên Hồng']","
Bán nhà Phố Nguyên Hồng - quận Đống Đa. Giá 15 tỷ (có thương lượng).+ Ngõ ô tô tránh, vỉa hè, kinh doanh thuận tiện.+ Diện tích 52m² x 5 tầng, mặt tiền rộng. Nhà thiết kế hiện đại, đầy đủ công năng, có gara ô tô.+ Khu dân trí cao, an ninh tốt, gần nhiều tiện ích.+ Sổ vuông vắn, sẵn sàng giao dịch.Liên hệ: Anh Tú. Tel: 0349 157 ***. Miễn trung gian.Trân trọng!            ",52 m²,15 tỷ,4 m,5 tầng,6 phòng,4 phòng,"Sổ vuông vắn, sẵn sàng giao dịch.","Đẹp, sang trọng.",30/11/2022,09/12/2022,Tin thường,34133516,batdongsan_com_vn_34133516,6 m,,
"['Hà Nội', 'Nam Từ Liêm', 'Thị trấn Cầu Diễn', 'Đường Hồ Tùng Mậu']","
+ Nhà bán ở đường Hồ Tùng Mậu, 300m ra khu đô thị Vinhomes Gardenia, cách ĐH Thương Mại 500m.+ Nhà dân xây 4 tầng nằm trong khu dân cư yên tĩnh, chủ tự xây rất chắc chắn.+ Chủ để lại nội thất cơ bản. Chỉ còn lại một căn duy nhất khu vực.+ Giá 2,75 tỷ (có thương lượng) cho khách hàng thiện chí.+ Sổ đỏ chính chủ, sẵn sàng giao dịch.LH: Mr. Duy 0979 376 *** để được xem nhà miễn phí.            ",30 m²,2.75 tỷ,,4 tầng,,,Sổ đỏ,,25/11/2022,02/12/2022,Tin thường,35476202,batdongsan_com_vn_35476202,,,
"['Hà Nội', 'Nam Từ Liêm', 'Phường Mỹ Đình 2', 'Đường Hàm Nghi']","
Bán nhà 5 tầng 40m² gồm 5 phòng ngủ, mặt ngõ thông ô tô tránh, ngõ đẹp nhất phố Hàm Nghi cạnh KĐT VinHomes Gardenia Hàm Nghi, khách mua về quét qua thùng Sơn là như mới. Thích hợp ở cho thuê làm VP, cty... Giá nhỉnh 8 tỷ. QK quan tâm LH: 0972 586 *** ",40 m²,8.45 tỷ,,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,30/11/2022,07/12/2022,Tin thường,35565714,batdongsan_com_vn_35565714,,,
"['Hà Nội', 'Thanh Trì', 'Xã Tân Triều', 'Đường Nguyễn Xiển', 'Dự án Eco Green City']","
Cần bán gấp 2 căn hộ tại Ecogreen City Nguyễn Xiển.Căn hộ 67m² tòa CT2 thiết kế 2 phòng ngủ, 2 vệ sinh.Hướng cửa vào Đông Nam, ban công tây Bắc.Căn 75m² tòa CT2 thiết kế 2 phòng ngủ, 2 vệ sinh.Cửa Tây Bắc ban công Đông Nam.Cả 2 căn đều full đồ.Sổ đỏ chính chủ.LH: 0942 609 *** xem nhà 24/24 (có pass).            ",67 m²,2.2 tỷ,,,2 phòng,2 phòng,Có sổ.,,29/11/2022,06/12/2022,Tin thường,34265091,batdongsan_com_vn_34265091,,Tây - Nam,Đông - Bắc
"['Hà Nội', 'Tây Hồ', 'Phường Quảng An', 'Đường Xuân Diệu']","
- Phố Xuân Diệu trước mặt là Hồ Tây, 50% dân số là các chuyên gia người nước ngoài sinh sống.- Căn nhà tọa lạc ở vị trí đẹp nhất phố Xuân Diệu, mặt tiền siêu rộng 5,4m, kinh doanh các ngành nghề: Nhà hàng, spa, căn hộ cho Tây thuê, phòng Gyms..- Diện tích 70m², trước nhà ô tô đỗ vài cái.- Sổ đỏ vuông đẹp chính chủ.- Giá bán: 33 tỷ có thương lượng.- Liên hệ: Hùng 0915 669 *** ",70 m²,33 tỷ,5.4 m,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,30/11/2022,07/12/2022,Tin thường,35986549,batdongsan_com_vn_35986549,,,
"['Hà Nội', 'Đông Anh', 'Xã Nguyên Khê', 'Đường Võ Nguyên Giáp']","
Diện tích: 55.2m² mặt tiền 4.02m nở hậu.- Đường trước đất 4m ô tô.* Mô tả:- Cách đường gom Võ Nguyên Giáp 300m.- Cách đường Lê Hữu Tựu 500m.- Tới cầu Nhật Tân và sân bay Nội Bài chỉ 7p lái xe.- Nằm trong khu vực phát triển xung quanh có dự án hiện hữu, công viên phần mềm, khu đấu giá...- Trong bán kính 1km lùi đầy đủ tiện ích như trường học các cấp, chợ lớn, UBND, nhà thi đấu, trạm y tế, KCN vừa và nhỏ...- Vị trí tiềm năng.- Sổ sạch sẵn giao dịch, làm việc chính chủ.Lh em Dũng 0385 859 *** ",55.2 m²,Thỏa thuận,4.02 m,,,,Sổ đỏ/ Sổ hồng,,26/11/2022,06/12/2022,Tin thường,35402720,batdongsan_com_vn_35402720,4 m,,
