address,gen_descrip,Diện tích,Mức giá,Pháp lý,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Nội thất,Mặt tiền,Đường vào,Số tầng
"['Hà Nội', 'Hà Đông', 'Phường Dương Nội', 'Đường Tố Hữu', 'Dự án KĐTM Dương Nội']","
+ Nhà nằm trong phân khu An Cương thuộc khu đô thị Dương Nội của chủ đầu tư Nam Cường, phân khu An Cường là phân khu nằm trong trung tâm của khu đô thị nằm giữa công viên Thiên Văn Học và Aeon Mall. Khu vực rất nhiều tầng lớp giàu có đang săn đón tuy nhiên rất ít nhà bán.+ Biệt thự có diện tích đất là 180m², nhà được xây dựng khoảng 100m² được xây dựng đồng bộ với cả khu. Nhà có nhiều khoảng không gian cây xanh thoáng mát là nơi làm việc và nghỉ ngơi rất thư thái. Nhà cách công viên Thiên Văn Học có một dãy nhà, chạy bộ vài bước là ra tới nơi.+ Khu đô thị Dương Nội là khu đô thị khép kín hiện đại và văn minh với đầy đủ các tiện ích 5 sao: Công viên Thiên Văn Học với quy mô lớn được thiết kế rất đẹp tạo không gian trong lành giữa lòng đô thị, trung tâm thương mại AEON luôn thu hút rất nhiều người đến mua sắm và vui chơi mỗi ngày, rất nhiều trường học quốc tế và các cấp, nhiều tiện ích khác biến khu đô thị Dương Nội trở thành một trung tâm của cả khu vực.+ Nằm trên trục đường hướng tâm và giữa nhiều tuyến đường vành đai việc di chuyển khắp nơi rất thuận tiện và dễ dàng.+ Chủ nhà là chủ doanh nghiệp làm ăn rất phát đạt nhiều tài sản cần bán bớt để mở rộng kinh doanh, rất thiện chí bán.+ Giá bán 24 tỷ có bớt lộc cho khách thiện chí.+ Hãy nhanh tay gọi cho em Bắc để được tư vấn tận tình và sở hữu được những bất động sản như mơ.            ",180 m²,24 tỷ,Sổ đỏ/ Sổ hồng,30/11/2022,07/12/2022,Tin thường,35353008,batdongsan_com_vn_35353008,,,,,,,,
"['Hà Nội', 'Bắc Từ Liêm', 'Phường Phú Diễn', 'Đường Hồ Tùng Mậu', 'Dự án Goldmark City']","
Em bán căn hộ tòa R3 Chung cư Goldmark City 136 Hồ Tùng Mậu.Diện tích: 68m² thông thủy.Thiết kế: 2 ngủ, 2 vệ sinh.Hướng: Đông Bắc - Tây Nam view nội khu.Full nội thất như hinh.A chị có nhu cầu liên hệ em Kim 0969 070 *** để được hỗ trợ.            ",68 m²,Thỏa thuận,Sổ đỏ/ Sổ hồng,30/11/2022,07/12/2022,Tin thường,35919212,batdongsan_com_vn_35919212,Đông - Bắc,Tây - Nam,2 phòng,2 phòng,,,,
"['Hà Nội', 'Bắc Từ Liêm', 'Phường Cổ Nhuế 1', 'Đường Phạm Văn Đồng', 'Dự án An Bình City']","
Do chuyển vào Sài Gòn sinh sống nên vợ chồng tôi cần bán nhanh căn hộ 2PN tại tòa A2 An Bình City 232 Phạm Văn Đồng - Bắc Từ Liêm Hà Nội.+ Căn hộ với diện tích 74m² 2PN - 2wc 1 ban công phòng khách 1 lô gia.+ Đã setup nội thất cơ bản cao cấp gồm tủ bếp, 3 điều hòa sàn gỗ thiết bị vệ sinh nóng lạnh rèm cửa thêm giường tủ.+ Căn hộ đã có sổ đỏ sẵn sàng sang tên cho khách mua.+ Giá bán là 3,2 tỷ bao phí sang tên.+ LH chính chủ a Minh 0924 691 *** 0919 325 *** để được xem nhà.            ",74 m²,3.2 tỷ,Sổ đỏ/ Sổ hồng,28/11/2022,05/12/2022,Tin thường,35375795,batdongsan_com_vn_35375795,Bắc,Nam,2 phòng,2 phòng,Cơ bản thêm giường tủ.,,,
"['Hà Nội.', 'Nam Từ Liêm', 'Phường Đại Mỗ', 'Dự án Đại Mỗ']","
+ Nhà bán nằm trong khu Viglacera Đại Mỗ khu vực có vị trí đẹp hiếm nhà bán, đường trước nhà rộng 8m vỉa hè rộng 3m.+ Nhà phân lô vuông vắn mặt tiền rộng, nằm ngay đường Đại Mỗ rẽ vào một đoạn. Khu vực dân cư sinh sống đông đúc phù hợp vừa ở vừa kinh doanh rất thuận lợi. Phía trong là khu biệt thự Vip của cán bộ.+ Diện tích đất là 80 m², nhà xây dựng 62 m² còn lại lại sân vườn, được thiết kế theo phong cách hiện đại, ánh sáng và không khí luôn tràn ngập đảm bảo cho một cuộc sống lý tưởng.+ Khu vực đang phát triển mạnh mẽ về hạ tầng với nhiều tuyến đường đã được hình thành, dự kiến sẽ mở rộng đường Đại Mỗ cũng như triển khai đường Lê Quang Đạo kéo dài nối với khu đô thị Dương Nội khu vực sẽ được hưởng lợi trực tiếp từ các dự án trên.+ Tiện ích xung quanh đầy đủ như rất nhiều trường học các cấp, gần các trung tâm thương mại lớn. Từ nhà ra đến Aeon Mall Hà Đông vài phút, ra ngã tư Vạn Phúc rất gần, nằm cạnh các khu đô thị lớn của Vinhomes và FLC.+ Giá 8.5 tỷ có thương lượng.+ Sổ đỏ chính chủ sẵn sàng giao dịch.            ",80 m²,8.5 tỷ,Sổ đỏ/ Sổ hồng.,30/11/2022,07/12/2022,Tin thường,33192717,batdongsan_com_vn_33192717,,,,,,,,
"['Hà Nội', 'Cầu Giấy', 'Phường Nghĩa Tân', 'Phố Nghĩa Tân']","
- Cần bán căn hộ tập thể Tầng 2, Nghĩa Tân, Cầu Giấy, HN.- Diện tích 100m², thiết kế 3 phòng ngủ, 1 phòng kho có thể làm phòng ngủ nữa, 1 phòng khách, 1wc, 1 phòng bếp, nội thất cơ bản, gần chợ, trường học, tiện ích, đầy đủ, sân chơi cho trẻ người già.- Sổ đỏ chính chủ, sổ 55m²,- Giá 2,4 tỷ, LH 0984 792 *** ",100 m²,2.4 tỷ,Sổ đỏ/ Sổ hồng,28/11/2022,05/12/2022,Tin thường,34891583,batdongsan_com_vn_34891583,,,3 phòng,1 phòng,Nội thất cơ bản.,,,
"['Hà Nội', 'Nam Từ Liêm', 'Phường Mễ Trì', 'Đường Trần Hữu Dực', 'Dự án Iris Garden']","
Em cần bán căn hộ tòa CT4 chung cư Iris Garden nằm trên đường Trần Hữu Dực.Diện tích: 104m².Thiết kế 3 ngủ, 2 vệ sinh.Cửa Đông Nam, ban công Tây Bắc.Gía bán 3 tỷ 830 triệu (bao phí sang tên).A chị có nhu cầu liên hệ em Kim 0969 070 *** ",104 m²,3.83 tỷ,,30/11/2022,07/12/2022,Tin thường,35918591,batdongsan_com_vn_35918591,Đông - Nam,Tây - Bắc,,,,,,
"['Hà Nội', 'Bắc Từ Liêm', 'Phường Liên Mạc', 'Đường Hoàng Liên']","
Bán nhà riêng Hoàng Liên - Liên Mạc, cạnh trường cấp 2, ngõ rộng Ôtô đậu cổng cách 20m, 4PN rộng rãi.- Diện tích: 32m² sổ đỏ, DTXD: 34m².- Mặt tiền: 3,5m.- Hướng: Đông Nam - Tây Bắc.- Ngõ: 2,5m.* Thiết kế:+ Tầng 1 phòng khách, phòng ăn, bếp.+ Tầng 2,3 mỗi tầng chia 2 phòng ngủ rộng, 1wc.+ Tầng 4 phòng thờ, sân phơi. Nội thất cơ bản, thiết bị vệ sinh, tủ bếp, trần thạch cao.* Vị trí:- Nhà nằm trong khu vực đông dân cư, dân trí cao, an ninh tốt, ngay cạnh trường cấp 2 Liên Mạc, Ôtô vào cách nhà 20m, đậu ngày đêm được. Giao thông thuận tiện sang các khu vực xung quanh.Liên hệ: 0984 204 *** - 037.999.8798 (hỗ trợ vay vốn ngân hàng).            ",32 m²,Thỏa thuận,Sổ đỏ/ Sổ hồng,30/11/2022,07/12/2022,Tin thường,34984101,batdongsan_com_vn_34984101,Tây - Bắc,,4 phòng,3 phòng,Đầy đủ,3.5 m,2.5 m,4 tầng
"['Hà Nội', 'Hoài Đức', 'Xã Đức Thượng', 'Đường 32', 'Thôn Cao Xá']","
Gia đình bán mảnh đất 37.6m², mặt tiền 3,45m, hướng Đông. Giá 900tr.- Địa chỉ thôn Cao Xá - Đức Thượng - Hoài Đức - Hà Nội.- Ngõ trước đất 2,3m, cách đường ô tô 50, cách đường 32 khoảng 800m, cách đường 50m đang làm 70m. Đi 20ph ra bến xe Mỹ Đình.- Gần nhà văn hóa thôn, gần chợ và trường học. Sổ đỏ đất ao thổ cư, xây nhà thoải mái.- Khách có nhu cầu xin LH SĐT: 0898 998 *** ",37.6 m²,900 triệu,Sổ đỏ/ Sổ hồng,30/11/2022,07/12/2022,Tin thường,31936033,batdongsan_com_vn_31936033,Đông,,,,,3.45 m,2.3 m,
"['Hà Nội', 'Hà Đông', 'Phường Mỗ Lao', 'Dự án Mulberry Lane']","
Gia đình cần bán căn hộ 3 ngủ chung cư Mulberry Lane:- Diện tích: 127m², thiết kế 3PN + 1 phòng đa năng.- Nhà hướng ĐN mát, view rất thoáng.- Nội thất đầy đủ. Gia đình ở từ đầu nên đầu tư hoàn thiện rất cẩn thận: Sàn gỗ, trần thạch cao, điều hòa trung tâm, chiếu sáng, thiết bị bếp,...- Giá bán: 3. X tỷ.- LH trực tiếp: 0948 456 ***miễn báo mạng, quảng cáo).            ",127 m²,Thỏa thuận,Sổ đỏ/ Sổ hồng,30/11/2022,10/12/2022,Tin thường,33026539,batdongsan_com_vn_33026539,Đông - Nam,Đông - Nam,3 phòng,2 phòng,Nội thất đầy đủ,,,
"['Hà Nội.', 'Nam Từ Liêm', 'Thị trấn Cầu Diễn', 'Đường Hàm Nghi', 'Dự án Vinhomes Gardenia']","
Bán gấp Ch Vinhomes Gardenia 80m² 2 ngủ, 2vs, bc hướng Đông Nam, full nội thất giá chỉ 3. X tỷ.- Nhà tầng trung, đẹp như mới.- Lh: 0964 197 *** A Cường Vinhomes.            ",80 m²,3 tỷ,,28/11/2022,05/12/2022,Tin thường,35973781,batdongsan_com_vn_35973781,,,2 phòng,2 phòng,,,,
