address,gen_descrip,Diện tích,Mức giá,Hướng ban công,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Mặt tiền,Đường vào,Hướng nhà,Số tầng
"['Hà Nội', 'Hai Bà Trưng', 'Phường Vĩnh Tuy', 'Đường Minh Khai', '622', 'Amber Riverside']","
Do phải chuyển công tác xa nên tôi muốn bán lại căn hộ 3PN chung cư Amber Riverside 622 Minh Khai - Hai Bà Trưng.Thông tin căn hộ.+ Căn hộ số 10.+ Diện tích thông thủy 97m².+ Căn hộ gồm 3PN, 2 WC và 2 logic.+ Được thiết kế thông minh nên các phòng đầy đủ ánh sáng, không bí, không tối.+ Bàn giao nội thất liền tường.+ Sổ đỏ chính chủ (bao phí sang tên).            ",97 m²,4.2 tỷ,Tây,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất liền tường,02/12/2022,09/12/2022,Tin thường,35533611,batdongsan_com_vn_35533611,,,,
"['Hà Nội', 'Nam Từ Liêm', 'Phường Tây Mỗ', 'Phố Cầu Cốc']","
DT: 32m².Hướng: Đông Bắc.Mặt tiền 4,3m vuông vắn.Khu dân cư đông đúc, dân trí cao, an ninh tốt.Mảnh đất 32m² có vị trí: Đầu làng Miêu Nha. Gần Vinhomes Smart City (Vin Tây Mỗ).Trường tiểu học trong làng, các trường liên cấp mầm non, cấp 1, cấp 2 đầy đủ tại Miêu Nha. Quy hoạch trong tương lai trong làng giáo dục. Gần viện Vinmec Bệnh viện 5 sao, 4km có bệnh viện Đa Khoa Hồng Ngọc tiêu chuẩn quốc tế, hưởng chọn tiện tích của Vinhomes: Công viên, khu vui chơi trẻ nhỏ, khu thể thao với 289 sân thể thao, công viên trung tâm, di chuyển đi Hà Đông 10 phút. Di chuyển đi Lê Trọng Tấn, Hoài đức 10p, 10 phút ra đến Đại Lộ Thăng Long. Đi 10 phút đến TTTM Vincom Mega Mall. 15 phút di chuyển đến SVĐ Quốc Gia MĐ, trường đua F1. 20 phút di chuyển qua BX Mỹ Đình. Di chuyển 20 phút đến Big C, Trần Duy Hưng trung tâm thành phố. Cơ sở giao thông đồng bộ, điện đường trường trạ đầy đủ.Pháp lý căn nhà. Sổ đỏ chính chủ, đầy đủ giấy phép xây dựng, chủ nhà bao phí sang tên, công chứng.Giá: 2 tỷ có thương lượng.Liên hệ ngay: 0941 911 ***Zalo).https://www.quyhangland.com/Trân trọng cảm ơn khách đã đọc tin. Xem tin khác tại đây.(Các bạn môi giới, trung gian và QC xin vui lòng không làm phiền).            ",32 m²,2 tỷ,,,,Sổ đỏ/ Sổ hồng,,06/12/2022,13/12/2022,Tin thường,35585535,batdongsan_com_vn_35585535,4.3 m,2.5 m,Đông - Bắc,
"['Hà Nội', 'Bắc Từ Liêm', 'Phường Phú Diễn', 'Đường Phú Diễn']","
+ Chỉ đúng 10m ra mặt phố Phú Diễn. Vị trí nhà rất đẹp, tiện ích đầy đủ không thiếu thứ gì, gần bệnh viện 198, giao thông thuận tiện giao cắt Hồ Tùng Mậu, Xuân Thuỷ, Cầu Giấy, Lê Đức Thọ, Trần Hữu Dực, Nguyễn Cơ Thạch, Lê Quang Đạo, Hàm Nghi, đường vành đai 3, đường QL32.+ Chỉ 3 phút đi bộ ra tới Trường Đh Tài Nguyên Môi Trường, 10p tới trường đại học Thương Mại, đại học Quốc Gia Hà Nội, Đại học sư phạm, Đại học Ngoại Ngữ.+ Sổ đỏ chính chủ, sẵn sàng giao dịch.+ Giá 4 tỷ (có thương lượng với khách thiện chí).+ LH Mr Trường 0946 215 ***để biết thêm thông tin và xem nhà thực tế).            ",38 m²,4 tỷ,,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,06/12/2022,14/12/2022,Tin thường,35455640,batdongsan_com_vn_35455640,,,,5 tầng
"['Hà Nội', 'Gia Lâm', 'Xã Dương Xá', 'Dự án Vinhomes Ocean Park Gia Lâm']","
Shophouse TMDV diện tích xây dựng lớn nhất vị trí trung tâm SB9A Vinhomes Ocean ParK Gia Lâm.- Shophouse với vị trí trung tâm của những tiện ích đẳng cấp nhất: Cạnh biển nước mặn, cạnh quảng trường, cạnh biển hồ, gần trường, nằm trên trục đường 30m, đi ra vườn hoa trung tầm 150m, đi lên TTTM Vincom 300m.- Mặt tiền: 5.5m, xây 4tầng + 1 tum.- Dt đất 136m².- Dt xây: 97.7m²/ sàn x 4 tầng + 1 tum.* Giá bán: 15 tỷ. Giá bán bao toàn bộ phí.            ",136 m²,15 tỷ,Đông - Nam,,,Hợp đồng mua bán.,Không nội thất.,01/12/2022,08/12/2022,Tin thường,36000461,batdongsan_com_vn_36000461,5.5 m,13 m,Đông - Nam,5 tầng
"['Hà Nội.', 'Long Biên', 'Phường Phúc Lợi', 'Đường Phúc Lợi']","
- Với nhu cầu tìm nhà ở ngày càng cao, mong muốn tìm được nhà ưng ý, nhà mặt đất, nhà mới ở luôn không phải xây dựng, nhất là đối với các cặp vợ chồng trẻ. Mô hình nhà nhà phân lô, nhà thương mại xây sẵn, đang được rất nhiều khách hàng quan tâm tìm mua.- Vị trí: Phường Phúc Lợi, 1 trong những phường có tốc độ phát triển mạnh nhất quận Long Biên cơ sở hạ tầng phát triển mạnh giao thông thuận lợi, trong vài năm tới có nhiều con đường mới sắp được triển khai, hệ thống trường học các cấp đa dạng, tiện ích xung quanh vô cùng đầy đủ.- Mô tả: Nhà mới 4 tầng, 4 phòng ngủ 1 thờ, có thiết kế theo xu hướng hiện đại, trẻ trung nội thất full đến 90% xách vali đến ở.- Đường trước nhà rộng thoáng 2 ô tô con tránh nhau.- Phục vụ chuyên nghiệp, tận tâm, tư vấn khách đi xem nhà nhiệt tình, giúp khách tìm hiểu kĩ về thị trường nhà ở, tìm được nhà ưng ý (không thu phí, tính phí, của khách hàng mua nhà).- Giá bán công khai 3 tỷ.- Hỗ trợ giúp khách hàng vào thương lượng.- Hỗ trợ vay ngân hàng lên 70% thủ tục nhanh ngọn.- Sổ đỏ chính chủ, bao mọi thủ tục sang tên.- Cam kết giá chuẩn bên chủ đầu tư đưa ra.- Liên hệ Anh Quang 0936 228 ***. Để biết thêm nhiều thông tin.            ",45 m²,3 tỷ,,4 phòng,,Sổ đỏ.,,06/12/2022,14/12/2022,Tin thường,27004202,batdongsan_com_vn_27004202,4 m,7 m,Tây - Bắc,4 tầng
"['Hà Nội', 'Thanh Xuân', 'Phường Khương Đình', 'Phố Khương Hạ']","
Nhà 2 mặt thoáng vĩnh viễn. Tất cả bếp, cầu thang, wc và các phòng đều có cửa sổ ánh sáng ngập tràn.Nhà mặt ngõ ba gác ra vào tấp nập, gần ô tô đỗ ngày đêm, bãi ô tô, chợ, hồ, khu vui chơi.Ngõ ba gác rộng, thông Vũ Tông Phan.Thiết Kế:- Tầng 1: Phòng khách, bếp, wc.- Tầng 2, 3: Mỗi tầng 2 phòng ngủ, wc.- Tầng 4: Phòng thờ, phòng giặt, sân phơi rộng.Tất cả các phòng đều có cửa sổ thoáng mát, ban công giếng trời sáng thoáng.+ Pháp lý sạch, sổ đỏ đầy đủ nét căng, thuỷ chung trước sau như một.Cảm ơn quý anh/chị đã quan tâm, thông tin chi tiết vui lòng liên hệ Mr Huy: Chuyên thổ cư Thanh Xuân.            ",55 m²,5.3 tỷ,,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,06/12/2022,13/12/2022,Tin thường,36040616,batdongsan_com_vn_36040616,3.5 m,4 m,,4 tầng
"['Hà Nội', 'Sơn Tây', 'Xã Sơn Đông', 'Đường Quốc lộ 21A(Quốc lộ 21)', 'Dự án Hòa Lạc Premier Residence']","
B102 và B103. Hai lô đất nền biệt thự trong dự án khu đô thị Hoà Lạc Thiên Mã Cổ Đông Sơn Tây HN. Gần cổng ra sân golf và hồ Đồng Mô. View tầng ba hồ Đồng Mô siêu đẹp. Vị trí dự án nằm ngay trên đường đôi sân golf Đồng Mô cạnh Quốc lộ 21. Gần khu công nghệ cao trong đó có các tập đoàn th trur mik, vingroup, viettel cách trường sỹ quan lục quân 1,2 km. Cách sân bay Hoà Lạc 2 km. Cách Asian Resort 2 km. Cách cao tốc đẠi Lộ Thăng Long 6 km. Cách làng văn hoá các dân tộc 4 km. Trường đại học quốc gia 4 km.Tiện ích dự án: Với 9 tiện ích nội khu, trung tâm thương mại, bể bơi, nhà hàng, trường mầm non, nhà văn hoá, bãi đỗ xe, 5 cổng ra vào dự án lớn.B102 diện tích 243 m². B103 diện tích 258m².Mặt tiền 12 m.Vỉa hè 3 m.Đường vào 12 m.Giá 15,2 triệu/m².Mật độ xây dựng 45% 3 tầng 1 tum (không ép xây dựng ngay).0967812786 Mr Hùng (Zalo, sms, tel).            ",258 m²,15.2 triệu/m²,,,,,,06/12/2022,16/12/2022,Tin thường,34695374,batdongsan_com_vn_34695374,12 m,12 m,Tây - Bắc,
"['Hà Nội', 'Hoàng Mai', 'Phường Định Công', 'Đường Trần Nguyên Đán', 'Dự án KĐT Định Công']","
Bác Mạnh chuyển về Ecopark ở cùng con cháu, bán cực gấp biệt thự 216m², lô góc thoáng sáng, mặt tiền miên man.- Không gian cây xanh, không khí trong lành, thư giãn thảnh thơi, nâng cao sức khỏe và tuổi thọ.- 200m ra bệnh viện Bưu Điện, chợ Xanh, trường học các cấp.- Giao thông thuận tiện: Đường Lê Trọng Tấn, Vành Đai 2.5,...- Thiết kế thoáng đãng, sân vườn, tiểu cảnh,..- Chủ rất nhiệt bán, giá chào 32 tỷ - căn duy nhất giá tốt nhất trong quần thể khu đô thị Định Công.- Gọi ngay Đức Duy 0965 064 *** để xem nhà, và gặp trực tiếp chủ ép giá. Hoan hỷ, Quý khách hàng Gieo phước, tạo phúc - chia sẻ thông tin căn Biệt thự hót hít này cho người thân, bè bạn.Đức Duy chuyên mặt phố, biệt thự hàng hiếm và hót.            ",216 m²,32 tỷ,,,,Sổ đỏ/ Sổ hồng.,,06/12/2022,16/12/2022,Tin thường,34986601,batdongsan_com_vn_34986601,,,,
"['Hà Nội', 'Gia Lâm', 'Thị trấn Trâu Quỳ', 'Đường An Đào C']","
Vị trí thuận lợi:+ Thuộc An Đào C, Gia Lâm, hàng xóm Vin Ocean Park sát với khu 31ha.+ Cách Quốc Lộ 5A 200m, Ocean Park 100m, Đại học Nông Nghiệp 1 1km.+ Gần chợ, UBND, công an phường, bệnh viện, trường học các cấp...+ Giao thông thuận tiện, khu dân trí cao, an ninh đảm bảo, hàng xóm thân thiện.Mô tả: Nhà xây mới 4.5 tầng 45m², hướng Tây Nam, đường trước nhà 2.5m cách 10m ra đường ô tô tránh, nhà dân xây ở được vài năm này cần tiền bán gấp thay đổi mục đích sử dụng.Thiết kế:- Tầng 1: Phòng khách, bếp, vệ sinh.- Tầng 2,3,4: Phòng ngủ, vệ sinh.- Tầng 5: Phòng thờ, sân phơi.- Trang bị đầy đủ nội thất: Tủ bếp xoan đào, thiết bị vệ sinh, sàn gỗ, cửa gỗ Lim, tay vịn gỗ Lim...Sổ đỏ chính chủ.Giá bán: 2.xxx tỷ xíu.Liên hệ: 0936 228 *** anh Quang để xem nhà.            ",45 m²,2.2 tỷ,,3 phòng,4 phòng,Sổ đỏ.,"Trang bị đầy đủ nội thất: Tủ bếp xoan đào, thiết bị vệ sinh, sàn gỗ, cửa gỗ Lim, tay vịn gỗ Lim...",06/12/2022,13/12/2022,Tin thường,29564849,batdongsan_com_vn_29564849,3.6 m,2.5 m,Tây - Nam,5 tầng
"['Hà Nội', 'Cầu Giấy', 'Phường Nghĩa Tân', 'Phố Nghĩa Tân']","
Bán căn hộ tập thể Nghĩa Tân. DT 70m², sổ rộng, 2PN, 2 vệ sinh, nhà đã cải tạo đẹp như căn hộ cao cấp, nội thất đẹp, thoáng mát, yên tĩnh, giá 1,6 tỷ.LH: 0947 508 *** ",70 m²,1.6 tỷ,,2 phòng,2 phòng,,Full nội thất.,06/12/2022,13/12/2022,Tin thường,28818450,batdongsan_com_vn_28818450,,,,
