address,gen_descrip,Diện tích,Mức giá,Mặt tiền,Đường vào,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Hướng ban công
"['Hà Nội', 'Cầu Giấy', 'Phường Trung Hòa', 'Đường Trần Duy Hưng']","
Bán nhà phố Trần Duy Hưng, Trung Hòa, Trung Kính. DT: 60m², nhà xây 4 tầng, mặt tiền: 4,3m, vị trí đẹp. Thiết kế đẹp, đang cho thuê giá cao, nội thất cao cấp, đường trước nhà + hè = 10m. Tiện ở, kinh doanh, làm văn phòng, cho thuê, lớp học, trung tâm dạy tiếng. Sổ đỏ chính chủ.Giá bán 12 tỷ có thương lượng.LH Mr Đĩnh: 0942 136 *** - 097.434.8168.            ",60 m²,12 tỷ,4.3 m,10 m,Đông - Nam,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,30/11/2022,07/12/2022,Tin thường,35987206,batdongsan_com_vn_35987206,
"['Hà Nội', 'Hoàng Mai', 'Phường Định Công', 'Đường Định Công', '120', 'T&T Tower']","
Vợ chồng tôi muốn bán căn hộ chung cư tại T&T Tower, 120 Định Công Hà Nội. Gia đình mua nhưng không có nhu cầu ở cần bán gấp.Căn hộ nhà tôi căn góc 3PN Đông Nam.- Diện tích: 84m² thiết kế 3PN, 2WC.- Cửa vào hướng Tây Bắc, ban công Đông Nam.- Căn góc thiết kế đẹp, tầm view thoáng 100% căn hộ được hưởng ánh sáng tự nhiên.- Giá: 2,675 tỷ, có thương lượng.Vậy ai có nhu cầu liên hệ với tôi để xem hợp đồng căn hộ, giá tôi bán bao toàn bộ phí sang tên chuyển nhượng và gia lộc cho khách về ở cho may mắn.Liên hệ trực tiếp tôi số điện thoại: 0934 515 *** ",84 m²,2.675 tỷ,,,Tây - Bắc,,3 phòng,2 phòng,,,30/11/2022,07/12/2022,Tin thường,30293847,batdongsan_com_vn_30293847,Đông - Nam
"['Hà Nội', 'Hai Bà Trưng', 'Phường Vĩnh Tuy', 'Đường Minh Khai', 'Dự án Times City']","
Cần bán nhanh căn đẹp tại Times City - diện tích rộng 118m².- Thiết kế: 3PN, 2 vệ sinh, 2 ban công thoáng đẹp.- Nội thất: Tủ bếp, tủ âm tường, điều hòa, thiết bị vệ sinh...- Căn hộ có phí dịch vụ, có sổ đỏ.Tiện ích đẳng cấp: Hệ thống trường học quốc tế liên cấp, bệnh viện quốc tế, trung tâm thương mại, hệ thống siêu thị khu vui chơi, đường dạo bộ, quảng trường trung tâm...Căn hộ có sổ đỏ sẵn sàng giao dịch.- Giá bán: 6.2 tỷ.Liên hệ xem: Huyền Huyền: 0901 793 ***ib zalo/viber/imessage).            ",118 m²,6.2 tỷ,,,,,3 phòng,2 phòng,,,30/11/2022,07/12/2022,Tin thường,30856748,batdongsan_com_vn_30856748,
"['Hà Nội', 'Hai Bà Trưng', 'Phường Vĩnh Tuy', 'Đường Minh Khai', 'Dự án Green Pearl 378 Minh Khai']","
Do muốn lên căn hộ 3PN nên tôi bán lại căn A12 74.2m² căn này mua vừa để ở vừa đầu tư nên tôi đã tìm hiểu rất kĩ về chủ đầu tư, vị trí dự án, thiết kế căn hộ cũng như về tiềm năng tăng giá của bất động khu vực này. Nay tôi muốn nhượng lại căn hộ này cho ai có nhu cầu. Vì muốn bán nhanh nên tôi chấp nhận bán rẻ hơn thị trường để thu hồi vốn.Chi tiết căn hộ:- Tầng trung đẹp.- Ban công Đông Nam.- Đã làm full nội thất cao cấp.- Giá bán 42.5tr/m² rẻ hơn giá thị trường 5tr/m².- Thiện chí có thể gặp mặt bàn bạc thương lượng.Liên hệ trực tiếp cho tôi theo số: 0961 807 *** ",74.2 m²,42.5 triệu/m²,,,,,2 phòng,2 phòng,,,30/11/2022,07/12/2022,Tin thường,35084012,batdongsan_com_vn_35084012,Đông - Nam
"['Hà Nội', 'Bắc Từ Liêm', 'Phường Cổ Nhuế 1', 'Đường Phạm Văn Đồng', 'Dự án Green Stars']","
Chính chủ cần bán gấp căn hộ ở tòa A2 chung cư Green Stars - Phạm Văn Đồng.Căn hộ 2PN, thiết kế 66,8m², gồm 2PN, 1 phòng khách, 1 phòng bếp và 2 nhà vệ sinh.Đã đầy đủ nội thất full đồ như: Giường, tủ, điều hòa, nóng lạnh, rèm, sofa, tivi, máy giặt... Căn hộ đẹp và sang trọng.Giá bán: 2,5 tỷ. Sổ đỏ pháp lý rõ ràng sẵn sàng giao dịch.Tiện ích: Đã đầy đủ tiện như Vincom, Vin Mart, trường học, bể bơi, hồ điều hòa, phòng tập gym...Liên hệ:            ",66.8 m²,2.5 tỷ,,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,"Đã đầy đủ nội thất full đồ như: Giường, tủ, điều hòa, nóng lạnh, rèm, sofa, tivi, máy giặt...",28/11/2022,08/12/2022,Tin thường,35967296,batdongsan_com_vn_35967296,
"['Hà Nội', 'Hoài Đức', 'Xã Kim Chung', 'Đường Yên Vĩnh']","
Chính chủ cần bán đất (Yên Vinh - Kim Chung).Diện tích: 144m².Hướng: Tây Bắc - Tây Nam.Vị trí nằm tiếp giáp dự án Hinode Royal Pack và thôn Yên Vĩnh, chung đường với khu đô thị thuận tiện kinh doanh, gần trường học, cách vành đai 3,5 khoảng 0.5km, cách đường 32 (Vạn Xuân) khoảng 0,5 km.A/C mua xin liên hệ: 0335 314 ***e Hoàng).            ",144 m²,69 triệu/m²,13 m,12 m,Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,28/11/2022,08/12/2022,Tin thường,35587451,batdongsan_com_vn_35587451,
"['Hà Nội', 'Long Biên', 'Phường Bồ Đề', 'Đường Nguyễn Văn Cừ', 'Dự án Berriver Long Biên']","
Chỉ 22 suất ngoại giao sở hữu Shophouse chân đế chung cư Berriver Jardin 390 Nguyễn Văn Cừ:Thông tin liên hệ: 0915 651 ***Tư vấn dự án 24/7).Shophouse tầng 1:- Tòa NO2 diện tích 131.9m² giá 22.423 tỷ.- Tòa NO2 diện tích 185m² giá 31.45 tỷ.- Tòa NO2 diện tích 272m² giá 46.24 tỷ.- Tòa NO4 diện tích 115.7m² giá 19.669 tỷ.- Tòa NO4 diện tích 146.8m² giá 24.956 tỷ.- Tòa NO4 diện tích 123.96m² giá 21.073 tỷ.- Tòa NO4 diện tích 212.7m² giá 36.159 tỷ.- Tòa NO5 diện tích 146.73m² giá 24.944 tỷ.- Tòa NO5 diện tích 171.4m² giá 29.138 tỷ.- Tòa NO5 diện tích 137m² giá 23.29 tỷ.Shophouse tầng 2:- Tòa NO2 diện tích 136.4m² giá 7.502 tỷ.- Tòa NO2 diện tích 103.9m² giá 5.714 tỷ.- Tòa NO2 diện tích 121m² giá 6.655 tỷ.- Tòa NO2 diện tích 155m² giá 8.525 tỷ.- Tòa NO4 diện tích 136.4m² giá 7.502 tỷ.- Tòa NO4 diện tích 103.9m² giá 5.714 tỷ.- Tòa NO4 diện tích 120.98m² giá 6.653 tỷ.- Tòa NO4 diện tích 104.9m² giá 5.769 tỷ.- Tòa NO5 diện tích 107.3m² giá 5.901 tỷ.- Tòa NO5 diện tích 163.4m² giá 8.987 tỷ.- Tòa NO5 diện tích 80.3m² giá 4.416 tỷ.- Tòa NO5 diện tích 90.8m² giá 4.994 tỷ.Quà tặng cho khách hàng đầu tiên đặt mua shophouse chân đế chung cư Beriver jardin:- Miễn phí dịch vụ sử dụng 18 tháng.- Chuyến du lịch châu Âu trị giá 120 triệu đồng cho khách hàng đặt mua Shophouse tầng 1.- Chuyến du lịch châu Dubai trị giá 60 triệu đồng cho khách hàng đặt mua Shophouse tầng 2.- Chiết khấu thanh toán sớm 5%.- Hỗ trợ vay vốn 70% lãi suất 0%/12 tháng.Lợi thế không thể bỏ qua khi quan tâm đến Shophouse chân đế chung cư Berriver Jarin:- Sổ đỏ lâu dài, thiết kế linh hoạt thông minh.- Tiếp cận nguồn khách hàng khổng lồ từ 5 tòa chung cư và cư dân xung quanh khu vực.- Vị trí đẹp, tiềm năng tăng giá trong tương lai.Liên hệ: 0915 651 *** để nhận được ưu đãi tốt nhất datxanhlongbien.vn/berriver-jardin/ Cam kết bán đúng giá ngoại giao, ký hợp đồng trực tiếp với CĐT. Hỗ trợ khách hàng có nhu cầu chuyển nhượng hoặc cho thuê.            ",80 m²,4.416 tỷ,,,,,,,,,30/11/2022,07/12/2022,Tin thường,35922070,batdongsan_com_vn_35922070,
"['Hà Nội', 'Hoàng Mai', 'Phường Hoàng Liệt', 'Đường Ngọc Hồi', '79', 'Rose Town']","
Chuyển lĩnh vực đầu tư mới nên tôi muốn thanh khoản 1 căn hộ 3PN tại dự án Rose Town 79 Ngọc Hồi. Tôi dự kiến căn này mua vừa để ở vừa đầu tư nên tôi đã tìm hiểu rất kĩ về chủ đầu tư, vị trí dự án, thiết kế căn hộ cũng như về tiềm năng tăng giá của bất động khu vực này. Nay tôi muốn nhượng lại căn hộ này cho ai có nhu cầu. Vì muốn bán nhanh nên tôi chấp nhận bán lỗ.Chi tiết căn hộ:- Căn hộ DV3 - 2107 khung tầng siêu đẹp.- Ban công Đông Nam 2 mặt thoáng.- Diện tích 92.2m² 3PN 2WC.- Giá nhỉnh hơn 35,5 triệu/m² rẻ hơn thị trường 3 triệu.- Thiện chí có thể gặp mặt bàn bạc thương lượng.Liên hệ trực tiếp cho tôi theo số: 0934 515 *** ",92.2 m²,35.5 triệu/m²,,,,,3 phòng,2 phòng,,,30/11/2022,07/12/2022,Tin thường,35362661,batdongsan_com_vn_35362661,Đông - Nam
"['Hà Nội', 'Đống Đa', 'Phường Ô Chợ Dừa', 'Phố Hoàng Cầu', 'Dự án Hoàng Cầu Skyline']","
* Diện tích: 93m² - 2 phòng ngủ - 2 vệ sinh - 1 phòng khách - 01 phòng bếp.Ban công view hồ Hoàng Cầu.Căn hộ đã được trang bị đầy đủ nội ngoại thất cao cấp và sang trọng bao gồm: Điều hòa Daikin, hệ thống tủ bếp, bếp từ cao cấp, sàn gỗ tự nhiên, sofa nhập khẩu, giường, tủ âm tường, tivi, tủ lạnh, máy giặt...Phù hợp với khách mua để ở gia đình.* Giá bán chỉ 5.4 tỷ.LH: LH: 0919 636 ***Zalo, Viber).Cảm ơn đã đọc tin và MTG.            ",93 m²,5.4 tỷ,,,Đông - Bắc,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Full nội thất cao cấp.,30/11/2022,07/12/2022,Tin thường,33724322,batdongsan_com_vn_33724322,Tây - Nam
"['Hà Nội', 'Hoài Đức', 'Xã Kim Chung', 'Đường Lai Xá']","
Chính chủ gửi bán đất thổ cư Lai Xá - Kim Chung - Hoài Đức - Hà Nội.Diện tích: 61,2m² (4,5 x 13,6).Hướng: Tây Bắc.Giá đầu tư tốt nhất thị trường.Lh 0335 314 ***Hoàng).            ",61.2 m²,58 triệu/m²,4.5 m,,Tây - Bắc,,,,Sổ đỏ/ Sổ hồng,,28/11/2022,05/12/2022,Tin thường,35600761,batdongsan_com_vn_35600761,
