address,gen_descrip,Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Mặt tiền,Đường vào,Số tầng,Hướng nhà,Hướng ban công
"['Hà Nội', 'Hoàng Mai', 'Phường Hoàng Liệt', 'Đường Linh Đường', 'Dự án HH1 Linh Đàm']","
Bán gấp chung cư HH4A tầng 3014.- Diện tích: 63 m².- Thiết kế: 2 ngủ 2 VS.- Nội thất: Tủ bếp, điều hòa, nóng lạnh, tủ giường, sofa tivi...- Pháp lý: HĐMB.- Giá bán: 1.5x tỷ (có thương lượng).- Liên hệ Mr Hùng 0339 524 *** ",63 m²,1.55 tỷ,2 phòng,2 phòng,Đang chờ sổ,"Nội thất: Tủ bếp, điều hòa, nóng lạnh, tủ giường, sofa tivi...",21/11/2022,01/12/2022,Tin thường,35891038,batdongsan_com_vn_35891038,,,,,
"['Hà Nội', 'Đống Đa', 'Phường Ngã Tư Sở', 'Đường Tây Sơn', 'Ngõ 306']","
Trung tâm Đống Đa - nhà mới đón tết - vị trí lý tưởng hiếm nhà bán - 6 tầng thang máy - 50m ra phố.Ngõ 306 Tây Sơn 40m² x 6 tầng x 5,5m mặt. Giá chào 6,5 tỷ.- Nhà mới mặt tiền rộng thang máy gần phố thực sự quá tuyệt vời tại trung tâm thủ đô.- Vị trí trước nhà thoáng 50m ra mặt phố xung quanh tiện ích ko thiếu thứ gì, giao thông thuận tiện gần nhiều trường đại học, bệnh viện, trường học, chợ dân sinh.- Nhà mới cứng thiết kế thang máy công năng 4 phòng ngủ siêu thoáng.THIẾT KẾ:+ Tầng 1 phòng ăn bếp.+ Tầng 2: Phòng khách.+ Tầng 3, 4, 5: Tổng 4 ngủ WC.+ Tầng 6. Phòng thờ sân phơi.- Sổ đỏ chính chủ đẹp, sẵn sàng giao dịch.            ",40 m²,6.5 tỷ,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Bàn giao nội thất cơ bản.,30/11/2022,07/12/2022,Tin thường,35986380,batdongsan_com_vn_35986380,5.5 m,3 m,6 tầng,,
"['Hà Nội', 'Cầu Giấy', 'Phường Nghĩa Đô', 'Đường Nguyễn Khánh Toàn']","
Cực hiếm, mảnh đất đẹp miễn chê, ngay trung tâm Cầu Giấy Nguyễn Khánh Toàn - Nguyễn Văn Huyên, kinh doanh đỉnh, giá đầu tư hời.* Diện tích 152m², mặt tiền 7m, giá chỉ nhỉnh 20 tỷ.+ Vị trí quá đẹp, hiếm, lô góc thoáng mát vô cùng, vỉa hè rộng như sân bóng đá, đường to ô tô tránh, thông Nguyễn Khánh Toàn - Nguyễn Văn Huyên - Hoàng Sâm - Hoàng Quốc Việt - Phùng Chí Kiên...+ Hiện trạng có nhà cũ vẫn ở tốt, chủ xác định bán đất. Phù hợp đầu tư xây building trên 10 tầng khai thác kinh doanh dòng tiền quá đỉnh: Căn hộ dịch vụ cao cấp, văn phòng công ty, trung tâm, biệt thự sang mịn để ở...+ Khu phân Quân đội dân trí cao, an sinh vip, quy hoạch ổn định, tiện ích ngập tràn, gần chợ dân sinh - trường học - công viên - ngân hàng - TTTM - bệnh viện...+ Sổ đỏ đẹp, vuông vức A4, giao dịch trong ngày. Chủ có tuổi thiện chí bán, giá cả thương lượng trực tiếp, giá bao rẻ nhất khu vực, đầu tư hót.+ Liên hệ xem nhà 24/7 em Yến: 0978 525 ***/ 0936 177 *** ",152 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,30/11/2022,07/12/2022,Tin thường,35584319,batdongsan_com_vn_35584319,7 m,25 m,,,
"['Hà Nội', 'Nam Từ Liêm', 'Phường Mỹ Đình 2', 'Đường Nguyễn Hoàng']","
Bán nhà Nguyễn Hoàng 51m²*4T. Thoáng 2 mặt, cửa sổ sáng bừng. OTO tránh đỗ. Nhỉnh 5 tỷ.+ Vị trí trung tâm:- Nguyễn Hoàng - Mỹ Đình - Lê Đức Thọ.- 5 phút đến Trường, 3 bước ra chợ, siêu thị. Tiện sinh sống.- Khu vực phát triển, tiện ích vô kể.+ Mô tả:- Chủ nhà xây dựng kiên cố, tường 20 chắc chắn.- Nhà thoáng 2 mặt, cửa sổ khắp nơi, ánh sáng tràn ngập các phòng.- Nhà được thiết kế nhiều phòng đủ công năng sử dụng.+ Sổ đỏ phân lô - ở ngay.Chi tiết thêm, xin liên hệ 24/7. (MTG).- Đ/C. Duy Quang.- 0399.549.214 - 032.668.9688.Thông tin nhà & đất Hà Nội 24/7.Xin trân trọng cảm ơn!            ",51 m²,5.5 tỷ,,,Sổ đỏ/ Sổ hồng.,Đầy đủ.,30/11/2022,07/12/2022,Tin thường,35914922,batdongsan_com_vn_35914922,,,4 tầng,,
"['Hà Nội', 'Hoài Đức', 'Xã Vân Canh', 'Dự án An Lạc Green Symphony']","
Diện tích: Từ 66,4m² pháp lý: Sở hữu lâu dài.Moonlight I là tòa tháp căn hộ đầu tiên được ra mắt tại vị trí tâm điểm của KĐT Anlac Green Symphony. Tất cả căn hộ tại đây đều có tầm view tuyệt mỹ 360 độ xanh với bộ đôi ba công viên hồ m Nhạc, công viên hồ Hòa Ca, công viên Giai Điệu ven kênh công viên Châu Âu và thành phố phía Tây sôi động.Dự án có tiện ích điểm nhấn là hơn 40 tiện ích dịch vụ - vượt trội, cùng 20 + tiện nghi đặc quyền tích hợp trong tòa nhà: Vườn thượng uyển, vườn nghệ thuật, Fitness ngoài trời, đài phun nước, lối dạo massage.Moonlight I kỳ vọng mang đến chuẩn sống xanh cao cấp, là chốn an cư - tận hưởng đích thực dành cho những cư dân tinh hoa.Thông tin sản phẩm:Vị trí: Mặt đại lộ Ánh Trăng 58m, KĐT Anlac Green Symphony.Quy mô: 2 tòa căn hộ A, B cao 21 tầng nổi và 2 tầng hầm.Cơ cấu: 494 căn hộ diện tích từ 66,44 - 95,19m².Loại căn 2PN, 2PN + 1, 3PN.Phong cách thiết kế: Singapore.Số lượng thang máy: 10 thang, trong đó gồm 2 thang chữa cháy.Hệ thống PCCC: Một trong những toà nhà đầu tiên đạt tiêu chuẩn PCCC mới nhất năm 2021.Pháp lý: Sở hữu lâu dài.Hotline tư vấn & tham quan dự án: 0942 421 *** ",66.4 m²,45 triệu/m²,,,,,30/11/2022,10/12/2022,Tin thường,35985731,batdongsan_com_vn_35985731,,,,,
"['Hà Nội', 'Hà Đông', 'Phường Phú La', 'Đường Lê Trọng Tấn', 'Dự án Văn Phú Victoria']","
- Nhà có 3 phòng ngủ, 2 nhà vệ sinh, đầy đủ công năng cũng như đảm bảo chất lượng cuộc sống sinh hoạt hàng ngày.- Nhà Victoria tầng đẹp trục căn đẹp hướng Đông Nam mát ạ.- Nhà để lại toàn bộ nội thất cho chủ mới.- Nhà ở tâm huyết nên giữ gìn lắm ạ, Sàn gỗ trần vẫn còn mới nguyên, không bị hỏng hóc.- Nhà cũng có sổ tên chính chủ nên pháp lý rõ ràng luôn ạ, không lo việc không có sổ.- Khách có thể thương lượng giá trực tiếp với chủ nhà. Nếu ưng căn hộ thì có thể làm việc sâu hơn vì mức độ thiện chí của hai bên là rất cao.- Liên hệ: 0865 260 ***Long) để xem bên trong căn hộ và thương lượng trực tiếp luôn ạ.            ",118.8 m²,Thỏa thuận,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,30/11/2022,10/12/2022,Tin thường,35985602,batdongsan_com_vn_35985602,,,,Tây - Bắc,Đông - Nam
"['Hà Nội', 'Nam Từ Liêm', 'Phường Mễ Trì', 'Đường Phạm Hùng', 'Dự án Keangnam']","
Cần bán gấp căn hộ tại Keangnam Phạm Hùng.Căn hộ thuộc toà A tầng trung.Có thiết kế 107m², 3 phòng ngủ, 2 vệ sinh.Hướng cửa vào Tây Bắc, ban công Đông Nam.Nhà full nội thất như hình.Giá 5 tỷ.            ",107 m²,5 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Full + đồ điện tử,29/11/2022,06/12/2022,Tin thường,35081982,batdongsan_com_vn_35081982,,,,Tây - Bắc,Đông - Nam
"['Hà Nội', 'Long Biên', 'Phường Ngọc Lâm', 'Đường Ngọc Lâm']","
Nhà ở ngõ phố Ngọc Lâm, cạnh Nguyễn Sơn, chợ Gia Lâm, Long Biên, Hà Nội; khu phố cổ đáng sống bậc nhất Long Biên.Diện tích 50m²; mặt tiền 4m.Full nội thất cơ bản.Nhà xây 5 tầng, thang máy, móng cọc ép BTCT, đẹp, tiện lợi khi sử dụng.Chỉ 80m ra phố Ngọc Lâm, 150 ngã 4 Nguyễn Sơn - Nguyễn Văn Cừ, sang phố cổ chỉ 10 phút.Đường trước nhà rộng 3.5m ô tô vào nhà.Pháp lý: SĐCC, GPXD, bản vẽ thiết kế.Giá bán: 6.8 tỷ (Có thương lượng).Liên hệ: Ms Hương 0386 867 *** ",50 m²,6.8 tỷ,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Full nội thất cơ bản.,30/11/2022,07/12/2022,Tin thường,34508305,batdongsan_com_vn_34508305,4 m,3.5 m,5 tầng,,
"['Hà Nội', 'Cầu Giấy', 'Phường Dịch Vọng Hậu', 'Đường Duy Tân']","
Chính chủ cần bán gấp - căn nhà mặt phố hiếm - lô góc 3 thoáng - đẹp nhất phố - kinh doanh sầm uất ngày đêm - giá hợp lý - nhanh tay sở hữu ngay.+ Diện tích 128m², 7 tầng, mặt tiền 11m, giá 48 tỷ có TL.+ Vị trí siêu đắc địa, đẹp không tì vết, là con phố đắt đỏ đáng sở hữu nhất Thủ đô, hai mặt tiền ba mặt thoáng, ô tô dừng đỗ vô tư, 3 vỉa hè mênh mông của nhà mình tha hồ chỗ để xe.+ Giao thông thuận lợi, thông Trần Thái Tông - Phạm Văn Bạch - Dương Đình Nghệ - Nguyễn Chánh - Xuân Thuỷ Cầu Giấy - Phạm Hùng - Thành Thái...+ Cơ sở hạ tầng hiện đại đồng bộ đẹp bậc nhất Thủ Đô, quy hoạch đã xong, tiện ích ngập tràn, gần nhiều cơ quan đầu não, nơi tập trung nhiều tập đoàn kinh tế lớn trong và ngoài nước.+ Building 7 tầng thiết kế hiện đại, thang máy, công năng tối ưu. Hiện đang cho thuê kinh doanh cả toà giá cao. Vị trí kinh doanh vô địch phù hợp mọi loại hình.+ Pháp lý chuẩn, sổ đỏ vuông A4, sẵn sàng giao dịch. Chủ thiện chí bán nhanh.+ Liên hệ xem nhà 24/7: 0978 525 *** - Ms Yến. Miễn trung gian, môi giới.            ",128 m²,48 tỷ,4 phòng,8 phòng,Sổ đỏ.,,30/11/2022,07/12/2022,Tin thường,35413283,batdongsan_com_vn_35413283,11 m,,7 tầng,,
"['Hà Nội', 'Long Biên', 'Phường Bồ Đề', 'Đường Nguyễn Văn Cừ']","
Mô tả:Vị trí: Cách phố Ngọc Lâm 200m, cách cầu Chương Dương và Cầu Long Biên 200m - 400m.+ Gần trung tâm thương mại Mipec Long Biên, Phố Ngọc Lâm kinh doanh buôn bán sầm uất k thiếu gì, 700m tới BV Tâm Anh, Tiêm Chủng VNPC, 5 Phút di chuyển tới Hồ Hoàn Kiếm.- Thiết kế 6 tầng.+ Tầng 1: Kinh doanh thông sàn, WC.- Tầng 2: PK, bếp, WC.- Tầng 3, 4: Phòng ngủ, WC.- Tầng 5: Phòng ngủ, WC.- Tầng 6: Phòng thờ, sân phơi.+ Sổ chính chủ, giao dịch ngay.Liên hệ: Ms Hương 0386 867 *** ",40 m²,10.5 tỷ,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,,30/11/2022,07/12/2022,Tin thường,35419403,batdongsan_com_vn_35419403,5 m,40 m,6 tầng,,
