address,gen_descrip,Diện tích,Mức giá,Mặt tiền,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Số tầng,Đường vào
"['Hà Nội', 'Ba Đình', 'Phường Trúc Bạch', 'Phố Phó Đức Chính']","
. Nhà có diện tích 70m², Mt 4m, hướng ĐB. Sổ đỏ đủ diện tích và chính chủ.. Nhà có vị trí rất đặc biệt và thuận lợi. Nằm trên mặt ngõ to, ô tô vào nhà, ngõ sạch sẽ thẳng tắp và có vỉa hè. Nhà chỉ cách mặt phố Phó Đức Chính 15m, sau lưng giáp cạnh nhà mặt hồ Trúc Bạch.. Nhà nằm tại khu tập trung các tòa nhà cho người nước ngoài thuê ở và làm việc trung tâm tâm nhất Hà Nội từ nhiều năm nay vì vậy có mặt bằng dân trí cao và rất văn minh.. Khách mua nhà có thể xây mới kết hợp ở và kinh doanh đem lại dòng tiền lớn và ổn định.. Giá bán : 23 tỷ  Sđt chính chủ : 0986 918 ***Trung gian, quảng cáo vui lòng không làm phiền            ",70 m²,23 tỷ,4 m,19/11/2022,29/11/2022,Tin Vip 1,35886391,batdongsan_com_vn_35886391,,,,,,,,
"['Hà Nội', 'Nam Từ Liêm', 'Thị trấn Cầu Diễn', 'Đường Hàm Nghi', 'Dự án Vinhomes Gardenia']","
Bán căn hộ tại Vinhomes Gardenia.1. Địa chỉ: Hàm Nghi, Mỹ Đình, Nam Từ Liêm, Hà Nội.2. Diện tích: 75m² (thông thuỷ) - 83m² (tim tường).3. Thiết kế: 2PN, 2VS.4. Hướng cửa: Đông Bắc - Ban công: Tây Nam.5. Nội thất: Full đồ như ảnh.6. Đã có sổ, pháp lý minh bạch.Giá bán: 3.45 tỷ.Liên hệ: 0373 986 *** hỗ trợ 24/7.Anh chị có nhu cầu liên hệ em Thái: 0373 986 *** hỗ trợ 24/7.Ngoài ra e còn có quỹ căn 1pn 2pn 3pn 4pn duplex với giá tốt nhất tại Vinhomes Gardenia.            ",83 m²,3.45 tỷ,,19/11/2022,29/11/2022,Tin Vip 1,35666195,batdongsan_com_vn_35666195,Đông - Bắc,Tây - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,,
"['Hà Nội', 'Nam Từ Liêm', 'Phường Mỹ Đình 1', 'Đường Đình Thôn', 'Dự án The Emerald']","
* Bán gấp căn hộ 2 phòng ngủ, 2VS chung cư Emerald CT8 đường Đình Thôn và Trần Văn Lai, Mỹ Đình Sông Đà, Mỹ Đình 1, Nam Từ Liêm.- Diện tích tim tường 86.4m/ DT sổ đỏ thông thủy: 81m.* Vị trí: Chung cư Emerald CT8 đường Đình Thôn, Mỹ Đình Sông Đà.- Khu tập chung công đồng người Hàn Quốc sinh sống, rất sầm uất, giá mặt bằng cho thuê rất cao (~6%) và rễ ràng cho thuê.- Gần rất nhiều trường học, Marie curie, Mỹ Đình 1, lômônôxốp, siêu thị BigC, K mart, Winmart các bộ ngành, khu BT và shop house The Manor, The Garden, keangnam kết nối đồng bộ, hạ tầng tốt, giao thông thông thoáng và di chuyển tiện lợi.* Căn hộ thiết kế khá hợp lý: 2 phòng ngủ/ 2VS, phòng khách, bếp, 2 ban công, hướng Đông Nam, phòng ngủ chính có ban công rộng, các phòng đều thoáng, ban công rộng, đón đủ ánh sáng và nắng gió tươi vào trong nhà - tăng cường miễn dịch - nhiều năng lượng, rất thoáng và mát, bếp phòng khách vuông, rộng. Thiết kế rất hợp lý.- View đẹp, nhìn bên ngoài không cản tầm nhìn.+ Sổ đỏ chính chủ.* Giá 3,58 tỷ. Bao gồm nội thất cơ bản.Xem nhà / báo trước 30p (MTG và báo mạng).Xin vui lòng liên hệ Mr. Vọng BĐS Happy house.0973682929 / 0972 682 *** ",81 m²,3.58 tỷ,,19/11/2022,29/11/2022,Tin Vip 1,35880003,batdongsan_com_vn_35880003,Tây - Bắc,Đông - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,CƠ BẢN,,
"['Hà Nội', 'Tây Hồ', 'Phường Bưởi', 'đường Võng Thị']","
Toà nhà Võng Thị với mặt tiền rộng 10m được thiết kế theo phong cách Bắc Âu với mục đích mang lại sự nhẹ nhàng, tối giản và linh hoạt về công năng sử dụng, đầy đủ giấy tờ hoàn công, giấy phép kinh doanh, phòng cháy chữa cháy, tòa nhà chỉ mất 2 phút đi bộ ra tới siêu thị Intimex đường Lạc Long Quân và 5 phút ra tới Hồ Tây, hưởng thụ môi trường văn hóa, hạ tầng dân trí cao cùng thư giãn hàng ngày thể dục quanh hồ mà nhiều người mơ ước. Sổ đỏ chính chủ, liên hệ em Quang Huy 0925 005 ***không tiếp MG, trung gian).            ",113 m²,33 tỷ,,19/11/2022,29/11/2022,Tin Vip 1,35875752,batdongsan_com_vn_35875752,,,8 phòng,,Sổ đỏ/ Sổ hồng,,,
"['Hà Nội', 'Hai Bà Trưng', 'Phường Vĩnh Tuy', 'Đường Minh Khai', 'Dự án Times City']","
Sàn BĐS Vinhomes xin gửi tới quý khách bảng giá bán căn hộ chung cư Times City các căn giá rẻ cắt lỗ từ 100tr - 500tr/căn.Kính gửi tới quý khách thông tin liên quan đến căn hộ đang bán tại Vinhomes Times city.City như sau:Hotline: 0985 356 *** (24/24).* Bên khu Times:Căn 53m² tòa T8, T9, T11 giá 2,2 - 2.4 tỷ bao phí tùy tầng hướng.Căn 75m² tòa T1, 4, 5, 6, 7 giá 3,2- 3.45 tỷ bao phí.Căn 87m² căn hoa hậu tòa T5, 6, 7, giá 3,7 - 4 tỷ bao phí tùy tầng hướng.Căn 90m², tầng trung, tòa T4, 5, 6, 7, giá 3,5 - 3,9 tỷ bao phí, full đồ.Căn 94.4m², tầng trung, tòa T1, giá 3,9 tỷ, bao phí, gần như full đồ.Căn 109m², tầng đẹp, tòa T3, giá 4,5 tỷ bao phí, full nội thất đẹp.Căn góc 97,5m², view nhạc nước, giá chỉ 3,9 tỷ bao phí, nhà mới.Căn góc 3 phòng ngủ, 110m², giá 4,7 - 5,5 tỷ bao phí.Căn 3 phòng ngủ, tòa T11, tầng trung, giá 5,4 tỷ bao phí.Căn 95m², giá 3,85 - 3,95 tỷ bao phí.Căn 118m², tòa T2, 3, giá 4,7 - 5 tỷ bao phí.Căn hoa hậu 94,3m², giá 3,7 - 4 tỷ bao phí.Căn 84m², tầng trung, ban công Nam, tòa T11, giá 3,7 tỷ bao phí.Căn 83m², tòa T8, 9, giá 3.3 - 3,5 tỷ bao phí tùy tầng hướng.* Bên khu Park Hill:Căn góc tòa Park 3 56m² giá 2.7 tỷ BP full đồ.Căn 53m² tòa Park 5 giá 2.6 tỷ bao phí.Căn góc tòa Park 1 125m² giá 5,7 tỷ bao phí.Căn 70m², view quảng trường Park Hill, giá 3,6 tỷ bao phí.Căn 84m², tòa P1, giá 3,85 tỷ bao phí.Căn 80,1m², tòa Park 7, giá 4 tỷ bao phí.Căn 3 phòng ngủ hoa hậu, tầng trung, tòa P3, giá 5,75 tỷ bao phí.Căn góc Đông Nam 3 phòng ngủ, tòa P5, giá 5,5 tỷ bao phí.Căn góc 115m² Park 6, giá 5,5 - 5,9tỷ bao phí.Căn góc 128m², view đẹp, giá 6.5 - 6.8 tỷ bao phí.Căn 115m², view và thiết kế siêu đẹp, tòa P7, giá 6,5 tỷ.Căn góc Đông Nam 4 phòng ngủ, tòa P7, tầng đẹp, giá 7,9 tỷ bao phí.* Bên khu Park Premium:Căn 57m², tòa P12, 01N 2.6 tỷ bao phí full đồ.Căn 68m², có 10 năm miễn dịch vụ, giá 3,6 tỷ bao phí.Căn 79m², tòa P12, giá 3,78 tỷ bao phí.Căn 3 phòng ngủ, 118,5m², full đồ đẹp, tòa P12, giá 5, 85 tỷ bao phí.Căn góc Đông Nam tòa Park 9, giá 6,7 tỷ bao phí, full đồ đẹp.Căn 75m², view nhạc nước, tòa P9, giá 3,4 tỷ bao phí.Căn 79m², tòa P10, view nhạc nước, giá 3,9 tỷ bao phí.Căn 118,5m², tòa P11, giá 5,8 - 6,2 tỷ bao phí.Ngoài ra chúng tôi còn rất nhiều căn chủ nhà gửi bán cắt lỗ sâu.* Ưu đãi và chăm sóc:- Miễn phí 100% phí cho khách mua nhà.- Miễn phí dịch vụ quản lý 10 năm (tùy từng căn hộ).- Hỗ trợ tư vấn pháp lý và thủ tục trong suốt quá trình mua bán sang tên.- Tất cả giao dịch được ghi trên giấy tờ, hợp đồng minh bạch đảm bảo quyền lợi công bằng cho hai bên.* Cam kết:- Thực hiện các giao dịch của mình với tất cả uy tín, trách nhiệm.- Thủ tục nhanh gọn, hiệu quả và minh bạch.- Hỗ trợ mọi thủ tục liên quan để hoàn tất việc sang tên.* Liên hệ để được tư vấn và xem căn hộ: Hotline 0985 356 ***.https://parkhillgiare.com/ ",110 m²,4.7 tỷ,,19/11/2022,29/11/2022,Tin Vip 1,35603629,batdongsan_com_vn_35603629,,,3 phòng,,Sổ đỏ/ Sổ hồng,,,
"['Hà Nội', 'Ba Đình', 'Phường Ngọc Khánh', 'Phố Liễu Giai', 'Dự án Vinhomes Metropolis - Liễu Giai']","
Bất động sản Vinhomes Metropolis chuyên mua bán, cho thuê chung cư Vinhomes Metropolis.Gọi ngay để được tư vấn nhanh và chính xác nhất: 0987 709 *** Mr Hùng.- Giá cam kết rẻ nhất thị trường, làm việc trực tiếp với chủ nhà, làm thủ tục sang tên sổ đỏ miễn phí.- Tư vấn nhiệt tình chính xác nhất.Căn 1 PN:- M1 - 27.09. DT 55m², tầng 27 view city, 5.350 Tỷ bao phí.- M1 - 2x03, DT 55.52m², hướng ĐN, 4.95 tỷ.- M2 - 2x06. DT 49m², hướng ĐB, view Hồ Tây và nội khu. Giá 5,1 tỷ.- M2 - 3x09. DT 57m², full đồ đẹp, hướng ĐB view Hồ Tây và nội khu, 4,85 0 tỷ.- M3 - 18.11, DT 55m², ban công ĐN view Hồ Tây và công viên Bách Thảo, 5,3 tỷ.Căn 2 PN:- M2 34.12, DT 80m², Full nội thất nhập khẩu - Giá 9 tỷ.- M1 - 11.11A. DT 78.09m², hướng TB, 6,4 tỷ.- M2 - 3715, DT 80m², view thành phố, 7,6 tỷ.- M2 - 25.11A, DT 79.41m², hướng TN, view Hồ Ngọc Khánh, giá 7.5 tỷ.- Căn hot M2 - 19.05, DT 80m², ban công view Hồ Tây, giá 7,8 tỷ.- M2 - 08.11a. DT 76.41m². Ban công TN view Hồ Ngọc Khánh, 7,3 tỷ.- M3 - 18.08, DT 80m², view nội khu, 7,5 tỷ bao tên.- M3 - 09.07, DT 78.42m² view hồ, giá 6,9 tỷ.- M3 - 15.01. DT 81m² ban công ĐN, bán cắt lỗ 200 triệu.Căn 3 PN:- M1 - 15.04 - DT 115m². Ban công ĐN view bể bơi và nội khu, 11,5 tỷ.- M1 - 28.05 DT 115m², Ban công ĐN view bể bơi và nội khu, 12 tỷ.- M1 38.08 dt 110m², view thành phố, Giá bán: Thỏa thuận.- Căn M2 - 17.02 DT 120m². Ban công TN view Hồ Ngọc Khánh, 12,8 tỷ.- Căn M3 - 31.02. DT 119.35m², hướng ĐN, bán bằng giá gốc.- Căn góc M3 - 16.03, DT 110.35m². Hướng ĐN, 11,4 tỷ.- Căn góc M3 - 2x09, DT 130m². Ban công ĐB view Hồ Tây tuyệt đẹp, giá gốc 13,9 tỷ.- Căn M3 - 26.12. DT 114.34m². Ban công ĐN, giá bán12,4 tỷ.Căn 4 PN:- Căn góc M1 - 30.02: DT 146m² view nội khu, giá 20 tỷ.- Căn góc M2 - 2x03. DT 143.19m². View Hồ Tây và nội khu, giá 17,5 tỷ.- Căn góc M2 - 3x11. DT 143.19m², view Kim Mã giá hợp lý.- Căn góc M3 - 3x10. DT 146.19m², View trực diện Hồ Tây, giá 20 tỷ.Các căn penthouse, Sky villa:- Căn Sky Villa toà M3 - Sky - 04. DT 500m². Hướng ĐN. Bán 97 Tỷ.- Căn Sky Villa M2SK05. DT 505m². Hướng TN - ĐB, giá 100 tỷ.Bất động sản Vinhomes Metropolis.Hotline: 0982 040 *** - Mr Hùng.            ",80 m²,8 tỷ,,19/11/2022,29/11/2022,Tin Vip 1,35052671,batdongsan_com_vn_35052671,,,3 phòng,2 phòng,,,,
"['Hà Nội.', 'Nam Từ Liêm', 'Phường Mễ Trì', 'Đường Phạm Hùng', 'Dự án Vinhomes West Point']","
Quỹ căn bán gấp giá rẻ Vinhomes Westpoint hỗ trợ chủ nhà thu hồi vốn.- Căn 1PN rẻ nhất tòa W1 DT 38m² giá bán gấp 1,9 tỷ.- Căn 2PN rẻ nhất W1 66m² giá 2,7 tỷ.- Căn 1PN rẻ nhất tòa W2 DT 40m² giá bán gấp 2 tỷ.- Căn 3PN rẻ nhất: 6 tỷ bao phí 93m² tòa W2.- W3 2PN 69m² giá 3,5 tỷ sổ đỏ vĩnh viễn.- Đặc biệt căn 4PN vip nhất 7.5 tỷ bao phí DT 143m² view đẹp.-------------------------------------------------------------------------------------------Quỹ căn chuyển nhượng hiện tại 100% căn đẹp.- Căn 1PN:1. W2 - 09: Giá 2 tỷ bao phí, nội thất cơ bản.2. W2 - 12: Giá 2,18 tỷ bao phí, nội thất cơ bản. Ban công Đông Nam view đẹp vĩnh cửu Bảo tàng Hà Nội - TT Hội Nghị Quốc Gia.3. W3 - 01: Giá 2,1 tỷ, nội thất cơ bản.4. W3 - 10: 2,1 tỷ bao phí, nội thất cơ bản.- Căn 2PN:1. W3 - 05 giá 3.5 tỷ, bao phí. Nội thất cơ bản. Giá cắt lỗ rẻ nhất 2PN 66m view khách sạn Mariot.2. W2 - 05A 72m² giá 3.8 tỷ, cắt lỗ 300tr. Nội thất cơ bản.3. W3 - 08A 69m² giá 3.8 tỷ, bao phí view KS Mariott tầng cao tuyệt đẹp. BC Tây Nam.4. W2 - 11A 71m² giá 4 tỷ bao phí. Nội thất cơ bản!5. W3 - 15A 66m² giá 3.5 tỷ bao phí. Nội thất cơ bản.6. W3 - 09 73m² giá 3,9 tỷ bao phí, nội thất cơ bản.- Căn 3PN:1. W2 - 06 giá 6 tỷ. 93m². Nội thất cơ bản.2. W2 - 03 giá 6.5 tỷ. 104m². Nội thất cơ bản.3. W2 - 08 giá 6.5 tỷ. 106m². Nội thất cơ bản.4. W3 - 11 giá 6.5 tỷ, cắt lỗ 300tr. Nội thất cơ bản.5. W3 - 05A giá 7.6 tỷ. 133m². Full nội thất.- Căn 4PN:1. W3 - 03 giá 6,6 tỷ. 139m², nội thất cơ bản.2. W3 - 11A giá 5,7 tỷ. 132m², nội thất cơ bản.3. W2 - 11A giá 6,9 tỷ. 142m², nội thất cơ bản.4. W2 - 02 giá 8 tỷ 142m² nội thất cơ bản.Liên hệ: TPKD Nguyễn Thọ 0977 284 *** |để được hỗ trợ. Cam kết: Hỗ trợ tận tâm, miễn phí tư vấn và tham quan trực tiếp căn hộ. Hỗ trợ KH 24/7!            ",100 m²,45 triệu/m²,,19/11/2022,29/11/2022,Tin Vip 1,35884918,batdongsan_com_vn_35884918,Đông - Nam,Đông - Bắc,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,
"['Hà Nội.', 'Nam Từ Liêm', 'Phường Mễ Trì', 'Đường Phạm Hùng', 'Dự án Vinhomes West Point']","
Tổng hợp quỹ căn cần bán cắt lỗ giá rẻ như sau: Hotline 0904 466 ***- Căn 1PN rẻ nhất tòa W1 DT 38m² giá bán gấp 1,9 tỷ.- Căn 1PN rẻ nhất tòa W2 DT 40m² giá bán gấp 1,95 tỷ.- Căn 2PN rẻ nhất W1 66m² giá 2,9 tỷ.W3 2PN 69m² giá 2,9 tỷ sổ đỏ vĩnh viễn.- Căn 3PN rẻ nhất: 4,8 tỷ bao phí 93m² tòa W2.- Căn 4PN vip nhất 6.2 tỷ bao phí DT 143m² view đẹp.Ngoài ra bảng hàng chuyển nhượng còn rất nhiều căn đẹp:- Căn 1PN:W2 - 09: Giá 1,99 tỷ bao phí, nội thất cơ bản.W2 - 12: Giá 2,18 tỷ bao phí, nội thất cơ bản. Ban công Đông Nam view đẹp vĩnh cửu Bảo tàng Hà Nội - TT Hội Nghị Quốc Gia.W3 - 01: Giá 2,19 tỷ, nội thất cơ bản.W3 - 10: 2,19 tỷ bao phí, nội thất cơ bản.- Căn 2PN:W3 - 05 giá 3.5 tỷ, bao phí. Nội thất cơ bản. Giá cắt lỗ rẻ nhất 2PN 66m² view khách sạn Mariot.W2 - 05A 72m² giá 3,9 tỷ, cắt lỗ 300tr. Nội thất cơ bản.W3 - 08A 69m² giá 3,7 tỷ, bao phí view KS Mariot tầng cao tuyệt đẹp. BC Tây Nam.W2 - 11A 71m² giá 4 tỷ bao phí. Nội thất cơ bản!W3 - 15A 66m² giá 3.6 tỷ bao phí. Nội thất cơ bản.W3 - 09 73m² giá 3,8 tỷ bao phí, nội thất cơ bản.- Căn 3PN:W2 - 06 giá 5.9 tỷ. 93m². Nội thất cơ bản.W2 - 03 giá 6.3 tỷ. 104m². Nội thất cơ bản.W2 - 08 giá 6.4 tỷ. 106m². Nội thất cơ bản.W3 - 11 giá 6.4 tỷ, cắt lỗ 300tr. Nội thất cơ bản.W3 - 05A giá 7,1 tỷ. 133m². Full nội thất.- Căn 4PN:W3 - 03 giá 7,6 tỷ. 139m², nội thất cơ bản.W3 - 11A giá 6,7 tỷ. 132m², nội thất cơ bản.W2 - 11A giá 8,9 tỷ. 142m², nội thất cơ bản.W2 - 02 giá 8,8 tỷ 142m² nội thất cơ bản.(*) Với quan điểm: ""Tư vấn BĐS cho khách hàng như tìm hiểu BĐS cho chính chúng tôi"": Để được tư vấn những thông tin chính xác & chuyên sâu nhất từ CĐT Vingroup dành cho dự án Vinhomes West Point, quý khách hàng hãy liên hệ trực tiếp tới chúng tôi, phòng kinh doanh với kinh nghiệm hơn 2 năm đồng hành cùng dự án từ những ngày đầu.* Thông tin dự án & đăng ký nhận bảng giá chi tiết:* Email: hieuvinhome0902@gmail.com* Liên hệ tư vấn (Mr. Hiếu - TPKD): 0904 466 *** ",112 m²,Thỏa thuận,,19/11/2022,29/11/2022,Tin Vip 1,34883762,batdongsan_com_vn_34883762,,,3 phòng,2 phòng,,,,
"['Hà Nội', 'Hoàng Mai', 'Phường Hoàng Văn Thụ', 'Dự án Feliz Homes']","
Do có quan hệ hợp tác chiến lược với CĐT KLB nên phía cty tôi được ưu tiên lựa chọn một số căn hộ tại dự án Feliz Homes theo diện ngoại giao.Ngay từ ban đầu, xác định mục đích đầu tư nhanh gọn nên toàn bộ căn mà sếp tôi lựa chọn là căn đẹp nhất, hướng mát, tầng 15.Nay toà Zen đã chuẩn bị bước vào giai đoạn hoàn thiện nên bên tôi cần bán lại các suất ngoại giao với giá cực kỳ ưu đãi, hỗ trợ người mua ký HĐMB trực tiếp với CĐT và hưởng mọi chính sách bán hàng tốt nhất hiện tại.- Tặng 2% KPBT và miễn 1 năm phí dịch vụ.- Hỗ trợ vay đến 75% lãi ưu đãi 0% trong 18 tháng.- Quà tặng nội thất lên tới 80 triệu trừ thẳng vào giá HĐMB.- Quà tặng tri ân khách hàng VIP.- Cơ hội bốc thăm may mắn căn hộ trị giá hơn 2 tỷ đồng.Mã căn hộ:- Căn số ZB09 3PN, diện tích 91m², giá 3.86 tỷ.- Căn góc hai mặt thoáng Đông - Nam mát, tầng trung view nhìn Hồ Đền Lừ siêu đẹp.- Hỗ trợ xem trực tiếp chính xác căn hộ mua để xem chất lượng xây dựng và tầm view thực tế.Cam kết quỹ căn - tầng - giá chuẩn, hỗ trợ thủ tục nhanh gọn - chuẩn chỉnh.Hotline: 0855 870 *** ",91 m²,3.86 tỷ,,19/11/2022,29/11/2022,Tin Vip 1,35884449,batdongsan_com_vn_35884449,,Đông - Nam,3 phòng,2 phòng,,,,
"['Hà Nội', 'Ba Đình', 'Phường Liễu Giai', 'Đường Hoàng Hoa Thám', 'ngõ 267', 'Số 52 ngách 2']","
Chính chủ bán nhà tại số 52, ngách 2, ngõ 267 Hoàng Hoa Thám, phường Liễu Giai, quận Ba Đình, Hà Nội.- Diện tích 48m².- Gồm 5m² sân, nhà xây 4 tầng bao gồm:+ ) Tầng 1 có sân để xe, phòng khách, khu bếp, nhà vệ sinh và cầu thang ở cuối.+ ) Tầng 2,3 mỗi tầng 1 phòng ngủ nhà vệ sinh khép kín.+ ) Tầng 4 có sân thượng phơi đồ rộng rãi, 1 phòng ngủ và 1 nhà vệ sinh.- Nhà đã được trang bị nội thất cơ bản gồm tủ bếp, điều hòa, hệ thống điện nước vệ sinh,... Như hình đi kèm.- Vị trí: Nhà nằm ở trung tâm quận Ba Đình, khu vực dân chí cao an ninh cực tốt, hàng xóm thân thiện.- Giao thông thuận tiện. Cách hồ Tây 2 phút chạy xe, gần các trường điểm quận Ba Đình (Thực Nghiệm, Chu Văn An... ) Tiện ích xung quanh đầy đủ, cách trung tâm thương mại Lotte 300m.- Sổ đỏ chính chủ, sẵn sàng giao dịch.- Giá bán: 4,970 tỷ.- Liên hệ: Chị Hường (chủ nhà) 0987 995 *** ",48 m²,4.97 tỷ,,19/11/2022,29/11/2022,Tin Vip 1,34422202,batdongsan_com_vn_34422202,,,3 phòng,4 phòng,"Sổ đỏ chính chủ, sẵn sàng giao dịch","Nhà đã được trang bị nội thất cơ bản gồm tủ bếp, điều hòa, hệ thống điện nước vệ sinh,... Như hình đi kèm.",4 tầng,
