address,gen_descrip,Diện tích,Mức giá,Mặt tiền,Đường vào,Hướng nhà,Pháp lý,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Hướng ban công,Số tầng,Số phòng ngủ,Số toilet,Nội thất
"['Hà Nội', 'Ba Đình', 'Phường Cống Vị', 'Đường Đào Tấn']","
Bán đất đường Đào Tấn Ô Tô ra vào 96m², MT 8m lô góc giá 17,8 tỷ 0382 276 ***Bán đất lô góc 2 mặt tiền, ngõ ô tô vào nhà, cách phố Đào Tấn 15m. Diện tích lô đất 96m², MT 8m lô góc nên rất thông thoáng nên tầng 2 trở lên có thể xây đua ra trên 120m². Nhà nằm khu trung tâm Quận Ba Đình, gần công viên Thủ Lệ, Lotte, Đại Sứ Quán Nhật, Hàn tiện xây tòa nhà khách sạn. Đất có vị trí đắc địa tiện xây công ty, văn phòng, nhà ở cho thuê. Sổ đỏ chính chủ giao dịch ngay.Giá 17,8 tỷ (có thương lượng cho khách thiện chí) (MTG).Liên hệ trực tiếp: Mr. Thanh: 0382 276 *** ",96 m²,17.8 tỷ,8 m,8 m,Đông - Nam,Sổ đỏ/ Sổ hồng,06/12/2022,13/12/2022,Tin thường,34743027,batdongsan_com_vn_34743027,,,,,
"['Hà Nội', 'Bắc Từ Liêm', 'Phường Đông Ngạc', 'Dự án IA20 Ciputra']","
Bán shophouse hai mặt đường KĐT Ciputra, ngay Tây Hồ, Hà Nội.- Diện tích 120m², mặt tiền 6m. Hướng ĐB và TB.- Thiết kế 5 tầng có hố chờ thang máy.- Mật độ xây dựng cao 90%.Giá bán thương lượng trực tiếp, liên hệ: 0382 276 *** ",120 m²,250 triệu/m²,6 m,40 m,Đông - Bắc,Sổ đỏ/ Sổ hồng,06/12/2022,13/12/2022,Tin thường,34512102,batdongsan_com_vn_34512102,Đông - Bắc,5 tầng,8 phòng,4 phòng,
"['Hà Nội', 'Bắc Từ Liêm', 'Phường Đông Ngạc', 'Dự án IA20 Ciputra']","
Tôi cần bán shophouse khối đế chung cư IA20.- Diện tích: 80m² - 113m².- Tầng 1 Tòa A2 vị trí cạnh thang cuốn của trung tâm thương mại.- Hướng: Nam.- Giá: 3.8 tỷ bao phí sang tên.- Liên hệ trực tiếp: 0382 276 *** ",80 m²,3.8 tỷ,,,Đông - Nam,Sổ đỏ/ Sổ hồng,06/12/2022,13/12/2022,Tin thường,34512106,batdongsan_com_vn_34512106,Đông - Nam,,,,
"['Hà Nội', 'Bắc Từ Liêm', 'Xã Đông Ngạc', 'Đường Phạm Văn Đồng', 'Dự án IA20 Ciputra']","
Hiện tôi đang có mấy suất ngoại giao liền kề IA20 Ciputra Nam Thăng Long bán.Diện tích: 120m².Giá gốc: 85tr + chenh- Liên hệ trực tiếp: Mr. Thanh: 0382 276 ***- Email: lethanh.ocd@gmail.comLiền kề IA20 Ciputra KĐT Nam Thăng Long được xây dựng với mục đích đáp ứng nhu cầu nhà ở cho cán bộ cấp cao thuộc Văn phòng TW Đảng, Văn phòng Chính Phủ, Văn phòng Quốc Hội nên có giá bán thực sự hấp dẫn, đây là cơ hội đầu tư tuyệt vời cũng như khách hàng mong muốn sở hữu căn hộ để ở đầy đủ tiện ích cao cấp nhất với giá bán tốt nhất.II. Thông tin dự án:- Tên dự án: Cụm công trình nhà ở khu I. A20 khu đô thị Nam Thăng Long.- Vị trí: Lô đất I. A20 Khu Đô Thị Nam Thăng Long, Phường Đông Ngạc, Q. Bắc Từ Liêm, TP. Hà Nội (Ciputra - Hà Nội).- Chủ đầu tư: Công ty CPĐT BĐS Đông Đô - Bộ Quốc Phòng.- Đơn vị thi công: Tập đoàn Vingroup & Tổng Công Ty Đầu Tư Phát Triển Hạ Tầng Đô Thị - UDIC.- Đơn vị thiết kế: Công ty Cổ Phần Kiến Trúc Tây Hồ.- Quy mô khu đất rộng 30.091m², trong đó:+ Khu cao tầng: 18.329m², gồm 3 tòa chung cư cao tầng 29 - 40 tầng.+ Sân vườn: 7.214m².+ Bãi đỗ xe ngoài trời: 1.020m².+ Cây Xanh + Sân Chơi: 2.481m².+ Khu thấp tầng: 5.356m².+ Giao thông nội bộ: 3.825m².- Mật độ xây dựng:+ Khu cao tầng: 54,5% đối với khối đế và 35,5% đối với phần thân.+ Khu thấp tầng: 77,6%.III. Vị trí dự án:- Liền kề IA 20 Ciputra nằm về phía Tây Bắc Hà Nội, toạ lạc trên đường Phạm Văn Đồng - quận Bắc Từ Liêm và Võ Chí Công quận Tây Hồ - Hà Nội. Phía ông giáp đường Võ Chí Công - Vành Đai 2, bao quanh bởi sông Hồng và Hồ Tây.- Dự án I. A20 Ciputra được xây dựng với mục đích chính là đáp ứng nhu cầu nhà ở cho cán bộ cấp cao thuộc các ban ngành như: Văn Phòng Quốc Hội, Văn Phòng Chính Phủ, Văn Phòng Trung Ương Đảng,... Vậy nên, nếu so sánh với các dự án thương mại cùng khu vực, trong quần thể khu đô thị Ciputra, thì giá bán tại I. A20 đang là thấp nhất, cạnh tranh nhất. Đây chính là cơ hội sở hữu / đầu tư căn hộ - Liền kề trong quần thể khu đô thị đẳng cấp bậc nhất thủ đô Hà Nội.- Quản lý dự án: Mr. Thanh: 0382 276 ***- Email: lethanh.ocd@gmail.com- Website: http://www.ia20ciputrabanmua.com/            ",120 m²,Thỏa thuận,,,,,06/12/2022,13/12/2022,Tin thường,12193361,batdongsan_com_vn_12193361,,,,,
"['Hà Nội', 'Tây Hồ', 'Phường Phú Thượng', 'Đường An Dương Vương']","
Bán nhà vườn biệt thự - liền kề khu đô thị mới Packexim 2 Phú Thượng, Tây Hồ, Hà Nội.- Diện tích 112m² x 4 tầng, nhà căn góc 2 mặt đường.- Vị trí đẹp đường + vỉa hè rộng 2 ô tô tránh nhau thoải mái, đối diện chung cư Lạc Hồng chung cư Sunshine Riverside chân cầu Nhật Tân. Dự án thông ra ngay đường 40m và khu đô thị mới Ciputra cầu Nhật Tân cầu Thăng Long, giao thông hết sức đi lại thuận tiện. Cư dân sinh sống ổn định, đông đúc, dân trí cao nên rất phù hợp làm cty, văn phòng. Sổ đỏ chính chủ.- Giá bán 19.7 tỷ.- Liên hệ trực tiếp: Mr. Thanh: 0382 276 *** ",112 m²,19.7 tỷ,,10 m,Tây - Nam,Sổ đỏ/ Sổ hồng,06/12/2022,13/12/2022,Tin thường,33264840,batdongsan_com_vn_33264840,Tây - Bắc,4 tầng,5 phòng,4 phòng,
"['Hà Nội', 'Bắc Từ Liêm', 'Phường Đông Ngạc', 'Đường Phạm Văn Đồng', 'Dự án IA20 Ciputra']","
Chung cư Ia20 Ciputra giá 16.8tr/m² + chênh thấp 0382 276 ***Để đảm bảo quyền lợi khi mua căn hộ - xin vui lòng liên hệ trực tiếp quản lý dự án để chọn căn - tầng.- Mr. Thanh: 0382 276 ***Hiện tôi đang có mấy suất ngoại giao chung cư IA 20 Ciputra nhà ở của thành phố Hà Nội dành cho cán bộ cấp cao.Dự án nằm trong quần thể KĐT Ciputra tiếp giáp với hai trục đường huyết mạch chính là Phạm Văn Đồng - Võ Chí Công. Chung cư IA20 Ciputra KĐT Nam Thăng Long được thừa hưởng toàn bộ tiện ích cao cấp đã tích hợp sẵn của KĐT Ciputra, là một phức hợp tòa nhà căn hộ cao cấp trong quần thể Ciputra. Dự án gồm có 02 tòa chung cư cao 29 tầng - 01 tòa cao 40 tầng và biệt thự - liền kề. Khu vực dân trí cao, an ninh đảm bảo 24/24, gần và tích hợp đầy đủ các tiện ích cao cấp, giao thông hết sức thuận tiện, không gian sống đẳng cấp và cảnh quan mang đến hơi thở trong lành.- Diện tích căn hộ: 92m² - 95m² - 98m² - 100m² - 107m² - 110m² - 112m².- Giá gốc: 16.8tr/m² - 18,5tr/m² (Chưa bao gồm thuế VAT).- Liên hệ trực tiếp: Mr. Thanh: 0382 276 ***- Email: Lethanh.ocd@gmail.comI - Tiến độ thanh toán: Chỉ làm 06 đợt:+ Đợt 1: 30% giá trị căn hộ khi ký hợp đồng.+ Đợt 2: 20% giá trị căn hộ tháng 12/2018.+ Đợt 3: 15% giá trị căn hộ tháng 3/2019.+ Đợt 4: 15% giá trị căn hộ tháng 6/2019.+ Đợt 5: 15% giá trị căn hộ 12/2019.+ Đợt 6: 0,5% giá trị căn hộ (sau khi nhận sổ đỏ).II. Thông tin dự án:- Tên dự án: Cụm công trình nhà ở khu I. A20 khu đô thị Nam Thăng Long.- Vị trí: Lô đất I. A20 Khu Đô Thị Nam Thăng Long, Phường Đông Ngạc, Q. Bắc Từ Liêm, TP. Hà Nội (Ciputra - Hà Nội).- Chủ đầu tư: Công Ty CPĐT BĐS Đông Đô - Bộ Quốc Phòng.- Đơn vị thi công: Tập đoàn Vingroup & Tổng công ty đầu tư phát triển hạ tầng đô thị - UDIC.- Đơn vị thiết kế: Công Ty Cổ Phần Kiến Trúc Tây Hồ.- Quy mô khu đất rộng 30.091m², trong đó:+ Khu cao tầng: 18.329m², gồm 3 tòa chung cư cao tầng 29 - 40 tầng.+ Sân vườn: 7.214m².+ Bãi đỗ xe ngoài trời: 1.020m².+ Cây xanh + sân chơi: 2.481m².+ Khu thấp tầng: 5.356m².+ Giao thông nội bộ: 3.825m².- Mật độ xây dựng:+ Khu cao tầng: 54,5% đối với khối đế và 35,5% đối với phần thân.+ Khu thấp tầng: 77,6%.III. Vị trí dự án:- Quản lý dự án: Mr. Thanh: 0382 276 ***- Email: Lethanh.ocd@gmail.com.- http://www.ia20ciputrabanmua.com/- https://ia20ciputra.com/            ",92 m²,2.34 tỷ,,,,,02/12/2022,09/12/2022,Tin thường,23447378,batdongsan_com_vn_23447378,,,,,
"['Hà Nội', 'Cầu Giấy', 'Phường Quan Hoa', 'Đường Nguyễn Văn Huyên', 'Số 83 ngõ 1']","
Chính chủ bán nhà số 83 ngõ 1 Nguyễn Văn Huyên hoặc ngõ 165 đường Dương Quảng Hàm đi vào. Ô tô đỗ cổng, nhà có diện tích 44m² x 4 tầng, mặt tiền 4m. Nhà thiết kế nội thất tiêu chuẩn Châu Âu, cầu thang gỗ Lim, nhà gia đình làm ở nên rất cẩn thận trong quá trình lựa chọn nội thất và thi công.- Tầng 1 có phòng khách + bếp + WC.- Tầng 2 - 3 có 02 phòng ngủ + WC.- Tầng 4 có 1 phòng thờ + sân phơi. Nhà hướng Tây Bắc. Sổ đỏ chính chủ. Giá bán 6.350 tỷ. Nhà có vị trí đắc địa, giao thông hết sức thuận tiện thông ra các đường như: Nguyễn Văn Huyên, Cầu Giấy, đường Nguyễn Khánh Toàn. Gần các trường ĐH Thủ Đô, ĐH Sư Phạm, ĐH Ngoại Ngữ, HV Báo Chí. Công viên Nghĩa Đô, CV Thủ Lệ. Gần các trường cấp 1 - 2 Dịch Vọng B, trường cấp 1 - 2 Nghĩa Tân... Nên giao thông hết sức thuận tiện.Mọi chi tiết liên hệ trực tiếp: Mr. Thanh: 0382 276 ***MTG).            ",44 m²,6.35 tỷ,4 m,6 m,Tây - Bắc,Sổ đỏ,01/12/2022,08/12/2022,Tin thường,35277442,batdongsan_com_vn_35277442,,4 tầng,5 phòng,3 phòng,Cao cấp
"['Hà Nội', 'Cầu Giấy', 'Phường Quan Hoa', 'Đường Dương Quảng Hàm', 'Ngách 23 ngõ 165']","
Bán nhà ngách 23 ngõ 165 Dương Quảng Hàm, Cầu Giấy 50m² x 5T ô tô vào nhà 0382 276 ***Bán nhà ngách 23 ngõ 165 Dương Quảng Hàm, Cầu Giấy (nhà phân lô Ban Vật Giá Chính Phủ). Đường rộng 4m, ô tô vào nhà.DT: 50m² x 5 tầng, MT: 4,5m. Nhà thoáng mát, thiết kế hiện đại, SĐCC.Giá bán: 9 tỷ.Liên hệ trực tiếp: Mr. Thanh: 0382 276 *** ",50 m²,9 tỷ,4.5 m,5 m,,Sổ đỏ/ Sổ hồng,04/12/2022,11/12/2022,Tin thường,35528106,batdongsan_com_vn_35528106,,5 tầng,6 phòng,4 phòng,
"['Hà Nội', 'Cầu Giấy', 'Phường Quan Hoa', 'Đường Nguyễn Văn Huyên', 'Ngõ 1']","
Bán nhà mặt ngõ 1 Nguyễn Văn Huyên 70m² x 6 tầng - ô tô vào nhà, giá 11 tỷ 0382 276 ***Gia đình cần bán căn nhà mặt ngõ 165 đường Dương Quảng Hàm - Hoặc ngõ 1 Nguyễn Văn Huyên đi vào. Nhà lô góc, ô tô vào nhà, nhà có diện tích 70m² x 6 tầng, mặt tiền 4m. Nhà thiết kế nội thất tiêu chuẩn Châu Âu, cầu thang gỗ Lim, nhà gia đình làm ở nên rất cẩn thận trong quá trình lựa chọn nội thất và thi công.- Tầng 1 gara ô tô hoặc cửa hàng kinh doanh, Cty, văn phòng.- Tầng 2 phòng khách + bếp + WC.- Tầng 3 & 4 mỗi tầng 02 phòng ngủ + 02 WC.- Tầng 5 có 01 phòng ngủ + 01 phòng thờ.- Tầng 6 sân phơi trước sau.Nhà hướng Đông Bắc. Sổ đỏ chính chủ. Giá bán 11 tỷ.Nhà có vị trí đắc địa, giao thông hết sức thuận tiện thông ra các đường như: Nguyễn Văn Huyên, Cầu Giấy, đường Nguyễn Khách Toàn, Dương Quảng Hàm. Gần các trường ĐH Thủ Đô, ĐH Sư Phạm, ĐH Ngoại Ngữ, HV Báo Chí. Công viên Nghĩa Đô, CV Thủ Lệ. Gần các trường cấp 1 - 2 Dịch Vọng B, trường cấp 1 - 2 Nghĩa Tân, Lê Quý Đôn... Nên giao thông hết sức thuận tiện.Mọi chi tiết liên hệ: Mr. Thanh: 0382 276 ***MTG).            ",70 m²,11 tỷ,4 m,6 m,Đông - Bắc,Sổ đỏ/ Sổ hồng,06/12/2022,13/12/2022,Tin thường,34962865,batdongsan_com_vn_34962865,,6 tầng,6 phòng,5 phòng,Full.
"['Hà Nội', 'Tây Hồ', 'Phường Phú Thượng', 'Đường An Dương Vương']","
Bán 330m² đất 50 năm. Lô đất có vị trí nằm đối diện dự án Sunshine City - IA20 Ciputra trên trục đường 40m nối cầu Nhật Tân và cầu Thăng Long. Hiện đất đang trồng Quất cho thu nhập hàng năm là 500 triệu. Có vị trí trục đường chính của cư dân KĐT Ciputra đi chợ phải đi qua ra làng Nhật Tảo nên tiện mở quán nhỏ thu nhập thêm 15 - 30 triệu/tháng. Giá bán 1.8 tỷ có thương lượng cho khách thiện chí. Mua bán sang tên, hợp đồng 50 năm có xác nhận đóng dấu của chính quyền phường xã.- Liên hệ trực tiếp: Thanh 0382 276 ***miễn TG và quảng cáo).            ",330 m²,1.8 tỷ,11 m,8 m,,Hợp đồng mua bán,06/12/2022,13/12/2022,Tin thường,35963976,batdongsan_com_vn_35963976,,,,,
